"study_id","site_id","core_id","method_id","depth_min","depth_max","dry_bulk_density","fraction_carbon","cs137_activity","cs137_activity_se","cs137_unit","excess_pb210_activity","excess_pb210_activity_se","total_pb210_activity","total_pb210_activity_se","pb210_unit","ra226_activity","ra226_activity_se","ra226_unit","delta_c13","be7_activity","be7_activity_se","be7_unit","age","age_min","age_max","depth_interval_notes"
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",21,23,0.5605,0.061763000000000005,0.7165,0.0307,"disintegrationsPerMinutePerGram",8.3111,0.3099,8.8991,0.3088,"disintegrationsPerMinutePerGram",0.5881,0.0261,"disintegrationsPerMinutePerGram",-25.9955,0,0,"disintegrationsPerMinutePerGram",NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",23,25,0.5665,0.054021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.724,NA,NA,NA,NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",25,27,0.345,0.05350799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.5236,NA,NA,NA,NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",27,29,0.2712,0.023936000000000002,0,0,"disintegrationsPerMinutePerGram",-1.3881,0.104,0,0,"disintegrationsPerMinutePerGram",1.3881,0.104,"disintegrationsPerMinutePerGram",-23.833,0,0,"disintegrationsPerMinutePerGram",NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",29,31,0.7254,0.041265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.7683,NA,NA,NA,NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",31,33,0.4203,0.04376699999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.3583,NA,NA,NA,NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",33,35,0.5517,0.052293000000000006,0.6288,0.0448,"disintegrationsPerMinutePerGram",7.2483,0.5926,7.7379,0.5912,"disintegrationsPerMinutePerGram",0.4897,0.0414,"disintegrationsPerMinutePerGram",-25.9105,0,0,"disintegrationsPerMinutePerGram",NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",35,37,0.6515,0.046066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.8681,NA,NA,NA,NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",37,39,0.4861,0.038096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.9406,NA,NA,NA,NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",39,41,0.2921,0.052615999999999996,0.7598,0.0495,"disintegrationsPerMinutePerGram",7.0107,0.6102,7.4637,0.609,"disintegrationsPerMinutePerGram",0.453,0.0374,"disintegrationsPerMinutePerGram",NA,0,0,"disintegrationsPerMinutePerGram",NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",41,43,0.3038,0.048457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",43,45,0.447,0.052934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",45,47,0.3379,0.071979,0.883,0.0314,"disintegrationsPerMinutePerGram",4.7048,0.2983,5.1785,0.2973,"disintegrationsPerMinutePerGram",0.4737,0.0244,"disintegrationsPerMinutePerGram",NA,0,0,"disintegrationsPerMinutePerGram",NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",47,49,0.3021,0.064341,1.0083,0.025,"disintegrationsPerMinutePerGram",5.1505,0.197,5.6842,0.1961,"disintegrationsPerMinutePerGram",0.5337,0.0184,"disintegrationsPerMinutePerGram",NA,0,0,"disintegrationsPerMinutePerGram",NA,NA,NA,NA
"Eagle_et_al_2021","Piñones","PIN2","single set of methods",49,51,0.6092,0.058044000000000005,0.9327,0.0373,"disintegrationsPerMinutePerGram",4.5489,0.2818,5.0396,0.2802,"disintegrationsPerMinutePerGram",0.4907,0.0298,"disintegrationsPerMinutePerGram",NA,0,0,"disintegrationsPerMinutePerGram",NA,NA,NA,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,2003,2011,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2002,2011,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,2001,2010,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2000,2009,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1999,2008,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,1998,2007,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1995,2005,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,1993,2003,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1989,2000,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1984,1996,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,1979,1993,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1974,1989,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,1970,1987,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,1967,1985,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,1963,1982,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,1960,1980,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1957,1979,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,1953,1977,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,1950,1974,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961,1946,1972,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959,1942,1970,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,1938,1967,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1933,1963,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,1928,1959,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1923,1953,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,1917,1947,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,1912,1941,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922,1907,1935,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,1900,1929,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908,1894,1923,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,1888,1917,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896,1883,1910,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890,1879,1904,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885,1874,1898,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879,1870,1892,NA
"Eagle_et_al_2021","Martin Peña West","MPW1","single set of methods",38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,1865,1886,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,2016,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2005,2015,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2000,2013,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1998,2011,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1996,2009,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1993,2007,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,1990,2005,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1987,2003,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1984,2001,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1982,2000,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1981,1998,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1978,1996,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,1975,1994,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1973,1992,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,1970,1990,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,1968,1989,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,1966,1987,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,1963,1985,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,1961,1982,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1958,1980,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,1954,1977,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,1948,1973,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,1941,1968,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,1937,1964,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,1934,1960,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1931,1956,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1928,1953,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,1923,1951,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,1920,1948,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,1916,1944,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,1913,1941,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,1909,1937,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,1905,1933,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,1896,1927,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1904,1885,1919,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889,1861,1910,NA
"Eagle_et_al_2021","Martin Peña East","MPE1","single set of methods",36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,1839,1900,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2001,2013,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,2000,2012,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1998,2011,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1996,2009,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1993,2007,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,1990,2005,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1987,2003,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,1984,2001,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,1981,1999,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1978,1997,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,1975,1994,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1971,1992,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,1965,1988,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,1958,1984,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1954,1981,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,1950,1978,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963,1946,1975,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959,1941,1971,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",21,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,1934,1965,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1926,1959,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1920,1955,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,1915,1950,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1931,1910,1946,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,1905,1941,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,1895,1935,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1907,1886,1927,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901,1880,1921,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894,1874,1915,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888,1868,1910,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882,1862,1904,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876,1856,1897,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869,1850,1890,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,1844,1882,NA
"Eagle_et_al_2021","Martin Peña East","MPE2","single set of methods",36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1855,1838,1875,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,2016,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,2010,2012,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2004,2008,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1999,2004,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,1993,2001,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1988,1997,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1983,1993,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1978,1990,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,1973,1986,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,1968,1983,NA
"Eagle_et_al_2021","Torrecilla Lagoon","TORR1","single set of methods",10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,1964,1979,NA
