study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,fraction_carbon_method,depth_interval_notes
Beers_et_al_2023,Isla_Popa,PO-D-6,gouge auger used,37,42,0.23459209026490105,0.4670008354218833,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-D-6,gouge auger used,72,77,0.4560520662068676,0.22501735479818916,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-D-7,gouge auger used,0,5,0.22230043125863438,0.5521885521885401,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-D-7,gouge auger used,5,10,0.2394247083357409,0.5696855048474814,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-D-7,gouge auger used,10,15,0.2292341876211438,0.5838279569892468,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-D-7,gouge auger used,15,20,0.3007779464524906,0.41506395366843185,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-D-7,gouge auger used,20,25,0.26757996144411234,0.42654867256636964,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-D-7,gouge auger used,25,30,0.33345064688795156,0.3540229885057398,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-D-7,gouge auger used,37,42,0.4444958056026852,0.22614890741157848,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-D-7,gouge auger used,72,77,0.3274624027566934,0.3182795698924734,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,0,5,0.10390128852305738,0.5933490442524227,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,5,10,0.18321925903358144,0.6387096774193558,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,10,15,0.19687665792943326,0.7143652561247158,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,15,20,0.1839546574356658,0.6587881392350697,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,20,25,0.17691584415857292,0.6213114754098301,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,25,30,0.1596865101668829,0.631144155307719,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,37,42,0.16798600641897748,0.5280561122244547,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,72,77,0.19414517815026297,0.5835572272971483,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,122,127,0.2789261082191277,0.46426185704742273,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,172,177,0.24930005830658764,0.4869069224786086,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,222,227,0.2494051152211711,0.387968441814597,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,272,277,0.25539335935242924,0.4730792498487635,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-1,gouge auger used,322,327,0.5770776318070315,0.1670860857712065,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,0,5,0.1212356794293308,0.6829366680112903,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,5,10,0.18616085264191876,0.6628552760535745,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,10,15,0.1735540228919017,0.648083623693375,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,15,20,0.18269397446066413,0.696543866312194,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,20,25,0.17019220162523047,0.7104316546762528,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,25,30,0.17250345374606696,0.6548316251830263,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,37,42,0.15790054261896386,0.6332426920462244,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,72,77,0.2415258466274104,0.43606775157754496,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,122,127,0.21893860999196316,0.46620908130940164,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,172,177,0.1813282345710789,0.47386680745154164,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,215,220,0.18763164944608746,0.4432478891753882,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,272,277,0.22923418762114378,0.47871158830063293,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,321,326,0.17008714471064698,0.5154880187025083,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,372,377,0.24478261097949813,0.43845012977382797,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-2,gouge auger used,410,415,0.5589027855840901,0.1565048736821158,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,0,5,0.1395155825668556,0.6220238095238143,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,5,10,0.16472924206688974,0.6633540372670835,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,10,15,0.14581899744186413,0.6759717314487667,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,15,20,0.18563556806900142,0.6943510423671895,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,20,25,0.16987703088148004,0.7115474520804178,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,25,30,0.15443366443770912,0.6653620352250462,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,37,42,0.1631533883481376,0.6220071319409024,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,69,74,0.1546437782668761,0.5529212531752796,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,122,127,0.19004795848150735,0.48474100347299337,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,159,164,0.21084922756903554,0.5430163706025697,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,222,227,0.2214599759419666,0.4663104089219332,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,265,270,0.19467046272318025,0.5032863849765266,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,322,327,0.20559638183986179,0.5353458158196397,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-F-3,gouge auger used,372,377,0.4320990896818352,0.18953959780034563,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,1,3,0.6321739130434784,0.08730305838739635,0.03297501170535753,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,5,7,0.5033980901897568,0.16586009678838684,0.0730948117227217,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,9,11,0.5024324324324323,0.12883737267298845,0.053785128455100105,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,13,15,0.45875000000000005,0.13896613773924438,0.06014794898037069,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,17,19,0.5340740740740741,0.13904012905827806,0.06143473579701367,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,21,23,0.5060606060606061,0.10904533110507571,0.04813380099946633,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,25,27,0.5735714285714286,0.07361758827448364,0.030607569438469522,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,29,31,0.44549999999999984,0.12919545903257576,0.05510881710381967,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,33,35,0.8923529411764705,0.04819645404524135,0.012148887979442531,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,37,39,0.6463157894736843,0.08366615463389625,0.015309129306736207,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,41,43,0.616,0.09408535063638648,0.02905643044727121,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,45,47,0.6142424242424241,0.07748505645339848,0.028232983865119524,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,49,51,0.6586666666666667,0.06622447922064492,0.022282600484865932,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,53,55,0.7524242424242423,0.0600787057280278,0.018268606558709113,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,57,59,0.8648387096774193,0.049795214485880736,0.0181852268931112,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,61,63,0.75125,0.03763717421124892,0.018398719965512324,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,65,67,0.7991304347826087,0.04982354162341649,0.01608146215291912,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,69,71,0.7532432432432432,0.06646071637304912,0.023700504212205244,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,73,75,0.7621052631578948,0.0392657836347737,0.0063573864820319235,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,77,79,1.020625,0.04010314778587919,0.023292718227067334,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,81,83,0.9672727272727272,0.045463414634145535,0.017093145945479175,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,85,87,0.8589189189189189,0.03806055960137962,0.01905412370960299,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,89,91,1.1012,0.03724928366762128,0.008031648236905865,EA,peat; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-1,piston corer used,93,95,1.0739999999999998,0.04469570496281773,0.01945774877029776,EA,piece of stem in sample; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-2,piston corer used,0,2,0.6208333333333332,0.07559055118110332,0.04369570253000001,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-2,piston corer used,3,5,0.8072727272727275,0.0990797003126666,0.04274273872,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-2,piston corer used,7,9,0.42962962962962953,0.15293062688513867,0.06347015377000001,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-2,piston corer used,11,13,0.3474285714285713,0.1749965767492771,0.06809451099,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-2,piston corer used,15,17,0.5442857142857143,0.1063341493268026,0.06911585808,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-2,piston corer used,23,25,0.632857142857143,0.06237504998000917,0.03797785759000001,EA,shells; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-2,piston corer used,27,29,0.7975999999999999,0.04012823347335903,0.019627575870000004,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-2,piston corer used,35,37,0.8018181818181819,0.04163378058405793,0.015463709839999992,EA,fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,3,5,0.27085714285714274,0.3798619824341285,0.153300534493,EA,mangrove peat; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,7,9,0.2487878787878788,0.3474605158504716,0.13108377931,EA,mangrove peat; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,11,13,0.24676470588235305,0.37529445020258106,0.13165031196000002,EA,mangrove peat; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,15,17,0.1922857142857143,0.36683596186402867,0.13262916560000002,EA,mangrove peat; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,19,21,0.22864864864864876,0.32146246162433706,0.12268770221,EA,mangrove peat; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,23,25,0.21638888888888885,0.39264791377845354,0.16059954642999996,EA,mangrove peat; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,27,29,0.19081081081081078,0.4110014761867768,0.17697859422900003,EA,mangrove peat; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,31,33,0.2414285714285714,0.305813763861709,0.13189699653,EA,mangrove peat; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,35,37,0.2025,0.3384117797259334,0.13970394138,EA,mangrove peat; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,39,41,0.4499999999999999,0.0917351039664515,0.04322854996,EA,shells; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,43,45,0.59,0.05276289418790188,0.03085458041,EA,shells; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,51,53,0.8616666666666666,0.04856830383774095,0.01815123796,EA,shells; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,55,57,0.88275,0.03239294247380957,0.02250728369,EA,shells; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Popa,PO-S-3,piston corer used,59,61,0.7,0.057609668755595464,0.033351051810000004,EA,shells; fraction C determined by elemental analyzer; 2 samples run per depth: original sample & sample after LOI occurred; OC determined by differencing values
Beers_et_al_2023,Isla_Solarte,SOL-D-4,gouge auger used,0,5,0.20517615418152782,0.6621480709071963,0.3276806640625,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-4,gouge auger used,5,10,0.20486098343777742,0.6701913393756271,0.32702854156494143,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-4,gouge auger used,10,15,0.21746781318779446,0.6766766766766771,0.3236081314086914,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-4,gouge auger used,15,20,0.20244467440235753,0.6975414522584391,0.3426803970336914,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-4,gouge auger used,20,25,0.21095428448361903,0.6865573770491767,0.33043708801269533,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-4,gouge auger used,25,30,0.20738234938778086,0.7146042363433603,0.33838726043701173,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-4,gouge auger used,37,42,0.16746072184606012,0.7135537959944007,0.31478296279907225,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-5,gouge auger used,0,5,0.15695503038771255,0.6947565543071217,0.34751808166503906,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-5,gouge auger used,5,10,0.1842698281794162,0.7640449438202253,0.33347358703613283,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-5,gouge auger used,10,15,0.20843291853361562,0.7385159010600767,0.3108352470397949,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-5,gouge auger used,15,20,0.2251369679523882,0.7345945945945827,0.3535182571411133,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-5,gouge auger used,20,25,0.22849878921905947,0.7262794709603262,0.3674013900756836,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-5,gouge auger used,25,30,0.1972968855877672,0.7510813999213467,0.3705721664428711,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-5,gouge auger used,37,42,0.1543286075231257,0.7124243834341479,0.35832950592041013,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-5,gouge auger used,57,62,0.15779548570438032,0.6908060453400539,0.32097694396972654,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-5,gouge auger used,77,82,0.1839546574356658,0.6943078004216378,0.3218027496337891,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-6,gouge auger used,0,5,0.18437488509399969,0.7023021128981385,0.3575528335571289,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-6,gouge auger used,5,10,0.23038981368156203,0.7099678456591774,0.3454528045654297,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-6,gouge auger used,10,15,0.20538626801069476,0.6721771678103539,0.32907920837402344,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-6,gouge auger used,15,20,0.1927794382606777,0.7234420311297872,0.35941368103027344,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-6,gouge auger used,20,25,0.18815693401900477,0.7291944917791183,0.3761309051513672,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-6,gouge auger used,25,30,0.17891192553565893,0.7190527448869614,0.3571385192871094,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-D-6,gouge auger used,37,42,0.15075667242728752,0.7193732193732147,NA,local regression,fraction C determined by equation based on relationship with LOI: (LOI*50.081)-0.4377
Beers_et_al_2023,Isla_Solarte,SOL-D-6,gouge auger used,72,77,0.16672532344397575,0.6294675419401986,0.38069656372070315,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-1,gouge auger used,0,5,0.1730287383189843,0.6715919923736918,0.3355377578735352,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-1,gouge auger used,5,10,0.16010673782521684,0.6896680343155555,0.3445485687255859,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-1,gouge auger used,10,15,0.14455831446686246,0.6762295081967268,0.34047321319580076,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-1,gouge auger used,15,20,0.14518865595436328,0.6813778256189427,0.348641471862793,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-1,gouge auger used,20,25,0.1406712086272738,0.6906697638404946,0.3499912261962891,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-1,gouge auger used,25,30,0.19572103186901507,0.7040477770404814,0.35225765228271483,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-1,gouge auger used,37,42,0.19530080421068113,0.72327320721513,0.37126693725585935,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-1,gouge auger used,72,77,0.182904088289831,0.6535455861070909,0.33256298065185547,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-1,gouge auger used,99,104,0.7634485982781172,0.07787174066243838,0.034621946441155765,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-2,gouge auger used,0,5,0.16535958355439062,0.7000607164541568,0.3509693145751953,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-2,gouge auger used,5,10,0.14350774532102764,0.7041146555709665,0.3560159683227539,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-2,gouge auger used,10,15,0.15317298146270744,0.6798561151079194,0.33616424560546876,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-2,gouge auger used,15,20,0.16388878675022195,0.6926952141057926,0.34366569519042967,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-2,gouge auger used,20,25,0.1916238122002595,0.7216564833672743,0.36824176788330076,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-2,gouge auger used,25,30,0.2062267233273626,0.7349452554744531,0.3711910629272461,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-2,gouge auger used,37,42,0.18384960052108226,0.7221783741120724,0.36649337768554685,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-2,gouge auger used,72,77,0.18332431594816495,0.38397402141478026,0.18792102966473612,EA,fraction C determined by elemental analyzer
Beers_et_al_2023,Isla_Solarte,SOL-F-3,gouge auger used,0,5,0.13499813523976611,0.6532498509242672,0.3253889846801758,EA,fraction C determined by elemental analyzer
