"study_id","site_id","core_id","latitude","longitude","year","position_notes","habitat","vegetation_class","inundation_class","inundation_notes","salinity_class","position_method","core_notes"
"Miller_et_al_2022","Skinflats","SF-18-16",56.05855212,-3.73490081,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-17",56.05827583,-3.73489983,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-18",56.05820937,-3.73657479,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-19",56.05824319,-3.73611366,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-20",56.05826608,-3.73560109,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-21",56.05833412,-3.73524314,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-22",56.05842156,-3.73481213,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-23",56.05850606,-3.73428145,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-24",56.05858585,-3.73382602,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-25",56.05868389,-3.73341419,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-26",56.05878385,-3.73290784,2018,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-27",56.05732717,-3.73291779,2018,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-28",56.05641861,-3.73270033,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-29",56.05789774,-3.73418467,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-30",56.05774868,-3.73618779,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-31",56.05471957,-3.73467478,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-32",56.05348898,-3.734313,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SF-18-33",56.05407915,-3.73132878,2018,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SKIN2001",56.06288307,-3.73384992,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SKIN2002",56.06301545,-3.73341266,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SKIN2003",56.06316689,-3.73289721,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SKIN2004",56.06333087,-3.73239677,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SKIN2005",56.06338802,-3.73175635,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SKIN2006",56.06346288,-3.73144158,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","SKIN2015",56.06301972,-3.73218644,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Skinflats","Skin2004A",56.06333087,-3.73239677,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"60mm core diameter"
"Miller_et_al_2022","Skinflats","Skin2004B",56.06333087,-3.73239677,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"60mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2001",56.44770056,-3.08791175,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2002",56.44779071,-3.08799069,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2003",56.44790917,-3.08817577,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2004",56.44804241,-3.08846927,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2005",56.4482003,-3.08880886,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2006",56.44825931,-3.08905493,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2007",56.44790214,-3.08929839,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2008",56.44770316,-3.08911837,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2009",56.44757016,-3.08894214,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2010",56.4474577,-3.08877223,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2011",56.44758504,-3.08871933,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","TAY2012",56.44778848,-3.08871031,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"30mm core diameter"
"Miller_et_al_2022","Tay Estuary","Tay2002A",56.44779071,-3.08799069,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"60mm core diameter"
"Miller_et_al_2022","Tay Estuary","Tay2002B",56.44779071,-3.08799069,2020,"direct from dataset","marsh","emergent","mid","Fringing",NA,NA,"60mm core diameter"
"Miller_et_al_2022","Tay Estuary","Tay2004A",56.44804241,-3.08846927,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"60mm core diameter"
"Miller_et_al_2022","Tay Estuary","Tay2004B",56.44804241,-3.08846927,2020,"direct from dataset","marsh","emergent","high","Fringing",NA,NA,"60mm core diameter"
"Miller_et_al_2022","Wigtown","Wig2003A",54.87215577,-4.42472976,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"60mm core diameter"
"Miller_et_al_2022","Wigtown","Wig2003B",54.87215577,-4.42472976,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"60mm core diameter"
"Miller_et_al_2022","Wigtown","Wig2009A",54.8708259,-4.43093533,2020,"direct from dataset","marsh","emergent","high","Estuarine","estuarine",NA,"60mm core diameter"
"Miller_et_al_2022","Wigtown","Wig2009B",54.8708259,-4.43093533,2020,"direct from dataset","marsh","emergent","high","Estuarine","estuarine",NA,"60mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2001",54.87251607,-4.42268381,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2002",54.87232504,-4.42371245,2020,"direct from dataset","marsh","emergent","high","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2003",54.87215577,-4.42472976,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2004",54.87200369,-4.42569492,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2005",54.87182623,-4.42679558,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2006",54.87151083,-4.42769531,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2007",54.87126075,-4.42861811,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2008",54.87112225,-4.42973081,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2009",54.8708259,-4.43093533,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2010",54.87049381,-4.43231764,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2011",54.87051505,-4.43367474,2020,"direct from dataset","marsh","emergent","high","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2012",54.87212216,-4.42375786,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2013",54.87186442,-4.42488778,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2014",54.87146458,-4.4262768,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2015",54.87096863,-4.42768039,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2016",54.87010972,-4.43108343,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2017",54.87057718,-4.42922732,2020,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","WIG2018",54.869542,-4.4328161,2020,"direct from dataset","marsh","emergent","high","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","Wig 1",54.87083274,-4.42241198,2019,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","Wig 10",54.86928143,-4.43567704,2019,"direct from dataset","marsh","emergent","high","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","Wig 2",54.87075473,-4.4234526,2019,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","Wig 3",54.87060216,-4.4245158,2019,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","Wig 4",54.8704657,-4.42552276,2019,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","Wig 5",54.87029314,-4.42673412,2019,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","Wig 6",54.87007849,-4.42869287,2019,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","Wig 7",54.86987245,-4.43011727,2019,"direct from dataset","marsh","emergent","mid","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","Wig 8",54.8698509,-4.43128024,2019,"direct from dataset","marsh","emergent","high","Estuarine","estuarine",NA,"30mm core diameter"
"Miller_et_al_2022","Wigtown Bay","Wig 9",54.86956728,-4.43371955,2019,"direct from dataset","marsh","emergent","high","Estuarine","estuarine",NA,"30mm core diameter"
"Neto_and_Lana_1997","Paranaguá Bay","MC 25",-25.4944,-48.6411,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 26",-25.4543,-48.5939,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 27",-25.5129,-48.5911,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 28",-25.4534,-48.5329,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 29",-25.4762,-48.5027,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 30",-25.5104,-48.4614,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 31",-25.5528,-48.4393,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 32",-25.5133,-48.4274,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 33",-25.54,-48.4059,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 34",-25.546,-48.4148,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 35",-25.5507,-48.3917,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 36",-25.545,-48.3743,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 37",-25.5119,-48.4403,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 38",-25.557,-48.3647,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 39",-25.5604,-48.3169,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 40",-25.5507,-48.3917,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 41",-25.545,-48.3743,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 42",-25.545,-48.3743,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 43",-25.557,-48.3647,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 44",-25.5604,-48.3169,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117",-51.82623,-58.59572,2013,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI",27.98565,-12.28515,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII",28.0271,-12.27597,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT",41.33627,-71.87131,NA,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A",52.52562,-4.043852,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A",52.5237,-4.037838,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A",52.52464,-4.037516,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A",52.52585,-4.038169,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A",52.89782,-4.117205,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH13A",52.89573,-4.117476,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A",52.89539,-4.118051,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A",52.89633,-4.11727,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A",52.89751,-4.119139,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A",52.89845,-4.116737,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A",52.72994,-4.02765,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A",52.73272,-4.025226,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A",52.73329,-4.021743,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A",52.73236,-4.021983,2017,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV",37.42438,-121.9797,1983,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB",37.59851,-122.1425,1983,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BI","PDL90_BI",37.55043,-122.2358,1983,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Payne_et_al_2019","Swan Inlet","MC 118",-51.82,-58.59,NA,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","D10",53.77094,7.760414,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","D13",53.76629,7.761431,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","D2",53.7757,7.757301,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","D4",53.77493,7.758052,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","D7",53.77255,7.759153,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","D8",53.77227,7.759541,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F12",53.77147,7.778099,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F13",53.77096,7.778114,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F15",53.76946,7.778491,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F17",53.76839,7.778917,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F19",53.7673,7.779418,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F20",53.76703,7.779472,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F22",53.76666,7.779589,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F23",53.76655,7.779607,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F3",53.77638,7.775969,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F5",53.77517,7.776354,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F7",53.77399,7.776873,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","F9",53.77281,7.777408,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","G10",53.77347,7.796122,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","G15",53.77103,7.795752,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","G4",53.77545,7.797142,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","G5",53.77542,7.797249,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Pollman_et_al_2021","Spiekerook Ostplate","G9",53.77474,7.795797,2016,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_1_1",-34.045289,23.065186,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_1_2",-34.045289,23.065186,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_1_3",-34.045289,23.065186,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_2_1",-34.051631,23.046969,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_2_2",-34.051631,23.046969,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_2_3",-34.051631,23.046969,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_3_1",-34.042853,23.015361,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_3_2",-34.042853,23.015361,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_3_3",-34.042853,23.015361,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_4_1",-34.055256,23.016786,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_4_2",-34.055256,23.016786,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_4_3",-34.055256,23.016786,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_5_1",-34.040994,23.003736,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_5_2",-34.040994,23.003736,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_5_3",-34.040994,23.003736,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_6_1",-34.025847,22.989842,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_6_2",-34.025847,22.989842,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_6_3",-34.025847,22.989842,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_7_1",-34.025483,22.989683,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_7_2",-34.025483,22.989683,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Raw_et_al_2020","Knysna Estuary","Knysna_7_3",-34.025483,22.989683,2018,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Rios_et_al_2018","Peninsula Vadez","MC 105",-42.4272,-64.1251,NA,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Rios_et_al_2018","Peninsula Vadez","MC 106",-42.4287,-64.1248,NA,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Rios_et_al_2018","Peninsula Vadez","MC 107",-42.4266,-64.1206,NA,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Rios_et_al_2018","Peninsula Vadez","MC 108",-42.4277,-64.1246,NA,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Rios_et_al_2018","Peninsula Vadez","MC 109",-42.426,-64.1216,NA,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Rios_et_al_2018","Peninsula Vadez","MC 110",-42.4271,-64.1196,NA,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Roman_et_al_1997","RMN97_FHI","RMN97_FHI",41.8196,-69.95742,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Roman_et_al_1997","RMN97_ILT1","RMN97_ILT1",41.82998,-69.94936,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Roman_et_al_1997","RMN97_NB","RMN97_NB",41.84336,-69.95326,1991,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ruranska_et_al_2020","Aberlady Bay","Aberlady Bay 1",56.02262,-2.869309,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ruranska_et_al_2020","Aberlady Bay","Aberlady Bay 2",56.0227,-2.869026,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ruranska_et_al_2020","Aberlady Bay","Aberlady Bay 3",56.02326,-2.868471,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ruranska_et_al_2020","Aberlady Bay","Aberlady Bay 4",56.02342,-2.868163,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ruranska_et_al_2020","Aberlady Bay","Aberlady Bay 5",56.02352,-2.867744,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ruranska_et_al_2020","Annan","Annan 1",54.9708,-3.2647,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
"Ruranska_et_al_2020","Annan","Annan 2",54.9698,-3.2639,2019,"direct from dataset","marsh","emergent",NA,NA,NA,NA,NA
