study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,redox,sand,silt,clay,moisture
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2018,0,5,1.368266667,0.01052587884,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2019,0,5,1.40595,0.014551378669999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2018,0,5,1.40595,0.014551378669999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2019,0,5,1.455825,0.01652360844,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2018,0,5,1.455825,0.01652360844,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2019,0,5,1.55176,0.022665257940000003,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2018,0,5,1.55176,0.022665257940000003,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2019,0,5,1.444786667,0.02015995064,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2018,0,5,1.444786667,0.02015995064,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2019,0,5,1.545773333,0.02012489558,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-8_2018,0,5,1.545773333,0.02012489558,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-15,0,5,1.36992,0.02789694428,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-15,0,5,1.266166667,0.03614073175,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-15,0,5,1.336583333,0.02981441683,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2019,0,5,1.313813333,0.018208558859999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2018,0,5,1.313813333,0.018208558859999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2019,0,5,1.47206,0.01877618335,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2018,0,5,1.47206,0.01877618335,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2019,0,5,1.558833333,0.01870070412,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2018,0,5,1.558833333,0.01870070412,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2019,0,5,1.545293333,0.019325674020000003,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2018,0,5,1.545293333,0.019325674020000003,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2019,0,5,1.55024,0.018229774969999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2018,0,5,1.55024,0.018229774969999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2019,0,5,1.529036667,0.023576699259999997,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-9_2018,0,5,1.529036667,0.023576699259999997,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-16,0,5,1.265396667,0.03546236416,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-16,0,5,1.281933333,0.02508851677,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-16,0,5,1.34291,0.03295713588,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2019,0,5,1.676293333,0.01998272877,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2018,0,5,1.676293333,0.01998272877,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2019,0,5,1.61156,0.02068054561,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2018,0,5,1.61156,0.02068054561,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2019,0,5,1.526786667,0.0218755464,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2018,0,5,1.526786667,0.0218755464,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2019,0,5,1.42981,0.02597377235,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2018,0,5,1.42981,0.02597377235,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2019,0,5,1.531556667,0.017231244450000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2018,0,5,1.531556667,0.017231244450000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2019,0,5,1.604356667,0.02026323976,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-10_2018,0,5,1.604356667,0.02026323976,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-17,0,5,1.486863333,0.026930943489999998,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-17,0,5,1.205366667,0.03173529394,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-17,0,5,1.351443333,0.02552444808,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2019,0,5,1.491046667,0.01153825677,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2018,0,5,1.491046667,0.01153825677,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2019,0,5,1.414773333,0.01697509665,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2018,0,5,1.414773333,0.01697509665,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2019,0,5,1.529293333,0.0191477603,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2018,0,5,1.529293333,0.0191477603,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2019,0,5,1.562723333,0.02320950667,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2018,0,5,1.562723333,0.02320950667,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2019,0,5,1.49453,0.0184060277,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2018,0,5,1.49453,0.0184060277,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2019,0,5,1.587336667,0.02055306103,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-11_2018,0,5,1.587336667,0.02055306103,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-18,0,5,1.370583333,0.028452647400000003,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-18,0,5,1.294066667,0.02784145097,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-18,0,5,1.304813333,0.02210983409,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2019,0,5,1.094873333,0.06012612561,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2018,0,5,1.094873333,0.06012612561,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2019,0,5,1.290536667,0.02821258544,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2018,0,5,1.290536667,0.02821258544,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2019,0,5,1.349066667,0.02084806947,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2018,0,5,1.349066667,0.02084806947,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2019,0,5,1.37368,0.02355439589,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2018,0,5,1.37368,0.02355439589,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2019,0,5,1.420146667,0.02617086057,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2018,0,5,1.420146667,0.02617086057,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2019,0,5,1.42791,0.0106757043,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-12_2018,0,5,1.42791,0.0106757043,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-19,0,5,1.4754,0.01902425729,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-19,0,5,1.5221,0.019926116650000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-19,0,5,1.3447,0.01701189952,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-7_2019,0,5,1.676466667,0.01325398972,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-7_2018,0,5,1.676466667,0.01325398972,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-20,0,5,1.499833333,0.01805973605,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-20,0,5,1.5276,0.01497613692,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-20,0,5,1.563733333,0.01662745098,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-8_2019,0,5,1.520433333,0.01477278536,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-8_2018,0,5,1.520433333,0.01477278536,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-21,0,5,1.478233333,0.01914865226,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-21,0,5,1.5498,0.01440295668,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-21,0,5,1.739833333,0.01384237553,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-9_2019,0,5,1.584333333,0.01410665777,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-9_2018,0,5,1.584333333,0.01410665777,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-22,0,5,1.5807,0.01581939988,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-22,0,5,1.5406,0.01562353822,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-22,0,5,1.5586,0.01736111111,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-10_2019,0,5,1.396633333,0.016171138510000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-10_2018,0,5,1.396633333,0.016171138510000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-23,0,5,1.479333333,0.0204813108,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-23,0,5,1.439433333,0.01773533424,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-23,0,5,1.5558,0.01672622215,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-11_2019,0,5,1.632633333,0.015383586380000001,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-11_2018,0,5,1.632633333,0.015383586380000001,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-24,0,5,1.477566667,0.01426448737,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-24,0,5,1.450933333,0.01576530263,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-24,0,5,1.468733333,0.09896565990999999,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-12_2019,0,5,1.6334,0.01642595606,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-1-core-12_2018,0,5,1.6334,0.01642595606,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-19,0,5,1.189866667,0.0752906792,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-19,0,5,1.113933333,0.04416125166,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-19,0,5,1.1565,0.04184193048,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-7_2019,0,5,1.356333333,0.03881153382,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-7_2018,0,5,1.356333333,0.03881153382,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-20,0,5,1.274866667,0.08896021317000001,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-20,0,5,1.181966667,0.07163479871,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-20,0,5,1.325766667,0.03958828187,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-8_2019,0,5,1.224033333,0.03945602055,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-8_2018,0,5,1.224033333,0.03945602055,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-21,0,5,1.200266667,0.08126972565999999,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-21,0,5,1.045533333,0.06382829487000001,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-21,0,5,1.227466667,0.04555780684,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-9_2019,0,5,1.0809,0.05226262753,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-9_2018,0,5,1.0809,0.05226262753,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-22,0,5,1.025266667,0.0783875969,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-22,0,5,1.104633333,0.06794921622,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-22,0,5,1.156,0.03850060951,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-10_2019,0,5,1.223166667,0.03259544434,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-10_2018,0,5,1.223166667,0.03259544434,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-23,0,5,0.900433333,0.09794348275999999,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-23,0,5,1.3261,0.05201242088,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-23,0,5,1.190266667,0.04622391826,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-11_2019,0,5,1.2807,0.03493449782,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-11_2018,0,5,1.2807,0.03493449782,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-24,0,5,1.157133333,0.0862145064,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-24,0,5,1.2129,0.06309246309,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-24,0,5,1.3103,0.04449195003,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-12_2019,0,5,1.152666667,0.04469137805,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-2-core-12_2018,0,5,1.152666667,0.04469137805,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-19,0,5,1.4621,0.04099218011,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-19,0,5,1.7579,0.04408135058,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-19,0,5,1.608433333,0.03057471264,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-7_2019,0,5,1.387533333,0.04800850199,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-7_2018,0,5,1.387533333,0.04800850199,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-20,0,5,1.16071,0.07744893035,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-20,0,5,1.1836,0.09332120384999999,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-20,0,5,1.1382,0.05381463847,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-8_2019,0,5,1.467866667,0.035662381220000004,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-8_2018,0,5,1.467866667,0.035662381220000004,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-21,0,5,1.2175,0.055285370900000005,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-21,0,5,0.9786,0.09827819694,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-21,0,5,1.601266667,0.053639371379999995,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-9_2019,0,5,1.4166,0.0334377701,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-9_2018,0,5,1.4166,0.0334377701,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-22,0,5,1.3768,0.0393819226,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-22,0,5,1.0248,0.09585842448,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-22,0,5,1.2136,0.07103505842999999,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-10_2019,0,5,1.616133333,0.043085165759999995,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-10_2018,0,5,1.616133333,0.043085165759999995,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-23,0,5,1.567,0.05683777321,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-23,0,5,1.160233333,0.1151246796,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-23,0,5,1.2834,0.041724779170000004,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-11_2019,0,5,1.369466667,0.0296351452,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-11_2018,0,5,1.369466667,0.0296351452,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-24,0,5,0.9754,0.07908726589,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-24,0,5,0.9008,0.09283125251999999,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-24,0,5,1.3429,0.044252776369999997,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-12_2019,0,5,1.6167,0.03014988801,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-3-core-12_2018,0,5,1.6167,0.03014988801,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-19,0,5,1.261766667,0.04972288203,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-19,0,5,1.4128,0.01764225429,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-19,0,5,1.4942,0.04321872015,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-7_2019,0,5,1.530766667,0.0420772428,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-7_2018,0,5,1.530766667,0.0420772428,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-20,0,5,1.189266667,0.053065430190000006,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-20,0,5,1.497466667,0.01671282126,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-20,0,5,1.391933333,0.04393532536999999,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-8_2019,0,5,1.5002,0.04398710918,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-8_2018,0,5,1.5002,0.04398710918,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-21,0,5,1.3328,0.04206154206,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-21,0,5,1.437366667,0.03740753787,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-21,0,5,1.357066667,0.05436060179,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-9_2019,0,5,1.508066667,0.03565311172,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-9_2018,0,5,1.508066667,0.03565311172,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-22,0,5,1.3505,0.051133407660000005,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-22,0,5,1.445433333,0.01988081526,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-22,0,5,1.558766667,0.04784217016,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-10_2019,0,5,1.5656,0.034529072699999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-10_2018,0,5,1.5656,0.034529072699999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-23,0,5,1.273666667,0.04570607258,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-23,0,5,1.3252,0.04567252797,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-23,0,5,1.197466667,0.03899308983,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-11_2019,0,5,1.384133333,0.03328061157,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-11_2018,0,5,1.384133333,0.03328061157,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-24,0,5,1.253566667,0.020088057240000002,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-24,0,5,1.257666667,0.023719854640000003,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-24,0,5,1.355433333,0.040268456380000005,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-12_2019,0,5,1.372133333,0.03492284488,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-4-core-12_2018,0,5,1.372133333,0.03492284488,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-19,0,5,1.3555,0.04438081603,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-19,0,5,1.129233333,0.03761670894,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-19,0,5,1.4554,0.04278768233,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-7_2019,0,5,1.475633333,0.033181818179999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-7_2018,0,5,1.475633333,0.033181818179999996,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-20,0,5,1.142266667,0.05354981129,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-20,0,5,1.3527,0.04217719133,NA,NA,NA,NA,NA
Human_et_al_2022,Swartkops Estuary,Swartkops Estuary-5-core-20,0,5,1.367233333,0.04403150879,NA,NA,NA,NA,NA
