study_id,bibliography_id,publication_type,key,bibtype,doi,url,year,month,publisher,volume,number,author,title,journal,school,pages,keywords,editor,booktitle,institution,copyright,language
Piazza_et_al_2011,Holmquist_et_al_2018,synthesis,Holmquist_et_al_2018,Misc,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,NA,NA,NA,NA,NA,NA,NA,NA,NA
Windham_Meyers_et_al_2010,Holmquist_et_al_2018,synthesis,Holmquist_et_al_2018,Misc,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ensign_et_al_2015,Ensign_et_al_2015,Article,Ensign_2015,Article,10.1002/2015gl066830,https://doi.org/10.1002/2015gl066830,2015,dec,American Geophysical Union ({AGU}),42,24,Scott H. Ensign and Gregory B. Noe and Cliff R. Hupp and Katherine J. Skalak,Head-of-tide bottleneck of particulate material transport from watersheds to estuaries,Geophysical Research Letters,NA,"10,671--10,679",NA,NA,NA,NA,NA,NA
Cochran_et_al_1998,Cochran_et_al_1998,Article,Cochran_1998,Article,10.1006/ecss.1997.0299,https://doi.org/10.1006/ecss.1997.0299,1998,apr,Elsevier {BV},46,4,J.K. Cochran and D.J. Hirschberg and J. Wang and C. Dere,"Atmospheric Deposition of Metals to Coastal Waters (Long Island Sound, New York U.S.A.): Evidence from Saltmarsh Deposits","Estuarine, Coastal and Shelf Science",NA,503--522,NA,NA,NA,NA,NA,NA
Neubauer_2002,Neubauer_2002,Article,Neubauer_2002,Article,10.1006/ecss.2001.0854,https://doi.org/10.1006/ecss.2001.0854,2002,apr,Elsevier {BV},54,4,S.C. Neubauer and I.C. Anderson and J.A. Constantine and S.A. Kuehl,Sediment Deposition and Accretion in a Mid-Atlantic (U.S.A.) Tidal Freshwater Marsh,"Estuarine, Coastal and Shelf Science",NA,713--727,NA,NA,NA,NA,NA,NA
Drake_et_al_2015,Drake_et_al_2015,Article,Drake_2015,Article,10.1007/s00267-015-0568-z,https://doi.org/10.1007/s00267-015-0568-z,2015,jun,Springer Science and Business Media {LLC},56,4,Katherine Drake and Holly Halifax and Susan C. Adamowicz and Christopher Craft,Carbon Sequestration in Tidal Salt Marshes of the Northeast United States,Environmental Management,NA,998--1008,NA,NA,NA,NA,NA,NA
Noe_et_al_2013,Noe_et_al_2013,Article,Noe_2012,Article,10.1007/s10533-012-9805-1,https://doi.org/10.1007/s10533-012-9805-1,2012,nov,Springer Science and Business Media {LLC},114,NA,Gregory B. Noe and Ken W. Krauss and B. Graeme Lockaby and William H. Conner and Cliff R. Hupp,The effect of increasing salinity and forest mortality on soil nitrogen and phosphorus mineralization in tidal freshwater forested wetlands,Biogeochemistry,NA,225--244,NA,NA,NA,NA,NA,NA
Pastore_et_al_2017,Pastore_et_al_2017,Article,Pastore_2017,Article,10.1007/s10533-017-0312-2,https://doi.org/10.1007/s10533-017-0312-2,2017,mar,Springer Science and Business Media {LLC},133,1,Melissa A. Pastore and J. Patrick Megonigal and J. Adam Langley,Elevated {CO}2 and nitrogen addition accelerate net carbon gain in a brackish marsh,Biogeochemistry,NA,73--87,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,Radabaugh_et_al_2018,Article,Radabaugh_2017,Article,10.1007/s12237-017-0362-7,https://doi.org/10.1007/s12237-017-0362-7,2017,dec,Springer Science and Business Media {LLC},41,5,Kara R. Radabaugh and Ryan P. Moyer and Amanda R. Chappel and Christina E. Powell and Ioana Bociu and Barbara C. Clark and Joseph M. Smoak,"Coastal Blue Carbon Assessment of Mangroves, Salt Marshes, and Salt Barrens in Tampa Bay, Florida, {USA}",Estuaries and Coasts,NA,1496--1510,NA,NA,NA,NA,NA,NA
Elsey_Quirk_et_al_2011,Elsey_Quirk_et_al_2011,Article,Elsey_Quirk_2011,Article,10.1007/s13157-010-0139-2,https://doi.org/10.1007/s13157-010-0139-2,2011,feb,Springer Science and Business Media {LLC},31,1,Tracy Elsey-Quirk and Denise M. Seliskar and Christopher K. Sommerfield and John L. Gallagher,"Salt Marsh Carbon Pool Distribution in a Mid-Atlantic Lagoon, {USA}: Sea Level Rise Implications",Wetlands,NA,87--99,NA,NA,NA,NA,NA,NA
Kulawardhana_et_al_2015,Kulawardhana_et_al_2015,Article,Kulawardhana_2015,Article,10.1016/j.ecss.2014.12.032,https://doi.org/10.1016/j.ecss.2014.12.032,2015,mar,Elsevier {BV},154,NA,Ranjani W. Kulawardhana and Rusty A. Feagin and Sorin C. Popescu and Thomas W. Boutton and Kevin M. Yeager and Thomas S. Bianchi,"The role of elevation, relative sea-level history and vegetation transition in determining carbon distribution in Spartina alterniflora dominated salt marshes","Estuarine, Coastal and Shelf Science",NA,48--57,NA,NA,NA,NA,NA,NA
Hill_and_Anisfeld_2015,Hill_and_Anisfeld_2015,Article,Hill_2015,Article,10.1016/j.ecss.2015.06.004,https://doi.org/10.1016/j.ecss.2015.06.004,2015,sep,Elsevier {BV},163,NA,Troy D. Hill and Shimon C. Anisfeld,Coastal wetland response to sea level rise in Connecticut and New York,"Estuarine, Coastal and Shelf Science",NA,185--193,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Breithaupt_et_al_2017,Article,Breithaupt_2017,Article,10.1016/j.margeo.2017.07.002,https://doi.org/10.1016/j.margeo.2017.07.002,2017,aug,Elsevier {BV},390,NA,Joshua L. Breithaupt and Joseph M. Smoak and Victor H. Rivera-Monroy and Edward CastaÃ±eda-Moya and Ryan P. Moyer and Marc Simard and Christian J. Sanders,Partitioning the relative contributions of organic matter and mineral sediment to accretion rates in carbonate platform mangrove soils,Marine Geology,NA,170--180,NA,NA,NA,NA,NA,NA
Orson_1990,Orson_1990,Article,Richard_A_Orson_2_Robert_L_Sim_1990,Article,10.1306/d4267631-2b26-11d7-8648000102c1865d,https://doi.org/10.1306/d4267631-2b26-11d7-8648000102c1865d,1990,NA,Society for Sedimentary Geology,NA,NA,Robert L. Sim {Richard A. Orson (2)},Rates of Sediment Accumulation in a Tidal Freshwater Marsh,{SEPM} Journal of Sedimentary Research,NA,NA,NA,NA,NA,NA,NA,NA
Windham_Meyers_et_al_2010,Windham_Meyers_et_al_2010,Misc,Windham_Myers_2010,Misc,10.3133/ofr20101299,https://doi.org/10.3133/ofr20101299,2010,NA,{US} Geological Survey,NA,NA,Lisamarie Windham-Myers and Mark C. Marvin-DiPasquale and Jennifer L. Agee and Le H. Kieu and Evangelos Kakouros and Li H. Erikson and Kristen Ward,"Biogeochemical processes in an urban, restored wetland of San Francisco Bay, California, 2007-2009$\mathsemicolon$ methods and data for plant, sediment and water parameters",NA,NA,NA,NA,NA,NA,NA,NA,NA
Piazza_et_al_2011,Piazza_et_al_2011,Misc,Piazza_2011,Misc,10.3133/ofr20111094,https://doi.org/10.3133/ofr20111094,2011,NA,{US} Geological Survey,NA,NA,Sarai C. Piazza and Gregory D. Steyer and Kari F. Cretini and Charles E. Sasser and Jenneke M. Visser and Guerry O. Holm and Leigh A. Sharp and D. Elaine Evers and John R. Meriwether,Geomorphic and ecological effects of Hurricanes Katrina and Rita on coastal Louisiana marsh communities,NA,NA,i--126,NA,NA,NA,NA,NA,NA
Nyman_et_al_1993,Nyman_et_al_1993,Article,Nyman_1993,Article,10.3354/meps096269,https://doi.org/10.3354/meps096269,1993,NA,Inter-Research Science Center,96,NA,JA Nyman and RD DeLaune and HH Roberts and WH Patrick,Relationship between vegetation and soil formation in a rapidly submerging coastal marsh,Marine Ecology Progress Series,NA,269--279,NA,NA,NA,NA,NA,NA
CRMS_2015,CRMS_2015,Misc,CRMS_2015,Misc,NA,https://cims.coastal.louisiana.gov,2015,NA,NA,NA,NA,Coastal Protection and Restoration Authority,CRMS Soil Properties,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merrill_1999,Merrill_1999,PhdThesis,Merrill_1999,PhdThesis,NA,https://elibrary.ru/item.asp?id=5305392,1999,NA,NA,NA,NA,J Z Merrill,Tidal Freshwater Marshes as Nutrient Sinks: Particulate Nutrient Burial and Denitrification,NA,"University of Maryland, College Park",NA,NA,NA,NA,NA,NA,NA
Nuttle_1996,Nuttle_1996,Book,Nuttle_1996,Book,NA,NA,1996,NA,Environmental Data Initiative,NA,NA,William Nuttle,Tidal Freshwater Marshes as Nutrient Sinks: Particulate Nutrient Burial and Denitrification,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_et_al_2018,Gonneea_et_al_2018,data release,Gonneea_et_al_2018,Misc,10.5066/f7h41qpp,https://www.sciencebase.gov/catalog/item/5a748e35e4b00f54eb19f96c,2018,NA,U.S. Geological Survey,NA,NA,Meagan Gonneea and Kevin Kroeger and Jennifer O'Keefe-Suttles,"Collection, analysis, and age-dating of sediment cores from salt marshes on the south shore of Cape Cod, Massachusetts, from 2013 through 2014",NA,NA,NA,"Environmental Health,Geochemistry,Soil Sciences,Water Quality,Water Resources",NA,NA,NA,NA,NA
Giblin_and_Forbrich_2018,Giblin_and_Forbrich_2018,data release,Giblin_and_Forbrich_2018,Misc,10.6073/pasta/d1d5cbf87602ccf51de30b87b8e46d01,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-pie.427.1,2018,NA,Environmental Data Initiative,NA,NA,Anne Giblin and Inke Forbrich and {Plum Island Ecosystems LTER},"PIE LTER high marsh sediment chemistry and activity measurements, Nelson Island Creek marsh, Rowley, MA",NA,NA,NA,NA,NA,NA,NA,NA,eng
Gerlach_et_al_2017,Gerlach_et_al_2017,Article,Gerlach_2017,Article,10.1016/j.margeo.2017.07.001,https://doi.org/10.1016/j.margeo.2017.07.001,2017,aug,Elsevier {BV},390,NA,Matthew J. Gerlach and Simon E. Engelhart and Andrew C. Kemp and Ryan P. Moyer and Joseph M. Smoak and Christopher E. Bernhardt and Niamh Cahill,Reconstructing Common Era relative sea-level change on the Gulf Coast of Florida,Marine Geology,NA,254--269,NA,NA,NA,NA,NA,NA
Mateo_et_al_1997,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Paula_et_al_2001,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Kamp-Nielsen_et_al_2002,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Danovaro_et_al_1994,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Danovaro_1996,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Danovaro_and_Gambi_2002,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Hebert_et_al_2007,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Holmer_et_al_2007,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Lillebo_et_al_2006,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Spruzen_et_al_2008,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Yarbro_and_Carlson_2008,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Holmer_et_al_2009,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Kenig_et_al_1990,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
De_Iongh_et_al_1995,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Lee_et_al_2005,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Rigollet_et_al_2004,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Qu_et_al_2006,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Kairis_and_Rybczyk_2010,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Cotner_et_al_2004,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Gonneea_et_al_2004,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Calleja_et_al_2007,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Fonseca_et_al_2011,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Ooi_et_al_2011,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Lewis_et_al_2007,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Oakes_and_Connolly_2004,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Vichkovitten_et_al_2005,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
De_Troch_et_al_2006,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Fourqurean_et_al_2010,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Volkman_et_al_2008,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
Figueiredo_da_Silva_et_al_2009,Fourqurean_et_al_2012,synthesis,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA
