study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,8,9,NA,NA,0,0,disintegrationsPerMinutePerGram,4.94,0.32,5.53,0.3,disintegrationsPerMinutePerGram,0.59,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,9,10,NA,NA,0,0,disintegrationsPerMinutePerGram,3.14,0.39,3.8,0.37,disintegrationsPerMinutePerGram,0.67,0.13,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,10,11,NA,NA,0,0,disintegrationsPerMinutePerGram,2.4,0.23,3.19,0.22,disintegrationsPerMinutePerGram,0.78,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,11,12,NA,NA,0,0,disintegrationsPerMinutePerGram,2.69,0.23,3.63,0.22,disintegrationsPerMinutePerGram,0.94,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,12,13,NA,NA,0.4,0.04,disintegrationsPerMinutePerGram,3.15,0.26,3.76,0.24,disintegrationsPerMinutePerGram,0.62,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,13,14,NA,NA,0.91,0.09,disintegrationsPerMinutePerGram,2.16,0.37,3.3,0.34,disintegrationsPerMinutePerGram,1.14,0.13,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,14,15,NA,NA,0.82,0.06,disintegrationsPerMinutePerGram,2.79,0.27,3.76,0.26,disintegrationsPerMinutePerGram,0.97,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,15,16,NA,NA,0.62,0.1,disintegrationsPerMinutePerGram,3.82,0.41,4.51,0.4,disintegrationsPerMinutePerGram,0.69,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,16,17,NA,NA,0,0,disintegrationsPerMinutePerGram,2.64,0.42,3.35,0.4,disintegrationsPerMinutePerGram,0.72,0.14,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,17,18,NA,NA,0.24,0.08,disintegrationsPerMinutePerGram,4.4,0.42,5.09,0.4,disintegrationsPerMinutePerGram,0.7,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,18,19,NA,NA,0,0,disintegrationsPerMinutePerGram,7.89,0.5,8.92,0.48,disintegrationsPerMinutePerGram,1.03,0.13,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,19,20,NA,NA,0,0,disintegrationsPerMinutePerGram,10.53,0.54,11.03,0.52,disintegrationsPerMinutePerGram,0.5,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,20,21,NA,NA,0,0,disintegrationsPerMinutePerGram,7.25,0.39,7.83,0.38,disintegrationsPerMinutePerGram,0.58,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,21,22,NA,NA,0,0,disintegrationsPerMinutePerGram,4.51,0.39,5.16,0.37,disintegrationsPerMinutePerGram,0.65,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,22,23,NA,NA,0,0,disintegrationsPerMinutePerGram,2.98,0.26,3.64,0.25,disintegrationsPerMinutePerGram,0.66,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,23,24,NA,NA,0,0,disintegrationsPerMinutePerGram,2.24,0.3,3.93,0.28,disintegrationsPerMinutePerGram,1.69,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,24,25,NA,NA,0,0,disintegrationsPerMinutePerGram,2.73,0.33,3.18,0.31,disintegrationsPerMinutePerGram,0.45,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,25,26,NA,NA,0,0,disintegrationsPerMinutePerGram,0.49,0.32,1.51,0.29,disintegrationsPerMinutePerGram,1.02,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,26,27,NA,NA,0,0,disintegrationsPerMinutePerGram,1.09,0.29,1.89,0.27,disintegrationsPerMinutePerGram,0.8,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,27,28,NA,NA,0,0,disintegrationsPerMinutePerGram,0.86,0.2,1.81,0.18,disintegrationsPerMinutePerGram,0.95,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,28,29,NA,NA,0,0,disintegrationsPerMinutePerGram,0.49,0.21,1.69,0.2,disintegrationsPerMinutePerGram,1.2,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,29,30,NA,NA,0,0,disintegrationsPerMinutePerGram,0.89,0.26,2.04,0.25,disintegrationsPerMinutePerGram,1.15,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,30,32,NA,NA,0,0,disintegrationsPerMinutePerGram,0.34,0.14,1.4,0.13,disintegrationsPerMinutePerGram,1.06,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,32,34,NA,NA,0,0,disintegrationsPerMinutePerGram,0.05,0.15,1.28,0.14,disintegrationsPerMinutePerGram,1.23,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_1,MARSH_1_2,radioisotopes measured,34,36,NA,NA,0,0,disintegrationsPerMinutePerGram,0.15,0.17,1.37,0.16,disintegrationsPerMinutePerGram,1.22,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,0,1,NA,NA,0,0,disintegrationsPerMinutePerGram,22.04,0.76,23.1,0.74,disintegrationsPerMinutePerGram,1.06,0.15,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,1,2,NA,NA,0,0,disintegrationsPerMinutePerGram,8.33,0.48,9.2,0.47,disintegrationsPerMinutePerGram,0.86,0.13,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,2,3,NA,NA,0,0,disintegrationsPerMinutePerGram,4.35,0.37,5.03,0.35,disintegrationsPerMinutePerGram,0.68,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,3,4,NA,NA,0.14,0.05,disintegrationsPerMinutePerGram,3.55,0.3,4.23,0.28,disintegrationsPerMinutePerGram,0.68,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,4,5,NA,NA,0,0,disintegrationsPerMinutePerGram,2.98,0.43,3.74,0.41,disintegrationsPerMinutePerGram,0.76,0.13,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,5,6,NA,NA,0,0,disintegrationsPerMinutePerGram,3.8,0.37,4.83,0.35,disintegrationsPerMinutePerGram,1.03,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,6,7,NA,NA,0.16,0.05,disintegrationsPerMinutePerGram,4.63,0.3,5.22,0.29,disintegrationsPerMinutePerGram,0.59,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,7,8,NA,NA,0,0,disintegrationsPerMinutePerGram,7.67,0.36,8.72,0.35,disintegrationsPerMinutePerGram,1.05,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,8,9,NA,NA,0.18,0.04,disintegrationsPerMinutePerGram,9.2,0.34,10.07,0.33,disintegrationsPerMinutePerGram,0.87,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,9,10,NA,NA,0,0,disintegrationsPerMinutePerGram,7.59,0.41,8.21,0.4,disintegrationsPerMinutePerGram,0.62,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,10,11,NA,NA,0,0,disintegrationsPerMinutePerGram,7.9,0.39,8.78,0.38,disintegrationsPerMinutePerGram,0.88,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,11,12,NA,NA,0.43,0.04,disintegrationsPerMinutePerGram,6.4,0.23,7.44,0.22,disintegrationsPerMinutePerGram,1.04,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,12,13,NA,NA,0.47,0.04,disintegrationsPerMinutePerGram,4.26,0.23,5.16,0.22,disintegrationsPerMinutePerGram,0.91,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,13,14,NA,NA,0.63,0.05,disintegrationsPerMinutePerGram,3.44,0.24,4.4,0.23,disintegrationsPerMinutePerGram,0.96,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,14,15,NA,NA,1.65,0.07,disintegrationsPerMinutePerGram,4.7,0.26,5.68,0.25,disintegrationsPerMinutePerGram,0.98,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,15,16,NA,NA,2.2,0.08,disintegrationsPerMinutePerGram,5.05,0.45,6,0.28,disintegrationsPerMinutePerGram,0.95,0.36,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,16,17,NA,NA,1.25,0.07,disintegrationsPerMinutePerGram,3.47,0.38,4.65,0.25,disintegrationsPerMinutePerGram,1.18,0.29,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,17,18,NA,NA,0.61,0.05,disintegrationsPerMinutePerGram,3.76,0.37,4.73,0.26,disintegrationsPerMinutePerGram,0.97,0.27,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,18,19,NA,NA,0.29,0.07,disintegrationsPerMinutePerGram,3.07,0.4,3.84,0.38,disintegrationsPerMinutePerGram,0.77,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,19,20,NA,NA,0.25,0.05,disintegrationsPerMinutePerGram,2.9,0.32,3.8,0.27,disintegrationsPerMinutePerGram,0.9,0.18,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,20,21,NA,NA,0.17,0.05,disintegrationsPerMinutePerGram,2.28,0.33,3.23,0.3,disintegrationsPerMinutePerGram,0.95,0.15,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,21,22,NA,NA,0.21,0.06,disintegrationsPerMinutePerGram,1.48,0.32,2.47,0.3,disintegrationsPerMinutePerGram,0.99,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,22,23,NA,NA,0,0,disintegrationsPerMinutePerGram,1.35,0.27,2.32,0.25,disintegrationsPerMinutePerGram,0.97,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,23,24,NA,NA,0,0,disintegrationsPerMinutePerGram,3.03,0.34,3.82,0.32,disintegrationsPerMinutePerGram,0.8,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,24,25,NA,NA,0,0,disintegrationsPerMinutePerGram,2.31,0.3,3.05,0.29,disintegrationsPerMinutePerGram,0.74,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,25,26,NA,NA,0,0,disintegrationsPerMinutePerGram,2.01,0.31,3.17,0.3,disintegrationsPerMinutePerGram,1.15,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,26,27,NA,NA,0,0,disintegrationsPerMinutePerGram,2.94,0.29,4,0.27,disintegrationsPerMinutePerGram,1.05,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,27,28,NA,NA,0,0,disintegrationsPerMinutePerGram,2.42,0.29,3.53,0.27,disintegrationsPerMinutePerGram,1.11,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,28,29,NA,NA,0,0,disintegrationsPerMinutePerGram,2.03,0.22,3.15,0.21,disintegrationsPerMinutePerGram,1.12,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,29,30,NA,NA,0,0,disintegrationsPerMinutePerGram,0.6,0.16,2.16,0.15,disintegrationsPerMinutePerGram,1.56,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,30,32,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.12,0.12,1.34,0.12,disintegrationsPerMinutePerGram,1.46,0.04,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,32,34,NA,NA,0,0,disintegrationsPerMinutePerGram,0.15,0.16,1.57,0.15,disintegrationsPerMinutePerGram,1.42,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_1,radioisotopes measured,34,36,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.03,0.14,1.3,0.13,disintegrationsPerMinutePerGram,1.32,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,0,1,NA,NA,0,0,disintegrationsPerMinutePerGram,17.08,0.54,18.44,0.52,disintegrationsPerMinutePerGram,1.36,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,1,2,NA,NA,0,0,disintegrationsPerMinutePerGram,5.1,0.39,6.3,0.38,disintegrationsPerMinutePerGram,1.2,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,2,3,NA,NA,0,0,disintegrationsPerMinutePerGram,3.61,0.24,4.68,0.23,disintegrationsPerMinutePerGram,1.06,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,3,4,NA,NA,0.11,0.03,disintegrationsPerMinutePerGram,3,0.24,4.2,0.23,disintegrationsPerMinutePerGram,1.2,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,4,5,NA,NA,0.16,0.04,disintegrationsPerMinutePerGram,3.89,0.25,5,0.24,disintegrationsPerMinutePerGram,1.1,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,5,6,NA,NA,0,0,disintegrationsPerMinutePerGram,8.06,0.38,9.32,0.37,disintegrationsPerMinutePerGram,1.26,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,6,7,NA,NA,0.16,0.04,disintegrationsPerMinutePerGram,4.13,0.29,5.56,0.28,disintegrationsPerMinutePerGram,1.43,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,7,8,NA,NA,0.14,0.04,disintegrationsPerMinutePerGram,4.14,0.3,5.62,0.28,disintegrationsPerMinutePerGram,1.48,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,8,9,NA,NA,0,0,disintegrationsPerMinutePerGram,4.37,0.25,5.66,0.23,disintegrationsPerMinutePerGram,1.29,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,9,10,NA,NA,0.2,0.05,disintegrationsPerMinutePerGram,5.05,0.38,6.25,0.36,disintegrationsPerMinutePerGram,1.2,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,10,11,NA,NA,0.35,0.04,disintegrationsPerMinutePerGram,4.89,0.24,6.2,0.23,disintegrationsPerMinutePerGram,1.31,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,11,12,NA,NA,0.24,0.04,disintegrationsPerMinutePerGram,5.9,0.24,7.2,0.23,disintegrationsPerMinutePerGram,1.3,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,12,13,NA,NA,0.76,0.09,disintegrationsPerMinutePerGram,6.67,0.26,8.1,0.25,disintegrationsPerMinutePerGram,1.42,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,13,14,NA,NA,0.42,0.04,disintegrationsPerMinutePerGram,4.44,0.26,5.89,0.25,disintegrationsPerMinutePerGram,1.45,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,14,15,NA,NA,0.61,0.04,disintegrationsPerMinutePerGram,2.45,0.2,3.88,0.19,disintegrationsPerMinutePerGram,1.43,0.06,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,15,16,NA,NA,1.45,0.06,disintegrationsPerMinutePerGram,2.07,0.23,3.48,0.22,disintegrationsPerMinutePerGram,1.41,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,16,17,NA,NA,1.67,0.06,disintegrationsPerMinutePerGram,2.53,0.23,3.82,0.21,disintegrationsPerMinutePerGram,1.29,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,17,18,NA,NA,1.08,0.06,disintegrationsPerMinutePerGram,2.01,0.24,3.48,0.23,disintegrationsPerMinutePerGram,1.47,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,18,19,NA,NA,0.46,0.04,disintegrationsPerMinutePerGram,2.29,0.21,3.57,0.2,disintegrationsPerMinutePerGram,1.28,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,19,20,NA,NA,0.23,0.03,disintegrationsPerMinutePerGram,1.8,0.15,3.11,0.14,disintegrationsPerMinutePerGram,1.31,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,20,21,NA,NA,0.19,0.04,disintegrationsPerMinutePerGram,2.46,0.22,3.9,0.21,disintegrationsPerMinutePerGram,1.44,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,21,22,NA,NA,0,0,disintegrationsPerMinutePerGram,1.61,0.25,2.75,0.23,disintegrationsPerMinutePerGram,1.14,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,22,23,NA,NA,0,0,disintegrationsPerMinutePerGram,1.4,0.22,2.47,0.21,disintegrationsPerMinutePerGram,1.07,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,23,24,NA,NA,0,0,disintegrationsPerMinutePerGram,0.69,0.22,2.03,0.2,disintegrationsPerMinutePerGram,1.34,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,24,25,NA,NA,0,0,disintegrationsPerMinutePerGram,0.08,0.1,1.45,0.1,disintegrationsPerMinutePerGram,1.45,0.04,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,25,26,NA,NA,0,0,disintegrationsPerMinutePerGram,0.18,0.14,1.94,0.13,disintegrationsPerMinutePerGram,1.76,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,26,27,NA,NA,0,0,disintegrationsPerMinutePerGram,0.16,0.1,1.9,0.1,disintegrationsPerMinutePerGram,1.74,0.04,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,27,28,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.09,0.12,1.61,0.11,disintegrationsPerMinutePerGram,1.7,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,28,29,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.2,0.14,1.36,0.13,disintegrationsPerMinutePerGram,1.56,0.05,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_2,MARSH_2_2,radioisotopes measured,29,30,NA,NA,0,0,disintegrationsPerMinutePerGram,0.02,0.17,1.59,0.16,disintegrationsPerMinutePerGram,1.57,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,0,1,NA,NA,0,0,disintegrationsPerMinutePerGram,16.76,0.74,18.09,0.72,disintegrationsPerMinutePerGram,1.32,0.16,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,1,2,NA,NA,0,0,disintegrationsPerMinutePerGram,14.4,0.73,16.1,0.71,disintegrationsPerMinutePerGram,1.7,0.17,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,2,3,NA,NA,0,0,disintegrationsPerMinutePerGram,9.77,0.5,10.75,0.48,disintegrationsPerMinutePerGram,0.98,0.13,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,3,4,NA,NA,0.22,0.04,disintegrationsPerMinutePerGram,5.99,0.28,7.08,0.27,disintegrationsPerMinutePerGram,1.09,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,4,5,NA,NA,0,0,disintegrationsPerMinutePerGram,5.13,0.34,6.14,0.33,disintegrationsPerMinutePerGram,1.02,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,5,6,NA,NA,0,0,disintegrationsPerMinutePerGram,4.37,0.32,5.73,0.3,disintegrationsPerMinutePerGram,1.35,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,6,7,NA,NA,0,0,disintegrationsPerMinutePerGram,3.52,0.23,4.57,0.22,disintegrationsPerMinutePerGram,1.05,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,7,8,NA,NA,0,0,disintegrationsPerMinutePerGram,3.39,0.39,4.43,0.37,disintegrationsPerMinutePerGram,1.04,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,8,9,NA,NA,0,0,disintegrationsPerMinutePerGram,4.49,0.28,5.61,0.27,disintegrationsPerMinutePerGram,1.12,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,9,10,NA,NA,0,0,disintegrationsPerMinutePerGram,7.52,0.47,8.62,0.45,disintegrationsPerMinutePerGram,1.1,0.13,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,10,11,NA,NA,0.33,0.05,disintegrationsPerMinutePerGram,6.05,0.34,7.04,0.32,disintegrationsPerMinutePerGram,0.98,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,11,12,NA,NA,0.24,0.06,disintegrationsPerMinutePerGram,3.14,0.32,4.08,0.31,disintegrationsPerMinutePerGram,0.93,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,12,13,NA,NA,0.26,0.04,disintegrationsPerMinutePerGram,1.96,0.21,3.09,0.2,disintegrationsPerMinutePerGram,1.13,0.07,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,13,14,NA,NA,0.28,0.06,disintegrationsPerMinutePerGram,1.65,0.3,2.72,0.27,disintegrationsPerMinutePerGram,1.07,0.12,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,14,15,NA,NA,0.39,0.06,disintegrationsPerMinutePerGram,2.14,0.32,3.4,0.31,disintegrationsPerMinutePerGram,1.26,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,15,16,NA,NA,0.28,0.06,disintegrationsPerMinutePerGram,1.66,0.32,2.78,0.3,disintegrationsPerMinutePerGram,1.12,0.11,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,16,17,NA,NA,0.5,0.06,disintegrationsPerMinutePerGram,1.35,0.27,2.56,0.25,disintegrationsPerMinutePerGram,1.21,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,17,18,NA,NA,0.59,0.06,disintegrationsPerMinutePerGram,2.15,0.28,3.47,0.27,disintegrationsPerMinutePerGram,1.32,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,18,19,NA,NA,1.43,0.06,disintegrationsPerMinutePerGram,4.87,0.28,6.25,0.27,disintegrationsPerMinutePerGram,1.38,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,19,20,NA,NA,1.62,0.07,disintegrationsPerMinutePerGram,5.78,0.32,7.23,0.3,disintegrationsPerMinutePerGram,1.45,0.09,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,20,21,NA,NA,1.03,0.06,disintegrationsPerMinutePerGram,6.62,0.31,8.01,0.3,disintegrationsPerMinutePerGram,1.39,0.08,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,21,22,NA,NA,0.97,0.07,disintegrationsPerMinutePerGram,6.83,0.34,8.12,0.32,disintegrationsPerMinutePerGram,1.3,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,22,23,NA,NA,0.79,0.06,disintegrationsPerMinutePerGram,6.58,0.31,8.04,0.3,disintegrationsPerMinutePerGram,1.45,0.1,disintegrationsPerMinutePerGram
Luk_et_al_2020,SITE_3,MARSH_3_1,radioisotopes measured,23,24,NA,NA,0.7,0.05,disintegrationsPerMinutePerGram,3.42,0.26,4.53,0.24,disintegrationsPerMinutePerGram,1.11,0.08,disintegrationsPerMinutePerGram
