study_id,estuary_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon_measured,fraction_carbon_modeled,cs137_activity,total_pb210_activity,total_pb210_activity_sd,excess_pb210_activity,excess_pb210_activity_sd,pb214_activity,pb214_activity_sd,depth_interval_notes
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,18,20,0.44,0.138089758,NA,0.059278189,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,20,22,0.61,0.112484549,NA,0.046444832,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,22,24,1.2,0.057627119,NA,0.020495123,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,24,26,1.2,0.041926851,NA,0.013456004,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,26,28,1.17,0.038884193,NA,0.012111807,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,28,30,1.33,0.033636364,NA,0.009808628,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,30,32,1.43,0.030985915,NA,0.00865272,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,32,34,1.52,0.03362069,NA,0.009801778,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,34,36,1.6,0.023545706,NA,0.00543419,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,36,38,1.72,0.027363184,NA,0.007080737,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,38,40,1.58,0.024832215,NA,0.005987944,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,40,42,1.53,0.031483016,NA,0.00886914,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,42,44,1.56,0.030166881,NA,0.008296519,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,44,46,1.75,0.028776978,NA,0.007693121,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,46,48,1.54,0.026944368,NA,0.006899596,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,48,50,1.62,0.029310345,NA,0.007924511,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,50,52,1.44,0.027807487,NA,0.007273035,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,52,54,1.36,0.028877005,NA,0.0077365,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,54,56,1.45,0.028225806,NA,0.007454215,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,56,58,1.6,0.025799794,NA,0.006405185,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,58,60,1.59,0.027592769,NA,0.007180086,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,60,62,1.55,0.030198447,NA,0.008310239,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,62,64,1.55,0.031600408,NA,0.008920274,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,64,66,1.59,0.026827012,NA,0.00684886,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,66,68,1.53,0.026046512,NA,0.00651168,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,68,70,1.46,0.026768642,NA,0.00682363,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,70,72,1.54,0.025829923,NA,0.006418188,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,72,74,1.34,0.026137464,NA,0.00655095,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R1,25B,74,76,1.09,0.024141133,NA,0.005690336,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,0,2,0.82,0.042857143,NA,0.013868286,1.498279353,31.22,5.009989965,9.402609627,5.561122155,22.18726069,1.857776007,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,2,4,0.94,0.051075269,NA,0.017536663,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,4,6,0.79,0.062583222,NA,0.022752993,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,6,8,0.88,0.052341598,NA,0.018106126,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,8,10,0.75,0.063802083,NA,0.023310909,3.388975888,51.44,8.545298259,31.14317819,9.178208276,21.53029392,2.166935004,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,10,12,0.82,0.053701016,NA,0.0187187,1.561454027,29.64,5.047660422,11.8270642,5.651818359,18.50275635,1.683648111,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,12,14,0.84,0.054901961,NA,0.01926094,4.797241546,31.77,6.142874223,2.754028144,6.997872894,29.13057059,2.721294221,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,14,16,0.63,0.08125,NA,0.031411422,2.382115927,42.88,6.664977458,26.29592959,7.276842379,18.13268319,1.577893512,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,16,18,0.49,0.108312343,NA,0.044397201,2.372247607,46.97,7.242296399,30.34959441,7.881095155,18.41732495,1.59296017,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,18,20,0.45,0.138763198,NA,0.059621911,3.346867143,52.2,7.810238337,37.92254522,8.427530451,16.53509747,1.354666524,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,20,22,1.15,0.046717172,NA,0.015585423,3.110214128,21.89,3.672534927,4.429530857,4.225231485,17.72514568,1.51258958,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,22,24,1.34,0.040567951,NA,0.012854863,2.418249601,23.73,4.1809703560000004,3.204044786,4.74396362,20.65745023,1.810741837,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,24,26,1.4,0.038391225,NA,0.011894632,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,26,28,1.45,0.039272727,NA,0.012283094,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,28,30,1.42,0.038221529,NA,0.011819912,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,30,32,1.45,0.03968254,NA,0.012463877,3.118137365,20.66,3.993281798,1.789997435,4.548310284,18.93683202,1.769024447,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,32,34,1.38,0.035205365,NA,0.010495214,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,34,36,1.4,0.034405385,NA,0.010144932,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,36,38,1.55,0.038834951,NA,0.012090106,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,38,40,1.37,0.042084168,NA,0.013525681,4.208262266,24.52,3.87755746,5.703864141,4.484329432,19.20430826,1.561606644,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,40,42,1.39,0.041170098,NA,0.013121077,4.303476216,24.21,3.923233086,5.872273208,4.53813463,18.73536477,1.586316782,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,42,44,1.48,0.03451582,NA,0.010193261,3.968889979,19.62,3.237383076,2.286923801,3.774719214,17.46608227,1.450374855,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,44,46,1.57,0.036538462,NA,0.011079925,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,46,48,1.36,0.029480324,NA,0.007998295,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,48,50,1.39,0.030864198,NA,0.008599755,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,50,52,1.44,0.029590949,NA,0.008046326,0.3182043,21.93,3.636165393,1.77970686,4.30095601,20.26615733,1.700303989,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,52,54,1.48,0.026465028,NA,0.006692428,0.429913738,19.24,3.264934918,1.332344779,3.868632041,17.99602668,1.536518175,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,54,56,1.51,0.025833333,NA,0.00641966,0,22.16,3.559384541,2.029655291,4.210370242,20.26544146,1.662532115,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,56,58,1.51,0.027179007,NA,0.007001064,0,18.9,3.511173018,1.053818194,4.11109392,17.91423675,1.608864993,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,58,60,1.54,0.027675277,NA,0.007215799,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,60,62,1.43,0.028542304,NA,0.007591375,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,62,64,1.52,0.030271399,NA,0.008341949,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,64,66,1.43,0.025252525,NA,0.006169111,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,66,68,1.49,0.025738799,NA,0.006378863,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,68,70,1.57,0.023589744,NA,0.005453126,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,70,72,1.43,0.025477707,NA,0.006266222,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,72,74,1.35,0.027538726,NA,0.007156697,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,74,76,1.18,0.025083612,NA,0.006096289,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26A,76,78,1.03,0.026165117,NA,0.006562891,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,0,2,0.79,0.050988554,0.015222889,0.017497708,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,2,4,0.82,0.054766734,NA,0.019199833,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,4,6,0.86,0.054487179,NA,0.019073547,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,6,8,0.81,0.059652928,NA,0.021415951,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,8,10,0.8,0.063805104,NA,0.023312293,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,10,12,0.81,0.06088993,0.01723093,0.02197964,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,12,14,0.65,0.088652482,NA,0.034912543,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,14,16,0.44,0.199011125,0.099353973,0.091657,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,16,18,0.31,0.288,0.147417264,0.1436224,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,18,20,0.34,0.245049505,0.123582166,0.117849211,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,20,22,1.11,0.0464,NA,0.015443936,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,22,24,1.35,0.040930979,NA,0.013015331,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,24,26,1.4,0.039130435,NA,0.012220352,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,26,28,1.48,0.038277512,0.011505732,0.01184456,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,28,30,1.41,0.035639413,NA,0.010685456,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,30,32,1.49,0.03429878,NA,0.010098288,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,32,34,1.5,0.029382958,NA,0.007956028,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,34,36,1.44,0.03187251,NA,0.009038833,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,36,38,1.52,0.032258065,NA,0.009206914,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,38,40,1.54,0.031468531,NA,0.008862832,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,40,42,1.58,0.034261242,0.010338285,0.010081865,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,42,44,1.63,0.03413674,NA,0.010027403,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,44,46,1.61,0.028888889,NA,0.007741654,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,46,48,1.62,0.027327935,NA,0.007065487,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,48,50,1.56,0.023957409,NA,0.005611274,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,50,52,1.71,0.019083969,0.004847958,0.003522691,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,52,54,1.62,0.024679171,NA,0.005922009,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,54,56,1.49,0.023232323,NA,0.005299475,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,56,58,1.61,0.027386541,NA,0.007090843,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,58,60,1.47,0.024779385,NA,0.005965182,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,60,62,1.47,0.025777104,NA,0.006395393,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,62,64,1.58,0.025806452,NA,0.006408058,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,64,66,1.45,0.025177026,NA,0.006136559,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,66,68,1.43,0.028776978,NA,0.007693121,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,68,70,1.47,0.026407328,NA,0.006667501,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,70,72,1.5,0.024651661,0.008145434,0.005910158,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,72,74,1.39,0.023007395,NA,0.005202827,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,74,76,1.45,0.023701002999999998,NA,0.005500973,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,76,78,1.49,0.023350254,NA,0.005350162,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,78,80,1.34,0.023195876,NA,0.005283812,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R2,26B,80,82,1.19,0.024350649,0.007295114,0.005780527,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,0,2,1.07,0.044579534,NA,0.014633204,2.378743143,30.67,2.904042546,11.38869829,3.073228728,19.28736776,0.996751794,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,2,4,0.8,0.057411273,NA,0.020397181,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,4,6,0.86,0.052447552,NA,0.018153824,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,6,8,0.76,0.060869565,NA,0.021970352,2.392002795,37.04,3.412321969,19.48896828,3.554546167,17.57520375,0.976812778,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,8,10,0.36,0.105095541,NA,0.042826782,3.021887486,46.33,3.812221872,33.58321572,4.151134852,14.91434422,0.7390458,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,10,12,0.53,0.101431981,NA,0.04104708,3.407841486,41.72,3.85729382,32.62326257,4.234051548,11.18728381,0.906834669,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,12,14,0.88,0.056994819,NA,0.020208301,3.707264627,25.95,2.499550573,8.866708296,2.660902585,17.10878446,0.886320671,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,14,16,0.86,0.064590614,NA,0.023672401,2.543936495,28.15,3.001083763,10.79840476,3.408229484,18.04513238,1.077901568,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,16,18,0.89,0.056352459,NA,0.019917202,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,18,20,0.99,0.051359517,NA,0.01766439,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,20,22,1.16,0.04392237,NA,0.014341111,2.822899859,27.24,3.113367589,9.860578132,3.322014675,17.41456187,1.122480112,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,22,24,1.15,0.043269231,NA,0.014051106,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,24,26,1.21,0.04620462,NA,0.015356814,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,26,28,1.05,0.045215563,NA,0.014916192,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,28,30,1.07,0.042203986,NA,0.01357876,3.428512614,23.4,2.417566231,6.240020681,2.601097566,17.18461724,0.931689755,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,30,32,1.32,0.041860465,NA,0.013426607,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,32,34,1.12,0.041289023,NA,0.013173685,3.273130913,22.07,2.454266466,5.762339016,2.823106705,16.69072711,0.966529813,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,34,36,1.38,0.040047114,NA,0.012624802,3.73029338,23.01,2.740671032,6.942807716,3.140578552,16.52650708,1.049805121,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,36,38,1.2,0.038539554,NA,0.011959959,3.497664924,25.33,2.863411679,7.121326716,3.105509548,18.27700663,1.119070622,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,38,40,1.34,0.040836653,NA,0.012973627,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,40,42,1.35,0.04109589,NA,0.013088256,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,42,44,1.44,0.039370079,NA,0.012326029,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,44,46,1.39,0.037411527,NA,0.011463534,2.320307909,17.88,2.253814326,0.233454985,2.532960265,17.65264213,1.000839206,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,46,48,1.25,0.037865749,NA,0.011663322,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,48,50,1.42,0.042857143,NA,0.013868286,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,50,52,1.48,0.029576339,NA,0.008039982,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,52,54,1.55,0.021538462,NA,0.004572521,0.650669393,12.11,1.84150565,-1.805137352,2.122007663,13.85215133,0.891777209,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,54,56,1.53,0.017570665,NA,0.002877525,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,56,58,1.55,0.015446608,NA,0.001974682,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,58,60,1.58,0.015447154,NA,0.001974913,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,60,62,1.34,0.015793252,NA,0.002121809,0,10.45,1.212749027,0.0017386910000000001,1.392143525,10.45281883,0.564614656,cs137 and excess pb210 activity corrected for decay since date of core collection
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,62,64,1.11,0.030561478,NA,0.008468073,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,64,66,1.17,0.024213075,NA,0.005721302,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27A,66,68,1.05,0.034602006,NA,0.010230984,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27B,0,2,0.78,0.059492563,0.018215332,0.021342953,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27B,2,4,0.78,0.053986711,NA,0.018847603,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27B,4,6,0.72,0.060606061,NA,0.021850189,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27B,6,8,0.8,0.059617548,NA,0.021399844,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27B,8,10,0.76,0.054393305,NA,0.019031153,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27B,10,12,0.67,0.07,0.02636432,0.026164,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_and_Rybczyk_2019,Stillaguamish River Estuary,R3,27B,12,14,0.37,0.103535354,0.052779066,0.042067718,NA,NA,NA,NA,NA,NA,NA,NA
