PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,STATE,SITE_USE,SAMPLE_ID,PIT,LAYER,DEPTH,DEPTH_FLAG,CLAY,CLAY_FLAG,SILT,SILT_FLAG,SAND,SAND_FLAG,CACO3_2MM,CACO3_2MM_FLAG,CACO3_20MM,CACO3_20MM_FLAG,CACO3_2TO20MM,CACO3_2TO20MM_FLAG,TOT_CARBON,TOT_CARBON_FLAG,TOT_NITROGEN,TOT_NITROGEN_FLAG,TOT_SULFUR,TOT_SULFUR_FLAG,PH_H2O,PH_H2O_FLAG,PH_CACL2,PH_CACL2_FLAG,CEC,CEC_FLAG,CA,CA_FLAG,K,K_FLAG,MG,MG_FLAG,SODIUM,SODIUM_FLAG,AL,AL_FLAG,FE,FE_FLAG,MN,MN_FLAG,P,P_FLAG,SI,SI_FLAG,EC,EC_FLAG,AL_DC,AL_DC_FLAG,FE_DC,FE_DC_FLAG,MN_DC,MN_DC_FLAG,OLSEN_P,OLSEN_P_FLAG,MEHLICH_P,MEHLICH_P_FLAG,AG,AG_FLAG,AS,AS_FLAG,BA,BA_FLAG,BE,BE_FLAG,CD,CD_FLAG,CO,CO_FLAG,CR,CR_FLAG,CU,CU_FLAG,HG,HG_FLAG,MN_T,MN_T_FLAG,MO,MO_FLAG,NI,NI_FLAG,P_T,P_T_FLAG,PB,PB_FLAG,SB,SB_FLAG,SE,SE_FLAG,SN,SN_FLAG,SR,SR_FLAG,V,V_FLAG,W,W_FLAG,ZN,ZN_FLAG,BULK_DEN_DBF,BULK_DEN_DBF_FLAG
7/28/2016,4410,NWCA11-1849,1,7/26/2011,MI,NWCA_PROBABILITY,NWCA11-1849-1-11-MI-149-001-3,C,3,63,NA,2.3,NA,5.6,NA,92.1,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.1,< PQL 0.2 %,0,< MDL 0.04 %,0,< MDL 0.04 %,7.6,NA,6.9,NA,1.4,NA,1.4,NA,0,< MDL 0.06 cmol(+) / kg,0.4,NA,0,NA,0.02,NA,0.07,NA,68.7,NA,9.4,< MDL 26 mg / kg,0.01,NA,0.09,NA,0,< MDL 0.001 %,0.5,NA,0,< MDL 0.0006 %,0.9,NA,1.8,NA,0.02,NA,6.86,NA,34.64,NA,0.14,NA,0.03,NA,1.64,NA,5.8,NA,1.21,NA,3,< PQL 6.5 ug / kg,129.66,NA,1.42,NA,10.14,NA,86.36,NA,2.1,NA,0,< MDL 0.002 mg / kg,0.3,< MDL 1.8 ug / kg,0.19,NA,14.12,NA,9.29,NA,0.02,NA,35.25,NA,1.69,NA
7/28/2016,4410,NWCA11-1849,1,7/26/2011,MI,NWCA_PROBABILITY,NWCA11-1849-1-11-MI-149-001-4,C,4,81,NA,2.7,NA,5.7,NA,91.6,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.1,< PQL 0.2 %,0,< MDL 0.04 %,0,< MDL 0.04 %,7.4,NA,6.8,NA,2.7,NA,2.6,NA,0,< MDL 0.06 cmol(+) / kg,0.8,NA,0,NA,0.02,NA,0.08,NA,36.1,NA,10.3,< MDL 26 mg / kg,0.01,NA,0.09,NA,0,< MDL 0.001 %,0.3,NA,0,< MDL 0.0006 %,1.8,NA,3.6,NA,0.01,NA,4.77,NA,43.26,NA,0.19,NA,0.05,NA,2.02,NA,11.12,NA,1.44,NA,6,< PQL 6.5 ug / kg,132.66,NA,1.39,NA,5.93,NA,117,NA,3.31,NA,0.02,NA,104.69,NA,0.32,NA,17.5,NA,16.25,NA,0.03,NA,17.71,NA,NA,NA
7/28/2016,4410,NWCA11-1849,1,7/26/2011,MI,NWCA_PROBABILITY,NWCA11-1849-1-11-MI-149-001-5,C,5,100,NA,3.4,NA,5.7,NA,90.9,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.11,< PQL 0.2 %,0,< MDL 0.04 %,0,< MDL 0.04 %,7.5,NA,6.9,NA,2.8,NA,2.2,NA,0,< MDL 0.06 cmol(+) / kg,0.8,NA,0,NA,0.04,NA,0.06,NA,17.8,NA,48.3,< PQL 129 mg / kg,0.01,NA,0.1,NA,0,< MDL 0.001 %,0.1,NA,0,< MDL 0.0006 %,1.9,NA,9.6,NA,0.02,NA,2.17,NA,53.88,NA,0.24,NA,0.02,NA,3.53,NA,14.95,NA,5.11,NA,13,NA,115.69,NA,0.53,NA,11.2,NA,169.35,NA,4.94,NA,0.03,NA,98.69,NA,0.3,NA,18.58,NA,19.63,NA,0.03,NA,46.78,NA,NA,NA
7/28/2016,4410,NWCA11-1849,1,7/26/2011,MI,NWCA_PROBABILITY,NWCA11-1849-1-11-MI-149-001-6,C,6,117,NA,3.5,NA,12.1,NA,84.4,NA,13,NA,21,NA,30,NA,1.74,NA,0.01,< MDL 0.04 %,0.02,< MDL 0.04 %,7.7,NA,7.5,NA,2.5,NA,14,NA,0,< MDL 0.06 cmol(+) / kg,4.7,NA,0,NA,0.03,NA,0.1,NA,14.4,NA,52.5,< PQL 129 mg / kg,0.01,NA,0.46,NA,0,< MDL 0.001 %,0.1,NA,0,< MDL 0.0006 %,1.2,NA,3.2,NA,0.04,NA,5.27,NA,47.98,NA,0.36,NA,0.14,NA,7.96,NA,21.71,NA,14.42,NA,13,NA,193.1,NA,0.73,NA,16.56,NA,257.79,NA,6.23,NA,0.17,NA,641.04,NA,0.42,NA,36.55,NA,29.32,NA,0.04,NA,55.01,NA,NA,NA
7/28/2016,4441,NWCA11-R116,1,6/22/2011,WI,NWCA_NOT_PROBABILITY,NWCA11-R116-1-11-WI-047-001-1,A,1,18,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,48.77,NA,4.36,NA,0.48,NA,5.8,NA,5.3,NA,108.1,NA,68.6,NA,0.9,NA,17.6,NA,0.8,NA,0.05,NA,0.44,NA,32.7,NA,132,NA,0.01,NA,1.65,NA,0,< MDL 0.001 %,0.3,NA,0,< MDL 0.0006 %,129.4,NA,31.4,NA,0.04,NA,5.45,NA,31.38,NA,0.12,NA,0.55,NA,1.5,NA,10.02,NA,10.76,NA,76,NA,51.23,NA,1.63,NA,5.4,NA,1303.63,NA,24.99,NA,0.34,NA,1607.02,NA,0.7,NA,25.39,NA,28.2,NA,0.14,NA,55.01,NA,0.09,NA
7/28/2016,4441,NWCA11-R116,1,6/22/2011,WI,NWCA_NOT_PROBABILITY,NWCA11-R116-1-11-WI-047-001-2,A,2,93,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,51.78,NA,3.13,NA,0.39,NA,6,NA,5.5,NA,127.7,NA,84.8,NA,0.1,< PQL 0.3 cmol(+) / kg,24.7,NA,0.5,NA,0.09,NA,0.34,NA,56.8,NA,20.7,< MDL 26 mg / kg,0,< MDL 0.0002 %,0.95,NA,0,< MDL 0.001 %,0.2,NA,0,< MDL 0.0006 %,5.8,NA,4.1,NA,0.04,NA,3.21,NA,37.3,NA,0.16,NA,0.17,NA,0.89,NA,12.1,NA,5.21,NA,27,NA,71.63,NA,1.48,NA,6.2,NA,734.67,NA,1.74,NA,0.09,NA,1181.54,NA,0.4,NA,26.94,NA,21.9,NA,0.15,NA,6.73,NA,0.1,NA
7/28/2016,4441,NWCA11-R116,1,6/22/2011,WI,NWCA_NOT_PROBABILITY,NWCA11-R116-1-11-WI-047-001-3,A,3,130,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,45.58,NA,2.76,NA,0.67,NA,6.1,NA,5.7,NA,113.1,NA,80.6,NA,0.1,< PQL 0.3 cmol(+) / kg,25.4,NA,0.4,NA,0.16,NA,0.3,NA,60.9,NA,38.2,< PQL 129 mg / kg,0.01,NA,1.12,NA,0.1,NA,0.2,NA,0,< MDL 0.0006 %,2.5,NA,3.1,NA,0.04,NA,11.06,NA,63.16,NA,0.35,NA,0.3,NA,3.36,NA,52.85,NA,16.56,NA,34,NA,101.19,NA,6.53,NA,21,NA,664.25,NA,3.44,NA,0.2,NA,3686.69,NA,0.43,NA,30.25,NA,63.7,NA,0.48,NA,19.43,NA,NA,NA
7/28/2016,4442,NWCA11-4703,1,9/7/2011,AZ,NWCA_PROBABILITY,NWCA11-4703-1-11-AZ-001-015-1,D,1,10,NA,15.7,NA,73.8,NA,10.5,NA,1,< PQL 2.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,11.5,NA,0.82,NA,0.02,< MDL 0.04 %,7.5,NA,7.1,NA,44.2,NA,54.7,NA,2.3,NA,7.7,NA,0,NA,0.55,NA,0.98,NA,1004.2,NA,1500,NA,0.19,NA,0.79,NA,0.4,NA,1.9,NA,0.1,NA,127.7,NA,110.4,NA,0.04,NA,3.94,NA,369.04,NA,0.78,NA,0.65,NA,17.4,NA,20.9,NA,37.89,NA,15,NA,1171.43,NA,0.44,NA,40.42,NA,1460.27,NA,27.28,NA,-0.01,< MDL 0.002 mg / kg,288.84,NA,0.6,NA,140.12,NA,24.22,NA,0.06,NA,67.72,NA,0.48,NA
7/28/2016,4442,NWCA11-4703,1,9/7/2011,AZ,NWCA_PROBABILITY,NWCA11-4703-1-11-AZ-001-015-2,D,2,30,NA,34.6,NA,34.4,NA,31,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,3.28,NA,0.33,NA,0,< MDL 0.04 %,5.5,NA,5.1,NA,30.8,NA,17.3,NA,0.2,< PQL 0.3 cmol(+) / kg,7.7,NA,0,NA,0.22,NA,0.93,NA,136.7,NA,599.2,NA,0.06,NA,0.37,NA,0.2,NA,1.3,NA,0,< MDL 0.0006 %,32.5,NA,27.2,NA,0.05,NA,4.06,NA,251.02,NA,1.62,NA,0.24,NA,9.29,NA,60.44,NA,26.35,NA,23,NA,193.25,NA,0.29,NA,44.36,NA,749.79,NA,16.13,NA,0.14,NA,357.88,NA,1.4,NA,98.1,NA,59.27,NA,0.01,NA,57.06,NA,0.69,NA
7/28/2016,4442,NWCA11-4703,1,9/7/2011,AZ,NWCA_PROBABILITY,NWCA11-4703-1-11-AZ-001-015-3,D,3,50,NA,26.2,NA,29.7,NA,44.1,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.51,NA,0.17,< PQL 0.2 %,0,< MDL 0.04 %,6.5,NA,5.6,NA,22.4,NA,14.2,NA,0,< MDL 0.06 cmol(+) / kg,6.3,NA,0,NA,0.15,NA,0.98,NA,127,NA,521.6,NA,0.07,NA,0.08,NA,0.2,NA,1.4,NA,0,< MDL 0.0006 %,31.6,NA,24.3,NA,0.05,NA,3.76,NA,222.07,NA,1.43,NA,0.11,NA,7.79,NA,64.73,NA,19.78,NA,11,NA,197.64,NA,0.17,NA,36.97,NA,672.79,NA,13,NA,0.13,NA,350.41,NA,1.22,NA,91.77,NA,62.39,NA,0.01,NA,40.64,NA,0.96,NA
7/28/2016,4442,NWCA11-4703,1,9/7/2011,AZ,NWCA_PROBABILITY,NWCA11-4703-1-11-AZ-001-015-4,D,4,110,NA,26.3,NA,20.7,NA,53,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.82,NA,0.05,< PQL 0.2 %,0,< MDL 0.04 %,6.5,NA,5.7,NA,17.9,NA,11.1,NA,0.1,< PQL 0.3 cmol(+) / kg,5.8,NA,0,NA,0.15,NA,0.76,NA,91.7,NA,422.7,NA,0.06,NA,0.09,NA,0.2,NA,1.4,NA,0,< MDL 0.0006 %,30.8,NA,30.8,NA,0.04,NA,3.4,NA,182.55,NA,1.33,NA,0.06,NA,7.82,NA,55.83,NA,16.34,NA,3,< PQL 6.5 ug / kg,146.77,NA,0.15,NA,36.73,NA,596.94,NA,11.18,NA,0.14,NA,127.15,NA,1.06,NA,67.28,NA,62.75,NA,0.03,NA,35.88,NA,NA,NA
7/28/2016,4443,NWCA11-R132,1,9/26/2011,AZ,NWCA_NOT_PROBABILITY,NWCA11-R132-1-11-AZ-005-001-1,D,1,15,NA,68.3,NA,29.1,NA,2.6,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,14.05,NA,1.09,NA,0.12,< PQL 0.2 %,5.5,NA,5.3,NA,70.1,NA,41,NA,2.3,NA,19.5,NA,0,NA,0.2,NA,0.34,NA,169.1,NA,265.5,NA,0.07,NA,1.81,NA,0.2,NA,0.6,NA,0,< MDL 0.0006 %,24.6,NA,27.2,NA,0.09,NA,6.23,NA,337.29,NA,1.49,NA,0.57,NA,15.42,NA,70.41,NA,55.2,NA,69,NA,255.76,NA,1.27,NA,53.66,NA,907.18,NA,25.32,NA,0.57,NA,743.48,NA,1.89,NA,109.24,NA,119.64,NA,0,NA,98.85,NA,0.21,NA
7/28/2016,4443,NWCA11-R132,1,9/26/2011,AZ,NWCA_NOT_PROBABILITY,NWCA11-R132-1-11-AZ-005-001-2,D,2,47,NA,60.1,NA,33.7,NA,6.2,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,2.88,NA,0.32,NA,0,< MDL 0.04 %,7.3,NA,6.8,NA,56,NA,32,NA,2.5,NA,21.3,NA,0,NA,0.17,NA,0.58,NA,112.9,NA,694.2,NA,0.13,NA,0.24,NA,0.2,NA,1.5,NA,0,< MDL 0.0006 %,112.7,NA,77.3,NA,0.09,NA,4.79,NA,362.34,NA,1.83,NA,0.42,NA,15.01,NA,68.02,NA,54.11,NA,12,NA,164.17,NA,0.21,NA,54.38,NA,792.05,NA,23.98,NA,0.38,NA,433.75,NA,1.9,NA,86.2,NA,75.33,NA,0,NA,84.35,NA,0.6,NA
7/28/2016,4443,NWCA11-R132,1,9/26/2011,AZ,NWCA_NOT_PROBABILITY,NWCA11-R132-1-11-AZ-005-001-3,D,3,65,NA,56.7,NA,37,NA,6.3,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.78,NA,0.15,< PQL 0.2 %,0,< MDL 0.04 %,8,NA,7.4,NA,41.1,NA,22.2,NA,2,NA,18.6,NA,0,NA,0.15,NA,0.23,NA,43.4,NA,268.5,NA,0.09,NA,0.2,NA,0.2,NA,0.6,NA,0,< MDL 0.0006 %,68.9,NA,81.3,NA,0.06,NA,5.03,NA,212.38,NA,1.73,NA,0.21,NA,13.01,NA,64.09,NA,27.93,NA,10,NA,127.14,NA,0.21,NA,41.32,NA,438.93,NA,16.52,NA,0.28,NA,53.79,NA,1.75,NA,60.39,NA,76.71,NA,0,NA,67.58,NA,0.86,NA
7/28/2016,4443,NWCA11-R132,1,9/26/2011,AZ,NWCA_NOT_PROBABILITY,NWCA11-R132-1-11-AZ-005-001-4,D,4,127,NA,49.8,NA,45.8,NA,4.4,NA,1,< PQL 2.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.32,NA,0.1,< PQL 0.2 %,0,< MDL 0.04 %,8.1,NA,7.6,NA,31.1,NA,23.6,NA,1.5,NA,15.7,NA,0.1,NA,0.16,NA,0.29,NA,47.9,NA,137.3,NA,0.1,NA,0.28,NA,0.2,NA,1.9,NA,0,< MDL 0.0006 %,8.6,NA,6.1,NA,0.07,NA,6.47,NA,236.87,NA,1.67,NA,0.24,NA,18.2,NA,58.23,NA,27.83,NA,5,< PQL 6.5 ug / kg,161.05,NA,0.55,NA,45.69,NA,328.71,NA,16.67,NA,0.26,NA,73.45,NA,1.82,NA,59.67,NA,67.44,NA,0,NA,68.63,NA,NA,NA
7/28/2016,4444,NWCA11-2529,2,9/7/2011,TX,NWCA_REVISITS,NWCA11-2529-2-11-TX-039-003-1,B,1,11,NA,49.3,NA,25,NA,25.7,NA,0,< MDL 0.5 %,NA,NA,NA,NA,5.02,NA,0.39,NA,0.31,NA,7.6,NA,7.8,NA,30.8,NA,10.7,NA,4.9,NA,35.7,NA,117.2,NA,0.09,NA,0.45,NA,111.9,NA,262.1,NA,0.06,NA,48.5,NA,0,< MDL 0.001 %,0.7,NA,0,< MDL 0.0006 %,21.8,NA,17.9,NA,0.05,NA,7.22,NA,132.1,NA,1.7,NA,0.13,NA,5.87,NA,36.42,NA,13.14,NA,26,NA,193.58,NA,1.24,NA,16.67,NA,435.97,NA,16.56,NA,0.2,NA,377.19,NA,1.67,NA,60.31,NA,62.38,NA,0,NA,59.78,NA,0.47,NA
7/28/2016,4444,NWCA11-2529,2,9/7/2011,TX,NWCA_REVISITS,NWCA11-2529-2-11-TX-039-003-2,B,2,30,NA,19,NA,28.5,NA,52.5,NA,0,< MDL 0.5 %,NA,NA,NA,NA,1.36,NA,0.13,< PQL 0.2 %,0.2,NA,5.7,NA,5.8,NA,10.1,NA,4.1,NA,1.8,NA,14.1,NA,52.4,NA,0.04,NA,0.17,NA,20.6,NA,105.2,< PQL 129 mg / kg,0.02,NA,25.9,NA,0,< MDL 0.001 %,0.2,NA,0,< MDL 0.0006 %,5.8,NA,19.4,NA,0.04,NA,4,NA,73.39,NA,0.8,NA,0.09,NA,3.96,NA,20.49,NA,6.57,NA,13,NA,90.95,NA,0.8,NA,10.74,NA,250.39,NA,8.71,NA,0.16,NA,160.23,NA,0.81,NA,27.34,NA,33.62,NA,0,NA,33.77,NA,0.73,NA
7/28/2016,4444,NWCA11-2529,2,9/7/2011,TX,NWCA_REVISITS,NWCA11-2529-2-11-TX-039-003-3,B,3,90,NA,33.1,NA,37.7,NA,29.2,NA,1,< PQL 2.5 %,NA,NA,NA,NA,0.62,NA,0.05,< PQL 0.2 %,0.12,< PQL 0.2 %,7.4,NA,7.6,NA,17.2,NA,5.3,NA,3.5,NA,14.3,NA,42.4,NA,0.04,NA,0.19,NA,22.4,NA,179,NA,0.04,NA,18.01,NA,0,< MDL 0.001 %,0.4,NA,0,< MDL 0.0006 %,10.1,NA,35.5,NA,0.04,NA,6.3,NA,104.46,NA,1.29,NA,0.11,NA,5.86,NA,29.31,NA,8.93,NA,7,NA,120.46,NA,0.68,NA,14.88,NA,289.02,NA,12.18,NA,0.16,NA,88.76,NA,1.17,NA,34.12,NA,48.52,NA,0,NA,47.9,NA,0.92,NA
7/28/2016,4444,NWCA11-2529,2,9/7/2011,TX,NWCA_REVISITS,NWCA11-2529-2-11-TX-039-003-4,B,4,128,NA,49.6,NA,30.5,NA,19.9,NA,0,< MDL 0.5 %,NA,NA,NA,NA,0.37,NA,0.05,< PQL 0.2 %,0.13,< PQL 0.2 %,7.8,NA,7.8,NA,22.6,NA,5.6,NA,4.7,NA,18.9,NA,51,NA,0.05,NA,0.19,NA,18.7,NA,204.1,NA,0.05,NA,19.88,NA,0,< MDL 0.001 %,0.5,NA,0,< MDL 0.0006 %,16.5,NA,50.4,NA,0.07,NA,6.04,NA,141.14,NA,1.91,NA,0.18,NA,7.71,NA,38.85,NA,12.5,NA,6,< PQL 6.5 ug / kg,126.69,NA,0.52,NA,18.9,NA,290.53,NA,17.95,NA,0.19,NA,144.64,NA,1.72,NA,45.57,NA,66.02,NA,0,NA,62.89,NA,NA,NA
7/28/2016,4445,NWCA11-2529,1,6/20/2011,TX,NWCA_PROBABILITY,NWCA11-2529-1-11-TX-039-001-2,D,2,19,NA,31.7,NA,26.8,NA,41.5,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,1.78,NA,0.17,< PQL 0.2 %,0.17,< PQL 0.2 %,6.6,NA,6.8,NA,3.9,NA,6.2,NA,2.6,NA,21.9,NA,63.9,NA,0.06,NA,0.21,NA,83.5,NA,134.4,NA,0.04,NA,27.4,NA,0,< MDL 0.001 %,0.3,NA,0,< MDL 0.0006 %,8.4,NA,26.7,NA,0.04,NA,4.52,NA,104.95,NA,1.18,NA,0.06,NA,5.27,NA,26.58,NA,9.2,NA,6,< PQL 6.5 ug / kg,160.02,NA,0.75,NA,14.23,NA,342.91,NA,13.28,NA,0.19,NA,227.46,NA,1.11,NA,36.7,NA,44.66,NA,0.01,NA,179.04,NA,1.23,NA
7/28/2016,4445,NWCA11-2529,1,6/20/2011,TX,NWCA_PROBABILITY,NWCA11-2529-1-11-TX-039-001-3,D,3,36,NA,27.8,NA,29.4,NA,42.8,NA,1,< PQL 2.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.61,NA,0.06,< PQL 0.2 %,0.1,< PQL 0.2 %,7.5,NA,7.5,NA,19.2,NA,5.6,NA,2.6,NA,12.2,NA,34.3,NA,0.04,NA,0.19,NA,97.6,NA,124.9,< PQL 129 mg / kg,0.03,NA,15.5,NA,0,< MDL 0.001 %,0.4,NA,0,< MDL 0.0006 %,10.4,NA,41.1,NA,0.03,NA,5.12,NA,121.65,NA,1.1,NA,0.07,NA,5.6,NA,27.37,NA,8.18,NA,0,< MDL 1.3 ug / kg,206.67,NA,0.48,NA,14.03,NA,328.84,NA,11.52,NA,0.15,NA,184.19,NA,1.15,NA,33.87,NA,42.91,NA,0,NA,56.21,NA,1.77,NA
7/28/2016,4445,NWCA11-2529,1,6/20/2011,TX,NWCA_PROBABILITY,NWCA11-2529-1-11-TX-039-001-4,D,4,78,NA,47.1,NA,30.7,NA,22.2,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,0.44,NA,0.04,< PQL 0.2 %,0.08,< PQL 0.2 %,7.5,NA,7.5,NA,22.7,NA,5.3,NA,3.2,NA,14.9,NA,37.4,NA,0.07,NA,0.37,NA,169.8,NA,83.8,< PQL 129 mg / kg,0.07,NA,14.9,NA,0.1,NA,0.7,NA,0,< MDL 0.0006 %,6.5,NA,22.7,NA,0.02,NA,6.57,NA,102.62,NA,1.57,NA,0.07,NA,7.68,NA,33,NA,11.47,NA,1,< MDL 1.3 ug / kg,268.26,NA,0.73,NA,18.11,NA,306.93,NA,14.82,NA,0.12,NA,104.8,NA,1.27,NA,35.33,NA,51.42,NA,0,NA,64.13,NA,1.19,"Db inconsistent with layer position, g/cc"
7/28/2016,4446,NWCA11-R006,1,6/14/2011,SC,NWCA_NOT_PROBABILITY,NWCA11-R006-1-11-SC-043-004-1,C,1,20,NA,53.3,NA,34.2,NA,12.5,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,6.29,NA,0.38,NA,3.73,NA,3.2,NA,3.3,NA,30.4,NA,10.8,NA,5.9,NA,38.6,NA,126.3,NA,0.22,NA,0.91,NA,90.6,NA,91.7,< PQL 129 mg / kg,0.05,NA,52.7,NA,0.1,NA,1,NA,0,< MDL 0.0006 %,5.3,NA,6.8,NA,0.05,NA,33.69,NA,88.04,NA,1.81,NA,0.06,NA,8.04,NA,55.59,NA,23.28,NA,61,NA,224.88,NA,12.04,NA,24.13,NA,458.07,NA,25.39,NA,0.2,NA,704.72,NA,2.06,NA,66.53,NA,98.35,NA,0,NA,68.64,NA,NA,NA
7/28/2016,4446,NWCA11-R006,1,6/14/2011,SC,NWCA_NOT_PROBABILITY,NWCA11-R006-1-11-SC-043-004-2,C,2,45,NA,47.3,NA,41.4,NA,11.3,NA,0,< MDL 0.5 %,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,5.28,NA,0.36,NA,4.4,NA,2.8,NA,3,NA,29.8,NA,9.8,NA,5.5,NA,37.8,NA,121.6,NA,0.18,NA,0.74,NA,97.4,NA,74.9,< PQL 129 mg / kg,0.03,NA,50,NA,0.1,NA,1.2,NA,0,< MDL 0.0006 %,4.9,NA,15.4,NA,0.04,NA,34.27,NA,82.53,NA,1.81,NA,0.08,NA,7.85,NA,54.32,NA,20.73,NA,32,NA,223.48,NA,11.81,NA,22.17,NA,407.03,NA,100.72,NA,0.15,NA,771.88,NA,1.65,NA,63.75,NA,91.14,NA,0,NA,59.8,NA,0.45,NA
7/28/2016,4447,NWCA11-R119,1,8/30/2011,WI,NWCA_NOT_PROBABILITY,NWCA11-R119-1-11-WI-019-003-1,D,1,21,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,52.56,NA,2.04,NA,0.25,NA,4.3,NA,3.4,NA,105.6,NA,14.5,NA,2,NA,5.2,NA,0,NA,0.12,NA,0.15,NA,14.4,NA,128.4,< PQL 129 mg / kg,0.01,NA,NA,Analysis could not be done or was not relevant to the sample,0.2,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,25.8,NA,NA,Analysis could not be done or was not relevant to the sample,0.02,NA,1.89,NA,53.72,NA,0.07,NA,0.46,NA,0.89,NA,10.1,NA,6.08,NA,157,NA,31.79,NA,0.72,NA,6.15,NA,786.43,NA,35.25,NA,0.34,NA,727.97,NA,0.74,NA,22.26,NA,6.14,NA,0.07,NA,28.01,NA,0.06,NA
7/28/2016,4447,NWCA11-R119,1,8/30/2011,WI,NWCA_NOT_PROBABILITY,NWCA11-R119-1-11-WI-019-003-2,D,2,106,NA,0.5,NA,8.5,NA,91,NA,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,NA,Analysis could not be done or was not relevant to the sample,15.7,NA,0.76,NA,0.05,< PQL 0.2 %,4.4,NA,3.7,NA,33.6,NA,2.4,NA,0,< MDL 0.06 cmol(+) / kg,0.4,NA,0,NA,0.34,NA,0.01,NA,0,< MDL 0.1 mg / kg,347.5,NA,0,< MDL 0.0002 %,0.08,NA,0.5,NA,0,< MDL 0.01 %,0,< MDL 0.0006 %,5,NA,6.6,NA,0.04,NA,1.34,NA,91.05,NA,0.8,NA,0.11,NA,0.9,NA,18.14,NA,11.59,NA,40,NA,17.74,NA,0.22,NA,8.29,NA,733.09,NA,5.08,NA,0.16,NA,1056.94,NA,0.57,NA,17.49,NA,24.64,NA,0.01,NA,7.77,NA,0.11,NA
