study_id,site_id,plot_id,year,month,day,latitude,longitude,method_id,plot_area,plot_sapling_area,site_notes,position_accuracy,position_notes,disturbance_notes,disturbance_year,habitat,ecosystem_condition,disturbance_class,ecotype,plot_shape,plot_notes,aboveground_plant_carbon,belowground_plant_carbon,basal_area,field_or_manipulation_code,harvest_or_allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_379,2014,5,1,11.516983,102.988069,1,153.9380400259,12.566370614359201,NA,NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,434.31,480.04,0.408,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_380,2014,5,1,11.516983,102.988069,1,153.9380400259,12.566370614359201,NA,NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,438.51,276.59,0.273,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_381,2014,5,1,11.516983,102.988069,1,153.9380400259,12.566370614359201,NA,NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,544.36,534.77,0.447,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_382,2014,5,1,11.516983,102.988069,1,153.9380400259,12.566370614359201,NA,NA,plot-level,None,NA,mangrove,Intact,No disturbance,NA,circular,NA,239.92,211.66000000000003,0.165,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_383,2014,5,1,11.5180771320785,102.98938062308,1,153.9380400259,12.566370614359201,NA,65,subplot-level,Disturbance,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,284.06,265.87,0.23,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_384,2014,5,1,11.518077,102.989381,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Disturbance,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,596.54,565.52,0.473,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_385,2014,5,1,11.518077,102.989381,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Disturbance,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,723.68,681.0400000000001,0.525,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_386,2014,5,1,11.518077,102.989381,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Disturbance,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,616.97,479.18,0.384,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_387,2014,5,1,11.518077,102.989381,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Disturbance,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,502.3,498.74,0.403,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_388,2014,5,1,11.5185766977876,102.989734507325,1,153.9380400259,12.566370614359201,NA,15,subplot-level,cut down,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,828.8,773.95,0.604,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_389,2014,5,1,11.518577,102.989735,1,153.9380400259,12.566370614359201,NA,NA,plot-level,tree blown down/rotten,NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,295.86,296.06,0.242,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_390,2014,5,1,11.518577,102.989735,1,153.9380400259,12.566370614359201,NA,NA,plot-level,none,NA,mangrove,Intact,No disturbance,NA,circular,NA,572.94,584.75,0.453,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_391,2014,5,1,11.518577,102.989735,1,153.9380400259,12.566370614359201,NA,NA,plot-level,"cutting, tree blown down/rotten",NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,474.36,432.21999999999997,0.349,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_392,2014,5,1,11.518577,102.989735,1,153.9380400259,12.566370614359201,NA,NA,plot-level,"cutting, tree blown down/rotten",NA,mangrove,Intact,Anthropogenic light,NA,circular,NA,567.06,556.34,0.471,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_393,2015,2,19,11.5827324992697,103.031858851238,1,153.9380400259,12.566370614359201,NA,1,subplot-level,Intact mangrove forest,NA,mangrove,Intact,No disturbance,NA,circular,NA,130.44,103.8,0.112,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_394,2015,2,19,11.582732,103.031859,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Intact mangrove forest,NA,mangrove,Intact,No disturbance,NA,circular,NA,679.61,448.43,0.438,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_395,2015,2,19,11.582732,103.031859,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Intact mangrove forest,NA,mangrove,Intact,No disturbance,NA,circular,NA,182.09,127.17,0.14100000000000001,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_396,2015,2,20,11.5039513667603,103.030593531366,1,153.9380400259,12.566370614359201,NA,19,subplot-level,used to be degraded area and now recovering with lots of big trees,NA,mangrove,Degraded,Restoration,NA,circular,NA,392.39,411.14,0.34,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_397,2015,2,20,11.503951,103.030594,1,153.9380400259,12.566370614359201,NA,NA,plot-level,used to be degraded area and now recovering with lots of big trees,NA,mangrove,Degraded,Restoration,NA,circular,NA,332.09,336.32,0.273,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_398,2015,2,20,11.503951,103.030594,1,153.9380400259,12.566370614359201,NA,NA,plot-level,used to be degraded area and now recovering with lots of big trees,NA,mangrove,Degraded,Restoration,NA,circular,NA,514.55,482.18,0.385,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_399,2015,2,20,11.503951,103.030594,1,153.9380400259,12.566370614359201,NA,NA,plot-level,used to be degraded area and now recovering with lots of big trees,NA,mangrove,Degraded,Restoration,NA,circular,NA,682.78,627.48,0.485,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_400,2015,2,20,11.503951,103.030594,1,153.9380400259,12.566370614359201,NA,NA,plot-level,used to be degraded area and now recovering with lots of big trees,NA,mangrove,Degraded,Restoration,NA,circular,NA,487.15000000000003,507.06,0.417,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_401,2015,2,21,11.5554319835118,102.978784361515,1,153.9380400259,12.566370614359201,NA,8,subplot-level,Almost intact mangrove forest after reforestration,NA,mangrove,Intact,Restoration,NA,circular,NA,831.4000000000001,783.4599999999999,0.619,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_402,2015,2,21,11.555432,102.978784,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Almost intact mangrove forest after reforestration,NA,mangrove,Intact,Restoration,NA,circular,NA,546.14,459.05,0.368,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_403,2015,2,21,11.555432,102.978784,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Almost intact mangrove forest after reforestration,NA,mangrove,Intact,Restoration,NA,circular,NA,519.37,501.15,0.393,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_404,2015,2,21,11.555432,102.978784,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Almost intact mangrove forest after reforestration,NA,mangrove,Intact,Restoration,NA,circular,NA,385.73,421,0.351,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_405,2015,2,21,11.555432,102.978784,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Almost intact mangrove forest after reforestration,NA,mangrove,Intact,Restoration,NA,circular,NA,580.76,561.91,0.445,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_406,2015,2,22,11.505435380306,103.005609328041,1,153.9380400259,12.566370614359201,NA,27,subplot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,403.42,420.03999999999996,0.348,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_407,2015,2,22,11.505435,103.005609,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,546.14,515.58,0.404,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_408,2015,2,22,11.505435,103.005609,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,749.11,748.03,0.6,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_409,2015,2,22,11.505435,103.005609,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,774.97,770.53,0.62,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_410,2015,2,22,11.505435,103.005609,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,526.73,548.18,0.449,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_411,2015,2,18,11.4652069291143,103.063750524384,1,153.9380400259,12.566370614359201,NA,5,subplot-level,Disturbance in plot 1 and 5,NA,mangrove,Intact,Disturbed,NA,circular,NA,550.13,212.82,0.285,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_412,2015,2,18,11.465207,103.063751,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,No disturbance,NA,circular,NA,803.05,1131.96,1.1509999999999998,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_413,2015,2,18,11.465207,103.063751,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,Disturbed,NA,circular,NA,965.7199999999999,1793.82,1.398,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_414,2015,2,19,11.5572748044219,103.03250428372,1,153.9380400259,12.566370614359201,NA,5,subplot-level,Cut and burn in the center of the plot. Other subplots show signs of cut and degraded forest,NA,mangrove,Intact,Harvest medium,NA,circular,NA,3871.5099999999998,1224.79,1.009,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_415,2015,2,19,11.557275,103.032504,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,Harvest medium,NA,circular,NA,1125.56,590.92,0.565,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_416,2015,2,19,11.557275,103.032504,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,Harvest medium,NA,circular,NA,1044.38,1258.47,1.042,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_417,2015,2,19,11.557275,103.032504,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,Harvest medium,NA,circular,NA,145.41000000000003,239.88000000000002,0.232,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_418,2015,2,19,11.557275,103.032504,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,Harvest medium,NA,circular,NA,79.3,270.49,0.208,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_419,2015,2,20,11.451249698013,103.084169655055,1,153.9380400259,12.566370614359201,NA,9,subplot-level,"No disturbance, very dense forest with a lot of trees and roots",NA,mangrove,Intact,No disturbance,NA,circular,NA,2244.22,784.68,0.732,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_420,2015,2,20,11.45125,103.08417,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,No disturbance,NA,circular,NA,3304.15,1197.45,0.97,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_421,2015,2,20,11.45125,103.08417,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,No disturbance,NA,circular,NA,1139.7,475.59000000000003,0.461,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_422,2015,2,20,11.45125,103.08417,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,No disturbance,NA,circular,NA,960.37,622.1,0.567,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_423,2015,2,20,11.45125,103.08417,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,No disturbance,NA,circular,NA,2070.98,1001.44,0.88,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_424,2015,2,22,11.5550266004722,103.009026610554,1,153.9380400259,12.566370614359201,NA,14,subplot-level,Human disturbance (cutting) and regenerating,NA,mangrove,Intact,Harvest medium,NA,circular,NA,991.8,645.02,0.546,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_425,2015,2,22,11.555027,103.009027,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,684.99,558.2700000000001,0.491,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_426,2015,2,22,11.555027,103.009027,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,1214.4399999999998,832.75,0.721,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_427,2015,2,22,11.555027,103.009027,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,229.64,221.56,0.202,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_428,2015,2,22,11.555027,103.009027,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,NA,NA,circular,NA,839.95,481.52,0.412,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_429,2015,2,21,11.5296310125435,102.981938680914,1,153.9380400259,12.566370614359201,NA,11,subplot-level,The forest was cut more than 15 years and later regenated.,NA,mangrove,Intact,Harvest medium,NA,circular,NA,621.26,522.66,0.42,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_430,2015,2,21,11.529631,102.981939,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,Harvest medium,NA,circular,NA,1079.03,828.49,0.616,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_431,2015,2,21,11.529631,102.981939,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,Harvest medium,NA,circular,NA,1618.44,805.68,0.66,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_432,2015,2,21,11.529631,102.981939,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,Harvest medium,NA,circular,NA,1242.19,609.3399999999999,0.485,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_433,2015,2,21,11.529631,102.981939,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,Intact,Harvest medium,NA,circular,NA,1647.15,833.63,0.653,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_434,2015,2,19,11.501393,103.061578970623,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,86.81,152.34,0.165,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_435,2015,2,19,11.501393,103.061579,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,387.32000000000005,566.62,0.73,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_436,2015,2,19,11.501393,103.061579,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,32.92,60.38,0.08700000000000001,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_437,2015,2,19,11.501393,103.061579,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,531.15,504.17999999999995,0.549,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_438,2015,2,19,11.501393,103.061579,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,283.65,305.06,0.305,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_439,2015,2,22,11.47413,103.005023076265,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,762.4399999999999,322.54,0.389,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_440,2015,2,22,11.47413,103.005023,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,799.8100000000001,315.78999999999996,0.4,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_441,2015,2,22,11.47413,103.005023,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,1001.51,351.93,0.484,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_442,2015,2,22,11.47413,103.005023,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,903.53,321.91,0.43,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_443,2015,2,22,11.47413,103.005023,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,869.6,333.13,0.421,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_444,2015,2,20,11.474705,103.062210386585,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,752.92,662.07,0.573,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_445,2015,2,20,11.474705,103.06221,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,1566.69,863.23,0.86,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_446,2015,2,20,11.474705,103.06221,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,311.6,306.53000000000003,0.265,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_447,2015,2,18,11.450235,103.059280026829,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,2642.79,1034.5,0.807,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_448,2015,2,18,11.450235,103.05928,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,250.09,474.56,0.458,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_449,2015,2,18,11.450235,103.05928,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,833.6,403.22,0.343,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_450,2015,2,18,11.450235,103.05928,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,1644.34,672.87,0.607,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_451,2015,2,18,11.450235,103.05928,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,105.01,326.28999999999996,0.296,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_452,2015,2,21,11.505435380306,103.005609328041,1,153.9380400259,12.566370614359201,NA,27,subplot-level,Almost intact mangrove forest after reforestration,NA,mangrove,Intact,Restoration,NA,circular,NA,277.71999999999997,318.8,0.277,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_453,2015,2,21,11.529737,103.03441,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Almost intact mangrove forest after reforestration,NA,mangrove,Intact,Restoration,NA,circular,NA,230.33,260.5,0.225,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_454,2015,2,21,11.529737,103.03441,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Almost intact mangrove forest after reforestration,NA,mangrove,Intact,Restoration,NA,circular,NA,560.5600000000001,643.9200000000001,0.558,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_455,2015,2,21,11.529737,103.03441,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Almost intact mangrove forest after reforestration,NA,mangrove,Intact,Restoration,NA,circular,NA,602.42,667.62,0.5650000000000001,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_456,2015,2,21,11.529737,103.03441,1,153.9380400259,12.566370614359201,NA,NA,plot-level,Almost intact mangrove forest after reforestration,NA,mangrove,Intact,Restoration,NA,circular,NA,0,0,0,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_457,2015,2,18,11.443549,103.089884255951,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,97.86,165.06,0.149,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_458,2015,2,18,11.443549,103.089884,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,308.68,188.95,0.202,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_459,2015,2,18,11.443549,103.089884,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,392.97,185.36,0.17400000000000002,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_460,2015,2,18,11.443549,103.089884,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,928.88,581.05,0.494,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_461,2015,2,19,11.583369,103.037813170603,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,210.56,268.28000000000003,0.243,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_462,2015,2,19,11.583369,103.037813,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,255.99,322.78999999999996,0.306,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_463,2015,2,19,11.583369,103.037813,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,299.15000000000003,327.2,0.278,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_464,2015,2,19,11.583369,103.037813,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,321.31,376.11,0.329,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_465,2015,2,19,11.583369,103.037813,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,229.47,266.8,0.245,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_466,2015,2,20,11.47701,103.037855152483,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,236.71,217.61,0.204,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_467,2015,2,20,11.47701,103.037855,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,295.61,268.97,0.249,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_468,2015,2,20,11.47701,103.037855,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,842.68,387.65000000000003,0.341,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_469,2015,2,20,11.47701,103.037855,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,692.0200000000001,258.17,0.236,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_470,2015,2,20,11.47701,103.037855,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,394.53,415.37,0.36,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_471,2015,2,21,11.489822,103.00774448726,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,633.64,632.96,0.5,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_472,2015,2,21,11.489822,103.007744,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,483.52000000000004,491.15000000000003,0.404,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_473,2015,2,21,11.489822,103.007744,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,217.79,253.51,0.213,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_474,2015,2,21,11.489822,103.007744,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,826.33,816.7,0.635,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_475,2015,2,21,11.489822,103.007744,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,345.44,357.77,0.303,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_476,2015,2,22,11.45311,103.018860128108,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,372.77,380.90999999999997,0.325,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_477,2015,2,22,11.45311,103.01886,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,390.84999999999997,567.0600000000001,0.48,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_478,2015,2,22,11.45311,103.01886,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,203.28,240.55,0.213,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_479,2015,2,22,11.45311,103.01886,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,91.07,122.48,0.113,field,allometry
Sharma_et_al_2021,Koh_Kohng,Koh_Kohng_480,2015,2,22,11.45311,103.01886,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,408.90000000000003,478.12,0.40900000000000003,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_481,2015,2,10,11.505435380306,103.005609328041,1,153.9380400259,12.566370614359201,NA,NA,subplot-level,Disturbed forest,NA,mangrove,Degraded,Disturbed,Coastal fringe,circular,NA,986.25,358.58000000000004,0.44,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_482,2015,2,10,10.610373,103.853048,1,153.9380400259,12.566370614359201,NA,NA,plot-level,No cutting,NA,mangrove,Intact,No disturbance,Coastal fringe,circular,NA,365.5,137,0.16899999999999998,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_483,2015,2,10,10.610373,103.853048,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,296.31,234.04,0.23299999999999998,field,allometry
Sharma_et_al_2021,Prey_Nob,Prey_Nob_484,2015,2,10,10.610373,103.853048,1,153.9380400259,12.566370614359201,NA,NA,plot-level,NA,NA,mangrove,NA,NA,NA,circular,NA,88.99,36.9,0.069,field,allometry
