study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,fraction_nitrogen,cs137_peak_age,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,total_pb210_activity,pb210_unit
Drake_et_al_2024,F_M,F_M_A,single set of methods,12,14,NA,NA,NA,1964,0.285889101338432,NA,picocuriesPerGram,NA,7.73502230720203,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,14,16,NA,NA,NA,1964,0.346698337292162,NA,picocuriesPerGram,1.57094049306339,4.12961038532594,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,16,18,NA,NA,NA,1964,0.640352201257862,0.0336968553459119,picocuriesPerGram,1.83931228803094,4.3979821802935,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,18,20,NA,NA,NA,1964,0.625934065934066,NA,picocuriesPerGram,5.56119536153127,8.11986525379382,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,20,22,NA,NA,NA,1964,0.464064785788924,NA,picocuriesPerGram,NA,2.05320445837687,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,22,24,NA,NA,NA,1964,0.20415770609319,NA,picocuriesPerGram,NA,2.200847520908,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,24,26,NA,NA,NA,1964,0.0567785588752197,NA,picocuriesPerGram,0.496806333084055,3.05547622534661,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,26,28,NA,NA,NA,1964,0,NA,picocuriesPerGram,0.499090248830917,3.05776014109347,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,28,30,NA,NA,NA,1964,0,NA,picocuriesPerGram,0.217885521569642,2.7765554138322,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,30,35,NA,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M_A,single set of methods,35,40,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,1.98137439851269,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,40,45,NA,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M_A,single set of methods,45,50,NA,NA,NA,1964,0,NA,picocuriesPerGram,NA,1.82201230460499,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,50,55,NA,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M1,single set of methods,0,10,0.4000476000556121,0.08978,0.00618,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M1,single set of methods,10,20,0.36456213960203293,0.07896,0.00464,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M1,single set of methods,20,30,0.2496334355776348,0.09393000000000001,0.0054,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M2,single set of methods,0,10,0.40872195421977914,0.07912,0.00501,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M2,single set of methods,10,20,0.38091942842581716,0.07118000000000001,0.00437,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M2,single set of methods,20,30,0.2508635640928849,0.05808,0.00356,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M3,single set of methods,0,10,0.3016625862866117,0.10646000000000001,0.00668,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M3,single set of methods,10,20,0.26049149566977897,0.09301,0.00498,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M3,single set of methods,20,30,0.23557792466544036,0.08983000000000001,0.00488,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M4,single set of methods,0,10,0.27896972980690476,0.11413999999999999,0.006750000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M4,single set of methods,10,20,0.37606365706876427,0.07312,0.00451,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M4,single set of methods,20,30,0.28404469277523064,0.0839,0.00443,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M5,single set of methods,0,10,0.42859316549111837,0.0706,0.005,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M5,single set of methods,10,20,0.2952160419573737,0.0876,0.005,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M5,single set of methods,20,30,0.3384633445399662,0.09162000000000001,0.005,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M6,single set of methods,0,10,0.6011625301347836,0.059219999999999995,0.004,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M6,single set of methods,10,20,0.337982295352845,0.08849,0.005,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M6,single set of methods,20,30,0.4275765210187198,0.08162000000000001,0.004,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M7,single set of methods,0,10,0.46247592564602813,0.07287,0.005,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M7,single set of methods,10,20,0.273897098096956,0.10083,0.006,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M7,single set of methods,20,30,0.2893912228554013,0.08981,0.005,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M8,single set of methods,0,10,0.3147490594556182,0.0908,0.006,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M8,single set of methods,10,20,0.2537642110132474,0.10711999999999999,0.006999999999999999,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M8,single set of methods,20,30,0.1753520199693016,0.10543,0.005,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M9,single set of methods,0,10,0.3012725342982169,0.12132,0.006,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M9,single set of methods,10,20,0.3001781606469662,0.10102,0.006,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M9,single set of methods,20,30,0.19620886059003018,0.09582,0.006,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M10,single set of methods,0,10,0.3317627092258412,0.10585000000000001,0.006,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M10,single set of methods,10,20,0.2148942270083731,0.1075,0.006,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M10,single set of methods,20,30,0.206599705043352,0.10952999999999999,0.005,1964,NA,NA,NA,NA,NA,NA
