study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,depth_interval_notes,representative_depth_min,representative_depth_max,method_id
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-6,5,10,0.2815060135959561,0.2700895881652832,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-6,20,25,0.8331880773923654,0.12382498741149904,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-6,37,42,0.7983266515600489,0.02686612367630005,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-6,72,77,0.4409970367788043,0.141429386138916,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,John's Marsh,GRA-JOH-HM-6,NA,NA,1.047585846261112,0.01194291830062866,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-1,5,10,0.3590726860728604,0.1044355583190918,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-1,20,25,0.6022311312532683,0.05122011184692383,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-1,37,42,0.5943873104409971,0.05204876899719238,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-1,72,77,0.43053860902910934,0.09839580535888671,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-1,NA,NA,0.7312184068328396,0.0235490345954895,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-2,5,10,0.5420951716925223,0.1196621799468994,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-2,20,25,0.7887397594561618,0.03978790521621704,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-2,37,42,0.7286037998954158,0.0282279086112976,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-2,72,77,0.47934460519435246,0.1107126808166504,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-2,NA,NA,0.7085584800418337,0.03206851720809936,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-3,5,10,0.454070071465923,0.10440324783325196,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-3,20,25,0.7033292661669863,0.02903049707412719,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-3,37,42,0.9569461390970893,0.0149815833568573,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-3,72,77,0.4514554645284993,0.14435527801513673,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-3,NA,NA,0.725989192957992,0.02922723293304443,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-4,5,10,0.29457904828307485,0.26176183700561523,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-4,20,25,0.7808959386438906,0.03023566484451294,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-4,37,42,0.7033292661669863,0.04034829139709473,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-4,72,77,0.99006449363779,0.01076923251152038,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-4,NA,NA,0.5325082795886352,0.09787426948547363,vertical slice of 5cm taken within the given representative depth range,100,150,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-5,5,10,0.3154959037824647,0.2538396072387695,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-5,20,25,0.6484225204810877,0.05191217899322509,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-5,37,42,0.907268607286038,0.02276118516921997,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-5,72,77,0.47411539131950503,0.12236099243164064,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-5,NA,NA,1.010109813491372,0.00710579454898834,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-6,5,10,0.29457904828307485,0.13353029251098633,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-6,20,25,0.5542966707338332,0.05955856800079345,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-6,37,42,0.6039742025448841,0.055614013671875,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-6,72,77,0.515077566672477,0.06744462013244629,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,John's Swamp,GRA-JOH-TS-6,NA,NA,0.6214049154610424,0.02794436931610107,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-1,5,10,0.6301202719191215,0.12732712745666505,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-1,20,25,0.4122363604671432,0.06801678657531739,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-1,37,42,0.6824124106675963,0.02018816709518432,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-1,72,77,0.7826390099355064,0.02468103885650634,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-1,NA,NA,0.9395154261809308,0.01422364711761474,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-2,5,10,0.22659926791005752,0.09631021499633788,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-2,20,25,0.5142060310266691,0.0368465256690979,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-2,37,42,0.3120097611992331,0.03915029287338257,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-2,72,77,1.009238277845564,0.01306068778038025,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-2,NA,NA,0.9952937075126372,0.01332462310791015,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-3,5,10,0.24925919470106325,0.12558650016784667,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-3,20,25,0.4723723200278892,0.04697427749633789,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-3,37,42,0.2579745511591424,0.0732576847076416,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-3,72,77,0.9246993202021964,0.0137906527519226,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-3,NA,NA,0.9046540003486144,0.01193678736686706,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-4,5,10,0.3355412236360467,0.1299786376953125,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-4,20,25,0.38783336238452154,0.10079619407653807,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-4,37,42,0.6013595956074603,0.03449678897857666,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-4,72,77,0.4688861774446575,0.05396130084991455,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-4,NA,NA,0.9552030678054734,0.01349976301193237,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-5,5,10,0.3564580791354367,0.1123127555847168,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-5,20,25,0.2658183719714136,0.01934812426567077,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-5,37,42,0.6736970542095172,0.02412469387054443,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-5,72,77,0.7050723374586021,0.01660921216011047,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-5,NA,NA,0.928185462785428,0.0139947497844696,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-6,5,10,0.2257277322642496,0.09875295639038086,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-6,20,25,0.5011329963395503,0.038327157497406,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-6,37,42,0.23618616001394457,0.0976797103881836,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-6,72,77,0.8227296496426705,0.01232762336730957,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Mad River Marsh,HUM-MAD-HM-6,NA,NA,0.7721805821858115,0.02563508033752441,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-1,5,10,0.24838765905525537,0.1459392261505127,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-1,20,25,0.33379815234443094,0.05299820899963379,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-1,37,42,0.4401255011329964,0.04259407043457031,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-1,72,77,0.5325082795886352,0.03215180635452271,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-1,NA,NA,0.4880599616524316,0.03856839656829834,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-2,5,10,0.26756144326302944,0.15526963233947755,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-2,20,25,0.3677880425309395,0.06434978008270263,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-2,37,42,0.4880599616524316,0.04119892120361328,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-2,72,77,0.5542966707338332,0.02830544948577881,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-2,NA,NA,0.7477775841031898,0.02197062015533447,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-3,5,10,0.3660449712393237,0.08783577919006348,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-3,20,25,0.4732438556736971,0.04832315444946289,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-3,37,42,0.4776015339027367,0.03341898202896118,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-3,72,77,0.4784730695485446,0.04520689487457275,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-3,NA,NA,0.4915461042356633,0.05198518753051757,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-4,5,10,0.22224158968101795,0.11169968605041504,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-4,20,25,0.34599965138574174,0.09646280288696288,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-4,37,42,0.3677880425309395,0.05548657894134521,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-4,72,77,0.4218232525710302,0.04447448253631592,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-4,NA,NA,0.5124629597350532,0.04263908386230469,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-5,5,10,0.2571030155133345,0.1325070095062256,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-5,20,25,0.323339724594736,0.07536908149719239,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-5,37,42,0.393062576259369,0.04641314983367919,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-5,72,77,0.3956771831967928,0.04130150318145752,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-5,NA,NA,0.4444831793620359,0.04995471954345703,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-6,5,10,0.37040264946836327,0.07188884258270263,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-6,20,25,0.32159665330312015,0.0689319658279419,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-6,37,42,0.44971239323688345,0.04436417579650879,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-6,72,77,0.5124629597350532,0.03031407356262207,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,South Bay,HUM-SHB-LM-6,NA,NA,0.5054906745685899,0.03723200559616089,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-1,5,10,0.8767648596827612,0.01069148182868957,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-1,20,25,1.088548021614084,0.00740379452705383,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-1,37,42,1.0345128115739934,0.00718748927116394,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-1,72,77,1.137354017779327,0.00760545074939727,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-1,NA,NA,1.0353843472198012,0.02589106559753418,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-2,5,10,1.06937423740631,0.0107922613620758,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-2,20,25,0.9691476381384,0.00794331550598144,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-2,37,42,1.06937423740631,0.00581941306591033,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-2,72,77,1.167857765382604,0.00323566824197769,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-2,NA,NA,1.2715705072337458,0.01420494556427002,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-3,5,10,1.0702457730521178,0.00771384119987487,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-3,20,25,0.897681715182151,0.00911727905273437,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-3,37,42,0.9918075649294056,0.00811320841312408,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-3,72,77,1.2802858636918248,0.01129071354866027,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-3,NA,NA,1.2340944744640057,0.0096720403432846,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-4,5,10,1.0022659926791009,0.0079129147529602,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-4,20,25,0.99006449363779,0.00734135568141937,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-4,37,42,0.9151124280983092,0.00683155238628387,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-4,72,77,1.3012027191912148,0.00982979536056518,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-4,NA,NA,1.227122189297542,0.01022872924804687,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-5,5,10,0.8288303991633259,0.01085653901100158,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-5,20,25,0.8793794666201848,0.00982401609420776,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-5,37,42,1.078961129510197,0.00634869813919067,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-5,72,77,1.279414328046017,0.00555777788162231,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-5,NA,NA,1.2436813665678923,0.00863850235939025,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-6,5,10,0.9761199233048632,0.00908055543899536,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-6,20,25,0.9761199233048632,0.00613856017589569,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-6,37,42,0.9778629945964792,0.00834126472473144,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-6,72,77,1.089419557259892,0.00544955968856811,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Humboldt Eelgrass,HUM-SHB-SG-6,NA,NA,0.9848352797629424,0.01122841715812683,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-1,5,10,0.43315321596653306,0.09455913543701172,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-1,20,25,0.5072337458602058,0.0654797077178955,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-1,37,42,0.3643018999477079,0.10338640213012695,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-1,72,77,0.6283772006275058,0.06709875106811523,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-1,NA,NA,0.606588809482308,0.04074796199798584,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-2,5,10,0.4514554645284993,0.10171866416931152,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-2,20,25,0.5595258846086806,0.05565568447113037,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-2,37,42,0.4932891755272791,0.06605145931243897,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-2,72,77,0.5917727035035734,0.04438544750213623,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-2,NA,NA,0.8279588635175179,0.02456544160842895,vertical slice of 5cm taken within the given representative depth range,100,260,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-3,5,10,0.40962175352971936,0.06570646762847901,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-3,20,25,0.37301725640578703,0.11337779998779296,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-3,37,42,0.40439253965487193,0.09324000358581544,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-3,72,77,0.5081052815060136,0.05928468227386475,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Coal Creek Swamp,NEH-COA-TS-3,NA,NA,0.3974202544884086,0.08688625335693359,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
