study_id,site_id,core_id,year,core_notes,latitude,longitude,position_method,salinity_class,salinity_method,vegetation_class,vegetation_method,inundation_class,inundation_method,month,day,position_accuracy,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_notes,vegetation_notes,habitat,inundation_notes,core_length_flag
Nahlik_and_Fennessy_2016,NWCA11-3069,NWCA11-3069-5808,2011,NA,32.567032,-117.130867,NA,estuarine,field observation,emergent,field observation,NA,NA,9,19,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Nahlik_and_Fennessy_2016,NWCA11-3091,NWCA11-3091-5810,2011,NA,32.567032,-117.130867,NA,estuarine,field observation,forested to shrub,field observation,NA,NA,10,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Nahlik_and_Fennessy_2016,NWCA11-3093,NWCA11-3093-5811,2011,NA,32.567032,-117.130867,NA,estuarine,field observation,emergent,field observation,NA,NA,10,1,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Nahlik_and_Fennessy_2016,NWCA11-3568,NWCA11-3568-5822,2011,NA,32.567032,-117.130867,NA,estuarine,field observation,emergent,field observation,NA,NA,7,13,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Nahlik_and_Fennessy_2016,NWCA11-3581,NWCA11-3581-5823,2011,NA,32.567032,-117.130867,NA,estuarine,field observation,emergent,field observation,NA,NA,6,17,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Nahlik_and_Fennessy_2016,NWCA11-4706,NWCA11-4706-5855,2011,NA,32.567032,-117.130867,NA,estuarine,field observation,emergent,field observation,NA,NA,7,10,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Nahlik_and_Fennessy_2016,NWCA11-4713,NWCA11-4713-5858,2011,NA,32.567032,-117.130867,NA,estuarine,field observation,emergent,field observation,NA,NA,8,2,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Nahlik_and_Fennessy_2016,NWCA11-4716,NWCA11-4716-5859,2011,NA,32.567032,-117.130867,NA,estuarine,field observation,emergent,field observation,NA,NA,7,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Nahlik_and_Fennessy_2016,NWCA11-4721,NWCA11-4721-5862,2011,NA,32.567032,-117.130867,NA,estuarine,field observation,emergent,field observation,NA,NA,7,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Messerschmidt_and_Kirwan_2020,GCREW,C3,2018,NA,32.567032,-117.130867,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Messerschmidt_and_Kirwan_2020,GCREW,C4,2018,NA,32.567032,-117.130867,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
McTigue_et_al_2020,Traps_Bay,TB_1L,2016,full core collected to  sand contact,32.567032,-117.130867,NA,estuarine C-CAP,measurement,emergent,measurement,mid,measurement,1,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,Species % cover and stem density data collected from permanent veg plots at study site,NA,water level data collected from study site and related to nearby tide gauge,core depth represents deposit depth
McTigue_et_al_2020,Traps_Bay,TB_2L,2016,full core collected to  sand contact,32.567032,-117.130867,NA,estuarine C-CAP,measurement,emergent,measurement,mid,measurement,1,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,Species % cover and stem density data collected from permanent veg plots at study site,NA,water level data collected from study site and related to nearby tide gauge,core depth represents deposit depth
McTigue_et_al_2020,Traps_Bay,TB_3L,2016,full core collected to  sand contact,32.567032,-117.130867,NA,estuarine C-CAP,measurement,emergent,measurement,mid,measurement,1,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,Species % cover and stem density data collected from permanent veg plots at study site,NA,water level data collected from study site and related to nearby tide gauge,core depth represents deposit depth
Luk_et_al_2020_a,SITE_1,MARSH_1_1_a,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_a,SITE_1,MARSH_1_2_a,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_a,SITE_2,MARSH_2_1_a,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_a,SITE_2,MARSH_2_2_a,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_a,SITE_3,MARSH_3_1_a,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_a,SITE_3,MARSH_3_2_a,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_a,SITE_1,POND_1_a,2014,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,low,field observation,7,16,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_a,SITE_2,POND_2_a,2014,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,low,field observation,7,16,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_a,SITE_3,POND_3_a,2014,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,low,field observation,7,16,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_b,SITE_1,MARSH_1_1_b,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_b,SITE_1,MARSH_1_2_b,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_b,SITE_2,MARSH_2_1_b,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_b,SITE_2,MARSH_2_2_b,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_b,SITE_3,MARSH_3_1_b,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_b,SITE_3,MARSH_3_2_b,2015,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,high,field observation,12,8,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_b,SITE_1,POND_1_b,2014,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,low,field observation,7,16,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_b,SITE_2,POND_2_b,2014,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,low,field observation,7,16,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Luk_et_al_2020_b,SITE_3,POND_3_b,2014,Nine cores were split in half and increments were processed independently,32.567032,-117.130867,NA,NA,NA,emergent,field observation,low,field observation,7,16,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,"marsh sites dominated by Spartina patens, Spartina alterniflora, and Distichlis spicata",NA,NA,NA
Lagomasino_et_al_2020,Huddy_Gut,HG1,2007,NA,32.567032,-117.130867,NA,mixoeuhaline,measurement,emergent,field observation,NA,NA,9,26,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Lagomasino_et_al_2020,Huddy_Gut,HG2,2007,NA,32.567032,-117.130867,NA,mixoeuhaline,measurement,emergent,field observation,NA,NA,9,26,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Lagomasino_et_al_2020,Huddy_Gut,HG3,2007,NA,32.567032,-117.130867,NA,mixoeuhaline,measurement,emergent,field observation,NA,NA,9,26,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Lagomasino_et_al_2020,Porpoise_Point,PP1,2007,NA,32.567032,-117.130867,NA,mixoeuhaline,measurement,emergent,field observation,NA,NA,9,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Lagomasino_et_al_2020,Porpoise_Point,PP2,2007,NA,32.567032,-117.130867,NA,mixoeuhaline,measurement,emergent,field observation,NA,NA,9,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Lagomasino_et_al_2020,Porpoise_Point,PP3,2007,NA,32.567032,-117.130867,NA,mixoeuhaline,measurement,emergent,field observation,NA,NA,9,28,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Krauss_et_al_2018c,Savannah_River_low,savannah_low_1,NA,NA,32.567032,-117.130867,NA,oligohaline,NA,emergent,measurement,low,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Krauss_et_al_2018c,Savannah_River_mid,savannah_mid_2,NA,NA,32.567032,-117.130867,NA,oligohaline,NA,forested,measurement,mid,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Krauss_et_al_2018c,Savannah_River_mid,savannah_mid_1,NA,NA,32.567032,-117.130867,NA,oligohaline,NA,emergent,measurement,low,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Krauss_et_al_2018c,Savannah_River_high,savannah_high_1,NA,NA,32.567032,-117.130867,NA,fresh,NA,forested,measurement,high,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Krauss_et_al_2018a,Waccamaw_River_Butler_island,butler_island_1,NA,NA,32.567032,-117.130867,NA,oligohaline,NA,forested to emergent,measurement,mid,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Krauss_et_al_2018b,Waccamaw_River_Turkey_creek_high,turkey_creek_1,NA,NA,32.567032,-117.130867,NA,oligohaline,NA,emergent,measurement,low,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Krauss_et_al_2018a,Waccamaw_River_Turkey_creek_low,turkey_creek_2,NA,NA,32.567032,-117.130867,NA,oligohaline,NA,forested to emergent,measurement,low,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Krauss_et_al_2018a,Waccamaw_River_Richmond_island,richmond_island_1,NA,NA,32.567032,-117.130867,NA,fresh,NA,forested,measurement,high,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_MF_P1,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,mudflat,NA,core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_MF_P2,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,mudflat,NA,core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_MF_P3,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,mudflat,NA,core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P1,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,low,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P2,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,low,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_LM_P3,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,low,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P1,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,high,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P2,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,high,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_HM_P3,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,high,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P1,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,forested,measurement,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,"Vegetation class is based on dominant plant species; swamp core taken from the hollow, so it is technically emergent vegetation, however, the swamp itself has woody vegetation",swamp,NA,core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P2,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,forested,measurement,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,"Vegetation class is based on dominant plant species; swamp core taken from the hollow, so it is technically emergent vegetation, however, the swamp itself has woody vegetation",swamp,NA,core depth limited by length of corer
Keshta_et_al_2020_a,Patuxent Wetland Park,PWP_S_P3,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,forested,measurement,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,"Vegetation class is based on dominant plant species; swamp core taken from the hollow, so it is technically emergent vegetation, however, the swamp itself has woody vegetation",swamp,NA,core depth limited by length of corer
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P1,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,upland,NA,core depth limited by length of corer
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P2,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,upland,NA,core depth limited by length of corer
Keshta_et_al_2020_b,Patuxent Wetland Park,PWP_U_P3,2016,Natural palustrine tidal freshwater wetlands,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,upland,NA,core depth limited by length of corer
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P1,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,mudflat,NA,core depth limited by length of corer
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P2,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,mudflat,NA,core depth limited by length of corer
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_MF_P3,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,mudflat,NA,core depth limited by length of corer
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P1,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,low,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P2,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,low,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_LM_P3,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,low,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P1,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,high,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P2,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,high,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_a,Wootons Landing Wetland Park,WLWP_HM_P3,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,emergent,measurement,high,measurement,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,Vegetation class is based on dominant plant species,marsh,"All sites were tidal, hence all sampling were during low tides (soil surface was exposed) during neap tide lunar cycle; Based on hydrology wells; Saturation was identified when water level occurred within the top 5 cm of the soil surface or above",core depth limited by length of corer
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P1,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,upland,NA,core depth limited by length of corer
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P2,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,upland,NA,core depth limited by length of corer
Keshta_et_al_2020_b,Wootons Landing Wetland Park,WLWP_U_P3,2016,Restored palustrine tidal freshwater wetland where hydrology was restored by excavating or scraping to reduce elevation,32.567032,-117.130867,NA,fresh,measurement,NA,NA,NA,NA,2,18,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,On field using salinity meter,NA,upland,NA,core depth limited by length of corer
Kemp_et_al_2020,Barnegat_Bay,BB1B,2009,NA,32.567032,-117.130867,NA,saline,NA,emergent,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,not specified
Kauffman_et_al_2020,Blind Slough Swamp,COL-BLI-TS-1,2017,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Blind Slough Swamp,COL-BLI-TS-2,2017,NA,32.567032,-117.130867,NA,NA,NA,forested,NA,NA,NA,NA,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
