study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,total_pb210_activity,total_pb210_activity_se,pb210_unit
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,15,16,0.203,0.1868,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,17,18,0.539,0.188,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,19,20,0.296,0.2,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,22,24,0.291,0.2548,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,26,28,0.17,0.3071,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,30,32,0.263,0.2689,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,34,36,0.341,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,38,40,0.378,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,42,44,0.309,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,46,48,0.339,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,50,52,0.339,0.2604,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,54,56,0.286,0.2577,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,single set of methods,58,60,0.469,0.2168,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,1,2,0.0258,NA,7.16,0.36,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,3,4,0.0623,NA,9.63,0.48,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,5,6,0.251,0.2296,4.92,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,7,8,0.0989,0.2198,5.01,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,9,10,0.0755,0.2857,5.46,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,11,12,0.188,0.3248,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,13,14,0.266,0.3829,4.66,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,15,16,0.157,0.3557,5.98,0.3,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,17,18,0.199,0.2545,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,19,20,0.17,0.2888,8.92,0.45,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,22,24,0.25,0.1966,9,0.45,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,26,28,0.25,0.2576,7.2,0.36,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,30,32,0.25,0.2087,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,34,36,0.25,0.1321,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,38,40,0.331,0.2451,1.64,0.08,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,42,44,0.336,0.2622,3.86,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,46,48,0.465,0.2383,3.15,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,50,52,0.218,0.5054,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,54,56,0.269,0.2035,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,single set of methods,58,60,0.55,0.2215,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,0,2,NA,0.2407,5.8,0.29,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,4,5,NA,0.2796,6.46,0.32,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,10,12,NA,0.3017,3.29,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,12,14,NA,0.2213,5.14,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,14,16,NA,0.1541,2.12,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,18,20,NA,0.1535,1.89,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,22,24,NA,0.1478,2.11,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,24,26,NA,0.117,3.88,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,28,30,NA,0.1534,2.67,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,30,32,NA,0.1085,2.65,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,34,36,NA,0.1168,1.68,0.08,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,36,38,NA,0.1001,2.27,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,40,42,NA,0.1327,2.18,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,42,44,NA,0.1039,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,46,48,NA,0.1168,1.8,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,48,50,NA,0.1019,2.74,0.14,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,52,54,NA,0.1043,2.16,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,54,56,NA,0.1101,3.17,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,single set of methods,56,57,NA,0.1222,1.86,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,0,1,0.00963,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,2,3,0.127,NA,10.89,0.54,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,4,5,0.123,0.3002,10.21,0.51,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,6,7,0.0984,0.3474,8.56,0.43,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,8,9,0.0734,0.3517,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,10,11,0.0872,0.309,7.96,0.4,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,12,13,0.115,0.3639,5.75,0.29,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,14,15,0.127,0.3451,3.8,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,16,17,0.154,0.3096,4.29,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,18,19,0.11,0.2542,3.26,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,20,22,0.278,0.2189,3.59,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,24,26,0.171,0.2256,5.35,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,28,30,0.223,0.1795,3.22,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,32,34,0.464,0.1425,2.35,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,36,38,0.448,0.1654,2.41,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,40,42,0.455,0.1517,2.5,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,44,46,0.297,0.1781,2.86,0.14,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,48,50,0.279,0.1841,2.84,0.14,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,52,54,0.294,0.1805,3.16,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,single set of methods,56,58,0.174,0.2212,2.89,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,0,1,0.0564,NA,13.03,0.65,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,2,3,0.119,NA,8.24,0.41,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,4,5,0.103,NA,7.6,0.38,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,6,7,0.046,NA,6.7,0.33,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,8,9,0.0591,NA,5.17,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,10,11,0.0417,NA,5.05,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,12,13,0.0405,NA,4.53,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,14,15,0.0519,NA,4.46,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,16,17,0.0633,NA,5.2,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,18,19,0.0766,NA,2.9,0.14,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,20,22,0.147,NA,3.54,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,24,26,0.194,NA,2.64,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,28,30,0.154,NA,2.03,0.1,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,32,34,0.126,NA,2.66,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,36,38,0.103,NA,1.84,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,40,42,0.139,NA,3.08,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,46,48,0.107,NA,1.55,0.08,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,50,52,0.127,NA,1.07,0.05,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,54,56,0.119,NA,1.39,0.07,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,single set of methods,58,60,0.203,NA,1.34,0.07,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,0,2,NA,0.2394,2.43,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,2,4,0.237,0.2951,5.66,0.28,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,6,8,NA,0.1952,1.11,0.06,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,8,10,0.277,0.1176,3.03,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,12,14,NA,0.1738,2.37,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,14,16,0.371,0.1326,3.17,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,18,20,NA,0.1301,1.67,0.08,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,20,22,0.342,0.1397,4.32,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,24,26,NA,0.1647,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,26,28,0.244,0.16,2.87,0.14,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,30,32,NA,0.2161,1.85,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,32,34,0.261,0.1921,4.12,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,36,38,NA,0.1629,2.28,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,38,40,0.479,0.1375,3.74,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,42,44,NA,0.1484,2.08,0.1,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,44,46,0.274,0.1339,2.35,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,48,50,NA,0.1587,2.24,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,50,52,0.538,0.145,2.68,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,54,56,0.38,0.1579,2.72,0.14,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,single set of methods,56,58,NA,0.2135,1.78,0.09,disintegrationsPerMinutePerGram
