"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","TC_mg_g","OC_mg_g","IC_mg_g","TN_mg_g","DOI"
"176","Ewers Lewis et al 2020","CEL MNB 8 Rep 2","Nooramunga Marine and Coastal Park","MNB 8 Rep 2","Tidal marsh",-38.646283,146.781483,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.22,1.38,1.52,2.21,NA,0.36,"https://doi.org/10.7910/DVN/6PFBO0"
"177","Ewers Lewis et al 2020","CEL MNB 8 Rep 2","Nooramunga Marine and Coastal Park","MNB 8 Rep 2","Tidal marsh",-38.646283,146.781483,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.32,1.49,2.57,3.24,NA,0.34,"https://doi.org/10.7910/DVN/6PFBO0"
"178","Ewers Lewis et al 2020","CEL NELS 5 Rep 2","Discovery Bay Coastal park","NELS 5 Rep 2","Tidal marsh",-38.06,141.001783,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",19.18,0.17,179.52,191.79,NA,12.53,"https://doi.org/10.7910/DVN/6PFBO0"
"179","Ewers Lewis et al 2020","CEL NELS 5 Rep 2","Discovery Bay Coastal park","NELS 5 Rep 2","Tidal marsh",-38.06,141.001783,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",1.16,0.67,54.79,11.58,51.21,1.48,"https://doi.org/10.7910/DVN/6PFBO0"
"180","Ewers Lewis et al 2020","CEL NELS 5 Rep 2","Discovery Bay Coastal park","NELS 5 Rep 2","Tidal marsh",-38.06,141.001783,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",2.38,0.67,29.91,23.81,6.34,2.23,"https://doi.org/10.7910/DVN/6PFBO0"
"181","Ewers Lewis et al 2020","CEL NELS 4 Rep 1","Discovery Bay Coastal park","NELS 4 Rep 1","Tidal marsh",-38.060183,141.002317,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",20.08,0.21,203.79,200.81,NA,14.5,"https://doi.org/10.7910/DVN/6PFBO0"
"182","Ewers Lewis et al 2020","CEL NELS 4 Rep 1","Discovery Bay Coastal park","NELS 4 Rep 1","Tidal marsh",-38.060183,141.002317,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.97,0.97,53.54,9.75,54.52,1.32,"https://doi.org/10.7910/DVN/6PFBO0"
"183","Ewers Lewis et al 2020","CEL NELS 4 Rep 1","Discovery Bay Coastal park","NELS 4 Rep 1","Tidal marsh",-38.060183,141.002317,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",3.81,0.64,43.04,38.06,NA,3.3,"https://doi.org/10.7910/DVN/6PFBO0"
"184","Ewers Lewis et al 2020","CEL NELS 6 Rep 3","Discovery Bay Coastal park","NELS 6 Rep 3","Tidal marsh",-38.05995,141.001317,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",17.7,0.26,180.39,177.02,NA,13.63,"https://doi.org/10.7910/DVN/6PFBO0"
"185","Ewers Lewis et al 2020","CEL NELS 6 Rep 3","Discovery Bay Coastal park","NELS 6 Rep 3","Tidal marsh",-38.05995,141.001317,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.93,1.03,62.91,9.35,67.46,1.41,"https://doi.org/10.7910/DVN/6PFBO0"
"186","Ewers Lewis et al 2020","CEL NELS 6 Rep 3","Discovery Bay Coastal park","NELS 6 Rep 3","Tidal marsh",-38.05995,141.001317,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",3.11,0.78,36.18,31.12,NA,3.78,"https://doi.org/10.7910/DVN/6PFBO0"
"187","Ewers Lewis et al 2020","CEL PA 7 Rep 1","Nooramunga Marine and Coastal Park","PA 7 Rep 1","Tidal marsh",-38.6752,146.691683,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",3.28,0.92,31.48,32.76,NA,3.22,"https://doi.org/10.7910/DVN/6PFBO0"
"188","Ewers Lewis et al 2020","CEL PA 7 Rep 1","Nooramunga Marine and Coastal Park","PA 7 Rep 1","Tidal marsh",-38.6752,146.691683,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",1.42,0.84,12.51,14.18,NA,1.5,"https://doi.org/10.7910/DVN/6PFBO0"
"189","Ewers Lewis et al 2020","CEL PA 7 Rep 1","Nooramunga Marine and Coastal Park","PA 7 Rep 1","Tidal marsh",-38.6752,146.691683,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.78,0.95,6.92,7.76,NA,1.03,"https://doi.org/10.7910/DVN/6PFBO0"
"190","Ewers Lewis et al 2020","CEL PA 8 Rep 2","Nooramunga Marine and Coastal Park","PA 8 Rep 2","Tidal marsh",-38.6747,146.691183,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",2.71,0.73,26.5,27.11,NA,2.41,"https://doi.org/10.7910/DVN/6PFBO0"
"191","Ewers Lewis et al 2020","CEL PA 8 Rep 2","Nooramunga Marine and Coastal Park","PA 8 Rep 2","Tidal marsh",-38.6747,146.691183,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.57,1.5,4.66,5.72,NA,0.75,"https://doi.org/10.7910/DVN/6PFBO0"
"192","Ewers Lewis et al 2020","CEL PA 8 Rep 2","Nooramunga Marine and Coastal Park","PA 8 Rep 2","Tidal marsh",-38.6747,146.691183,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.51,1.59,3.85,5.13,NA,0.75,"https://doi.org/10.7910/DVN/6PFBO0"
"193","Ewers Lewis et al 2020","CEL PA 9 Rep 3","Nooramunga Marine and Coastal Park","PA 9 Rep 3","Tidal marsh",-38.674517,146.690817,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",2.87,0.95,25.61,28.68,NA,3.21,"https://doi.org/10.7910/DVN/6PFBO0"
"194","Ewers Lewis et al 2020","CEL PA 9 Rep 3","Nooramunga Marine and Coastal Park","PA 9 Rep 3","Tidal marsh",-38.674517,146.690817,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.64,1.32,4.88,6.45,NA,1.05,"https://doi.org/10.7910/DVN/6PFBO0"
"195","Ewers Lewis et al 2020","CEL PA 9 Rep 3","Nooramunga Marine and Coastal Park","PA 9 Rep 3","Tidal marsh",-38.674517,146.690817,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.38,1.36,3.01,3.81,NA,0.68,"https://doi.org/10.7910/DVN/6PFBO0"
"196","Ewers Lewis et al 2020","CEL PAY 2 Rep 2","Point Fullarton GLR","PAY 2 Rep 2","Tidal marsh",-37.902533,147.71895,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",40.4,0.11,392.42,403.98,NA,19.78,"https://doi.org/10.7910/DVN/6PFBO0"
"197","Ewers Lewis et al 2020","CEL PAY 2 Rep 2","Point Fullarton GLR","PAY 2 Rep 2","Tidal marsh",-37.902533,147.71895,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",24,0.2,260.94,240.01,NA,7.85,"https://doi.org/10.7910/DVN/6PFBO0"
"198","Ewers Lewis et al 2020","CEL PAY 2 Rep 2","Point Fullarton GLR","PAY 2 Rep 2","Tidal marsh",-37.902533,147.71895,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",28.29,0.44,285.97,282.95,NA,7.36,"https://doi.org/10.7910/DVN/6PFBO0"
"199","Ewers Lewis et al 2020","CEL PAY 3 Rep 3","Point Fullarton GLR","PAY 3 Rep 3","Tidal marsh",-37.9022,147.718417,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",35.9,0.17,352.07,358.99,NA,18.11,"https://doi.org/10.7910/DVN/6PFBO0"
"200","Ewers Lewis et al 2020","CEL PAY 3 Rep 3","Point Fullarton GLR","PAY 3 Rep 3","Tidal marsh",-37.9022,147.718417,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",26.76,0.43,269,267.62,NA,9.23,"https://doi.org/10.7910/DVN/6PFBO0"
"201","Ewers Lewis et al 2020","CEL PAY 3 Rep 3","Point Fullarton GLR","PAY 3 Rep 3","Tidal marsh",-37.9022,147.718417,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",29.93,0.33,301.88,299.3,NA,8.63,"https://doi.org/10.7910/DVN/6PFBO0"
"202","Ewers Lewis et al 2020","CEL PAY 1 Rep 1","Point Fullarton GLR","PAY 1 Rep 1","Tidal marsh",-37.902817,147.719283,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",36.87,0.14,352.96,368.73,NA,17.91,"https://doi.org/10.7910/DVN/6PFBO0"
"203","Ewers Lewis et al 2020","CEL PAY 1 Rep 1","Point Fullarton GLR","PAY 1 Rep 1","Tidal marsh",-37.902817,147.719283,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",26.71,0.19,277.71,267.07,NA,9.76,"https://doi.org/10.7910/DVN/6PFBO0"
"204","Ewers Lewis et al 2020","CEL PAY 1 Rep 1","Point Fullarton GLR","PAY 1 Rep 1","Tidal marsh",-37.902817,147.719283,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",30.27,0.52,294.03,302.73,NA,7.33,"https://doi.org/10.7910/DVN/6PFBO0"
"205","Ewers Lewis et al 2020","CEL PFE 3 Rep 3","Belfast Coastal Reserve","PFE 3 Rep 3","Tidal marsh",-38.3652,142.250617,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",24.44,0.18,237.42,244.42,NA,14.83,"https://doi.org/10.7910/DVN/6PFBO0"
"206","Ewers Lewis et al 2020","CEL PFE 3 Rep 3","Belfast Coastal Reserve","PFE 3 Rep 3","Tidal marsh",-38.3652,142.250617,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",7.07,0.4,77.39,70.72,NA,5.45,"https://doi.org/10.7910/DVN/6PFBO0"
"207","Ewers Lewis et al 2020","CEL PFE 3 Rep 3","Belfast Coastal Reserve","PFE 3 Rep 3","Tidal marsh",-38.3652,142.250617,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.39,1.38,36.74,3.91,37.67,0.55,"https://doi.org/10.7910/DVN/6PFBO0"
"208","Ewers Lewis et al 2020","CEL PFE 2 Rep 2","Belfast Coastal Reserve","PFE 2 Rep 2","Tidal marsh",-38.365683,142.251017,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",14.3,0.26,147.79,142.98,NA,10.35,"https://doi.org/10.7910/DVN/6PFBO0"
"209","Ewers Lewis et al 2020","CEL PFE 2 Rep 2","Belfast Coastal Reserve","PFE 2 Rep 2","Tidal marsh",-38.365683,142.251017,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",7.99,0.51,82.01,79.88,NA,6.07,"https://doi.org/10.7910/DVN/6PFBO0"
"210","Ewers Lewis et al 2020","CEL PFE 2 Rep 2","Belfast Coastal Reserve","PFE 2 Rep 2","Tidal marsh",-38.365683,142.251017,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",NA,NA,NA,NA,NA,NA,"https://doi.org/10.7910/DVN/6PFBO0"
"211","Ewers Lewis et al 2020","CEL PFE 1 Rep 1","Belfast Coastal Reserve","PFE 1 Rep 1","Tidal marsh",-38.366083,142.251383,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",12.53,0.36,126.92,125.34,NA,9.98,"https://doi.org/10.7910/DVN/6PFBO0"
"212","Ewers Lewis et al 2020","CEL PFE 1 Rep 1","Belfast Coastal Reserve","PFE 1 Rep 1","Tidal marsh",-38.366083,142.251383,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",4.79,0.71,53.39,47.92,NA,4.37,"https://doi.org/10.7910/DVN/6PFBO0"
"213","Ewers Lewis et al 2020","CEL PFE 1 Rep 1","Belfast Coastal Reserve","PFE 1 Rep 1","Tidal marsh",-38.366083,142.251383,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",4.06,0.79,44.66,40.61,NA,3.97,"https://doi.org/10.7910/DVN/6PFBO0"
"214","Ewers Lewis et al 2020","CEL PFW 1 Rep 1","Belfast Coastal Reserve","PFW 1 Rep 1","Tidal marsh",-38.38045,142.239717,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",12.18,0.26,129.53,121.84,NA,9.78,"https://doi.org/10.7910/DVN/6PFBO0"
"215","Ewers Lewis et al 2020","CEL PFW 1 Rep 1","Belfast Coastal Reserve","PFW 1 Rep 1","Tidal marsh",-38.38045,142.239717,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",7.96,0.34,83.79,79.62,NA,6.64,"https://doi.org/10.7910/DVN/6PFBO0"
"216","Ewers Lewis et al 2020","CEL PFW 1 Rep 1","Belfast Coastal Reserve","PFW 1 Rep 1","Tidal marsh",-38.38045,142.239717,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",3.01,0.85,45.93,30.06,15.16,2.49,"https://doi.org/10.7910/DVN/6PFBO0"
"217","Ewers Lewis et al 2020","CEL PFW 2 Rep 2","Belfast Coastal Reserve","PFW 2 Rep 2","Tidal marsh",-38.379983,142.240083,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",12.66,0.29,132.08,126.58,NA,10.22,"https://doi.org/10.7910/DVN/6PFBO0"
"218","Ewers Lewis et al 2020","CEL PFW 2 Rep 2","Belfast Coastal Reserve","PFW 2 Rep 2","Tidal marsh",-38.379983,142.240083,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",1.84,1.04,31.55,18.36,14.49,1.89,"https://doi.org/10.7910/DVN/6PFBO0"
"219","Ewers Lewis et al 2020","CEL PFW 2 Rep 2","Belfast Coastal Reserve","PFW 2 Rep 2","Tidal marsh",-38.379983,142.240083,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",1.44,1.26,43.42,14.35,26.78,1.26,"https://doi.org/10.7910/DVN/6PFBO0"
"220","Ewers Lewis et al 2020","CEL PFW 3 Rep 3","Belfast Coastal Reserve","PFW 3 Rep 3","Tidal marsh",-38.380533,142.240267,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",24.22,0.17,239.45,242.15,NA,17.9,"https://doi.org/10.7910/DVN/6PFBO0"
"221","Ewers Lewis et al 2020","CEL PFW 3 Rep 3","Belfast Coastal Reserve","PFW 3 Rep 3","Tidal marsh",-38.380533,142.240267,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.33,1.53,23.75,3.26,20.13,0.3,"https://doi.org/10.7910/DVN/6PFBO0"
"222","Ewers Lewis et al 2020","CEL PFW 3 Rep 3","Belfast Coastal Reserve","PFW 3 Rep 3","Tidal marsh",-38.380533,142.240267,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",1.04,1.32,30.04,10.36,16.37,0.98,"https://doi.org/10.7910/DVN/6PFBO0"
"223","Ewers Lewis et al 2020","CEL PLD 2 Rep 2","PLD","PLD 2 Rep 2","Tidal marsh",-38.3541,141.60165,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",9.93,0.34,106.39,99.29,13.7,8.39,"https://doi.org/10.7910/DVN/6PFBO0"
"224","Ewers Lewis et al 2020","CEL PLD 2 Rep 2","PLD","PLD 2 Rep 2","Tidal marsh",-38.3541,141.60165,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.6,1.01,77.21,5.95,93.9,0.64,"https://doi.org/10.7910/DVN/6PFBO0"
"225","Ewers Lewis et al 2020","CEL PLD 2 Rep 2","PLD","PLD 2 Rep 2","Tidal marsh",-38.3541,141.60165,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.5,1.09,80.66,5.02,106.56,0.5,"https://doi.org/10.7910/DVN/6PFBO0"
"226","Ewers Lewis et al 2020","CEL PLD 3 Rep 3","PLD","PLD 3 Rep 3","Tidal marsh",-38.353517,141.6018,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",14.93,0.25,143.65,149.3,NA,11.54,"https://doi.org/10.7910/DVN/6PFBO0"
"227","Ewers Lewis et al 2020","CEL PLD 3 Rep 3","PLD","PLD 3 Rep 3","Tidal marsh",-38.353517,141.6018,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.67,1.4,44.38,6.73,27.39,0.56,"https://doi.org/10.7910/DVN/6PFBO0"
"228","Ewers Lewis et al 2020","CEL PLD 3 Rep 3","PLD","PLD 3 Rep 3","Tidal marsh",-38.353517,141.6018,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.57,0.86,83.83,5.67,68.48,0.62,"https://doi.org/10.7910/DVN/6PFBO0"
"229","Ewers Lewis et al 2020","CEL PLD 1 Rep 1","PLD","PLD 1 Rep 1","Tidal marsh",-38.354367,141.60215,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",14.45,0.32,147.05,144.48,NA,10.51,"https://doi.org/10.7910/DVN/6PFBO0"
"230","Ewers Lewis et al 2020","CEL PLD 1 Rep 1","PLD","PLD 1 Rep 1","Tidal marsh",-38.354367,141.60215,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.75,1.14,82.72,7.49,59.23,0.72,"https://doi.org/10.7910/DVN/6PFBO0"
"231","Ewers Lewis et al 2020","CEL PLD 1 Rep 1","PLD","PLD 1 Rep 1","Tidal marsh",-38.354367,141.60215,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",1.16,0.94,88.63,11.63,89.19,1.07,"https://doi.org/10.7910/DVN/6PFBO0"
"232","Ewers Lewis et al 2020","CEL PWH 7 Rep 1","Nooramunga Marine and Coastal Park","PWH 7 Rep 1","Tidal marsh",-38.698817,146.46855,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",1.01,0.75,9.07,10.05,NA,0.68,"https://doi.org/10.7910/DVN/6PFBO0"
"233","Ewers Lewis et al 2020","CEL PWH 7 Rep 1","Nooramunga Marine and Coastal Park","PWH 7 Rep 1","Tidal marsh",-38.698817,146.46855,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.45,1.09,3.56,4.51,NA,0.46,"https://doi.org/10.7910/DVN/6PFBO0"
"234","Ewers Lewis et al 2020","CEL PWH 7 Rep 1","Nooramunga Marine and Coastal Park","PWH 7 Rep 1","Tidal marsh",-38.698817,146.46855,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.84,1.02,8.6,8.42,NA,0.51,"https://doi.org/10.7910/DVN/6PFBO0"
"235","Ewers Lewis et al 2020","CEL PWH 8 Rep 2","Nooramunga Marine and Coastal Park","PWH 8 Rep 2","Tidal marsh",-38.698933,146.468217,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",0.78,1.51,7.58,7.75,NA,0.69,"https://doi.org/10.7910/DVN/6PFBO0"
"236","Ewers Lewis et al 2020","CEL PWH 8 Rep 2","Nooramunga Marine and Coastal Park","PWH 8 Rep 2","Tidal marsh",-38.698933,146.468217,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.31,1.83,2.28,3.12,NA,0.35,"https://doi.org/10.7910/DVN/6PFBO0"
"237","Ewers Lewis et al 2020","CEL PWH 8 Rep 2","Nooramunga Marine and Coastal Park","PWH 8 Rep 2","Tidal marsh",-38.698933,146.468217,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.15,1.66,1.01,1.54,NA,0.21,"https://doi.org/10.7910/DVN/6PFBO0"
"238","Ewers Lewis et al 2020","CEL PWH 9 Rep 3","Nooramunga Marine and Coastal Park","PWH 9 Rep 3","Tidal marsh",-38.698917,146.46785,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",0.31,1.39,2.52,3.14,NA,0.31,"https://doi.org/10.7910/DVN/6PFBO0"
"239","Ewers Lewis et al 2020","CEL PWH 9 Rep 3","Nooramunga Marine and Coastal Park","PWH 9 Rep 3","Tidal marsh",-38.698917,146.46785,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.14,1.99,0.68,1.38,NA,0.19,"https://doi.org/10.7910/DVN/6PFBO0"
"240","Ewers Lewis et al 2020","CEL PWH 9 Rep 3","Nooramunga Marine and Coastal Park","PWH 9 Rep 3","Tidal marsh",-38.698917,146.46785,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.11,1.83,0.38,1.08,NA,0.21,"https://doi.org/10.7910/DVN/6PFBO0"
"241","Ewers Lewis et al 2020","CEL RHYI 9 Rep 1","RHYI","RHYI 9 Rep 1","Tidal marsh",-38.45945,145.2882,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",38.68,0.18,367.37,386.79,NA,21.66,"https://doi.org/10.7910/DVN/6PFBO0"
"242","Ewers Lewis et al 2020","CEL RHYI 9 Rep 1","RHYI","RHYI 9 Rep 1","Tidal marsh",-38.45945,145.2882,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",23.31,0.26,223.78,233.07,NA,13.46,"https://doi.org/10.7910/DVN/6PFBO0"
"243","Ewers Lewis et al 2020","CEL RHYI 9 Rep 1","RHYI","RHYI 9 Rep 1","Tidal marsh",-38.45945,145.2882,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",3.11,0.96,28.42,31.15,NA,2.62,"https://doi.org/10.7910/DVN/6PFBO0"
"244","Ewers Lewis et al 2020","CEL RHYI 4 Rep 3","RHYI","RHYI 4 Rep 3","Tidal marsh",-38.457183,145.290383,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",24.18,0.26,228.04,241.81,NA,14.62,"https://doi.org/10.7910/DVN/6PFBO0"
"245","Ewers Lewis et al 2020","CEL RHYI 4 Rep 3","RHYI","RHYI 4 Rep 3","Tidal marsh",-38.457183,145.290383,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",5.16,0.7,54.36,51.61,NA,3.93,"https://doi.org/10.7910/DVN/6PFBO0"
"246","Ewers Lewis et al 2020","CEL RHYI 4 Rep 3","RHYI","RHYI 4 Rep 3","Tidal marsh",-38.457183,145.290383,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",3.91,1.64,57.42,39.05,NA,1.97,"https://doi.org/10.7910/DVN/6PFBO0"
"247","Ewers Lewis et al 2020","CEL RHYI 6 Rep 2","RHYI","RHYI 6 Rep 2","Tidal marsh",-38.4573,145.289417,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",13.09,0.29,125.53,130.93,NA,9.95,"https://doi.org/10.7910/DVN/6PFBO0"
"248","Ewers Lewis et al 2020","CEL RHYI 6 Rep 2","RHYI","RHYI 6 Rep 2","Tidal marsh",-38.4573,145.289417,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",11.16,0.27,107.16,111.61,NA,6.97,"https://doi.org/10.7910/DVN/6PFBO0"
"249","Ewers Lewis et al 2020","CEL RHYI 6 Rep 2","RHYI","RHYI 6 Rep 2","Tidal marsh",-38.4573,145.289417,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",4.02,0.55,43.43,40.23,NA,3.85,"https://doi.org/10.7910/DVN/6PFBO0"
"250","Ewers Lewis et al 2020","CEL SBJ 6 Rep 3","Port Phillip Heads MNP","SBJ 6 Rep 3","Tidal marsh",-38.227717,144.651833,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",16.29,0.27,162.58,162.95,NA,12.27,"https://doi.org/10.7910/DVN/6PFBO0"
"251","Ewers Lewis et al 2020","CEL SBJ 6 Rep 3","Port Phillip Heads MNP","SBJ 6 Rep 3","Tidal marsh",-38.227717,144.651833,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",3.06,0.67,53.16,30.6,20.99,2.34,"https://doi.org/10.7910/DVN/6PFBO0"
"252","Ewers Lewis et al 2020","CEL SBJ 6 Rep 3","Port Phillip Heads MNP","SBJ 6 Rep 3","Tidal marsh",-38.227717,144.651833,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",5.45,0.39,56.98,54.52,NA,4.74,"https://doi.org/10.7910/DVN/6PFBO0"
"253","Ewers Lewis et al 2020","CEL SBJ 4 Rep 1","Port Phillip Heads MNP","SBJ 4 Rep 1","Tidal marsh",-38.22675,144.65275,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",8.04,0.34,150.12,80.43,44.18,7.31,"https://doi.org/10.7910/DVN/6PFBO0"
"254","Ewers Lewis et al 2020","CEL SBJ 4 Rep 1","Port Phillip Heads MNP","SBJ 4 Rep 1","Tidal marsh",-38.22675,144.65275,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",10.95,0.27,137.91,109.45,31.53,9.9,"https://doi.org/10.7910/DVN/6PFBO0"
"255","Ewers Lewis et al 2020","CEL SBJ 4 Rep 1","Port Phillip Heads MNP","SBJ 4 Rep 1","Tidal marsh",-38.22675,144.65275,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",11.91,0.36,143.15,119.11,28.02,11.27,"https://doi.org/10.7910/DVN/6PFBO0"
"256","Ewers Lewis et al 2020","CEL SBJ 5 Rep 2","Port Phillip Heads MNP","SBJ 5 Rep 2","Tidal marsh",-38.2275,144.652233,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",17.14,0.31,156.02,171.42,NA,13.63,"https://doi.org/10.7910/DVN/6PFBO0"
"257","Ewers Lewis et al 2020","CEL SBJ 5 Rep 2","Port Phillip Heads MNP","SBJ 5 Rep 2","Tidal marsh",-38.2275,144.652233,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",11.18,0.24,106.39,111.82,NA,8.86,"https://doi.org/10.7910/DVN/6PFBO0"
"258","Ewers Lewis et al 2020","CEL SBJ 5 Rep 2","Port Phillip Heads MNP","SBJ 5 Rep 2","Tidal marsh",-38.2275,144.652233,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",9.21,0.6,90.53,92.14,NA,6.64,"https://doi.org/10.7910/DVN/6PFBO0"
"259","Ewers Lewis et al 2020","CEL SBN 6 Rep 3","Port Phillip Heads MNP","SBN 6 Rep 3","Tidal marsh",-38.19715,144.698733,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",11.1,0.39,108.58,110.97,NA,7.73,"https://doi.org/10.7910/DVN/6PFBO0"
"260","Ewers Lewis et al 2020","CEL SBN 6 Rep 3","Port Phillip Heads MNP","SBN 6 Rep 3","Tidal marsh",-38.19715,144.698733,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",0.31,1.47,1.61,3.05,NA,0.56,"https://doi.org/10.7910/DVN/6PFBO0"
"261","Ewers Lewis et al 2020","CEL SBN 6 Rep 3","Port Phillip Heads MNP","SBN 6 Rep 3","Tidal marsh",-38.19715,144.698733,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.08,1.91,0.26,0.77,NA,0.2,"https://doi.org/10.7910/DVN/6PFBO0"
"262","Ewers Lewis et al 2020","CEL SBN 4 Rep 1","Port Phillip Heads MNP","SBN 4 Rep 1","Tidal marsh",-38.197133,144.697967,"direct from dataset","1","Australia",2014,0,0.02,"MIR predicted",26.07,0.19,262.78,260.71,NA,19.12,"https://doi.org/10.7910/DVN/6PFBO0"
"263","Ewers Lewis et al 2020","CEL SBN 4 Rep 1","Port Phillip Heads MNP","SBN 4 Rep 1","Tidal marsh",-38.197133,144.697967,"direct from dataset","1","Australia",2014,0.14,0.16,"MIR predicted",16.55,0.34,157.21,165.45,NA,13.67,"https://doi.org/10.7910/DVN/6PFBO0"
"264","Ewers Lewis et al 2020","CEL SBN 4 Rep 1","Port Phillip Heads MNP","SBN 4 Rep 1","Tidal marsh",-38.197133,144.697967,"direct from dataset","1","Australia",2014,0.28,0.3,"MIR predicted",0.39,1.55,4.43,3.88,NA,0.47,"https://doi.org/10.7910/DVN/6PFBO0"
