"study_id","site_id","core_id","sample_id","representative_depth_min","representative_depth_max","dry_bulk_density","fraction_carbon","depth_interval_notes"
"Nahlik_and_Fennessy_2016","NWCA11-1793","NWCA11-1793-4305","NWCA11-1793-1-11-MD-019-005-4",44,125,NA,0.3903,NA
"Nahlik_and_Fennessy_2016","NWCA11-1779","NWCA11-1779-4307","NWCA11-1779-1-11-MD-019-002-1",0,11,0.1,0.4254,NA
"Nahlik_and_Fennessy_2016","NWCA11-1779","NWCA11-1779-4307","NWCA11-1779-1-11-MD-019-002-2",11,24,0.23,0.4122,NA
"Nahlik_and_Fennessy_2016","NWCA11-1779","NWCA11-1779-4307","NWCA11-1779-1-11-MD-019-002-3",24,38,0.53,0.2351,"Woody decay feels granular"
"Nahlik_and_Fennessy_2016","NWCA11-1779","NWCA11-1779-4307","NWCA11-1779-1-11-MD-019-002-4",38,58,1.69,0.0213,NA
"Nahlik_and_Fennessy_2016","NWCA11-1779","NWCA11-1779-4307","NWCA11-1779-1-11-MD-019-002-5",58,101,NA,0.0092,"Final depth 140 see horizon 7 last horizon"
"Nahlik_and_Fennessy_2016","NWCA11-1779","NWCA11-1779-4307","NWCA11-1779-1-11-MD-019-002-6",101,140,NA,0.0044,NA
"Nahlik_and_Fennessy_2016","NWCA11-1776","NWCA11-1776-4308","NWCA11-1776-2-11-MD-019-001-1",0,26,NA,0.4786,NA
"Nahlik_and_Fennessy_2016","NWCA11-1776","NWCA11-1776-4308","NWCA11-1776-2-11-MD-019-001-2",26,41,NA,0.4848,NA
"Nahlik_and_Fennessy_2016","NWCA11-1776","NWCA11-1776-4308","NWCA11-1776-2-11-MD-019-001-3",41,87,NA,0.4097,NA
"Nahlik_and_Fennessy_2016","NWCA11-1776","NWCA11-1776-4308","NWCA11-1776-2-11-MD-019-001-4",87,125,NA,0.0608,NA
"Nahlik_and_Fennessy_2016","NWCA11-1369","NWCA11-1369-4309","NWCA11-1369-2-11-GA-051-010-1",0,60,0.39,0.0519,NA
"Nahlik_and_Fennessy_2016","NWCA11-3580","NWCA11-3580-4315","NWCA11-3580-1-11-MD-019-015-2",0,15,0.24,0.1778,NA
"Nahlik_and_Fennessy_2016","NWCA11-3580","NWCA11-3580-4315","NWCA11-3580-1-11-MD-019-015-4",15,30,1.42,0.0066,NA
"Nahlik_and_Fennessy_2016","NWCA11-3580","NWCA11-3580-4315","NWCA11-3580-1-11-MD-019-015-5",30,75,1.57,0.0032,NA
"Nahlik_and_Fennessy_2016","NWCA11-3580","NWCA11-3580-4315","NWCA11-3580-1-11-MD-019-015-6",75,NA,NA,0.0011,NA
"Nahlik_and_Fennessy_2016","NWCA11-3588","NWCA11-3588-4316","NWCA11-3588-1-11-MD-039-009-1",0,10,0.16,0.1981,NA
"Nahlik_and_Fennessy_2016","NWCA11-3588","NWCA11-3588-4316","NWCA11-3588-1-11-MD-039-009-2",10,26,0.09,0.2552,NA
"Nahlik_and_Fennessy_2016","NWCA11-3588","NWCA11-3588-4316","NWCA11-3588-1-11-MD-039-009-3",26,50,0.09,0.2102,NA
"Nahlik_and_Fennessy_2016","NWCA11-3588","NWCA11-3588-4316","NWCA11-3588-1-11-MD-039-009-4",50,68,0.22,0.1578,NA
"Nahlik_and_Fennessy_2016","NWCA11-3588","NWCA11-3588-4316","NWCA11-3588-1-11-MD-039-009-5",68,79,NA,0.0363,NA
"Nahlik_and_Fennessy_2016","NWCA11-3588","NWCA11-3588-4316","NWCA11-3588-1-11-MD-039-009-6",79,98,NA,0.0117,NA
"Nahlik_and_Fennessy_2016","NWCA11-3588","NWCA11-3588-4316","NWCA11-3588-1-11-MD-039-009-7",98,117,NA,0.0055,NA
"Nahlik_and_Fennessy_2016","NWCA11-3588","NWCA11-3588-4316","NWCA11-3588-1-11-MD-039-009-8",117,NA,NA,0.0013,NA
"Nahlik_and_Fennessy_2016","NWCA11-1180","NWCA11-1180-4353","NWCA11-1180-1-11-CT-007-002-1",0,20,0.19,0.1292,NA
"Nahlik_and_Fennessy_2016","NWCA11-1180","NWCA11-1180-4353","NWCA11-1180-1-11-CT-007-002-2",20,42,0.27,0.118,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1180","NWCA11-1180-4353","NWCA11-1180-1-11-CT-007-002-3",42,125,0.23,0.1504,NA
"Nahlik_and_Fennessy_2016","NWCA11-1746","NWCA11-1746-4360","NWCA11-1746-1-11-MA-001-002-2",0,125,1.6,0.0016,NA
"Nahlik_and_Fennessy_2016","NWCA11-1750","NWCA11-1750-4364","NWCA11-1750-1-11-MA-001-003-1",0,18,0.28,0.1343,NA
"Nahlik_and_Fennessy_2016","NWCA11-1750","NWCA11-1750-4364","NWCA11-1750-1-11-MA-001-003-2",18,125,1.36,0.0031,NA
"Nahlik_and_Fennessy_2016","NWCA11-1752","NWCA11-1752-4366","NWCA11-1752-1-11-MA-007-001-1",0,31,0.27,0.2455,"Use with caution! Dry bulk density inconsistent with layer position, different core volumes"
"Nahlik_and_Fennessy_2016","NWCA11-1752","NWCA11-1752-4366","NWCA11-1752-1-11-MA-007-001-2",31,125,0.14,0.3836,"Use with caution! Dry bulk density inconsistent with layer position, different core volumes"
"Nahlik_and_Fennessy_2016","NWCA11-1753","NWCA11-1753-4367","NWCA11-1753-1-11-MA-023-003-1",0,10,0.53,0.0635,NA
"Nahlik_and_Fennessy_2016","NWCA11-1753","NWCA11-1753-4367","NWCA11-1753-1-11-MA-023-003-2",10,45,1.43,0.0046,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1753","NWCA11-1753-4367","NWCA11-1753-1-11-MA-023-003-3",45,111,0.81,0.021,NA
"Nahlik_and_Fennessy_2016","NWCA11-1753","NWCA11-1753-4367","NWCA11-1753-1-11-MA-023-003-4",111,125,NA,0.0357,NA
"Nahlik_and_Fennessy_2016","NWCA11-1754","NWCA11-1754-4368","NWCA11-1754-1-11-MA-001-004-2",0,26,1.41,0.0085,NA
"Nahlik_and_Fennessy_2016","NWCA11-1754","NWCA11-1754-4368","NWCA11-1754-1-11-MA-001-004-3",26,85,1.72,0.002,NA
"Nahlik_and_Fennessy_2016","NWCA11-1754","NWCA11-1754-4368","NWCA11-1754-1-11-MA-001-004-5",85,125,NA,0.0062,NA
"Nahlik_and_Fennessy_2016","NWCA11-2265","NWCA11-2265-4370","NWCA11-2265-1-11-NY-103-005-1",0,36,NA,0.2628,NA
"Nahlik_and_Fennessy_2016","NWCA11-2265","NWCA11-2265-4370","NWCA11-2265-1-11-NY-103-005-2",36,125,NA,0.1678,"Looks to be mucky peat to 125 - difficult to verify due to soupy mixture of soil-layers mix."
"Nahlik_and_Fennessy_2016","NWCA11-2265","NWCA11-2265-4371","NWCA11-2265-2-11-NY-103-008-1",0,26,NA,0.215,NA
"Nahlik_and_Fennessy_2016","NWCA11-2265","NWCA11-2265-4371","NWCA11-2265-2-11-NY-103-008-2",26,50,NA,0.1646,NA
"Nahlik_and_Fennessy_2016","NWCA11-2265","NWCA11-2265-4371","NWCA11-2265-2-11-NY-103-008-3",50,67,NA,0.3425,NA
"Nahlik_and_Fennessy_2016","NWCA11-2269","NWCA11-2269-4374","NWCA11-2269-1-11-NY-103-004-1",0,51,NA,0.3583,"Phragmites roots and hollow rhizomes"
"Nahlik_and_Fennessy_2016","NWCA11-2269","NWCA11-2269-4374","NWCA11-2269-1-11-NY-103-004-2",51,68,NA,0.4538,"Organic debris - 20%. Might be peat, not mucky peat. Too soupy and inundated to profile deeper than 68cm"
"Nahlik_and_Fennessy_2016","NWCA11-R089","NWCA11-R089-4380","NWCA11-R089-1-11-MA-001-001-3",0,21,1.11,0.0107,NA
"Nahlik_and_Fennessy_2016","NWCA11-R089","NWCA11-R089-4380","NWCA11-R089-1-11-MA-001-001-4",21,67,1.73,0.0024,NA
"Nahlik_and_Fennessy_2016","NWCA11-R089","NWCA11-R089-4380","NWCA11-R089-1-11-MA-001-001-5",67,125,NA,7e-04,NA
"Nahlik_and_Fennessy_2016","NWCA11-R002","NWCA11-R002-4386","NWCA11-R002-1-11-VA-199-001-1",0,14,NA,0.3467,NA
"Nahlik_and_Fennessy_2016","NWCA11-R002","NWCA11-R002-4386","NWCA11-R002-1-11-VA-199-001-2",14,33,0.95,0.0337,NA
"Nahlik_and_Fennessy_2016","NWCA11-R002","NWCA11-R002-4386","NWCA11-R002-1-11-VA-199-001-3",33,62,1.35,0.0094,NA
"Nahlik_and_Fennessy_2016","NWCA11-R002","NWCA11-R002-4386","NWCA11-R002-1-11-VA-199-001-4",62,125,NA,0.0047,NA
"Nahlik_and_Fennessy_2016","NWCA11-R052","NWCA11-R052-4389","NWCA11-R052-1-11-VA-095-001-1",0,33,NA,0.2024,"Unable to collect density samples in horizons 1 or 2 because soil would not cut and compressed."
"Nahlik_and_Fennessy_2016","NWCA11-R052","NWCA11-R052-4389","NWCA11-R052-1-11-VA-095-001-2",33,54,NA,0.161,"Root material looks to be all dead."
"Nahlik_and_Fennessy_2016","NWCA11-R052","NWCA11-R052-4389","NWCA11-R052-1-11-VA-095-001-3",54,125,0.26,0.1331,NA
"Nahlik_and_Fennessy_2016","NWCA11-R071","NWCA11-R071-4394","NWCA11-R071-1-11-NC-095-013-1",0,17,1.27,0.0036,"Masked sand grains as black grains"
"Nahlik_and_Fennessy_2016","NWCA11-R071","NWCA11-R071-4394","NWCA11-R071-1-11-NC-095-013-2",17,26,1.45,0.0015,NA
"Nahlik_and_Fennessy_2016","NWCA11-R071","NWCA11-R071-4394","NWCA11-R071-1-11-NC-095-013-3",26,65,1.44,0.0011,NA
"Nahlik_and_Fennessy_2016","NWCA11-2390","NWCA11-2390-4397","NWCA11-2390-1-11-RI-001-003-1",0,39,0.15,0.3382,NA
"Nahlik_and_Fennessy_2016","NWCA11-2390","NWCA11-2390-4397","NWCA11-2390-1-11-RI-001-003-2",39,52,1.17,0.0152,NA
"Nahlik_and_Fennessy_2016","NWCA11-2390","NWCA11-2390-4397","NWCA11-2390-1-11-RI-001-003-3",52,125,1.64,0.0049,NA
"Nahlik_and_Fennessy_2016","NWCA11-2382","NWCA11-2382-4404","NWCA11-2382-1-11-RI-001-001-1",0,30,0.22,0.251,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2382","NWCA11-2382-4404","NWCA11-2382-1-11-RI-001-001-2",30,90,0.13,0.3958,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2529","NWCA11-2529-4444","NWCA11-2529-2-11-TX-039-003-1",0,11,0.47,0.0502,NA
"Nahlik_and_Fennessy_2016","NWCA11-2529","NWCA11-2529-4444","NWCA11-2529-2-11-TX-039-003-2",11,30,0.73,0.0136,NA
"Nahlik_and_Fennessy_2016","NWCA11-2529","NWCA11-2529-4444","NWCA11-2529-2-11-TX-039-003-3",30,90,0.92,0.0062,NA
"Nahlik_and_Fennessy_2016","NWCA11-2529","NWCA11-2529-4444","NWCA11-2529-2-11-TX-039-003-4",90,128,NA,0.0037,NA
"Nahlik_and_Fennessy_2016","NWCA11-2529","NWCA11-2529-4445","NWCA11-2529-1-11-TX-039-001-2",0,19,1.23,0.0178,NA
"Nahlik_and_Fennessy_2016","NWCA11-2529","NWCA11-2529-4445","NWCA11-2529-1-11-TX-039-001-3",19,36,1.77,0.0061,NA
"Nahlik_and_Fennessy_2016","NWCA11-2529","NWCA11-2529-4445","NWCA11-2529-1-11-TX-039-001-4",36,78,1.19,0.0044,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-R006","NWCA11-R006-4446","NWCA11-R006-1-11-SC-043-004-1",0,20,NA,0.0629,NA
"Nahlik_and_Fennessy_2016","NWCA11-R006","NWCA11-R006-4446","NWCA11-R006-1-11-SC-043-004-2",20,45,0.45,0.0528,NA
"Nahlik_and_Fennessy_2016","NWCA11-2262","NWCA11-2262-4465","NWCA11-2262-1-11-NY-059-001-1",0,64,NA,0.0686,NA
"Nahlik_and_Fennessy_2016","NWCA11-2262","NWCA11-2262-4465","NWCA11-2262-1-11-NY-059-001-2",64,84,NA,0.0366,NA
"Nahlik_and_Fennessy_2016","NWCA11-2262","NWCA11-2262-4465","NWCA11-2262-1-11-NY-059-001-3",84,125,NA,0.0098,"Missing soil matrix color"
"Nahlik_and_Fennessy_2016","NWCA11-2281","NWCA11-2281-4466","NWCA11-2281-1-11-NY-103-007-1",0,30,NA,0.2422,NA
"Nahlik_and_Fennessy_2016","NWCA11-2281","NWCA11-2281-4466","NWCA11-2281-1-11-NY-103-007-2",30,60,NA,0.0966,"10yr/2/1 dispersed throughout"
"Nahlik_and_Fennessy_2016","NWCA11-2281","NWCA11-2281-4466","NWCA11-2281-1-11-NY-103-007-3",60,105,NA,0.0651,NA
"Nahlik_and_Fennessy_2016","NWCA11-2279","NWCA11-2279-4468","NWCA11-2279-1-11-NY-059-002-1",0,42,NA,0.1228,NA
"Nahlik_and_Fennessy_2016","NWCA11-2279","NWCA11-2279-4468","NWCA11-2279-1-11-NY-059-002-2",42,118,NA,0.0776,"Gley1/3/n inclusion present - dispersed"
"Nahlik_and_Fennessy_2016","NWCA11-2279","NWCA11-2279-4468","NWCA11-2279-1-11-NY-059-002-3",118,135,NA,0.0059,NA
"Nahlik_and_Fennessy_2016","NWCA11-2273","NWCA11-2273-4473","NWCA11-2273-1-11-NY-059-003-1",0,32,NA,0.1817,"Representative pit"
"Nahlik_and_Fennessy_2016","NWCA11-2273","NWCA11-2273-4473","NWCA11-2273-1-11-NY-059-003-2",32,43,NA,0.0881,NA
"Nahlik_and_Fennessy_2016","NWCA11-2273","NWCA11-2273-4473","NWCA11-2273-1-11-NY-059-003-3",43,62,NA,0.0883,"Pit 2 only excavated to 62cm due to late time of sampling (almost dark) and coming storms."
"Nahlik_and_Fennessy_2016","NWCA11-2269","NWCA11-2269-4475","NWCA11-2269-2-11-NY-103-009-1",0,29,NA,0.2539,NA
"Nahlik_and_Fennessy_2016","NWCA11-2269","NWCA11-2269-4475","NWCA11-2269-2-11-NY-103-009-2",29,76,NA,0.3817,NA
"Nahlik_and_Fennessy_2016","NWCA11-2269","NWCA11-2269-4475","NWCA11-2269-2-11-NY-103-009-3",76,115,NA,0.5042,NA
"Nahlik_and_Fennessy_2016","NWCA11-R024","NWCA11-R024-4497","NWCA11-R024-1-11-SC-043-005-1",0,8,0.32,0.0589,NA
"Nahlik_and_Fennessy_2016","NWCA11-R024","NWCA11-R024-4497","NWCA11-R024-1-11-SC-043-005-2",8,50,0.54,0.0662,NA
"Nahlik_and_Fennessy_2016","NWCA11-2179","NWCA11-2179-4501","NWCA11-2179-1-11-NH-015-007-1",0,20,0.25,0.1838,NA
"Nahlik_and_Fennessy_2016","NWCA11-2179","NWCA11-2179-4501","NWCA11-2179-1-11-NH-015-007-2",20,34,0.36,0.1966,NA
"Nahlik_and_Fennessy_2016","NWCA11-2179","NWCA11-2179-4501","NWCA11-2179-1-11-NH-015-007-3",34,46,0.31,0.1757,NA
"Nahlik_and_Fennessy_2016","NWCA11-2179","NWCA11-2179-4501","NWCA11-2179-1-11-NH-015-007-4",46,125,0.13,0.2647,NA
"Nahlik_and_Fennessy_2016","NWCA11-3073","NWCA11-3073-4502","NWCA11-3073-1-11-FL-123-004-1",0,32,0.59,0.0903,NA
"Nahlik_and_Fennessy_2016","NWCA11-3073","NWCA11-3073-4502","NWCA11-3073-1-11-FL-123-004-2",32,59,1.8,0.0022,NA
"Nahlik_and_Fennessy_2016","NWCA11-3073","NWCA11-3073-4502","NWCA11-3073-1-11-FL-123-004-3",59,68,NA,0.0146,NA
"Nahlik_and_Fennessy_2016","NWCA11-2045","NWCA11-2045-4541","NWCA11-2045-1-11-NC-095-005-1",0,81,0.12,0.3696,NA
"Nahlik_and_Fennessy_2016","NWCA11-2049","NWCA11-2049-4543","NWCA11-2049-1-11-NC-095-007-1",0,47,0.13,0.3272,NA
"Nahlik_and_Fennessy_2016","NWCA11-2049","NWCA11-2049-4543","NWCA11-2049-1-11-NC-095-007-2",47,79,1.16,0.0246,NA
"Nahlik_and_Fennessy_2016","NWCA11-2382","NWCA11-2382-4551","NWCA11-2382-2-11-RI-001-004-1",0,25,0.26,0.2353,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2382","NWCA11-2382-4551","NWCA11-2382-2-11-RI-001-004-2",25,45,0.12,0.2444,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-2382","NWCA11-2382-4551","NWCA11-2382-2-11-RI-001-004-3",45,115,0.12,0.3301,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1188","NWCA11-1188-4686","NWCA11-1188-1-11-CT-009-002-2",0,18,0.76,0.0961,NA
"Nahlik_and_Fennessy_2016","NWCA11-1188","NWCA11-1188-4686","NWCA11-1188-1-11-CT-009-002-3",18,29,1.31,0.0408,NA
"Nahlik_and_Fennessy_2016","NWCA11-1188","NWCA11-1188-4686","NWCA11-1188-1-11-CT-009-002-4",29,75,1.96,0.0033,NA
"Nahlik_and_Fennessy_2016","NWCA11-1188","NWCA11-1188-4686","NWCA11-1188-1-11-CT-009-002-5",75,125,NA,6e-04,NA
"Nahlik_and_Fennessy_2016","NWCA11-1187","NWCA11-1187-4687","NWCA11-1187-1-11-CT-007-001-1",0,40,0.27,0.2068,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1187","NWCA11-1187-4687","NWCA11-1187-1-11-CT-007-001-2",40,125,0.17,0.2994,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1184","NWCA11-1184-4689","NWCA11-1184-1-11-CT-009-001-2",0,40,0.32,0.1102,NA
"Nahlik_and_Fennessy_2016","NWCA11-1184","NWCA11-1184-4689","NWCA11-1184-1-11-CT-009-001-3",40,115,0.31,0.1128,NA
"Nahlik_and_Fennessy_2016","NWCA11-1184","NWCA11-1184-4689","NWCA11-1184-1-11-CT-009-001-4",115,125,NA,0.0467,NA
"Nahlik_and_Fennessy_2016","NWCA11-1180","NWCA11-1180-4691","NWCA11-1180-2-11-CT-007-002-1",0,20,0.18,0.2132,NA
"Nahlik_and_Fennessy_2016","NWCA11-1180","NWCA11-1180-4691","NWCA11-1180-2-11-CT-007-002-2",20,125,0.35,0.1273,NA
"Nahlik_and_Fennessy_2016","NWCA11-R080","NWCA11-R080-4739","NWCA11-R080-1-11-TX-057-001-1",0,126,1.55,9e-04,NA
"Nahlik_and_Fennessy_2016","NWCA11-R003","NWCA11-R003-4771","NWCA11-R003-1-11-NC-031-008-1",0,90,0.18,0.0772,NA
"Nahlik_and_Fennessy_2016","NWCA11-R003","NWCA11-R003-4771","NWCA11-R003-1-11-NC-031-008-2",90,125,NA,0.0049,NA
"Nahlik_and_Fennessy_2016","NWCA11-R007","NWCA11-R007-4772","NWCA11-R007-1-11-SC-029-003-1",0,27,0.35,0.0743,NA
"Nahlik_and_Fennessy_2016","NWCA11-R007","NWCA11-R007-4772","NWCA11-R007-1-11-SC-029-003-2",27,60,0.38,0.0555,NA
"Nahlik_and_Fennessy_2016","NWCA11-R007","NWCA11-R007-4772","NWCA11-R007-1-11-SC-029-003-3",60,70,NA,0.0444,"Unable to excavate lower than 70 meters due to soupy nature of substrate."
"Nahlik_and_Fennessy_2016","NWCA11-R012","NWCA11-R012-4773","NWCA11-R012-1-11-NC-019-002-1",0,23,0.33,0.0887,NA
"Nahlik_and_Fennessy_2016","NWCA11-R012","NWCA11-R012-4773","NWCA11-R012-1-11-NC-019-002-2",23,125,1.68,0.0025,NA
"Nahlik_and_Fennessy_2016","NWCA11-2555","NWCA11-2555-4794","NWCA11-2555-1-11-TX-057-004-1",0,17,1.68,0.0088,"Primarily sandy with high clay content"
"Nahlik_and_Fennessy_2016","NWCA11-2555","NWCA11-2555-4794","NWCA11-2555-1-11-TX-057-004-2",17,31,1.38,0.0035,"Small pockets of sand <2mm in diameter"
"Nahlik_and_Fennessy_2016","NWCA11-2555","NWCA11-2555-4794","NWCA11-2555-1-11-TX-057-004-3",31,66,1.19,0.002,NA
"Nahlik_and_Fennessy_2016","NWCA11-2555","NWCA11-2555-4794","NWCA11-2555-1-11-TX-057-004-4",66,115,NA,0.0018,"Small crystalline deposits, salt? (10%)"
"Nahlik_and_Fennessy_2016","NWCA11-2555","NWCA11-2555-4794","NWCA11-2555-1-11-TX-057-004-5",115,127,NA,0.0532,"75% white clay (7.5 yr, 9/2), unknown"
"Nahlik_and_Fennessy_2016","NWCA11-1696","NWCA11-1696-4862","NWCA11-1696-1-11-LA-023-008-1",0,13,0.21,0.0979,NA
"Nahlik_and_Fennessy_2016","NWCA11-1696","NWCA11-1696-4862","NWCA11-1696-1-11-LA-023-008-2",13,35,0.86,0.0511,NA
"Nahlik_and_Fennessy_2016","NWCA11-1696","NWCA11-1696-4862","NWCA11-1696-1-11-LA-023-008-3",35,54,0.92,0.0188,NA
"Nahlik_and_Fennessy_2016","NWCA11-1278","NWCA11-1278-4912","NWCA11-1278-1-11-FL-075-001-1",0,11,0.85,0.0167,NA
"Nahlik_and_Fennessy_2016","NWCA11-1278","NWCA11-1278-4912","NWCA11-1278-1-11-FL-075-001-2",11,44,1.56,0.0068,NA
"Nahlik_and_Fennessy_2016","NWCA11-1291","NWCA11-1291-4915","NWCA11-1291-1-11-FL-037-002-1",0,36,0.95,0.078,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1291","NWCA11-1291-4915","NWCA11-1291-1-11-FL-037-002-2",36,72,0.37,0.0122,"Dry bulk density inconsistent with layer position"
"Nahlik_and_Fennessy_2016","NWCA11-1292","NWCA11-1292-4916","NWCA11-1292-1-11-FL-109-002-1",0,90,0.34,0.0626,NA
"Nahlik_and_Fennessy_2016","NWCA11-1300","NWCA11-1300-4917","NWCA11-1300-1-11-FL-129-001-2",0,32,0.42,0.1123,"Bulk/chem collected for horizon 1 and 2 together. Very few grains of sand; of sand present all maked. No distinct or prominent features. Color of most evident 10yr 2 2."
"Nahlik_and_Fennessy_2016","NWCA11-1300","NWCA11-1300-4917","NWCA11-1300-1-11-FL-129-001-3",32,92,1.13,0.0103,"Marine deposits."
"Nahlik_and_Fennessy_2016","NWCA11-1305","NWCA11-1305-4918","NWCA11-1305-1-11-FL-009-003-1",0,10,0.52,0.0601,NA
"Nahlik_and_Fennessy_2016","NWCA11-1305","NWCA11-1305-4918","NWCA11-1305-1-11-FL-009-003-2",10,33,1.4,0.0083,NA
"Nahlik_and_Fennessy_2016","NWCA11-1305","NWCA11-1305-4918","NWCA11-1305-1-11-FL-009-003-3",33,95,1.36,0.0049,NA
"Nahlik_and_Fennessy_2016","NWCA11-1329","NWCA11-1329-4927","NWCA11-1329-1-11-FL-087-008-1",0,100,0.99,0.1233,NA
"Nahlik_and_Fennessy_2016","NWCA11-1342","NWCA11-1342-4929","NWCA11-1342-1-11-FL-129-005-1",0,21,0.26,0.1326,NA
"Nahlik_and_Fennessy_2016","NWCA11-1342","NWCA11-1342-4929","NWCA11-1342-1-11-FL-129-005-2",21,36,1.12,0.0165,NA
"Nahlik_and_Fennessy_2016","NWCA11-1342","NWCA11-1342-4929","NWCA11-1342-1-11-FL-129-005-3",36,70,1.3,0.0128,NA
"Nahlik_and_Fennessy_2016","NWCA11-1637","NWCA11-1637-4958","NWCA11-1637-1-11-LA-087-002-1",0,120,0.4,0.0606,NA
"Nahlik_and_Fennessy_2016","NWCA11-1348","NWCA11-1348-4964","NWCA11-1348-1-11-FL-086-005-1",0,70,0.15,0.3562,NA
"Nahlik_and_Fennessy_2016","NWCA11-1348","NWCA11-1348-4964","NWCA11-1348-1-11-FL-086-005-2",70,100,NA,0.1794,NA
"Nahlik_and_Fennessy_2016","NWCA11-1359","NWCA11-1359-4966","NWCA11-1359-1-11-FL-071-002-1",0,28,0.24,0.2028,NA
"Nahlik_and_Fennessy_2016","NWCA11-1359","NWCA11-1359-4966","NWCA11-1359-1-11-FL-071-002-2",28,85,1.36,0.0039,"Max depth 85cm due to soil slumping."
"Nahlik_and_Fennessy_2016","NWCA11-1363","NWCA11-1363-4967","NWCA11-1363-1-11-FL-021-010-1",0,64,0.2,0.1812,NA
"Nahlik_and_Fennessy_2016","NWCA11-1363","NWCA11-1363-4967","NWCA11-1363-1-11-FL-021-010-2",64,100,NA,0.0451,"100 cm as far as we could pull samples from due to water and slumping. Sand high in loam."
"Nahlik_and_Fennessy_2016","NWCA11-1368","NWCA11-1368-4970","NWCA11-1368-1-11-GA-179-001-2",0,NA,1.21,0.0238,NA
"Nahlik_and_Fennessy_2016","NWCA11-1368","NWCA11-1368-4971","NWCA11-1368-2-11-GA-179-007-1",0,55,NA,0.0688,"No photo taken"
"Nahlik_and_Fennessy_2016","NWCA11-1368","NWCA11-1368-4971","NWCA11-1368-2-11-GA-179-007-2",55,85,1.08,0.0184,"No photo taken"
"Nahlik_and_Fennessy_2016","NWCA11-1369","NWCA11-1369-4972","NWCA11-1369-1-11-GA-051-001-1",0,60,0.36,0.047,NA
"Nahlik_and_Fennessy_2016","NWCA11-1370","NWCA11-1370-4973","NWCA11-1370-1-11-GA-127-001-2",0,125,0.19,0.051,NA
"Nahlik_and_Fennessy_2016","NWCA11-1372","NWCA11-1372-4974","NWCA11-1372-1-11-GA-029-001-1",0,8,1.02,0.0134,NA
"Nahlik_and_Fennessy_2016","NWCA11-1372","NWCA11-1372-4974","NWCA11-1372-1-11-GA-029-001-2",8,60,1.05,0.0076,NA
"Nahlik_and_Fennessy_2016","NWCA11-1373","NWCA11-1373-4975","NWCA11-1373-1-11-GA-051-002-1",0,30,1,0.0187,NA
"Nahlik_and_Fennessy_2016","NWCA11-1373","NWCA11-1373-4975","NWCA11-1373-1-11-GA-051-002-2",30,60,1.55,0.0067,NA
"Nahlik_and_Fennessy_2016","NWCA11-1374","NWCA11-1374-4976","NWCA11-1374-1-11-GA-191-002-1",0,67,1.16,0.0025,NA
"Nahlik_and_Fennessy_2016","NWCA11-1376","NWCA11-1376-4977","NWCA11-1376-1-11-GA-179-002-1",0,26,0.91,0.0156,NA
"Nahlik_and_Fennessy_2016","NWCA11-1376","NWCA11-1376-4977","NWCA11-1376-1-11-GA-179-002-2",26,60,1.06,0.0071,NA
"Nahlik_and_Fennessy_2016","NWCA11-1377","NWCA11-1377-4978","NWCA11-1377-1-11-GA-039-001-1",0,125,0.13,0.1944,NA
"Nahlik_and_Fennessy_2016","NWCA11-1379","NWCA11-1379-4979","NWCA11-1379-1-11-GA-191-003-1",0,60,0.31,0.0709,"Entire aa covered in water deeper than 0.25 meters. Soil taken from closest point with water less than 0.25 meters deep."
"Nahlik_and_Fennessy_2016","NWCA11-1009","NWCA11-1009-5059","NWCA11-1009-1-11-AL-003-004-1",0,8,0.05,0.2231,"outside of valid range (0.06-2.53 g/cc)"
"Nahlik_and_Fennessy_2016","NWCA11-1009","NWCA11-1009-5059","NWCA11-1009-1-11-AL-003-004-2",8,24,0.06,0.1894,NA
"Nahlik_and_Fennessy_2016","NWCA11-1009","NWCA11-1009-5059","NWCA11-1009-1-11-AL-003-004-3",24,64,0.12,0.0726,NA
"Nahlik_and_Fennessy_2016","NWCA11-1009","NWCA11-1009-5059","NWCA11-1009-1-11-AL-003-004-4",64,85,NA,0.2836,NA
"Nahlik_and_Fennessy_2016","NWCA11-1009","NWCA11-1009-5059","NWCA11-1009-1-11-AL-003-004-5",85,103,NA,0.1495,NA
