Core_ID,Saltmarsh,Marsh_type,Collection_Year,Latitude_Dec_Degree,Longitude_Dec_Degree,X_Easting,Y_Northing,Elevation_above_OD__m,Core_depth_cm,Core_mid-depth_cm,Substrate,Dry_bulk_density_g_cm_3,OC_Perc,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,17-18,17.5,Silt with Organics ,0.60,2.40,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,18-19,18.5,Silt with Organics ,0.61,2.60,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,19-20,19.5,Silt with Organics ,0.56,3.13,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,20-21,20.5,Silt with Organics ,0.40,2.43,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,21-22,21.5,Silt with Organics ,0.41,2.69,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,22-23,22.5,Silt with Organics ,0.46,2.05,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,23-24,23.5,Silt with Organics ,0.53,2.11,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,24-25,24.5,Silt with Organics ,0.43,2.12,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,25-26,25.5,Silt with Organics ,0.50,2.30,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,26-27,26.5,Silt with Organics ,0.60,2.49,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,27-28,27.5,Silt with Organics ,0.39,2.33,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,28-29,28.5,Silt with Organics ,0.65,2.09,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,29-30,29.5,Silt with Organics ,0.37,2.03,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,30-31,30.5,Silt with Organics ,0.37,2.07,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,31-32,31.5,Silt with Organics ,0.38,2.56,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,32-33,32.5,Silt with Organics ,0.41,2.33,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,33-34,33.5,Silt with Organics ,0.46,2.24,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,34-35,34.5,Silt with Organics ,0.46,3.01,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,35-36,35.5,Silt with Organics ,0.46,2.17,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,36-37,36.5,Silt with Organics ,0.59,2.43,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,37-38,37.5,Silt with Organics ,0.63,3.02,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,38-39,38.5,Silt with Organics ,0.53,3.30,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,39-40,39.5,Silt with Organics ,0.55,2.59,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,40-41,40.5,Silt with Organics ,0.46,2.46,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,41-42,41.5,Silt with Organics ,0.56,2.42,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,42-43,42.5,Silt with Organics ,0.54,2.39,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,43-44,43.5,Silt with Organics ,0.55,2.84,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,44-45,44.5,Silt with Organics ,0.72,2.57,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,45-46,45.5,Silt with Organics ,0.48,3.02,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,46-47,46.5,Silt with Organics ,0.55,2.72,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,47-48,47.5,Silt with Organics ,0.50,3.76,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,48-49,48.5,Silt with Organics ,0.88,2.46,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,49-50,49.5,Silt with Organics ,0.65,2.55,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,50-51,50.5,Silt with Organics ,0.51,3.05,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,51-52,51.5,Silt with Organics ,0.45,2.68,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,52-53,52.5,Silt with Organics ,0.55,3.29,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,53-54,53.5,Silt with Organics ,0.63,3.10,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,54-55,54.5,Silt with Organics ,0.63,3.27,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,55-56,55.5,Silt (Black Organic Layer) - Relict,0.50,4.30,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,56-57,56.5,Silt (Black Organic Layer) - Relict,0.46,4.28,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,57-58,57.5,Silt (Black Organic Layer) - Relict,0.54,4.24,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,58-59,58.5,Silt (Black Organic Layer) - Relict,0.41,3.76,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,59-60,59.5,Silt (Black Organic Layer) - Relict,0.44,5.23,,,,,
BH-H-3,Brandy Hole,Historic-Breach,2019,51.62850607,0.64507262,583172,195501,2.878,60-61,60.5,Silt (Black Organic Layer) - Relict,0.32,5.29,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,0-1,0.5,Humified Peat (Substantia Humosa),0.47,6.16,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,1-2,1.5,Humified Peat (Substantia Humosa),0.42,6.31,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,2-3,2.5,Humified Peat (Substantia Humosa),0.50,5.77,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,3-4,3.5,Humified Peat (Substantia Humosa),0.37,5.20,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,4-5,4.5,Humified Peat (Substantia Humosa),0.58,4.64,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,5-6,5.5,Humified Peat (Substantia Humosa),0.44,5.33,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,6-7,6.5,Humified Peat (Substantia Humosa),0.52,5.78,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,7-8,7.5,Humified Peat (Substantia Humosa),0.50,5.01,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,8-9,8.5,Humified Peat (Substantia Humosa),0.44,4.91,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,9-10,9.5,Humified Peat (Substantia Humosa),0.41,4.66,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,10-11,10.5,Humified Peat (Substantia Humosa),0.42,4.78,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,11-12,11.5,Humified Peat (Substantia Humosa),0.48,5.67,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,12-13,12.5,Silt (Fe Staining),0.28,5.06,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,13-14,13.5,Silt (Fe Staining),0.49,4.32,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,14-15,14.5,Silt (Fe Staining),0.38,5.29,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,15-16,15.5,Silt (Fe Staining),0.57,5.15,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,16-17,16.5,Silt (Fe Staining),0.60,5.88,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,17-18,17.5,Silt (Fe Staining),0.79,5.57,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,18-19,18.5,Silt (Fe Staining),0.48,4.71,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,19-20,19.5,Silt (Fe Staining),0.50,5.75,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,20-21,20.5,Silt (Fe Staining),0.54,4.94,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,21-22,21.5,Silt (Fe Staining),0.53,5.06,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,22-23,22.5,Basal Clay,1.06,5.38,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,23-24,23.5,Basal Clay,0.46,5.24,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,24-25,24.5,Basal Clay,0.53,3.13,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,25-26,25.5,Basal Clay,0.56,3.20,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,26-27,26.5,Basal Clay,0.63,3.47,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,27-28,27.5,Basal Clay,0.79,2.93,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,28-29,28.5,Basal Clay,0.68,2.80,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,29-30,29.5,Basal Clay,0.70,2.30,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,30-31,30.5,Basal Clay,0.69,2.07,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,31-32,31.5,Basal Clay,0.90,2.12,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,32-33,32.5,Basal Clay,1.08,1.91,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,33-34,33.5,Basal Clay,1.01,1.78,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,34-35,34.5,Basal Clay,1.10,1.52,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,35-36,35.5,Basal Clay,1.21,1.71,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,36-37,36.5,Basal Clay,1.19,1.62,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,37-38,37.5,Basal Clay,0.96,1.45,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,38-39,38.5,Basal Clay,1.02,2.18,,,,,
OR-N-8,Orplands,Natural,2019,51.717241,0.857563,597490,205922,NA,39-40,39.5,Basal Clay,0.80,1.36,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,0-1,0.5,Humified Peat (Substantia Humosa),0.32,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,1-2,1.5,Humified Peat (Substantia Humosa),0.33,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,2-3,2.5,Humified Peat (Substantia Humosa),0.36,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,3-4,3.5,Humified Peat (Substantia Humosa),0.60,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,4-5,4.5,Humified Peat (Substantia Humosa),0.43,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,5-6,5.5,Humified Peat (Substantia Humosa),0.50,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,6-7,6.5,Humified Peat (Substantia Humosa),0.57,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,7-8,7.5,Humified Peat (Substantia Humosa),0.57,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,8-9,8.5,Silt with Organics ,0.41,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,9-10,9.5,Silt with Organics ,0.51,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,10-11,10.5,Silt with Organics ,0.43,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,11-12,11.5,Silt with Organics ,0.53,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,12-13,12.5,Silt with Organics ,0.47,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,13-14,13.5,Silt with Organics ,0.43,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,14-15,14.5,Silt with Organics ,0.42,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,15-16,15.5,Silt with Organics ,0.38,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,16-17,16.5,Silt with Organics ,0.53,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,17-18,17.5,Silt with Organics ,0.45,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,18-19,18.5,Silt with Organics ,0.39,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,19-20,19.5,Silt with Organics ,0.30,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,20-21,20.5,Silt with Organics ,0.33,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,21-22,21.5,Silt with Organics ,0.44,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,22-23,22.5,Silt with Organics ,0.45,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,23-24,23.5,Silt with Organics ,0.48,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,24-25,24.5,Silt with Organics ,0.55,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,25-26,25.5,Silt with Organics ,0.64,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,26-27,26.5,Basal Clay,0.68,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,27-28,27.5,Basal Clay,0.61,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,28-29,28.5,Basal Clay,0.62,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,29-30,29.5,Basal Clay,0.72,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,30-31,30.5,Basal Clay,0.62,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,31-32,31.5,Basal Clay,0.99,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,32-33,32.5,Basal Clay,0.60,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,33-34,33.5,Basal Clay,0.82,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,34-35,34.5,Basal Clay,0.61,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,35-36,35.5,Basal Clay,0.85,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,36-37,36.5,Basal Clay,0.79,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,37-38,37.5,Basal Clay,0.63,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,38-39,38.5,Basal Clay,1.09,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,39-40,39.5,Basal Clay,0.92,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,40-41,40.5,Basal Clay,0.58,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,41-42,41.5,Basal Clay,0.75,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,42-43,42.5,Basal Clay,0.64,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,43-44,43.5,Basal Clay,0.71,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,44-45,44.5,Basal Clay,0.63,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,45-46,45.5,Basal Clay,0.95,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,46-47,46.5,Basal Clay,0.92,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,47-48,47.5,Basal Clay,0.65,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,48-49,48.5,Basal Clay,0.99,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,49-50,49.5,Basal Clay,0.94,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,50-51,50.5,Basal Clay,0.95,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,51-52,51.5,Basal Clay,0.58,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,52-53,52.5,Basal Clay,0.68,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,53-54,53.5,Basal Clay,0.97,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,54-55,54.5,Basal Clay,0.78,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,55-56,55.5,Basal Clay,1.37,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,56-57,56.5,Basal Clay,1.10,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,57-58,57.5,Basal Clay,0.91,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,58-59,58.5,Basal Clay,1.07,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,59-60,59.5,Basal Clay,1.01,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,60-61,60.5,Basal Clay,1.05,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,61-62,61.5,Basal Clay,0.61,,,,,,
OR-N-5,Orplands,Natural,2019,51.76840038,0.83710577,595856,211555,1.994,0-1,0.5,Humified Peat (Substantia Humosa),0.67,4.06,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,1-2,1.5,Humified Peat (Substantia Humosa),0.50,3.56,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,2-3,2.5,Humified Peat (Substantia Humosa),0.51,4.56,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,3-4,3.5,Humified Peat (Substantia Humosa),0.70,4.05,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,4-5,4.5,Humified Peat (Substantia Humosa),0.54,4.19,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,5-6,5.5,Humified Peat (Substantia Humosa),0.64,4.65,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,6-7,6.5,Humified Peat (Substantia Humosa),0.79,4.23,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,7-8,7.5,Humified Peat (Substantia Humosa),0.59,3.57,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,8-9,8.5,Humified Peat (Substantia Humosa),0.58,3.40,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,9-10,9.5,Humified Peat (Substantia Humosa),0.60,3.34,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,10-11,10.5,Humified Peat (Substantia Humosa),0.53,3.53,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,11-12,11.5,Humified Peat (Substantia Humosa),0.58,3.60,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,12-13,12.5,Humified Peat (Substantia Humosa),0.52,3.74,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,13-14,13.5,Humified Peat (Substantia Humosa),0.61,4.19,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,14-15,14.5,Silt with Organics,0.57,3.76,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,15-16,15.5,Silt with Organics,0.47,3.26,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,16-17,16.5,Silt with Organics,0.62,3.38,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,17-18,17.5,Silt with Organics,0.42,3.78,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,18-19,18.5,Silt with Organics,0.44,4.10,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,19-20,19.5,Silt with Organics,0.48,3.09,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,20-21,20.5,Silt with Organics,0.48,3.37,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,21-22,21.5,Silt with Organics,0.46,4.13,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,22-23,22.5,Silt with Organics,0.48,3.74,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,23-24,23.5,Silt with Organics,0.56,3.73,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,24-25,24.5,Silt with Organics,0.53,4.28,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,25-26,25.5,Silt with Organics,0.49,3.78,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,26-27,26.5,Silt with Organics,0.66,4.08,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,27-28,27.5,Silt with Organics,0.79,3.36,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,28-29,28.5,Silt with Organics,0.71,4.41,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,29-30,29.5,Silt with Organics,0.65,3.76,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,30-31,30.5,Silt with Organics,0.54,3.35,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,31-32,31.5,Basal Clay,0.69,3.23,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,32-33,32.5,Basal Clay,0.77,3.44,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,33-34,33.5,Basal Clay,0.63,3.03,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,34-35,34.5,Basal Clay,0.86,3.35,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,35-36,35.5,Basal Clay,0.75,3.13,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,36-37,36.5,Basal Clay,0.76,2.31,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,37-38,37.5,Basal Clay,0.82,1.94,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,38-39,38.5,Basal Clay,0.75,2.05,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,39-40,39.5,Basal Clay,1.06,1.89,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,40-41,40.5,Basal Clay,0.57,1.45,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,41-42,41.5,Basal Clay,0.96,1.43,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,42-43,42.5,Basal Clay,1.17,1.54,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,43-44,43.5,Basal Clay,0.79,2.13,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,44-45,44.5,Basal Clay,0.95,1.91,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,45-46,45.5,Basal Clay,0.69,1.95,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,46-47,46.5,Basal Clay,0.81,1.94,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,47-48,47.5,Basal Clay,0.85,1.64,,,,,
OR-N-7,Orplands,Natural,2019,51.717618,0.857084,597456,205962,NA,48-49,48.5,Basal Clay,0.80,1.50,,,,,
