study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat1,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,country,admin_division
Osland_et_al_2016,Tampa_Bay,tampa_bay_87,2014,12,8,15 cm,27.70698561,-82.45896343,NA,NA,NA,0.0675,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Tampa_Bay,tampa_bay_88,2014,12,8,mangrove/woods - mixed,27.70701258,-82.45897393,NA,NA,NA,0.2527,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Tampa_Bay,tampa_bay_89,2014,12,8,mangrove/woods - 2nd dom,27.70704857,-82.45898455,NA,NA,NA,0.5781,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Tampa_Bay,tampa_bay_90,2014,12,8,15 cm,27.70707543,-82.45900519,NA,NA,NA,0.7479,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Tampa_Bay,tampa_bay_91,2014,12,8,woods/JURO - 1st dom,27.70710229,-82.45902583,NA,NA,NA,0.6033,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Tampa_Bay,tampa_bay_92,2014,12,8,15 cm,27.70713828,-82.45903645,NA,NA,NA,0.4947,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Tampa_Bay,tampa_bay_93,2014,12,8,woods/JURO - mixed,27.70717427,-82.45904707,NA,NA,NA,0.4307,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Tampa_Bay,tampa_bay_94,2014,12,8,woods/JURO - mixed,27.70719211,-82.45906759,NA,NA,NA,0.2212,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Tampa_Bay,tampa_bay_95,2014,12,8,woods/JURO - 2nd dom,27.70735359,-82.45916102,NA,NA,NA,0.14,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Tampa_Bay,tampa_bay_96,2014,12,8,20 m,27.70754204,-82.45926494,NA,NA,NA,0.1154,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Florida
Nolte_2020,DSK,DSK_grazed_landward,2010,NA,NA,NA,53.975318,8.891627,8,other low resolution,JH estimated using Google Earth Imagrey and Figure 1.,1.91,NHN,NA,DEM,NA,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A3,64,Germany,Schleswig-Holstein
Nolte_2020,DSK,DSK_grazed_seaward,2010,NA,NA,NA,53.972811,8.882471,8,other low resolution,JH estimated using Google Earth Imagrey and Figure 1.,2.25,NHN,NA,DEM,NA,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A3,86,Germany,Schleswig-Holstein
Nolte_2020,DSK,DSK_ungrazed_landward,2010,NA,NA,NA,53.974564,8.8923,8,other low resolution,JH estimated using Google Earth Imagrey and Figure 1.,2.11,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,76,Germany,Schleswig-Holstein
Nolte_2020,DSK,DSK_ungrazed_seaward,2010,NA,NA,NA,53.971047,8.880281,8,other low resolution,JH estimated using Google Earth Imagrey and Figure 1.,2.44,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,84,Germany,Schleswig-Holstein
Nolte_2020,HH,HH_grazed_landward,2010,NA,NA,NA,54.60247106,8.826773641,8,handheld,NA,2.09,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,50,Germany,Schleswig-Holstein
Nolte_2020,HH,HH_grazed_seaward,2010,NA,NA,NA,54.60449945,8.82546519,8,handheld,NA,1.92,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,50,Germany,Schleswig-Holstein
Nolte_2020,HH,HH_ungrazed_landward,2010,NA,NA,NA,54.60409428,8.831177008,8,handheld,NA,2.13,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,50,Germany,Schleswig-Holstein
Nolte_2020,HH,HH_ungrazed_seaward,2010,NA,NA,NA,54.60578955,8.829313003,8,handheld,NA,1.92,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,50,Germany,Schleswig-Holstein
Nolte_2020,NFB,NFB_grazed_landward,2010,NA,NA,NA,53.34764266,5.773904187,8,handheld,NA,1.74,NAP,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,56,Netherlands,Friesland
Nolte_2020,NFB,NFB_grazed_seaward,2010,NA,NA,NA,53.35008057,5.770186968,8,handheld,NA,1.49,NAP,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,low,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,55,Netherlands,Friesland
Nolte_2020,NFB,NFB_ungrazed_landward,2010,NA,NA,NA,53.33060597,5.710214978,8,handheld,NA,1.55,NAP,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,64,Netherlands,Friesland
Nolte_2020,NFB,NFB_ungrazed_seaward,2010,NA,NA,NA,53.33251443,5.708878359,8,handheld,NA,1.29,NAP,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,low,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,80,Netherlands,Friesland
Nolte_2020,SNK,SNK_grazed_landward,2010,NA,NA,NA,54.6359499,8.838061003,8,handheld,NA,2.07,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,80,Germany,Schleswig-Holstein
Nolte_2020,SNK,SNK_grazed_seaward,2010,NA,NA,NA,54.63390664,8.835064841,8,handheld,NA,2.04,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,85.5,Germany,Schleswig-Holstein
Nolte_2020,SNK,SNK_ungrazed_landward,2010,NA,NA,NA,54.63700711,8.835950588,8,handheld,NA,2,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,81.5,Germany,Schleswig-Holstein
Nolte_2020,SNK,SNK_ungrazed_seaward,2010,NA,NA,NA,54.63501759,8.832876803,8,handheld,NA,2.04,NHN,NA,other high resolution,laser levelling to reference point,polyhaline,field observation,NA,emergent,measurement,NA,high,measurement,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,B1,A1,77.5,Germany,Schleswig-Holstein
Noe_et_al_2016,Bulter_Island,W2,NA,NA,NA,NA,33.42268,-79.20802,NA,NA,NA,NA,NA,NA,NA,NA,freshwater,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,swamp,determined based on species presence,C2,B2,NA,20,United States,South Carolina
Noe_et_al_2016,Richmond_Island,W1,NA,NA,NA,NA,33.55564,-79.08943,NA,NA,NA,NA,NA,NA,NA,NA,freshwater,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,swamp,determined based on species presence,C2,B2,NA,20,United States,South Carolina
Noe_et_al_2016,Turkey_Creek,W3,NA,NA,NA,NA,33.34001,-79.34166,NA,NA,NA,NA,NA,NA,NA,NA,freshwater,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,swamp,determined based on species presence,C2,B2,NA,20,United States,South Carolina
Noe_et_al_2016,Turkey_Creek,W4,NA,NA,NA,NA,33.35003,-79.3447,NA,NA,NA,NA,NA,NA,NA,NA,oligohaline,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,marsh,habitat determined from vegetation_class,C2,B2,NA,15,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-2426,NWCA11-2426-2611,2011,NA,NA,NA,32.5344469,-80.45276742,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-1266,NWCA11-1266-2668,2011,NA,NA,NA,28.6982345,-80.741909,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Florida
Nahlik_and_Fennessy_2016,NWCA11-2418,NWCA11-2418-2750,2011,NA,NA,NA,32.39959155,-80.65901056,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-2407,NWCA11-2407-2769,2011,NA,NA,NA,32.6200848,-80.22069279,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-2434,NWCA11-2434-2791,2011,NA,NA,NA,32.39303529,-80.6638329,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-2435,NWCA11-2435-2792,2011,NA,NA,NA,32.66363368,-80.28484663,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-R067,NWCA11-R067-2811,2011,NA,NA,NA,30.54231,-86.99638,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Florida
Nahlik_and_Fennessy_2016,NWCA11-1002,NWCA11-1002-2812,2011,NA,NA,NA,30.26178475,-87.7289122,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Alabama
Nahlik_and_Fennessy_2016,NWCA11-2410,NWCA11-2410-3275,2011,NA,NA,NA,32.52797655,-80.59788235,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,scrub/shrub,determined based on species presence,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-1105,NWCA11-1105-3314,2011,NA,NA,NA,37.5193534,-122.2169791,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,California
Nahlik_and_Fennessy_2016,NWCA11-2639,NWCA11-2639-3317,2011,NA,NA,NA,36.72174545,-75.94713541,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Virginia
Nahlik_and_Fennessy_2016,NWCA11-2637,NWCA11-2637-3339,2011,NA,NA,NA,37.38481586,-76.25894979,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Virginia
Nahlik_and_Fennessy_2016,NWCA11-2536,NWCA11-2536-3340,2011,NA,NA,NA,29.23680204,-94.89075584,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,mangrove,"habitat determined from vegetation_class, salinity_class, and latitude for forested wetlands",C2,NA,NA,NA,United States,Texas
Nahlik_and_Fennessy_2016,NWCA11-2420,NWCA11-2420-3358,2011,NA,NA,NA,32.81910575,-79.72651955,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-2066,NWCA11-2066-3401,2011,NA,NA,NA,34.80439343,-76.45313308,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,marsh,determined based on species presence,C2,NA,NA,NA,United States,North Carolina
Nahlik_and_Fennessy_2016,NWCA11-2025,NWCA11-2025-3403,2011,NA,NA,NA,34.88362396,-76.51596497,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,marsh,determined based on species presence,C2,NA,NA,NA,United States,North Carolina
Nahlik_and_Fennessy_2016,NWCA11-2404,NWCA11-2404-3404,2011,NA,NA,NA,32.81787075,-79.72715247,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-2412,NWCA11-2412-3405,2011,NA,NA,NA,33.8781886,-78.5733072,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-2666,NWCA11-2666-3408,2011,NA,NA,NA,36.63041732,-75.89635829,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,swamp,determined based on species presence,C2,NA,NA,NA,United States,Virginia
Nahlik_and_Fennessy_2016,NWCA11-2653,NWCA11-2653-3409,2011,NA,NA,NA,36.72687756,-75.94385197,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,swamp,"habitat determined from vegetation_class, salinity_class, and latitude for forested wetlands",C2,NA,NA,NA,United States,Virginia
Nahlik_and_Fennessy_2016,NWCA11-2647,NWCA11-2647-3411,2011,NA,NA,NA,37.34425784,-76.55389398,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Virginia
Nahlik_and_Fennessy_2016,NWCA11-2634,NWCA11-2634-3436,2011,NA,NA,NA,37.32785076,-76.28039374,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Virginia
Nahlik_and_Fennessy_2016,NWCA11-2651,NWCA11-2651-3437,2011,NA,NA,NA,37.3324414,-76.28344903,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,swamp,"habitat determined from vegetation_class, salinity_class, and latitude for forested wetlands",C2,NA,NA,NA,United States,Virginia
Nahlik_and_Fennessy_2016,NWCA11-2652,NWCA11-2652-3438,2011,NA,NA,NA,37.55029294,-75.70046224,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Virginia
Nahlik_and_Fennessy_2016,NWCA11-2427,NWCA11-2427-3453,2011,NA,NA,NA,33.19883573,-79.18915305,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-1021,NWCA11-1021-3469,2011,NA,NA,NA,30.27063757,-87.73967473,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Alabama
Nahlik_and_Fennessy_2016,NWCA11-1017,NWCA11-1017-3471,2011,NA,NA,NA,30.26917008,-87.74910327,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,NA,NA,NA,NA,United States,Alabama
Nahlik_and_Fennessy_2016,NWCA11-1002,NWCA11-1002-3473,2011,NA,NA,NA,30.26178475,-87.7289122,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Alabama
Nahlik_and_Fennessy_2016,NWCA11-1823,NWCA11-1823-3483,2011,NA,NA,NA,44.53967282,-67.62811434,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Maine
Nahlik_and_Fennessy_2016,NWCA11-1836,NWCA11-1836-3548,2011,NA,NA,NA,44.4298757,-68.01252575,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Maine
Nahlik_and_Fennessy_2016,NWCA11-1010,NWCA11-1010-3562,2011,NA,NA,NA,30.27945871,-87.7419949,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Alabama
Nahlik_and_Fennessy_2016,NWCA11-1203,NWCA11-1203-3569,2011,NA,NA,NA,38.61726785,-75.08504623,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Delaware
Nahlik_and_Fennessy_2016,NWCA11-2599,NWCA11-2599-3570,2011,NA,NA,NA,28.69519237,-96.57011516,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Texas
Nahlik_and_Fennessy_2016,NWCA11-2600,NWCA11-2600-3572,2011,NA,NA,NA,29.17781958,-95.00314252,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,mangrove,"habitat determined from vegetation_class, salinity_class, and latitude for forested wetlands",C2,NA,NA,NA,United States,Texas
Nahlik_and_Fennessy_2016,NWCA11-2582,NWCA11-2582-3573,2011,NA,NA,NA,29.54427983,-94.47447503,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,mangrove,"habitat determined from vegetation_class, salinity_class, and latitude for forested wetlands",C2,NA,NA,NA,United States,Texas
Nahlik_and_Fennessy_2016,NWCA11-2531,NWCA11-2531-3574,2011,NA,NA,NA,28.58921605,-96.00712654,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Texas
Nahlik_and_Fennessy_2016,NWCA11-1222,NWCA11-1222-3575,2011,NA,NA,NA,39.39730169,-75.54718022,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Delaware
Nahlik_and_Fennessy_2016,NWCA11-1210,NWCA11-1210-3576,2011,NA,NA,NA,38.45215382,-75.09813408,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Delaware
Nahlik_and_Fennessy_2016,NWCA11-R127,NWCA11-R127-3624,2011,NA,NA,NA,30.36646,-88.46347,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Mississippi
Nahlik_and_Fennessy_2016,NWCA11-1622,NWCA11-1622-3654,2011,NA,NA,NA,29.07365539,-90.51422848,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Louisiana
Nahlik_and_Fennessy_2016,NWCA11-2588,NWCA11-2588-3663,2011,NA,NA,NA,28.58878578,-96.00650832,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Texas
Nahlik_and_Fennessy_2016,NWCA11-1197,NWCA11-1197-3666,2011,NA,NA,NA,39.38175356,-75.54017703,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Delaware
Nahlik_and_Fennessy_2016,NWCA11-1226,NWCA11-1226-3667,2011,NA,NA,NA,39.41976771,-75.55500138,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Delaware
Nahlik_and_Fennessy_2016,NWCA11-2443,NWCA11-2443-3678,2011,NA,NA,NA,33.19671661,-79.18662108,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-2450,NWCA11-2450-3679,2011,NA,NA,NA,32.26211035,-80.78888195,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-2454,NWCA11-2454-3682,2011,NA,NA,NA,32.54716723,-80.55082423,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-2458,NWCA11-2458-3683,2011,NA,NA,NA,32.46057687,-80.62834507,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,South Carolina
Nahlik_and_Fennessy_2016,NWCA11-1202,NWCA11-1202-3694,2011,NA,NA,NA,39.41670976,-75.55765409,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Delaware
Nahlik_and_Fennessy_2016,NWCA11-3047,NWCA11-3047-3695,2011,NA,NA,NA,28.32150993,-82.73068801,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Florida
Nahlik_and_Fennessy_2016,NWCA11-2677,NWCA11-2677-3702,2011,NA,NA,NA,36.62455964,-75.8927132,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,swamp,"habitat determined from vegetation_class, salinity_class, and latitude for forested wetlands",C2,NA,NA,NA,United States,Virginia
Nahlik_and_Fennessy_2016,NWCA11-1335,NWCA11-1335-3731,2011,NA,NA,NA,26.91480934,-82.08730061,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA,not specified,NA,mangrove,"habitat determined from vegetation_class, salinity_class, and latitude for forested wetlands",C2,NA,NA,NA,United States,Florida
Nahlik_and_Fennessy_2016,NWCA11-1326,NWCA11-1326-3732,2011,NA,NA,NA,29.95155188,-81.31936542,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Florida
Nahlik_and_Fennessy_2016,NWCA11-1303,NWCA11-1303-3733,2011,NA,NA,NA,28.77637399,-82.65457927,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Florida
Nahlik_and_Fennessy_2016,NWCA11-1218,NWCA11-1218-3741,2011,NA,NA,NA,38.46093887,-75.06873668,NA,NA,NA,NA,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA,not specified,NA,marsh,habitat determined from vegetation_class,C2,NA,NA,NA,United States,Delaware
