study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,excess_pb210_activity,excess_pb210_activity_se,be7_activity,be7_activity_se,be7_unit,age,age_se,depth_interval_notes
Gonneea_et_al_2018,Great_Pond,GPA,21,22,0.138167939,NA,0,0,disintegrations_per_minute_per_gram,1.99133857,0.331757006,disintegrations_per_minute_per_gram,0.625204767,0.13241837,disintegrations_per_minute_per_gram,1.366133802,0.357207692,0,0,disintegrations_per_minute_per_gram,92.31383112,10.4565635,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,22,23,0.147582697,NA,0,0,disintegrations_per_minute_per_gram,1.807990891,0.492496719,disintegrations_per_minute_per_gram,0.8,0.2,disintegrations_per_minute_per_gram,1.007990891,0.492496719,0,0,disintegrations_per_minute_per_gram,96.61657078,11.33633491,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,23,24,0.126463104,0.2534381492,0,0,disintegrations_per_minute_per_gram,1.9503312,0.370172862,disintegrations_per_minute_per_gram,0.870479843,0.14293279,disintegrations_per_minute_per_gram,1.079851357,0.396809438,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,24,25,0.126208651,NA,0,0,disintegrations_per_minute_per_gram,1.80178995,0.293151225,disintegrations_per_minute_per_gram,0.785798614,0.116926834,disintegrations_per_minute_per_gram,1.015991337,0.315609767,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,25,26,0.106361323,NA,0,0,disintegrations_per_minute_per_gram,1.475562343,0.381727978,disintegrations_per_minute_per_gram,0.8,0.2,disintegrations_per_minute_per_gram,0.675562343,0.381727978,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,26,27,0.08778626,NA,0,0,disintegrations_per_minute_per_gram,1.63302787,0.314684471,disintegrations_per_minute_per_gram,1.04177206,0.158661885,disintegrations_per_minute_per_gram,0.59125581,0.352420076,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,27,28,0.158015267,0.24210785099999999,0,0,disintegrations_per_minute_per_gram,1.732653577,0.392446035,disintegrations_per_minute_per_gram,0.484921311,0.089516474,disintegrations_per_minute_per_gram,1.247732266,0.402525887,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,28,29,0.141475827,NA,0,0,disintegrations_per_minute_per_gram,2.430511846,0.270272917,disintegrations_per_minute_per_gram,0.727164017,0.1006395,disintegrations_per_minute_per_gram,1.703347829,0.288402078,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,29,30,0.117557252,NA,0,0,disintegrations_per_minute_per_gram,1.359939935,0.287491302,disintegrations_per_minute_per_gram,0.689278213,0.143163085,disintegrations_per_minute_per_gram,0.670661722,0.321164938,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,30,32,0.206496815,0.2366863703,0,0,disintegrations_per_minute_per_gram,0.990346077,0.137361001,disintegrations_per_minute_per_gram,0.745643973,0.059502389,disintegrations_per_minute_per_gram,0.244702105,0.149694953,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,32,34,0.24866242,NA,0,0,disintegrations_per_minute_per_gram,0.715055152,0.160601387,disintegrations_per_minute_per_gram,0.691104168,0.059780511,disintegrations_per_minute_per_gram,0.023950984,0.17136661,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPA,34,36,0.164713376,0.17755518439999998,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,36,38,0.158726115,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,38,40,0.179745223,0.1786170631,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,40,42,0.161783439,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,42,44,0.125477707,0.2194196153,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,44,46,0.168789809,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,46,48,0.142929936,0.2143393594,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,48,50,0.159617834,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,50,52,0.144968153,0.2330325561,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,52,54,0.131210191,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,54,56,0.132993631,0.2551050465,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,56,58,0.114904459,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,58,60,0.095031847,0.2924785882,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,60,62,0.121656051,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,62,64,0.109681529,0.332568501,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,64,66,0.10343949,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,66,68,0.122165605,0.3200562532,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,68,70,0.105350318,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,70,72,0.108535032,0.3181118369,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,72,74,0.11566879,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,74,76,0.117961783,0.35513950520000004,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,76,78,0.150063694,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,78,80,0.201910828,0.2452378982,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,80,82,0.377324841,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,82,84,0.889936306,0.04295398054,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,84,86,1.110828025,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,86,88,1.497452229,0.01664385484,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,88,90,1.167133758,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPA,90,92,1.048025478,0.01142304073,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,0,1,0.097455471,NA,0,0,disintegrations_per_minute_per_gram,26.25593316,0.871696981,disintegrations_per_minute_per_gram,0.483973219,0.144175622,disintegrations_per_minute_per_gram,25.77195994,0.883539606,2.849057623,0.99232677,disintegrations_per_minute_per_gram,3.148565439,0.244690476,cs137 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,1,2,0.074300254,0.2429153418,0,0,disintegrations_per_minute_per_gram,20.37666519,1.104415253,disintegrations_per_minute_per_gram,0.608218025,0.285436719,disintegrations_per_minute_per_gram,19.76844717,1.140704683,0,0,disintegrations_per_minute_per_gram,5.052375502,0.268910386,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,2,3,0.100508906,NA,0,0,disintegrations_per_minute_per_gram,19.75679103,0.861396089,disintegrations_per_minute_per_gram,0.322326846,0.154974748,disintegrations_per_minute_per_gram,19.43446418,0.87522591,0,0,disintegrations_per_minute_per_gram,7.782135673,0.345267369,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,3,4,0.175063613,0.24480223850000002,0,0,disintegrations_per_minute_per_gram,13.74909581,0.533464917,disintegrations_per_minute_per_gram,0.227249486,0.077128475,disintegrations_per_minute_per_gram,13.52184632,0.539011707,0,0,disintegrations_per_minute_per_gram,11.49168932,0.462267167,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,4,5,0.169974555,NA,0,0,disintegrations_per_minute_per_gram,11.20166398,0.527598374,disintegrations_per_minute_per_gram,0.496076623,0.151650624,disintegrations_per_minute_per_gram,10.705587360000001,0.548960796,0,0,disintegrations_per_minute_per_gram,14.67177461,0.578827778,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,5,6,0.110941476,0.2260276075,0,0,disintegrations_per_minute_per_gram,10.80739363,0.927274374,disintegrations_per_minute_per_gram,0.393540658,0.178588751,disintegrations_per_minute_per_gram,10.41385298,0.94431547,0,0,disintegrations_per_minute_per_gram,16.89403985,0.666078973,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,6,7,0.145038168,NA,0,0,disintegrations_per_minute_per_gram,10.01832688,0.583066625,disintegrations_per_minute_per_gram,0.865032663,0.173871565,disintegrations_per_minute_per_gram,9.153294221,0.608438994,0,0,disintegrations_per_minute_per_gram,19.74805351,0.788315151,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,7,8,0.164631043,0.2150448104,0,0,disintegrations_per_minute_per_gram,10.37566166,0.504257157,disintegrations_per_minute_per_gram,0.447199709,0.139660469,disintegrations_per_minute_per_gram,9.928461949,0.523240219,0,0,disintegrations_per_minute_per_gram,23.65619729,0.981368302,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,8,9,0.156997455,NA,0,0,disintegrations_per_minute_per_gram,11.45947867,0.507654905,disintegrations_per_minute_per_gram,0.447882658,0.102341187,disintegrations_per_minute_per_gram,11.01159601,0.517867957,0,0,disintegrations_per_minute_per_gram,28.38029796,1.248417099,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,9,10,0.15394402,0.2265395653,0,0,disintegrations_per_minute_per_gram,10.66735805,0.519500337,disintegrations_per_minute_per_gram,0.464593229,0.01,disintegrations_per_minute_per_gram,10.20276482,0.519502779,0,0,disintegrations_per_minute_per_gram,33.3532183,1.565939118,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,10,11,0.196692112,NA,0,0,disintegrations_per_minute_per_gram,7.823227428,0.546061274,disintegrations_per_minute_per_gram,0.8,0.2,disintegrations_per_minute_per_gram,7.023227428,0.58,0,0,disintegrations_per_minute_per_gram,38.82144324,1.976760978,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,11,12,0.131806616,0.193251593,0.318534685,0.094254413,disintegrations_per_minute_per_gram,9.176408088,0.600137089,disintegrations_per_minute_per_gram,1.152374822,0.174700023,disintegrations_per_minute_per_gram,8.024033266,0.625047697,0,0,disintegrations_per_minute_per_gram,43.50679582,2.37174383,be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,12,13,0.112468193,NA,0,0,disintegrations_per_minute_per_gram,6.538536256,0.505428853,disintegrations_per_minute_per_gram,0.796022384,0.158806466,disintegrations_per_minute_per_gram,5.742513872,0.529790353,0,0,disintegrations_per_minute_per_gram,48.28304903,2.824751135,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,13,14,0.243256997,0.19797671139999998,1.136247182,0.093285894,disintegrations_per_minute_per_gram,5.1715199,0.359937785,disintegrations_per_minute_per_gram,0.709295082,0.118168561,disintegrations_per_minute_per_gram,4.462224818,0.378839039,0,0,disintegrations_per_minute_per_gram,55.34717639,3.65922237,be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,14,15,0.190585242,NA,1.718893591,0.096945599,disintegrations_per_minute_per_gram,4.628168021,0.320269227,disintegrations_per_minute_per_gram,1.075008605,0.111263391,disintegrations_per_minute_per_gram,3.553159416,0.339045602,0,0,disintegrations_per_minute_per_gram,60.60980931,4.364212277,be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,15,16,0.120101781,0.2014207028,1.045600075,0.095463287,disintegrations_per_minute_per_gram,3.032767742,0.363022299,disintegrations_per_minute_per_gram,0.907993204,0.112954355,disintegrations_per_minute_per_gram,2.124774538,0.380189263,0,0,disintegrations_per_minute_per_gram,63.53624978,4.777422084,be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,16,17,0.162849873,NA,0.793136395,0.077727367,disintegrations_per_minute_per_gram,2.922993283,0.277099763,disintegrations_per_minute_per_gram,1.165145528,0.123738455,disintegrations_per_minute_per_gram,1.757847755,0.303472378,0,0,disintegrations_per_minute_per_gram,66.219147,5.167793594,be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,17,18,0.167430025,0.20329448490000002,0,0,disintegrations_per_minute_per_gram,2.639493416,0.326241386,disintegrations_per_minute_per_gram,0.351490788,0.101053602,disintegrations_per_minute_per_gram,2.288002628,0.341533706,0,0,disintegrations_per_minute_per_gram,70.2754509,5.8527582,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,18,19,0.160050891,NA,0,0,disintegrations_per_minute_per_gram,3.227493977,0.314680663,disintegrations_per_minute_per_gram,1.141690613,0.131979435,disintegrations_per_minute_per_gram,2.085803364,0.341236708,0,0,disintegrations_per_minute_per_gram,74.37356583,6.520455668,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,19,20,0.182442748,0.1968001,0,0,disintegrations_per_minute_per_gram,2.677346773,0.419272505,disintegrations_per_minute_per_gram,0.8,0.2,disintegrations_per_minute_per_gram,1.877346773,0.46,0,0,disintegrations_per_minute_per_gram,79.10940796,7.542138795,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,20,21,0.151145038,NA,0,0,disintegrations_per_minute_per_gram,3.222273969,0.34284995,disintegrations_per_minute_per_gram,0.387953821,0.10307933,disintegrations_per_minute_per_gram,2.834320148,0.358010386,0,0,disintegrations_per_minute_per_gram,85.8770685,9.289482525,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,21,22,0.115012723,NA,0,0,disintegrations_per_minute_per_gram,2.037343116,0.323326352,disintegrations_per_minute_per_gram,0.8,0.2,disintegrations_per_minute_per_gram,1.237343116,0.38,0,0,disintegrations_per_minute_per_gram,88.44040177,9.798162112,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,22,23,0.148091603,NA,0,0,disintegrations_per_minute_per_gram,2.081500521,0.365719641,disintegrations_per_minute_per_gram,0.640083671,0.119247588,disintegrations_per_minute_per_gram,1.44141685,0.384669785,0,0,disintegrations_per_minute_per_gram,92.67751172,10.8107279,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,23,24,0.152417303,0.2676751295,0,0,disintegrations_per_minute_per_gram,1.515423587,0.336272494,disintegrations_per_minute_per_gram,0.52166911,0.108820176,disintegrations_per_minute_per_gram,0.993754477,0.35344168,0,0,disintegrations_per_minute_per_gram,96.02596548,10.46713437,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,24,25,0.08956743,NA,0,0,disintegrations_per_minute_per_gram,2.275815638,0.789708026,disintegrations_per_minute_per_gram,0.8,0.2,disintegrations_per_minute_per_gram,1.475815638,0.789708026,0,0,disintegrations_per_minute_per_gram,100.8769795,11.44755574,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,25,26,0.125445293,NA,0,0,disintegrations_per_minute_per_gram,2.64951954,0.564612614,disintegrations_per_minute_per_gram,0.620690843,0.1694486,disintegrations_per_minute_per_gram,2.028828697,0.589491503,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,26,27,0.133333333,NA,0,0,disintegrations_per_minute_per_gram,2.177885324,0.328642895,disintegrations_per_minute_per_gram,0.583171278,0.092957502,disintegrations_per_minute_per_gram,1.594714046,0.341536601,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,27,28,0.117048346,0.21829781350000002,0,0,disintegrations_per_minute_per_gram,2.294066883,0.355580367,disintegrations_per_minute_per_gram,1.181659407,0.136481661,disintegrations_per_minute_per_gram,1.112407476,0.380873524,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,28,29,0.11475827,NA,0,0,disintegrations_per_minute_per_gram,2.464036855,0.516215721,disintegrations_per_minute_per_gram,0.769708865,0.139856101,disintegrations_per_minute_per_gram,1.694327991,0.534825579,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,29,30,0.126717557,NA,0,0,disintegrations_per_minute_per_gram,1.927681832,0.508329699,disintegrations_per_minute_per_gram,1.00157661,0.184390254,disintegrations_per_minute_per_gram,0.926105222,0.540739169,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,30,32,0.152101911,0.25985555569999996,0,0,disintegrations_per_minute_per_gram,0.977729963,0.105008198,disintegrations_per_minute_per_gram,0.368985438,0.039296949,disintegrations_per_minute_per_gram,0.608744525,0.112120345,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,32,34,0.10955414,NA,0,0,disintegrations_per_minute_per_gram,1.070651492,0.187792272,disintegrations_per_minute_per_gram,0.269587083,0.078072419,disintegrations_per_minute_per_gram,0.801064409,0.20337463,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,34,36,0.122165605,0.2510045684,0,0,disintegrations_per_minute_per_gram,0.829259228,0.138569217,disintegrations_per_minute_per_gram,0.482126642,0.068461983,disintegrations_per_minute_per_gram,0.347132586,0.154558957,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,36,38,0.133757962,NA,0,0,disintegrations_per_minute_per_gram,0.525494377,0.122492739,disintegrations_per_minute_per_gram,0.357635776,0.05078428,disintegrations_per_minute_per_gram,0.167858601,0.132602844,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,38,40,0.138471338,0.2207640983,0,0,disintegrations_per_minute_per_gram,0.460785375,0.112569867,disintegrations_per_minute_per_gram,0.453326688,0.050817922,disintegrations_per_minute_per_gram,0.007458688,0.123508851,0,0,disintegrations_per_minute_per_gram,NA,NA,cs137 and be7 activity below detection limits
Gonneea_et_al_2018,Great_Pond,GPB,40,42,0.144585987,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,42,44,0.125732484,0.2327241982,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,44,46,0.153375796,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,46,48,0.151847134,0.20464643689999998,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,48,50,0.158471338,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,50,52,0.168917197,0.1808251903,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,52,54,0.132101911,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,54,56,0.125350318,0.2750009433,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,56,58,0.128152866,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,58,60,0.144968153,0.1864217848,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,60,62,0.344968153,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPB,62,64,0.431464968,0.08381964233,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
