study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_unit,cs137_activity_notes,total_pb210_activity,ra226_activity,excess_pb210_activity,pb210_unit,be7_activity,be7_activity_notes,age
Gonneea_et_al_2018,Great_Pond,GPC,6,7,0.146564885,NA,0,disintegrations_per_minute_per_gram,below detection limits,11.2299235,0.8,10.4299235,disintegrations_per_minute_per_gram,0,below detection limits,14.39027
Gonneea_et_al_2018,Great_Pond,GPC,7,8,0.171501272,0.27652937040000003,0.022703866,disintegrations_per_minute_per_gram,NA,9.449294455,0.444645761,9.004648694,disintegrations_per_minute_per_gram,0,below detection limits,16.3118812
Gonneea_et_al_2018,Great_Pond,GPC,8,9,0.126463104,NA,0,disintegrations_per_minute_per_gram,below detection limits,12.83650031,0.508631663,12.32786865,disintegrations_per_minute_per_gram,0,below detection limits,18.27536368
Gonneea_et_al_2018,Great_Pond,GPC,9,10,0.127989822,0.25878423040000004,0,disintegrations_per_minute_per_gram,below detection limits,12.21544748,0.468161504,11.74728597,disintegrations_per_minute_per_gram,0,below detection limits,20.35260387
Gonneea_et_al_2018,Great_Pond,GPC,10,11,0.128753181,NA,0,disintegrations_per_minute_per_gram,below detection limits,13.95143405,0.590284357,13.36114969,disintegrations_per_minute_per_gram,0,below detection limits,22.90622851
Gonneea_et_al_2018,Great_Pond,GPC,11,12,0.146819338,0.2400896213,0,disintegrations_per_minute_per_gram,below detection limits,11.93737365,0.8,11.13737365,disintegrations_per_minute_per_gram,0,below detection limits,25.52206306
Gonneea_et_al_2018,Great_Pond,GPC,12,13,0.127226463,NA,0,disintegrations_per_minute_per_gram,below detection limits,11.70609131,0.581394148,11.12469717,disintegrations_per_minute_per_gram,0,below detection limits,27.93974621
Gonneea_et_al_2018,Great_Pond,GPC,13,14,0.188040712,0.24065176480000003,0,disintegrations_per_minute_per_gram,below detection limits,11.29935147,0.8,10.49935147,disintegrations_per_minute_per_gram,0,below detection limits,31.70799587
Gonneea_et_al_2018,Great_Pond,GPC,14,15,0.139694656,NA,0,disintegrations_per_minute_per_gram,below detection limits,11.88677366,0.8,11.08677366,disintegrations_per_minute_per_gram,0,below detection limits,34.96864439
Gonneea_et_al_2018,Great_Pond,GPC,15,16,0.118575064,0.2645727347,0,disintegrations_per_minute_per_gram,below detection limits,9.427805374,0.8,8.627805374,disintegrations_per_minute_per_gram,0,below detection limits,37.32613352
Gonneea_et_al_2018,Great_Pond,GPC,16,17,0.162086514,NA,0.662929222,disintegrations_per_minute_per_gram,NA,8.692563945,0.511534413,8.181029532,disintegrations_per_minute_per_gram,0,below detection limits,40.68236183
Gonneea_et_al_2018,Great_Pond,GPC,17,18,0.151908397,0.257755245,1.201835756,disintegrations_per_minute_per_gram,NA,9.33392503,0.878470197,8.455454833,disintegrations_per_minute_per_gram,0,below detection limits,44.29091485
Gonneea_et_al_2018,Great_Pond,GPC,18,19,0.154452926,NA,2.95735131,disintegrations_per_minute_per_gram,NA,10.25435,0.594932777,9.659417226,disintegrations_per_minute_per_gram,0,below detection limits,49.26006272
Gonneea_et_al_2018,Great_Pond,GPC,19,20,0.195419847,0.1993670766,1.495946203,disintegrations_per_minute_per_gram,NA,7.355380468,1.027456742,6.327923726,disintegrations_per_minute_per_gram,0,below detection limits,54.36038933
Gonneea_et_al_2018,Great_Pond,GPC,20,21,0.233842239,NA,1.139832672,disintegrations_per_minute_per_gram,NA,6.305994515,0.945938676,5.36005584,disintegrations_per_minute_per_gram,0,below detection limits,60.50760871
Gonneea_et_al_2018,Great_Pond,GPC,21,22,0.217557252,NA,0.249291791,disintegrations_per_minute_per_gram,NA,6.284126927,0.611168645,5.672958282,disintegrations_per_minute_per_gram,0,below detection limits,67.94143933
Gonneea_et_al_2018,Great_Pond,GPC,22,23,0.218575064,NA,0.196622261,disintegrations_per_minute_per_gram,NA,4.591484618,1.066604099,3.524880519,disintegrations_per_minute_per_gram,0,below detection limits,73.56846831
Gonneea_et_al_2018,Great_Pond,GPC,23,24,0.171755725,0.24385238860000003,0,disintegrations_per_minute_per_gram,below detection limits,4.134470403,0.556939845,3.577530558,disintegrations_per_minute_per_gram,0,below detection limits,78.60067478
Gonneea_et_al_2018,Great_Pond,GPC,24,25,0.167684478,NA,0,disintegrations_per_minute_per_gram,below detection limits,4.316458778,0.8,3.516458778,disintegrations_per_minute_per_gram,0,below detection limits,84.09986589
Gonneea_et_al_2018,Great_Pond,GPC,25,26,0.102290076,NA,0,disintegrations_per_minute_per_gram,below detection limits,4.493379058,0.557006102,3.936372957,disintegrations_per_minute_per_gram,0,below detection limits,88.340892
Gonneea_et_al_2018,Great_Pond,GPC,26,27,0.137150127,NA,0,disintegrations_per_minute_per_gram,below detection limits,4.468955416,0.8,3.668955416,disintegrations_per_minute_per_gram,0,below detection limits,94.48877061
Gonneea_et_al_2018,Great_Pond,GPC,27,28,0.130534351,0.2807928487,0,disintegrations_per_minute_per_gram,below detection limits,5.283181111,0.615147796,4.668033315,disintegrations_per_minute_per_gram,0,below detection limits,103.8081163
Gonneea_et_al_2018,Great_Pond,GPC,28,29,0.115521628,NA,0,disintegrations_per_minute_per_gram,below detection limits,4.463576648,0.702732508,3.760844141,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPC,29,30,0.105597964,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.988839239,1.968207413,2.020631826,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPC,30,32,0.118089172,0.2814392792,0,disintegrations_per_minute_per_gram,below detection limits,1.221295831,0.290891266,0.930404565,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPC,32,34,0.103312102,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.906223688,0.310471132,0.595752556,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPC,34,36,0.120636943,0.26044665370000003,0,disintegrations_per_minute_per_gram,below detection limits,1.076189455,0.510055162,0.566134293,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPC,36,38,0.142929936,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.589404101,0.520091711,1.06931239,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPC,38,40,0.185987261,0.2394480424,0,disintegrations_per_minute_per_gram,below detection limits,0.757941395,0.545014483,0.212926912,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPC,40,42,0.312356688,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.768904802,0.548118501,0.220786301,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPC,42,44,0.405859873,0.1381338164,0,disintegrations_per_minute_per_gram,below detection limits,0.56352939,0.500601364,0.062928026,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPC,44,46,0.755796178,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.617409024,0.633178434,-0.01576941,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Great_Pond,GPC,46,48,0.763184713,0.1068565077,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Great_Pond,GPC,48,50,0.654140127,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,0,1,0.166157761,NA,0,disintegrations_per_minute_per_gram,below detection limits,17.49631986,0.337333084,17.15898678,disintegrations_per_minute_per_gram,1.197335535,NA,2.737603636
Gonneea_et_al_2018,Hamblin_Pond,HBA,1,2,0.144529262,0.2554326286,0,disintegrations_per_minute_per_gram,below detection limits,20.99585432,0.273510147,20.72234417,disintegrations_per_minute_per_gram,0,below detection limits,5.889216504
Gonneea_et_al_2018,Hamblin_Pond,HBA,2,3,0.124427481,NA,0,disintegrations_per_minute_per_gram,below detection limits,18.87211619,0.5,18.37211619,disintegrations_per_minute_per_gram,0,below detection limits,8.521779416
Gonneea_et_al_2018,Hamblin_Pond,HBA,3,4,0.230025445,0.2816621595,0,disintegrations_per_minute_per_gram,below detection limits,16.39250391,0.366139305,16.02636461,disintegrations_per_minute_per_gram,0,below detection limits,12.18505134
Gonneea_et_al_2018,Hamblin_Pond,HBA,4,5,0.183715013,NA,0.211979482,disintegrations_per_minute_per_gram,NA,18.07937077,0.477600268,17.6017705,disintegrations_per_minute_per_gram,0,below detection limits,16.85907965
Gonneea_et_al_2018,Hamblin_Pond,HBA,5,6,0.211195929,0.2603033412,0,disintegrations_per_minute_per_gram,below detection limits,17.19255844,0.627738066,16.56482038,disintegrations_per_minute_per_gram,0,below detection limits,21.86955208
Gonneea_et_al_2018,Hamblin_Pond,HBA,6,7,0.187277354,NA,0.312431815,disintegrations_per_minute_per_gram,NA,14.69694686,0.662272514,14.03467435,disintegrations_per_minute_per_gram,0,below detection limits,27.0450836
Gonneea_et_al_2018,Hamblin_Pond,HBA,7,8,0.170992366,0.2661847193,0,disintegrations_per_minute_per_gram,below detection limits,11.36783218,0.990799141,10.37703304,disintegrations_per_minute_per_gram,0,below detection limits,31.07948271
Gonneea_et_al_2018,Hamblin_Pond,HBA,8,9,0.192875318,NA,0.566368921,disintegrations_per_minute_per_gram,NA,10.50021834,0.655941411,9.844276928,disintegrations_per_minute_per_gram,0,below detection limits,36.04419684
Gonneea_et_al_2018,Hamblin_Pond,HBA,9,10,0.294147583,0.25889879390000003,1.598265884,disintegrations_per_minute_per_gram,NA,7.073192015,0.564755655,6.508436359,disintegrations_per_minute_per_gram,0,below detection limits,39.54054172
Gonneea_et_al_2018,Hamblin_Pond,HBA,10,11,0.187277354,NA,0.763508148,disintegrations_per_minute_per_gram,NA,6.331778421,0.496150458,5.835627963,disintegrations_per_minute_per_gram,0,below detection limits,43.18564237
Gonneea_et_al_2018,Hamblin_Pond,HBA,11,12,0.188804071,0.23556506060000001,0.605156858,disintegrations_per_minute_per_gram,NA,4.644244307,0.547615255,4.096629052,disintegrations_per_minute_per_gram,0,below detection limits,46.04072558
Gonneea_et_al_2018,Hamblin_Pond,HBA,12,13,0.2043257,NA,0,disintegrations_per_minute_per_gram,below detection limits,4.73674193,0.22922013,4.5075218,disintegrations_per_minute_per_gram,0,below detection limits,49.33632391
Gonneea_et_al_2018,Hamblin_Pond,HBA,13,14,0.264122137,0.2521870325,0.183626575,disintegrations_per_minute_per_gram,NA,7.064269538,0.691759433,6.372510105,disintegrations_per_minute_per_gram,0,below detection limits,54.66095926
Gonneea_et_al_2018,Hamblin_Pond,HBA,14,15,0.165648855,NA,0,disintegrations_per_minute_per_gram,below detection limits,8.287658552,0.494641805,7.793016746,disintegrations_per_minute_per_gram,0,below detection limits,61.94603012
Gonneea_et_al_2018,Hamblin_Pond,HBA,15,16,0.233842239,0.24069652130000002,0,disintegrations_per_minute_per_gram,below detection limits,6.303476232,0.48375761,5.819718622,disintegrations_per_minute_per_gram,0,below detection limits,71.984565
Gonneea_et_al_2018,Hamblin_Pond,HBA,16,17,0.167938931,NA,0,disintegrations_per_minute_per_gram,below detection limits,4.975745714,0.8,4.175745714,disintegrations_per_minute_per_gram,0,below detection limits,78.71588159
Gonneea_et_al_2018,Hamblin_Pond,HBA,17,18,0.181933842,0.250848222,0,disintegrations_per_minute_per_gram,below detection limits,2.833645701,0.548979425,2.284666276,disintegrations_per_minute_per_gram,0,below detection limits,83.49298693
Gonneea_et_al_2018,Hamblin_Pond,HBA,18,19,0.137659033,NA,0,disintegrations_per_minute_per_gram,below detection limits,2.121830757,0.483034517,1.638796239,disintegrations_per_minute_per_gram,0,below detection limits,86.41773292
Gonneea_et_al_2018,Hamblin_Pond,HBA,19,20,0.15394402,0.2852941778,0,disintegrations_per_minute_per_gram,below detection limits,1.83972421,0.336038805,1.503685405,disintegrations_per_minute_per_gram,0,below detection limits,89.72426095
Gonneea_et_al_2018,Hamblin_Pond,HBA,20,21,0.123664122,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.375205994,0.301034077,1.074171917,disintegrations_per_minute_per_gram,0,below detection limits,91.78773395
Gonneea_et_al_2018,Hamblin_Pond,HBA,21,22,0.118829517,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.1722331,0.35,0.8222331,disintegrations_per_minute_per_gram,0,below detection limits,93.830095
Gonneea_et_al_2018,Hamblin_Pond,HBA,22,23,0.178625954,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.546116463,0.287630139,1.258486324,disintegrations_per_minute_per_gram,0,below detection limits,97.92373821
Gonneea_et_al_2018,Hamblin_Pond,HBA,23,24,0.140203562,0.2529650099,0,disintegrations_per_minute_per_gram,below detection limits,2.247085954,0.35,1.897085954,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,24,25,0.135368957,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.356081225,0.440876655,0.91520457,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,25,26,0.150890585,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.458164825,0.609317033,0.848847792,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,26,27,0.15216285,NA,0,disintegrations_per_minute_per_gram,below detection limits,1,0.48346691,0.51653309,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,27,28,0.109160305,0.2512662665,0,disintegrations_per_minute_per_gram,below detection limits,1.32117585,0.644710123,0.676465727,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,28,29,0.136895674,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.469954895,0.646229335,0.82372556,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,29,30,0.114249364,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.045584097,0.627573444,0.418010653,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,30,32,0.344783715,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.730583434,0.546011304,0.18457213,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,32,34,0.328244275,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.800153778,0.396407479,0.403746299,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,34,36,0.286513995,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.963602592,0.378162026,0.585440565,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,36,38,0.244529262,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.706491853,0.45177797,0.254713884,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,38,40,0.228753181,0.21022714539999998,0,disintegrations_per_minute_per_gram,below detection limits,NA,0.35,0.2,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,40,42,0.221882952,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.734012142,0.345197455,0.388814687,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,42,44,0.269211196,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.472127019,0.288529251,0.183597768,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,44,46,0.360559796,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.470188849,0.332223719,0.137965129,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,46,48,0.384478372,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.754148066,0.398982404,0.355165662,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,48,50,0.110828025,0.152447649,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,58,60,0.091719745,0.304161093,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,68,70,0.11566879,0.3442643453,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,78,80,0.12955414,0.37095672890000003,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,88,90,0.132101911,0.3489259604,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,98,100,0.103566879,0.3737226221,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,104,114,0.125987261,0.3796898121,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,114,124,0.118343949,0.3788470719,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,124,134,0.124585987,0.399016594,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,134,144,0.10433121,0.3608803554,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBA,144,154,0.078216561,0.3707934634,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,0,1,0.179389313,NA,0,disintegrations_per_minute_per_gram,below detection limits,13.122598,0.81410242,12.30849558,disintegrations_per_minute_per_gram,4.770196556,NA,2.556849748
Gonneea_et_al_2018,Hamblin_Pond,HBB,1,2,0.115012723,0.30566021200000004,0,disintegrations_per_minute_per_gram,below detection limits,12.38236443,0.239542292,12.14282214,disintegrations_per_minute_per_gram,0,below detection limits,4.285920153
Gonneea_et_al_2018,Hamblin_Pond,HBB,2,3,0.164631043,NA,0,disintegrations_per_minute_per_gram,below detection limits,11.04175586,0.3,10.74175586,disintegrations_per_minute_per_gram,0,below detection limits,6.618050897
Gonneea_et_al_2018,Hamblin_Pond,HBB,3,4,0.133333333,0.3119451557,0,disintegrations_per_minute_per_gram,below detection limits,12.81613248,0.310032323,12.50610016,disintegrations_per_minute_per_gram,0,below detection limits,8.9839242
Gonneea_et_al_2018,Hamblin_Pond,HBB,4,5,0.11221374,NA,0,disintegrations_per_minute_per_gram,below detection limits,13.67861861,0.3,13.37861861,disintegrations_per_minute_per_gram,0,below detection limits,11.27415226
Gonneea_et_al_2018,Hamblin_Pond,HBB,5,6,0.124173028,0.3128484974,0,disintegrations_per_minute_per_gram,below detection limits,10.28787786,0.3,9.987877856,disintegrations_per_minute_per_gram,0,below detection limits,13.29769156
Gonneea_et_al_2018,Hamblin_Pond,HBB,6,7,0.124936387,NA,0,disintegrations_per_minute_per_gram,below detection limits,15.29545525,0.3,14.99545525,disintegrations_per_minute_per_gram,0,below detection limits,16.61876241
Gonneea_et_al_2018,Hamblin_Pond,HBB,7,8,0.147328244,0.31563914789999997,0,disintegrations_per_minute_per_gram,below detection limits,13.16258309,0.3,12.86258309,disintegrations_per_minute_per_gram,0,below detection limits,20.36852068
Gonneea_et_al_2018,Hamblin_Pond,HBB,8,9,0.119847328,NA,0,disintegrations_per_minute_per_gram,below detection limits,12.21641017,0.3,11.91641017,disintegrations_per_minute_per_gram,0,below detection limits,23.51532802
Gonneea_et_al_2018,Hamblin_Pond,HBB,9,10,0.132315522,0.330247848,0,disintegrations_per_minute_per_gram,below detection limits,11.092364,0.228747864,10.86361614,disintegrations_per_minute_per_gram,0,below detection limits,27.02827679
Gonneea_et_al_2018,Hamblin_Pond,HBB,10,11,0.115521628,NA,0,disintegrations_per_minute_per_gram,below detection limits,11.58511691,0.3,11.28511691,disintegrations_per_minute_per_gram,0,below detection limits,30.58504637
Gonneea_et_al_2018,Hamblin_Pond,HBB,11,12,0.123918575,0.35513337470000006,0,disintegrations_per_minute_per_gram,below detection limits,9.955891067,0.3,9.655891067,disintegrations_per_minute_per_gram,0,below detection limits,34.23720464
Gonneea_et_al_2018,Hamblin_Pond,HBB,12,13,0.144529262,NA,0,disintegrations_per_minute_per_gram,below detection limits,8.22961286,0.3,7.92961286,disintegrations_per_minute_per_gram,0,below detection limits,38.17365374
Gonneea_et_al_2018,Hamblin_Pond,HBB,13,14,0.134860051,0.33626797750000004,0,disintegrations_per_minute_per_gram,below detection limits,6.928529339,0.250591076,6.677938263,disintegrations_per_minute_per_gram,0,below detection limits,41.64564456
Gonneea_et_al_2018,Hamblin_Pond,HBB,14,15,0.11221374,NA,0.422586191,disintegrations_per_minute_per_gram,NA,7.136142015,0.3,6.836142015,disintegrations_per_minute_per_gram,0,below detection limits,44.93133987
Gonneea_et_al_2018,Hamblin_Pond,HBB,15,16,0.105089059,0.3498177315,0.327989453,disintegrations_per_minute_per_gram,NA,7.895582197,0.3,7.595582197,disintegrations_per_minute_per_gram,0,below detection limits,48.74953983
Gonneea_et_al_2018,Hamblin_Pond,HBB,16,17,0.138167939,NA,0.71947532300000006,disintegrations_per_minute_per_gram,NA,6.12140316,0.294300331,5.827102829,disintegrations_per_minute_per_gram,0,below detection limits,53.12393666
Gonneea_et_al_2018,Hamblin_Pond,HBB,17,18,0.143256997,0.2847087564,0,disintegrations_per_minute_per_gram,below detection limits,5.912922004,0.3,5.612922004,disintegrations_per_minute_per_gram,0,below detection limits,58.18260116
Gonneea_et_al_2018,Hamblin_Pond,HBB,18,19,0.161577608,NA,0.319536078,disintegrations_per_minute_per_gram,NA,5.081228362,0.505121689,4.576106673,disintegrations_per_minute_per_gram,0,below detection limits,63.66276603
Gonneea_et_al_2018,Hamblin_Pond,HBB,19,20,0.12951653900000001,0.2556321594,0,disintegrations_per_minute_per_gram,below detection limits,4.746876805,0.417149381,4.329727424,disintegrations_per_minute_per_gram,0,below detection limits,68.54818658
Gonneea_et_al_2018,Hamblin_Pond,HBB,20,21,0.184732824,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.133592837,0.413893192,2.719699644,disintegrations_per_minute_per_gram,0,below detection limits,73.66213679
Gonneea_et_al_2018,Hamblin_Pond,HBB,21,22,0.14605598,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.956095004,0.656802752,3.299292252,disintegrations_per_minute_per_gram,0,below detection limits,79.47491629
Gonneea_et_al_2018,Hamblin_Pond,HBB,22,23,0.202035623,NA,0,disintegrations_per_minute_per_gram,below detection limits,3.335196842,0.46337939,2.871817452,disintegrations_per_minute_per_gram,0,below detection limits,88.24215619
Gonneea_et_al_2018,Hamblin_Pond,HBB,23,24,0.134605598,0.2387890693,0,disintegrations_per_minute_per_gram,below detection limits,2.704105984,0.5,2.204105984,disintegrations_per_minute_per_gram,0,below detection limits,93.86098607
Gonneea_et_al_2018,Hamblin_Pond,HBB,24,25,0.125445293,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.613812982,0.344970002,1.26884298,disintegrations_per_minute_per_gram,0,below detection limits,97.33676246
Gonneea_et_al_2018,Hamblin_Pond,HBB,25,26,0.11221374,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.751867267,0.585105337,1.166761929,disintegrations_per_minute_per_gram,0,below detection limits,100.5077812
Gonneea_et_al_2018,Hamblin_Pond,HBB,26,27,0.100254453,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.505896814,0.207154687,1.298742127,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,27,28,0.188549618,0.33418200239999996,0,disintegrations_per_minute_per_gram,below detection limits,1.998789761,0.320041008,1.678748752,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,28,29,0.215776081,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.966167052,0.153572228,1.812594824,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,29,30,0.151145038,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.169703433,0.397304778,0.772398655,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,30,32,0.260814249,NA,0,disintegrations_per_minute_per_gram,below detection limits,1.101392533,1.008755527,0.092637006,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,32,34,0.286259542,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.743605312,0.521595646,0.222009666,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,34,36,0.286513995,NA,0,disintegrations_per_minute_per_gram,below detection limits,0.729476294,0.5,0.229476294,disintegrations_per_minute_per_gram,0,below detection limits,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,36,38,0.274300254,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,38,40,0.154140127,0.284831706,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,40,42,0.18955414,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,42,44,0.143057325,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,44,46,0.120636943,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,46,48,0.116942675,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,48,50,0.117324841,0.34665839519999997,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,58,60,0.107006369,0.3566007263,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,68,70,0.125477707,0.34237094409999996,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
Gonneea_et_al_2018,Hamblin_Pond,HBB,78,80,0.104076433,0.34734249079999996,NA,disintegrations_per_minute_per_gram,NA,NA,NA,NA,disintegrations_per_minute_per_gram,NA,NA,NA
