"study_id","bibliography_id","publication_type","bibtype","title","author","school","doi","url","year","month","publisher","volume","number","pages","journal","copyright","editor","booktitle","institution","language","day","issue","issn","eprint","article-number"
"Fell_et_al_2021","Fell_et_al_2021_data","primary dataset","Misc","{Dataset: Carbon sequestration across Northeastern, Florida Coastal Wetlands}","Claire Fell and Therese Adgie and Samantha Chapman",NA,"10.25573/serc.15043920.v1","https://smithsonian.figshare.com/articles/dataset/Dataset_Carbon_sequestration_across_Northeastern_Florida_Coastal_Wetlands/15043920","2021","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everhart_et_al_2020","Everhart_et_al_2020_data","primary dataset","Misc","Sediment Radiochemical Data from Georgia, Massachusetts, and Virginia Coastal Marshes","Everhart,Cheyenne S., Smith, Christopher G., Ellis, Alisha M., Marot, Marci E., Coleman, Daniel J., Guntenspergen, Glenn R., Kirwan, Matthew L.",NA,"10.5066/P926MS6T.","https://doi.org/10.5066/P926MS6T.","2020",NA,"U.S. Geological Survey data release",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ensign_et_al_2020","Ensign_et_al_2020_data","primary dataset","Misc","Dataset: Head of tide bottleneck of particulate material transport from watersheds to estuaries","Scott H. Ensign and Gregory B. Noe and Cliff R. Hupp and Katherine J. Skalak",NA,"10.25573/SERC.13483332","https://smithsonian.figshare.com/articles/dataset/Dataset_Head_of_tide_bottleneck_of_particulate_material_transport_from_watersheds_to_estuaries/13483332","2021","jan","The Smithsonian Institution",NA,NA,NA,NA,"Creative Commons Attribution 4.0 International",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ensign_et_al_2020","Ensign_et_al_2015_article","associated source","Article","Head-of-tide bottleneck of particulate material transport from watersheds to estuaries","Scott H. Ensign and Gregory B. Noe and Cliff R. Hupp and Katherine J. Skalak",NA,"10.1002/2015gl066830","https://doi.org/10.1002/2015gl066830","2015","dec","American Geophysical Union ({AGU})","42","24","10,671--10,679","Geophysical Research Letters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eagle_et_al_2021","Eagle_et_al_2021_data","primary dataset","Misc","Collection, analysis, and age-dating of sediment cores from mangrove wetlands in San Juan Bay Estuary, Puerto Rico, 2016","Jennifer A {O'keefe Suttles} and Cathleen Wigand and Meagan J Eagle and Benjamin Branoff and Stephen Balogh and Kenneth Miller and Rose Martin and Alana Hanson and Autumn Oczkowski and Evelyn Huertas and Elizabeth Watson and Joseph Loffredo",NA,"10.5066/P97CAF30","https://www.sciencebase.gov/catalog/item/60902e3fd34e93746a710491","2021",NA,"U.S. Geological Survey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eagle_et_al_2021","Wigand_et_al_2021_article","associated source","Article","Recent Carbon Storage and Burial Exceed Historic Rates in the San Juan Bay Estuary Peri-Urban Mangrove Forests (Puerto Rico, United States)","Cathleen Wigand and Meagan Eagle and Benjamin L. Branoff and Stephen Balogh and Kenneth M. Miller and Rose M. Martin and Alana Hanson and Autumn J. Oczkowski and Evelyn Huertas and Joseph Loffredo and Elizabeth B. Watson",NA,"10.3389/ffgc.2021.676691","https://www.frontiersin.org/article/10.3389/ffgc.2021.676691","2021",NA,NA,"4",NA,"67","Frontiers in Forests and Global Change",NA,NA,NA,NA,NA,NA,NA,"2624-893X",NA,NA
"Drexler_et_al_2019","Drexler_et_al_2019_article","associated source","Article","Carbon accumulation and vertical accretion in a restored versus historic salt marsh in southern Puget Sound, Washington, United States","Judith Z. Drexler and Isa Woo and Christopher C. Fuller and Glynnis Nakai",NA,"10.1111/rec.12941","https://doi.org/10.1111/rec.12941","2019","mar","Wiley","27","5","1117--1127","Restoration Ecology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drexler_et_al_2013","Drexler_et_al_2013_combined","combined dataset and manuscript","Article","A Long-Term Comparison of Carbon Sequestration Rates in Impounded and Naturally Tidal Freshwater Marshes Along the Lower Waccamaw River, South Carolina","Judith Z. Drexler and Ken W. Krauss and M. Craig Sasser and Christopher C. Fuller and Christopher M. Swarzenski and Amber Powell and Kathleen M. Swanson and James Orlando",NA,"10.1007/s13157-013-0456-3","https://doi.org/10.1007/s13157-013-0456-3","2013","jul","Springer Science and Business Media {LLC}","33","5","965--974","Wetlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drexler_et_al_2009","Drexler_et_al_2009_article","associated source","Article","Peat Accretion Histories During the Past 6,000~Years in Marshes of the Sacramento{\textendash}San Joaquin Delta, {CA}, {USA}","Judith Z. Drexler and Christian S. {de Fontaine} and Thomas A. Brown",NA,"10.1007/s12237-009-9202-8","https://doi.org/10.1007/s12237-009-9202-8","2009","jul","Springer Science and Business Media {LLC}","32","5","871--892","Estuaries and Coasts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drake_et_al_2024","Drake_et_al_2024","primary dataset","Misc","Dataset: Carbon Sequestration in Tidal Salt Marshes of Northeast United States","Katherine Drake, Holly Halifax, Susan, C. Adamowicz, Christopher Craft",NA,"10.25573/serc.24518770","https://doi.org/10.25573/serc.24518770.v1","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drake_et_al_2024","Drake_et_al_2015","article","Article","Carbon Sequestration in Tidal Salt Marshes of Northeast United States","Katherine Drake, Holly Halifax, Susan, C. Adamowicz, Christopher Craft",NA,"https://doi.org/10.1007/s00267-015-0568-z","https://doi.org/10.1007/s00267-015-0568-z","2015",NA,NA,NA,NA,NA,"Environmental Management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doughty_et_al_2016","Doughty_et_al_2019_data","primary dataset","Misc","Mangroves marching northward: the impacts of rising seas and temperatures on ecosystems at Kennedy Space Center","Cheryl Doughty and {J. Adam Langley} and Wayne Walker and Ilka C. Feller and Ronald Schaub and Samantha Chapman",NA,"10.25573/DATA.9695918.V1","https://smithsonian.figshare.com/articles/Mangroves_marching_northward_the_impacts_of_rising_seas_and_temperatures_on_ecosystems_at_Kennedy_Space_Center/9695918/1","2019",NA,"The Smithsonian Institution",NA,NA,NA,NA,"CC BY 4.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doughty_et_al_2016","Doughty_et_al_2015_article","associated source","Article","Mangrove Range Expansion Rapidly Increases Coastal Wetland Carbon Storage","Cheryl L. Doughty and J. Adam Langley and Wayne S. Walker and Ilka C. Feller and Ronald Schaub and Samantha K. Chapman",NA,"10.1007/s12237-015-9993-8","https://doi.org/10.1007/s12237-015-9993-8","2015","may","Springer Science and Business Media {LLC}","39","2","385--396","Estuaries and Coasts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dontis_et_al_2020","Dontis_et_al_2020_article","primary dataset","Article","Dataset: Carbon Storage Increases with Site Age as Created Salt Marshes Transition to Mangrove Forests in Tampa Bay, Florida (USA)","Emma E. Dontis, Kara R. Radabaugh, Amanda R. Chappel, Christine E. Russo, Ryan P. Moyer",NA,"10.1007/s12237-020-00733-0","https://link.springer.com/article/10.1007/s12237-020-00733-0","2020","sep","Springer Science and Business Media {LLC}","43",NA,"1470-1488","Estuaries and Coasts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darienzo_and_Peterson_1990","Darienzo_and_Peterson_1990_article","article","Article","Episodic tectonic subsidence of Late Holocene salt marshes, northern Oregon Central Cascadia Margin","Mark E. Darienzo and Curt D. Peterson",NA,"10.1029/tc009i001p00001","http://dx.doi.org/10.1029/TC009i001p00001","1990","feb","American Geophysical Union (AGU)","9",NA,"1–22","Tectonics",NA,NA,NA,NA,NA,NA,"1","1944-9194",NA,NA
"Darienzo_and_Peterson_1990","Darienzo_and_Peterson_1990_data","primary dataset","misc","Dataset: Episodic Tectonic Subsidence of Late Holocene Salt Marshes, Northern Oregon Central Cascadia Margin","Darienzo, Mark E. and Peterson, Curt D.",NA,"10.25573/serc.25270099","https://smithsonian.figshare.com/articles/dataset/Dataset:_Episodic_Tectonic_Subsidence_of_Late_Holocene_Salt_Marshes,_Northern_Oregon_Central_Cascadia_Margin/25270099","2024",NA,"Smithsonian Environmental Research Center",NA,NA,NA,NA,"Creative Commons Attribution 4.0 International",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dai_et_al_2022","Trettin_et_al_2020_dataset","primary dataset","Misc","SWAMP Dataset-Mangrove soil carbon-Rufiji River Delta-2016","Trettin, C.; Dai, Z.; Mangora, M.; Lagomasino, D.; Lee, S.K.; Tang, W.; Fatoyinbo, T.",NA,"https://doi.org/10.17528/CIFOR/DATA.00221","https://data.cifor.org/dataset.xhtml?persistentId=doi:10.17528/CIFOR/DATA.00221","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dai_et_al_2022","Dai_et_al_2022","associated source","Article","Soil Carbon within the Mangrove Landscape in Rufiji River Delta, Tanzania","Zhaohua Dai, Carl C. Trettin, Mwita M. Mangora & Wenwu Tang",NA,"https://doi.org/10.1007/s13157-022-01608-9","https://link.springer.com/article/10.1007/s13157-022-01608-9","2022",NA,NA,NA,NA,NA,"Wetlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curtis_et_al_2022","Curtis_et_al_2022_article","associated source","Article","A Summary of Water-Quality and Salt Marsh Monitoring, Humboldt Bay, California","Jennifer A. Curtis, Karen M. Thorne, Chase M. Freeman, Kevin J. Buffington, and Judith Z. Drexler",NA,"10.3133/ofr20221076","https://doi.org/10.3133/ofr20221076","2022","sep",NA,NA,NA,NA,"USGS Publications Warehouse",NA,NA,NA,NA,NA,"16",NA,NA,NA,NA
"Curtis_et_al_2022","Curtis_et_al_2022_data","primary dataset","Misc","Salt marsh monitoring during water years 2013 to 2019, Humboldt Bay, CA – water levels, surface deposition, elevation change, and carbon storage","Curtis, J.A., Thorne, K.M., Freeman C.M., Buffington, K.J., and Drexler, J.Z.",NA,"10.5066/P9QLAL7B","https://doi.org/10.5066/P9QLAL7B","2022","jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA
"Craft_2024","Craft_2024","primary dataset","Misc","Dataset: Tidal freshwater forest accretion does not keep pace with sea level rise","Christopher Craft",NA,"10.25573/serc.24895293","https://doi.org/10.25573/serc.24895293","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Craft_2024","Craft_2012","article","Article","Tidal freshwater forest accretion does not keep pace with sea level rise","Christopher Craft",NA,NA,"https://doi.org/10.1016/j.ecoleng.2018.03.002","2012",NA,NA,NA,NA,NA,"Ecological Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Craft_2007","Craft_2007_article","associated source","Article","Freshwater input structures soil properties, vertical accretion, and nutrient accumulation of Georgia and U.S tidal marshes","Christopher Craft",NA,"10.4319/lo.2007.52.3.1220","https://doi.org/10.4319/lo.2007.52.3.1220","2007","may","Wiley","52","3","1220--1230","Limnology and Oceanography",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Costa_et_al_2023","Costa_et_al_2022_article","associated source","Article","Sediment depth and accretion shape belowground mangrove carbon stocks across a range of climatic and geologic settings","Matthew T. Costa and Exequiel Ezcurra and Paula Ezcurra and Pelayo Salinas-de-León and Benjamin Turner and Joy Kumagai and James Leichter and Octavio Aburto-Oropeza",NA,"10.1002/lno.12241","https://doi.org/10.1002/lno.12241","2022",NA,NA,"67","S2","S104-S117","Limnology and Oceanography",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Costa_et_al_2023","Costa_et_al_2023_data","primary dataset","Misc","Dataset: Sediment depth and accretion shape belowground mangrove carbon stocks across a range of climatic and geologic settings.","Matthew T. Costa and Exequiel Ezcurra and Paula Ezcurra and Pelayo Salinas-de-León and Benjamin L. Turner and James Leichter and Octavio Aburto-Oropeza",NA,"10.25573/SERC.21295716","https://smithsonian.figshare.com/articles/dataset/Dataset_Sediment_depth_and_accretion_shape_belowground_mangrove_carbon_stocks_across_a_range_of_climatic_and_geologic_settings_/21295716","2023",NA,"Smithsonian Environmental Research Center",NA,NA,NA,NA,"Creative Commons Attribution 4.0 International",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Cifuentes_et_al_2024_Nicoya_data","primary dataset","Misc","Dataset: Land use dynamics and mitigation potential of the mangroves of the Gulf of Nicoya, Costa Rica","Miguel Cifuentes-Jara and Christian Brenes Pérez and Marilyn Manrow-Villalobos and Danilo Torres",NA,"10.25573/SERC.24943866","https://smithsonian.figshare.com/articles/dataset/Dataset_Land_use_dynamics_and_mitigation_potential_of_the_mangroves_of_the_Gulf_of_Nicoya_Costa_Rica/24943866","2024",NA,"Smithsonian Environmental Research Center",NA,NA,NA,NA,"Creative Commons Attribution 4.0 International",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cifuentes_et_al_2023_Panama","Cifuentes_et_al_2023_Panama_data","primary dataset","Misc","Dataset: Study of total economic valuation of the main services provided by mangroves in the Gulf of Chiriquí, Panama","Miguel Cifuentes-Jara and Marylin Manrow-Villalobos",NA,"10.25573/SERC.24294928","https://smithsonian.figshare.com/articles/dataset/Dataset_Study_of_total_economic_valuation_of_the_main_services_provided_by_mangroves_in_the_Gulf_of_Chiriqu_Panama/24294928","2023",NA,"Smithsonian Environmental Research Center",NA,NA,NA,NA,"Creative Commons Attribution 4.0 International",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sharma_et_al_2021","Sharma_et_al_2021_kohkoh_data_biomass","primary dataset","Misc","SWAMP Dataset-Mangrove Biomass Vegetation-Koh Kong–2014-15","Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen",NA,"10.17528/cifor/data.00261","http://dx.doi.org/10.17528/CIFOR/DATA.00261","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sharma_et_al_2021","Sharma_et_al_2021_preynob_data_biomass","primary dataset","Misc","SWAMP Dataset-Mangrove Biomass Vegetation-Prey Nob–2015","Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen",NA,"10.17528/cifor/data.00255","http://dx.doi.org/10.17528/CIFOR/DATA.00255","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MacKenzie_et_al_2021","MacKenzie_et_al_2021_catanauan_data_biomass","primary dataset","Misc","SWAMP Dataset-Mangrove Biomass Vegetation-Catanauan–2014","MacKenzie Richard A and Apwong Maybeleen and Castillo Alan",NA,"10.17528/cifor/data.00253","http://dx.doi.org/10.17528/CIFOR/DATA.00253","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bukoski_et_al_2020","Bukoski_et_al_2020_krabi_data_biomass","primary dataset","Misc","SWAMP Dataset-Mangrove Biomass Vegetation-Krabi River Estuary-2015","Bukoski Jacob J. and Elwin Angie",NA,"10.17528/cifor/data.00218","http://dx.doi.org/10.17528/CIFOR/DATA.00218","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bukoski_et_al_2020","Bukoski_et_al_2020_pak_data_biomass","primary dataset","Misc","SWAMP Dataset-Mangrove Biomass Vegetation-Pak Panang Mangrove-2015","Bukoski Jacob J.",NA,"10.17528/cifor/data.00242","http://dx.doi.org/10.17528/CIFOR/DATA.00242","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bukoski_et_al_2020","Bukoski_et_al_2020_palian_data_biomass","primary dataset","Misc","SWAMP Dataset-Mangrove Biomass Vegetation-Palian River Estuary-2013","MacKenzie Richard A. and Apwong Maybeleen and Purbopuspito Joko and Bukoski Jacob J.",NA,"10.17528/cifor/data.00241","http://dx.doi.org/10.17528/CIFOR/DATA.00241","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Trettin_et_al_2020_data_biomass","primary dataset","Misc","SWAMP Dataset-Mangrove biomass vegetation-Rufiji River Delta-2016","Trettin Carl and Dai Zhaohua and Mangora Mwita and Lagomasino David and Seung Kuk Lee David and Tang Wenwu and Fatoyinbo Temilola",NA,"10.17528/cifor/data.00219","http://dx.doi.org/10.17528/CIFOR/DATA.00219","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Trettin_et_al_2020_zambezi_data_biomass","primary dataset","Misc","SWAMP Dataset-Mangrove biomass vegetation-Zambezi River Delta-2012","Trettin Carl and Stringer Christina and Tang Wenwu and Macamo Celia and Bandeira Salomão and Nicolau Denise and Macuacua Joaquím and Fatoyinbo Temilola and Simard Marc",NA,"10.17528/cifor/data.00217","http://dx.doi.org/10.17528/CIFOR/DATA.00217","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MacKenzie_et_al_2021","MacKenzie_et_al_2021_catanauan_data_soil","primary dataset","Misc","SWAMP Dataset-Mangrove Soil Carbon-Catanauan–2014","MacKenzie Richard A and Apwong Maybeleen and Castillo Alan",NA,"10.17528/cifor/data.00262","http://dx.doi.org/10.17528/CIFOR/DATA.00262","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sharma_et_al_2021","Sharma_et_al_2021_kohkoh_data_soil","primary dataset","Misc","SWAMP Dataset-Mangrove Soil Carbon-Koh Kong–2014-15","Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen",NA,"10.17528/cifor/data.00265","http://dx.doi.org/10.17528/CIFOR/DATA.00265","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sharma_et_al_2021","Sharma_et_al_2021_preynob_data_soil","primary dataset","Misc","SWAMP Dataset-Mangrove Soil Carbon-Prey Nob–2015","Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen",NA,"10.17528/cifor/data.00254","http://dx.doi.org/10.17528/CIFOR/DATA.00254","2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bukoski_et_al_2020","Bukoski_et_al_2020_krabi_data_soil","primary dataset","Misc","SWAMP Dataset-Mangrove Soil Carbon-Krabi River Estuary-2015","Bukoski Jacob J. and Elwin Angie",NA,"10.17528/cifor/data.00240","http://dx.doi.org/10.17528/CIFOR/DATA.00240","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bukoski_et_al_2020","Bukoski_et_al_2020_pak_data_soil","primary dataset","Misc","SWAMP Dataset-Mangrove Soil Carbon-Pak Panang Mangrove-2015","Bukoski Jacob J.",NA,"10.17528/cifor/data.00239","http://dx.doi.org/10.17528/CIFOR/DATA.00239","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Trettin_et_al_2020_data_soil","primary dataset","Misc","SWAMP Dataset-Mangrove soil carbon-Rufiji River Delta-2016","Trettin Carl and Dai Zhaohua and Mangora Mwita and Lagomasino David and Seung Kuk Lee David and Tang Wenwu and Fatoyinbo Temilola",NA,"10.17528/cifor/data.00221","http://dx.doi.org/10.17528/CIFOR/DATA.00221","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
