study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Smeaton_et_al_2022a,Llanrhidia,Llanrhidia 8,2019,NA,NA,NA,51.63064,-4.180121,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,72
Smeaton_et_al_2022a,Llanrhidia,Llanrhidia 9,2019,NA,NA,NA,51.62877,-4.180975,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,82
Smeaton_et_al_2022a,Loch Laich,LL1,2019,NA,NA,NA,56.567,-5.373,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,42
Smeaton_et_al_2022a,Loch Laich,LL13,2019,NA,NA,NA,56.567,-5.372,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,42
Smeaton_et_al_2022a,Loch Laich,LL14,2019,NA,NA,NA,56.567,-5.371,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,32
Smeaton_et_al_2022a,Loch Laich,LL15,2019,NA,NA,NA,56.567,-5.37,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,42
Smeaton_et_al_2022a,Loch Laich,LL16,2019,NA,NA,NA,56.567,-5.369,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,22
Smeaton_et_al_2022a,Loch Laich,LL17,2019,NA,NA,NA,56.568,-5.371,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,22
Smeaton_et_al_2022a,Loch Laich,LL18,2019,NA,NA,NA,56.568,-5.372,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Loch Laich,LL19,2019,NA,NA,NA,56.568,-5.373,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,32
Smeaton_et_al_2022a,Loch Laich,LL2,2019,NA,NA,NA,56.567,-5.72,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,42
Smeaton_et_al_2022a,Loch Laich,LL20,2019,NA,NA,NA,56.568,-5.374,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Loch Laich,LL21,2019,NA,NA,NA,56.568,-5.374,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Loch Laich,LL23,2019,NA,NA,NA,56.565,-5.369,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,82
Smeaton_et_al_2022a,Loch Laich,LL3,2019,NA,NA,NA,56.566,-5.371,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,32
Smeaton_et_al_2022a,Loch Laich,LL4,2019,NA,NA,NA,56.566,-5.369,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,82
Smeaton_et_al_2022a,Loch Laich,LL5,2019,NA,NA,NA,56.565,-5.368,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Loch Laich,LL6,2019,NA,NA,NA,56.565,-5.365,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Northern Ireland,marsh,C2,NA,NA,42
Smeaton_et_al_2022a,Malltraeth,Malltraeth 1,2019,NA,NA,NA,53.17277,-4.391871,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Malltraeth,Malltraeth 10,2019,NA,NA,NA,53.16989,-4.395326,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Malltraeth,Malltraeth 11,2019,NA,NA,NA,53.16916,-4.395348,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Malltraeth,Malltraeth 12,2019,NA,NA,NA,53.16792,-4.395375,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,72
Smeaton_et_al_2022a,Malltraeth,Malltraeth 13,2019,NA,NA,NA,53.16697,-4.395441,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Malltraeth,Malltraeth 14,2019,NA,NA,NA,53.16608,-4.395531,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Malltraeth,Malltraeth 15,2019,NA,NA,NA,53.17051,-4.397596,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Malltraeth,Malltraeth 16,2019,NA,NA,NA,53.17024,-4.396633,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Malltraeth,Malltraeth 17,2019,NA,NA,NA,53.16905,-4.392406,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Malltraeth,Malltraeth 18,2019,NA,NA,NA,53.16774,-4.387523,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,82
Smeaton_et_al_2022a,Malltraeth,Malltraeth 19,2019,NA,NA,NA,53.16709,-4.385236,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Malltraeth,Malltraeth 2,2019,NA,NA,NA,53.1721,-4.391564,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,82
Smeaton_et_al_2022a,Malltraeth,Malltraeth 3,2019,NA,NA,NA,53.17117,-4.391234,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,72
Smeaton_et_al_2022a,Malltraeth,Malltraeth 5,2019,NA,NA,NA,53.16849,-4.390201,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Malltraeth,Malltraeth 8,2019,NA,NA,NA,53.17316,-4.395161,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Malltraeth,Malltraeth 9,2019,NA,NA,NA,53.17183,-4.395145,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Newton,NT-01,2019,NA,NA,NA,50.71583,-1.393397,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,32
Smeaton_et_al_2022a,Newton,NT-02,2019,NA,NA,NA,50.71586,-1.393339,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,42
Smeaton_et_al_2022a,Newton,NT-03,2019,NA,NA,NA,50.71594,-1.393197,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-04,2019,NA,NA,NA,50.71601,-1.393068,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-05,2019,NA,NA,NA,50.71611,-1.392897,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-06,2019,NA,NA,NA,50.71622,-1.392712,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-07,2019,NA,NA,NA,50.7163,-1.392583,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-08,2019,NA,NA,NA,50.71626,-1.394454,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Newton,NT-09,2019,NA,NA,NA,50.71631,-1.394382,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Newton,NT-10,2019,NA,NA,NA,50.71636,-1.394367,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-11,2019,NA,NA,NA,50.71642,-1.394324,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-12,2019,NA,NA,NA,50.71651,-1.394238,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-13,2019,NA,NA,NA,50.71656,-1.394195,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-14,2019,NA,NA,NA,50.7167,-1.394051,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-15,2019,NA,NA,NA,50.71632,-1.394212,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-16,2019,NA,NA,NA,50.7163,-1.393986,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-17,2019,NA,NA,NA,50.71628,-1.393816,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-18,2019,NA,NA,NA,50.71625,-1.393575,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-19,2019,NA,NA,NA,50.71622,-1.393349,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Newton,NT-20,2019,NA,NA,NA,50.71619,-1.392882,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Orplands,Or-01,2019,NA,NA,NA,51.7185,0.8602138,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,82
Smeaton_et_al_2022a,Orplands,Or-02,2019,NA,NA,NA,51.71831,0.8595436,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Orplands,Or-03,2019,NA,NA,NA,51.71811,0.858794,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Orplands,Or-04,2019,NA,NA,NA,51.71777,0.857885,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Orplands,Or-05,2019,NA,NA,NA,51.71747,0.8572097,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,72
Smeaton_et_al_2022a,Orplands,Or-06,2019,NA,NA,NA,51.71721,0.8562034,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,82
Smeaton_et_al_2022a,Orplands,Or-07,2019,NA,NA,NA,51.71762,0.857084,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Orplands,Or-08,2019,NA,NA,NA,51.71724,0.857563,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Orplands,Or-09,2019,NA,NA,NA,51.71818,0.858738,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,72
Smeaton_et_al_2022a,Orplands,Or-10,2019,NA,NA,NA,51.718,0.858869,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Zeeland,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 10,2019,NA,NA,NA,51.50242,-3.078795,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 11,2019,NA,NA,NA,51.5021,-3.07816,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 12,2019,NA,NA,NA,51.50237,-3.083851,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 13,2019,NA,NA,NA,51.50235,-3.082068,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 14,2019,NA,NA,NA,51.5024,-3.080716,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 15,2019,NA,NA,NA,51.50241,-3.079522,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 16,2019,NA,NA,NA,51.50243,-3.077697,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 2,2019,NA,NA,NA,51.5024,-3.083358,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 3,2019,NA,NA,NA,51.502,-3.083086,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 4,2019,NA,NA,NA,51.5017,-3.082855,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 5,2019,NA,NA,NA,51.50112,-3.082395,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 6,2019,NA,NA,NA,51.50057,-3.081912,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 7,2019,NA,NA,NA,51.50344,-3.080112,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 8,2019,NA,NA,NA,51.50335,-3.079983,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,82
Smeaton_et_al_2022a,Rhymney Wharf,Rhymney Wharf 9,2019,NA,NA,NA,51.50295,-3.079408,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Shell Island,Shell Island 1,2019,NA,NA,NA,52.82266,-4.13536,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Shell Island,Shell Island 10,2019,NA,NA,NA,52.82231,-4.134004,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,82
Smeaton_et_al_2022a,Shell Island,Shell Island 11,2019,NA,NA,NA,52.8217,-4.133602,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Shell Island,Shell Island 12,2019,NA,NA,NA,52.8194,-4.132073,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,82
Smeaton_et_al_2022a,Shell Island,Shell Island 13,2019,NA,NA,NA,52.81886,-4.131639,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Shell Island,Shell Island 14,2019,NA,NA,NA,52.81844,-4.131342,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,72
Smeaton_et_al_2022a,Shell Island,Shell Island 15,2019,NA,NA,NA,52.82323,-4.128032,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Shell Island,Shell Island 16,2019,NA,NA,NA,52.82146,-4.130908,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,72
Smeaton_et_al_2022a,Shell Island,Shell Island 17,2019,NA,NA,NA,52.8205,-4.132822,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,72
Smeaton_et_al_2022a,Shell Island,Shell Island 18,2019,NA,NA,NA,52.81704,-4.136815,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,62
Smeaton_et_al_2022a,Shell Island,Shell Island 19,2019,NA,NA,NA,52.81385,-4.140279,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,52
Smeaton_et_al_2022a,Shell Island,Shell Island 2,2019,NA,NA,NA,52.82225,-4.135194,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,92
Smeaton_et_al_2022a,Shell Island,Shell Island 20,2019,NA,NA,NA,52.8127,-4.141056,NA,NA,direct from dataset,NA,NA,NA,NA,NA,NA,NA,NA,emergent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,Leinster,marsh,C2,NA,NA,72
