"study_id","site_id","plot_id","plot_area","plot_shape","plot_center_latitude","plot_center_longitude","plot_radius","year","month","day","field_or_manipulation_code","habitat","dominant_species","plant_plot_detail_present","soil_core_present","latitude","longitude","position_method","max_soil_depth_reporting","plot_notes","ecosystem_type","protection_status","protection_notes","ecosystem_health","salinity","plant_count","plot_soil_carbon_total","plot_soil_carbon_100cm","plot_plant_carbon","salinity_class","salinity_method","vegetation_class","coordinates_obscured_flag","land_use_class","land_use_status","plot_basal_density","position_notes","debris_carbon","understory_carbon","soil_carbon_100cm","soil_carbon_300cm","aboveground_plant_carbon","belowground_plant_carbon","method_id","plot_sapling_area","site_notes","position_accuracy","disturbance_notes","disturbance_year","ecosystem_condition","disturbance_class","ecotype","basal_area","harvest_or_allometry","coordinate_obscured_flag","stand_age","aboveground_biomass","belowground_biomass","aboveground_carbon","belowground_carbon","basal_area_unit"
"Trettin_et_al_2020","Rufiji_River_Delta","Rufiji_River_Delta_40","401.149965936881","circular",NA,NA,NA,"2015","12","31","field","mangrove",NA,NA,NA,"-7.846511","39.338839",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"225.69","51.220000000000006","6","12.56",NA,NA,NA,NA,"Intact",NA,"River delta","1.4449999999999998","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Rufiji_River_Delta","Rufiji_River_Delta_41","401.149965936881","circular",NA,NA,NA,"2015","12","31","field","mangrove",NA,NA,NA,"-7.857204","39.237177",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"20.71","12.47","6","12.56",NA,NA,NA,NA,"Intact",NA,"River delta","0.206","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Rufiji_River_Delta","Rufiji_River_Delta_42","401.149965936881","circular",NA,NA,NA,"2015","12","31","field","mangrove",NA,NA,NA,"-7.795329","39.295608",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"122.27000000000001","45.55","6","12.56",NA,NA,NA,NA,"Intact",NA,"River delta","1.096","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Rufiji_River_Delta","Rufiji_River_Delta_43","401.149965936881","circular",NA,NA,NA,"2015","12","31","field","mangrove",NA,NA,NA,"-7.819879","39.302273",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"171.98999999999998","43.4","6","12.56",NA,NA,NA,NA,"Intact",NA,"River delta","1.457","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Rufiji_River_Delta","Rufiji_River_Delta_44","498.759249683915","circular",NA,NA,NA,"2015","12","31","field","mangrove",NA,NA,NA,"-7.82622","39.302886",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"161.5","5.75","6","12.56",NA,NA,NA,NA,"Intact",NA,"River delta","1.82","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Rufiji_River_Delta","Rufiji_River_Delta_45","401.149965936881","circular",NA,NA,NA,"2015","12","31","field","mangrove",NA,NA,NA,"-7.825887","39.248947",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"59.89","27.8","6","12.56",NA,NA,NA,NA,"Intact",NA,"River delta","0.447","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Rufiji_River_Delta","Rufiji_River_Delta_46","401.149965936881","circular",NA,NA,NA,"2015","12","31","field","mangrove",NA,NA,NA,"-7.851313","39.238495",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"84.74","16.93","6","12.56",NA,NA,NA,NA,"Intact",NA,"River delta","0.647","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Rufiji_River_Delta","Rufiji_River_Delta_47","498.759249683915","circular",NA,NA,NA,"2015","12","31","field","mangrove",NA,NA,NA,"-7.851581","39.298895",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"73.68","25.020000000000003","6","12.56",NA,NA,NA,NA,"Intact",NA,"River delta","0.913","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Rufiji_River_Delta","Rufiji_River_Delta_48","401.149965936881","circular",NA,NA,NA,"2015","12","31","field","mangrove",NA,NA,NA,"-7.798652","39.282973",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"156.3","52.79","6","12.56",NA,NA,NA,NA,"Intact",NA,"River delta","1.6","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Rufiji_River_Delta","Rufiji_River_Delta_49","401.149965936881","circular",NA,NA,NA,"2015","12","31","field","mangrove",NA,NA,NA,"-7.839953","39.287271",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"43.089999999999996","55.16","6","12.56",NA,NA,NA,NA,"Intact",NA,"River delta","0.28200000000000003","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_50","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.744","36.112",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"116.61","42.96","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.395","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_51","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.744","36.112",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"47.510000000000005","25.04","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.106","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_52","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.744","36.112",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"86.47","33.39","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.081","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_53","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.744","36.112",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"99.74","39.29","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.295","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_54","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.744","36.112",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"71.15","26.97","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.169","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_55","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.744","36.112",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"47.69","17.65","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.078","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_56","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.743","36.119",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"99.98","37.21","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.378","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_57","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.743","36.119",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"46.37","17.78","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.18","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_58","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.743","36.119",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"113.06","31.14","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.378","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_59","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.743","36.128",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"88.39","30.14","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.341","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_60","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.743","36.128",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"58.61","21.16","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.225","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_61","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.743","36.128",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"95.93","32.71","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.323","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_62","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.743","36.128",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"71.09","25.38","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.227","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_63","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.743","36.128",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"74.56","25.46","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.283","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_64","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.743","36.128",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"45.82","16.46","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.185","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_65","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.75","36.115",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"77.78","23.59","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.245","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_66","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.75","36.115",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"36.71","16.1","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.136","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_67","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.75","36.115",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"64.02000000000001","30.65","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.157","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_68","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.75","36.115",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"90.42","29.28","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.256","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_69","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.75","36.115",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"100.5","33.11","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.31","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_70","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.75","36.115",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"109.24","38.11","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.361","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_71","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.76","36.144",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"49.89","17.97","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.188","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_72","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.76","36.144",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"41.56","17.13","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.10800000000000001","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_73","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.76","36.144",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"100.71000000000001","37.09","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.278","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_74","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.76","36.144",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"53.769999999999996","20.48","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.17400000000000002","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_75","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.76","36.144",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"77.53999999999999","39.68","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.155","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_76","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.76","36.144",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"84.50999999999999","25.47","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.21200000000000002","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_77","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.762","36.139",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"101.92","39.099999999999994","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.333","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_78","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.762","36.139",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"63.98","23.09","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.198","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_79","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.762","36.139",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"89.5","31.47","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.202","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_80","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.762","36.139",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"73.42","35.36","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.15899999999999997","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_81","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.762","36.139",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"77.33000000000001","27.32","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.17099999999999999","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_82","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.762","36.139",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"93.18","41.53","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.188","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_83","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.766","36.15",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"95.47","31.66","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.366","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_84","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.766","36.15",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"69.94","22.66","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.29","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_85","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.766","36.15",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"38.540000000000006","18.48","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.151","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_86","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.766","36.15",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"13.16","4.76","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.051","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_87","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.766","36.15",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"100.15","30.37","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.184","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_88","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.766","36.15",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"58.55","22.1","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.196","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_89","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.767","36.151",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subplot-level",NA,NA,NA,NA,"84.21000000000001","29.2","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.341","allometry",NA,NA,NA,NA,NA,NA,NA
"Trettin_et_al_2020","Zambezi_River_Delta","Zambezi_River_Delta_90","153.9380400259","circular",NA,NA,NA,"2012","12","31","field","mangrove",NA,NA,NA,"-18.767","36.151",NA,NA,"Exact MDATE unknown, last day of measurement year used.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plot-level",NA,NA,NA,NA,"129.15","42.27","8","12.566370614359201",NA,NA,NA,NA,"Intact",NA,"River delta","0.517","allometry",NA,NA,NA,NA,NA,NA,NA
