study_id,site_id,site_description,site_latitude_max,site_latitude_min,site_longitude_max,site_longitude_min,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes
Nahlik_and_Fennessy_2016,NWCA11-2273,South Oyster Bay-Jones Inlet; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R024,North Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2179,Hampton River-Frontal Atlantic Ocean; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3073,Ecofina River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2045,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2049,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1188,Hammonasset River-Frontal Long Island Sound; New England,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1187,Eightmile River-Connecticut River; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1184,Hammonasset River-Frontal Long Island Sound; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R080,San Antonio Bay-Espiritu Santo Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1709,Freshwater Bayou-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1707,Bayou La Loutre-Frontal Chandeleur Sound; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1658,Marsh Island-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R003,Bogue Banks-Shackleford Banks; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R007,Combahee River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R012,Cape Fear River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2555,San Antonio Bay-Espiritu Santo Bay; Texas Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1696,Mermentau River-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1278,Turtle Creek-Vassey Creek Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1291,Apalachicola Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1292,Tolomato River-Moses Creek Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1300,Lower St. Marks River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1305,Indian River Lagoon; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1329,Upper Florida Keys; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1342,Lower Sopchoppy River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1613,Bayou La Loutre-Frontal Chandeleur Sound; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1626,Bayou Grand Caillou-Frontal Caillou Bay; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1629,Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1637,Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1348,South Biscayne Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1359,Estero Bay Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1363,Rooker Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1368,South Newport River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1370,Brunswick River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1372,Medway River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1373,Wilmington River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1374,Doboy Sound-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1376,Sapelo River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1377,Lower Satilla River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1379,Doboy Sound-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1009,Bayo Sara-Mobile River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1023,Bayo Sara-Mobile River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1035,Bayo Sara-Mobile River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1953,Ship Island Pass-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1946,West Pascagoula River-Pascagoula River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1653,Bayou Gentilly-Bayou Terre aux Boeufs; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1654,Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1666,Old North Bayou-Starks South Canal; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1642,Bayou Grand Caillou-Frontal Caillou Bay; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2069,Pamlico Sound-Ocracoke Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2455,Harbor River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2446,North Edisto River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2444,Little River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2442,Lower Ashepoo River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2424,Cape Romain; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2403,North Edisto River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2068,Neuse River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2065,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3988,Great Egg Harbor Bay-Barrier Islands; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-3989,Raritan Bay-Lower Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2222,Manahawkin Bay-Little Egg Harbor; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2220,Tuckahoe River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2215,Raritan Bay-Lower Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2207,Raritan Bay-Lower Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2205,Great Egg Harbor Bay-Barrier Islands; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2204,Lower Great Egg Harbor River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2203,Manahawkin Bay-Little Egg Harbor; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2199,Raritan Bay-Lower Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2198,Barnegat Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2197,Great Egg Harbor Bay-Barrier Islands; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2196,Tuckahoe River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2195,Raritan Bay-Lower Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2186,Great Egg Harbor Bay-Barrier Islands; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2411,Beaufort River-Atlantic Intracoastal Waterway; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2408,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2431,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2436,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2447,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2452,Bulls Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1649,Grand Bayou-Frontal Gulf of Mexico; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R082,Lower Satilla River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2061,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2052,Cape Lookout Shoals-Core Banks; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1965,West Pascagoula River-Pascagoula River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1958,Pass Marianne-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1957,West Pascagoula River-Pascagoula River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-R058,Masonboro Inlet-Mason Inlet; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2423,Stono River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1109,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1118,Suisun Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1123,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1127,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1133,San Pablo Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1140,Suisun Bay; California,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1207,Rehoboth Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1223,Indian River Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1239,Rooker Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1248,Tolomato River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1249,Upper Florida Keys; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1256,Goose Creek-Dickerson Bay Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1263,Rocky Creek-Bumblebee Creek Frontal; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1777,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1381,Crooked River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1384,South Newport River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1385,Ossabaw Sound-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1388,Medway River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1389,Wilmington River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1392,Sapelo River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1393,Crooked River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1395,Sapelo River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1396,Ossabaw Sound-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1397,Crooked River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1400,Sapelo River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1401,Wilmington River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1404,Medway River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1408,Medway River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1409,Lower St. Marys River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1411,North Newport River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1412,Wilmington River-Atlantic Ocean; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1670,Intracoastal Waterway-Frontal Calcasieu Lake; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1675,Bayou Terre Aux Boeufs-Frontal Breton Sound; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1678,Intracoastal Waterway-Frontal Calcasieu Lake; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1680,Weeks Bayou-Frontal Vermilion Bay; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1691,Black Lake Bayou-Starks North Canal; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1694,Bayou Pointe Au Chien-Frontal Timbalier Bay; Lower Mississippi,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1703,Bayou Des Allemands-Lake Salvador; Lower Mississippi,NA,NA,NA,NA,palustrine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1773,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1778,Upper Chincoteague Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1788,Marumsco Creek-Pocomoke Sound; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1789,Little Choptank River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1798,Upper Tangier Sound; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1801,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1810,Wicomico River; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1816,Upper Chincoteague Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1817,Honga River-Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1819,Honga River-Chesapeake Bay; Mid Atlantic,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1832,Sheepscot River; New England,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1966,Pass Marianne-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1969,Biloxi Bay-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1970,West Pascagoula River-Pascagoula River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1973,Ship Island Pass-Mississippi Sound; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1977,West Pascagoula River-Pascagoula River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1978,Back Bay of Biloxi-Biloxi Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-1993,West Pascagoula River-Pascagoula River; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,emergent,field observation,NA,NA,NA,NA
Nahlik_and_Fennessy_2016,NWCA11-2033,Lake Mattamuskeet-Rose Bay; South Atlantic Gulf,NA,NA,NA,NA,estuarine,field observation,NA,forested to shrub,field observation,NA,NA,NA,NA
