study_id,site_id,site_description,site_latitude_max,site_latitude_min,site_longitude_max,site_longitude_min,salinity_class,salinity_method,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes
Sanborn_and_Coxson_2020,BC17-09,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, FesRub, GlaMar, HorBra, PlaMac, PlaMar, SciMic, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-10,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,CarLyn,low,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-11,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"AngLuc, PotAns, CarLyn, LigHul, MaiDil, OenSar, SciMic, SymSub",high,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-12,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, PlaMar, SteHum, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-13,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,CarLyn,low,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-14,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,CarLyn,low,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-15,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, PlaMar, SteHum, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-16,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"AngLuc, PotAns, CarLyn, ConGme, GalTri, LatPal, OenSar, SymSub, TriArc",high,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-17,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"AngLuc, PotAns, BroPac, CarLyn, CarPlu, DesCes, FesRub, GlaMar, HorBra, LigHul, MaiDil, OenSar, PlaMac, SymSub, TriMar",high,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-18,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, GlaMar, PlaMar, SteHum, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-19,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,CarLyn,low,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-20,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"AngLuc, PotAns, CarLyn, CarPlu, DesCes, FesRub, GalTri, HorBra, LatPal, LigHul, OenSar, PlaMac, RumOcc, SymSub, TriMar",high,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-21,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"AchMill, AngLuc, PotAns, BroPac, CarLyn, CarPlu, ConGme, DesCes, FesRub, HorBra, LatPal, LigHul, LupNoo, MaiDil, OenSar, PlaMac, RumOcc, SymSub, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-22,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"AngLuc, PotAns, CarLyn, CarPlu, HorBra, LatPal, LigHul, OenSar, PlaMar, RumOcc, SciMic, SteHum, SymSub, Trimar",high,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-23,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, FesRub, GlaMar, PlaMac, PlaMar, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-24,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, FesRub, GlaMar, LatPal, LupNoo, OenSar, PlaMac, PlaMar, SymSub, TriMar",high,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-25,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, FriCam, GlaMar, SteHum, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-26,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,CarLyn,low,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-27,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"CarLyn, DesCes, Trimar",low,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-28,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"PotAns, CarLyn, DesCes, HorBra, PlaMac, TriMar",mid,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-29,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"AchMill, AngLuc, PotAns, CarLyn, ConGme, DesCes, FriCam, HorBra, LigHul, MaiDil, PlaMac, SymSub, TriMar",high,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-30,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,CarLyn,low,field observation,visual estimate of the tidal zone
Sanborn_and_Coxson_2020,BC17-31,"Skeena Estuary, British Columbia",NA,NA,NA,NA,NA,NA,NA,field observation,"CarLyn, DesCes",low,field observation,visual estimate of the tidal zone
Schile-Beers_and_Megonigal_2017,Al Aryam,NA,24.269955200000002,24.2526848,54.2421301,54.2247289,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,NA,24.45626187701817,24.451982374816527,54.44209644569774,54.43231109732476,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island,NA,24.5200358,24.5188622,54.4713824,54.4692296,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Jubail Island East,NA,24.5045904,24.4972416,54.5332951,54.5318899,NA,NA,NA,NA,NA,NA,NA,NA
Schile-Beers_and_Megonigal_2017,Marawah Island,NA,24.282847800000003,24.280858199999997,53.3140163,53.3131607,NA,NA,NA,NA,NA,NA,NA,NA
Smith_et_al_2015,09WCC01,Rockefeller Wildlife Refuge,29.641306999999998,29.583503,-92.57195999999999,-92.65164,NA,NA,NA,NA,NA,NA,NA,NA
