study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,geomorphic_id,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Marot_et_al_2020,Grand Bay,15CCT02_GB148G,2015,6,2,NA,30.39095,-88.39874,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB151G,2015,6,3,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB152G,2015,5,29,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB158G,2015,6,2,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB159G,2015,5,29,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB161G,2015,6,2,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB162G,2015,5,31,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB163G,2015,5,31,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB165G,2015,5,30,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB170S,2015,5,29,NA,30.37653,-88.39072,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB171S,2015,5,29,NA,30.3766,-88.39073,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB172S,2015,5,29,NA,30.37667,-88.39076,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB173S,2015,6,3,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,oligohaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,15CCT02_GB174S,2015,6,3,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB200G,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB200G_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB200G_3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB230G,2016,5,15,NA,30.38188,-88.41036,NA,other high resolution,NA,-1.081,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB230M,2016,5,15,NA,30.38188,-88.41036,NA,other high resolution,NA,-1.081,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Mississippi,NA,C1,B1,A1,45.5
Marot_et_al_2020,Grand Bay,16CCT03_GB231G,2016,5,15,NA,30.38523,-88.40718,NA,other high resolution,NA,-0.602,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB231M,2016,5,15,NA,30.38523,-88.40718,NA,other high resolution,NA,-0.602,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Mississippi,NA,C1,B1,A1,43
Marot_et_al_2020,Grand Bay,16CCT03_GB232G,2016,5,15,NA,30.37852,-88.40553,NA,other high resolution,NA,-1.126,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB232M,2016,5,15,NA,30.37852,-88.40553,NA,other high resolution,NA,-1.126,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Mississippi,NA,C1,B1,A1,30
Marot_et_al_2020,Grand Bay,16CCT03_GB232M_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,B1,NA,24
Marot_et_al_2020,Grand Bay,16CCT03_GB233G,2016,5,14,NA,30.37274,-88.3903,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB233G_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB233M,2016,5,14,NA,30.37274,-88.3903,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,NA,25.5
Marot_et_al_2020,Grand Bay,16CCT03_GB234G,2016,5,15,NA,30.38269,-88.39236,NA,other high resolution,NA,-0.755,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB234M,2016,5,15,NA,30.38269,-88.39236,NA,other high resolution,NA,-0.755,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,A1,83.5
Marot_et_al_2020,Grand Bay,16CCT03_GB235G,2016,5,14,NA,30.38826,-88.39141,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB235M,2016,5,14,NA,30.38826,-88.39141,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,NA,23
Marot_et_al_2020,Grand Bay,16CCT03_GB236G,2016,5,14,NA,30.39025,-88.37956,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB236M,2016,5,14,NA,30.39025,-88.37956,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,NA,37
Marot_et_al_2020,Grand Bay,16CCT03_GB237G_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB237M,2016,5,14,NA,30.39351,-88.36821,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,NA,30
Marot_et_al_2020,Grand Bay,16CCT03_GB238G,2016,5,14,NA,30.39063,-88.35184,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB238G_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB238M,2016,5,14,NA,30.39063,-88.35184,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,NA,31
Marot_et_al_2020,Grand Bay,16CCT03_GB239G,2016,5,15,NA,30.37759,-88.35566,NA,other high resolution,NA,-2.307,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB239M,2016,5,15,NA,30.37759,-88.35566,NA,other high resolution,NA,-2.307,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,A1,37
Marot_et_al_2020,Grand Bay,16CCT03_GB240G_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB240M,2016,5,15,NA,30.36283,-88.33422,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,NA,22
Marot_et_al_2020,Grand Bay,16CCT03_GB241G_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB242G_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB243G_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB243G_3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB244G,2016,5,16,NA,30.38129,-88.39472,NA,other high resolution,NA,-0.753,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB244M,2016,5,16,NA,30.38129,-88.39472,NA,other high resolution,NA,-0.753,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,A1,28.5
Marot_et_al_2020,Grand Bay,16CCT03_GB245G,2016,5,17,NA,30.38799,-88.41109,NA,other high resolution,NA,-2.439,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB245M,2016,5,17,NA,30.38799,-88.41109,NA,other high resolution,NA,-2.439,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Mississippi,NA,C1,B1,A1,26
Marot_et_al_2020,Grand Bay,16CCT03_GB250G,2016,5,15,NA,30.38371,-88.4054,NA,other high resolution,NA,-0.912,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB250V,2016,5,15,NA,30.38371,-88.4054,NA,other high resolution,NA,-0.912,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Mississippi,NA,C1,B1,A1,219
Marot_et_al_2020,Grand Bay,16CCT03_GB251G,2016,5,15,NA,30.37629,-88.40206,NA,other high resolution,NA,-1.376,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB252G,2016,5,15,NA,30.37374,-88.39156,NA,other high resolution,NA,-1.942,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB253G,2016,5,16,NA,30.38793,-88.39883,NA,other high resolution,NA,-0.886,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB254G_3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB254G_4,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB254M,2016,5,16,NA,30.38192,-88.3938,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,NA,42
Marot_et_al_2020,Grand Bay,16CCT03_GB255V,2016,5,14,NA,30.36433,-88.3752,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,C1,B1,NA,257
Marot_et_al_2020,Grand Bay,16CCT03_GB256G,2016,5,15,NA,30.35831,-88.37569,NA,other high resolution,NA,-2.381,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB256G_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB256V,2016,5,15,NA,30.35831,-88.37569,NA,other high resolution,NA,-2.381,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,NA,B1,NA,374
Marot_et_al_2020,Grand Bay,16CCT03_GB258G,2016,5,15,NA,30.38756,-88.38553,NA,other high resolution,NA,-0.855,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB260G,2016,5,16,NA,30.39227,-88.3698,NA,other high resolution,NA,-0.901,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB260V,2016,5,16,NA,30.39227,-88.3698,NA,other high resolution,NA,-0.901,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,NA,B1,NA,210
Marot_et_al_2020,Grand Bay,16CCT03_GB263G,2016,5,17,NA,30.39254,-88.34825,NA,other high resolution,NA,-1.377,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB265G,2016,5,17,NA,30.39804,-88.3382,NA,other high resolution,NA,-1.795,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Alabama,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB265G_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB265V,2016,5,17,NA,30.39804,-88.3382,NA,other high resolution,NA,-1.795,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Alabama,NA,NA,B1,NA,253
Marot_et_al_2020,Grand Bay,16CCT03_GB280S,2016,5,16,NA,30.40987,-88.39823,NA,other high resolution,NA,0.684,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB281S,2016,5,16,NA,30.40946,-88.39816,NA,other high resolution,NA,0.439,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB282S,2016,5,16,NA,30.40958,-88.39722,NA,other high resolution,NA,0.577,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB282S_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB283S,2016,5,16,NA,30.40914,-88.39896,NA,other high resolution,NA,0.408,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB284S,2016,5,16,NA,30.40898,-88.39954,NA,other high resolution,NA,0.363,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB285S,2016,5,16,NA,30.40869,-88.39977,NA,other high resolution,NA,-0.028,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB286S,2016,5,17,NA,30.3834,-88.43258,NA,other high resolution,NA,0.248,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB287S,2016,5,17,NA,30.38354,-88.43264,NA,other high resolution,NA,0.333,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB288S,2016,5,17,NA,30.38382,-88.43282,NA,other high resolution,NA,0.344,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB289S,2016,5,17,NA,30.38428,-88.43298,NA,other high resolution,NA,0.364,"NAVD88",0.014,other high resolution,NA,mesohaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB289S_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT03_GB34M,2016,5,17,NA,30.36067,-88.41555,NA,other high resolution,NA,0.283,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C1,B1,A1,26.5
Marot_et_al_2020,Grand Bay,16CCT03_GB34S,2016,5,17,NA,30.36067,-88.41555,NA,other high resolution,NA,0.283,"NAVD88",0.014,other high resolution,NA,polyhaline,measurement,NA,NA,NA,NA,NA,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Mississippi,marsh,C2,B1,A1,1
Marot_et_al_2020,Grand Bay,16CCT04_GB300G,2016,8,3,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT04_GB301G,2016,8,3,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
Marot_et_al_2020,Grand Bay,16CCT04_GB302G,2016,8,3,NA,NA,NA,NA,other high resolution,NA,NA,"NAVD88",0.014,other high resolution,NA,NA,measurement,NA,NA,NA,NA,low,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,1
