study_id,bibliography_id,publication_type,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,issn,eprint,article-number
Keshta_et_al_2020,Keshta_et_al_2017_article,associated source,PhdThesis,"HYDROLOGY, SOIL REDOX, AND PORE-WATER IRON REGULATE CARBON CYCLING IN NATURAL AND RESTORED TIDAL FRESHWATER WETLANDS IN THE CHESAPEAKE BAY, MARYLAND, USA",Amr E. Keshta and Stephanie A. Yarwood and Andrew H. Baldwin,University of Maryland,10.13016/M2S756M71,https://drum.lib.umd.edu/handle/1903/20335,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keshta_et_al_2020,Keshta_et_al_2021_article,associated source,Article,A new in situ method showed greater persistence of{\hspace{0.167em}}added soil organic matter in natural than restored{\hspace{0.167em}}wetlands,Amr E. Keshta and Stephanie A. Yarwood and Andrew H. Baldwin,NA,10.1111/rec.13437,https://doi.org/10.1111/rec.13437,2021,jul,Wiley,NA,NA,NA,Restoration Ecology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kemp_et_al_2020,Kemp_et_al_2012_article,associated source,Article,Use of lead isotopes for developing chronologies in recent salt-marsh sediments,Andrew C. Kemp and Christopher K. Sommerfield and Christopher H. Vane and Benjamin P. Horton and Simon Chenery and Shimon Anisfeld and Daria Nikitina,NA,10.1016/j.quageo.2012.05.004,https://doi.org/10.1016/j.quageo.2012.05.004,2012,oct,Elsevier {BV},12,NA,40--49,Quaternary Geochronology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kemp_et_al_2020,Kemp_et_al_2020_data,primary dataset,Misc,Dataset: Use of lead isotopes for developing chronologies in recent salt-marsh sediments,Andrew C. Kemp and Christopher K. Sommerfield and Christopher H. Vane and Benjamin P. Horton and Simon Chenery and Shimon Anisfeld and Daria Nikitina,NA,10.25573/serc.11569419,NA,2020,NA,The Smithsonian Institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Kauffman_et_al_2020_data,primary dataset,Misc,"Dataset: Carbon stocks in seagrass meadows, emergent marshes, and forested tidal swamps of the Pacific Northwest",{J. Boone Kauffman} and Leila Giovannoni and James Kelly and Nicholas Dunstan and Amy Borde and {Heida Diefenderfer} and Craig Cornu and Christopher Janousek and Jude Apple and Laura Brophy,NA,10.25573/serc.12640172,https://smithsonian.figshare.com/articles/dataset/Dataset_Carbon_stocks_in_seagrass_meadows_emergent_marshes_and_forested_tidal_swamps_of_the_Pacific_Northwest/12640172,2020,aug,The Smithsonian Institution,NA,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,NA,NA,NA
Kauffman_et_al_2020,Kauffman_et_al_2020_article,associated source,Article,"Total ecosystem carbon stocks at the marine-terrestrial interface: Blue carbon of the Pacific Northwest Coast, United States",J. Boone Kauffman and Leila Giovannoni and James Kelly and Nicholas Dunstan and Amy Borde and Heida Diefenderfer and Craig Cornu and Christopher Janousek and Jude Apple and Laura Brophy,NA,10.1111/gcb.15248,https://doi.org/10.1111/gcb.15248,2020,aug,Wiley,NA,NA,NA,Global Change Biology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnson_et_al_2007,Johnson_et_al_2007_article,associated source,Article,"Middle to late Holocene fluctuations of C3 and C4 vegetation in a Northern New England Salt Marsh, Sprague Marsh, Phippsburg Maine",Beverly J. Johnson and Karen A. Moore and Charlotte Lehmann and Curtis Bohlen and Thomas A. Brown,NA,10.1016/j.orggeochem.2006.06.006,https://doi.org/10.1016/j.orggeochem.2006.06.006,2007,mar,Elsevier {BV},38,3,394--403,Organic Geochemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nuttle_1996,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hill_and_Anisfeld_2015,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cochran_et_al_1998,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noe_et_al_2013,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRMS_Database,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake_et_al_2015,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elsey_Quirk_et_al_2011,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kulawardhana_et_al_2015,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merrill_1999,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neubauer_2002,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyman_et_al_1993,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orson_1990,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pastore_et_al_2017,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piazza_et_al_2011,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Windham_Meyers_et_al_2010,Holmquist_et_al_2018_synthesis,synthesis dataset,Misc,Accuracy and Precision of Tidal Wetland Soil Carbon Mapping in the Conterminous United States: Public Soil Carbon Data Release,James R. Holmquist and Lisamarie Windham-Myers and Norman Bliss and Stephen Crooks and James T. Morris and J. Patrick Megonigal and Tiffany Troxler and Donald Weller and John Callaway and Judith Drexler and Matthew C. Ferner and Meagan E. Gonneea and Kevin D. Kroeger and Lisa Schile-Beers and Isa Woo and Kevin Buffington and Brandon M. Boyd and Joshua Breithaupt and Lauren N. Brown and Nicole Dix and Lyndie Hice and Benjamin P. Horton and Glen M. MacDonald and Ryan P. Moyer and William Reay and Timothy Shaw and Erik Smith and Joseph M. Smoak and Christopher Sommerfield and Karen Thorne and David Velinsky and Elizabeth Watson and Kristen {Wilson Grimes} and Mark Woodrey,NA,10.25572/ccrcn/10088/35684,https://repository.si.edu/handle/10088/35684,2018,NA,Smithsonian Research Online,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cochran_et_al_1998,Cochran_et_al_1998_article,synthesis source,Article,"Atmospheric Deposition of Metals to Coastal Waters (Long Island Sound, New York U.S.A.): Evidence from Saltmarsh Deposits",J.K. Cochran and D.J. Hirschberg and J. Wang and C. Dere,NA,10.1006/ecss.1997.0299,https://doi.org/10.1006/ecss.1997.0299,1998,apr,Elsevier {BV},46,4,503--522,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA
Neubauer_2002,Neubauer_2002_article,synthesis source,Article,Sediment Deposition and Accretion in a Mid-Atlantic (U.S.A.) Tidal Freshwater Marsh,S.C. Neubauer and I.C. Anderson and J.A. Constantine and S.A. Kuehl,NA,10.1006/ecss.2001.0854,https://doi.org/10.1006/ecss.2001.0854,2002,apr,Elsevier {BV},54,4,713--727,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake_et_al_2015,Drake_et_al_2015_article,synthesis source,Article,Carbon Sequestration in Tidal Salt Marshes of the Northeast United States,Katherine Drake and Holly Halifax and Susan C. Adamowicz and Christopher Craft,NA,10.1007/s00267-015-0568-z,https://doi.org/10.1007/s00267-015-0568-z,2015,jun,Springer Science and Business Media {LLC},56,4,998--1008,Environmental Management,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noe_et_al_2013,Noe_et_al_2013_article,synthesis source,Article,The effect of increasing salinity and forest mortality on soil nitrogen and phosphorus mineralization in tidal freshwater forested wetlands,Gregory B. Noe and Ken W. Krauss and B. Graeme Lockaby and William H. Conner and Cliff R. Hupp,NA,10.1007/s10533-012-9805-1,https://doi.org/10.1007/s10533-012-9805-1,2012,nov,Springer Science and Business Media {LLC},114,NA,225--244,Biogeochemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pastore_et_al_2017,Pastore_et_al_2017_article,synthesis source,Article,Elevated {CO}2 and nitrogen addition accelerate net carbon gain in a brackish marsh,Melissa A. Pastore and J. Patrick Megonigal and J. Adam Langley,NA,10.1007/s10533-017-0312-2,https://doi.org/10.1007/s10533-017-0312-2,2017,mar,Springer Science and Business Media {LLC},133,1,73--87,Biogeochemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radabaugh_et_al_2018,Radabaugh_et_al_2018_article,synthesis source,Article,"Coastal Blue Carbon Assessment of Mangroves, Salt Marshes, and Salt Barrens in Tampa Bay, Florida, {USA}",Kara R. Radabaugh and Ryan P. Moyer and Amanda R. Chappel and Christina E. Powell and Ioana Bociu and Barbara C. Clark and Joseph M. Smoak,NA,10.1007/s12237-017-0362-7,https://doi.org/10.1007/s12237-017-0362-7,2017,dec,Springer Science and Business Media {LLC},41,5,1496--1510,Estuaries and Coasts,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elsey_Quirk_et_al_2011,Elsey_Quirk_et_al_2011_article,synthesis source,Article,"Salt Marsh Carbon Pool Distribution in a Mid-Atlantic Lagoon, {USA}: Sea Level Rise Implications",Tracy Elsey-Quirk and Denise M. Seliskar and Christopher K. Sommerfield and John L. Gallagher,NA,10.1007/s13157-010-0139-2,https://doi.org/10.1007/s13157-010-0139-2,2011,feb,Springer Science and Business Media {LLC},31,1,87--99,Wetlands,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kulawardhana_et_al_2015,Kulawardhana_et_al_2015_article,synthesis source,Article,"The role of elevation, relative sea-level history and vegetation transition in determining carbon distribution in Spartina alterniflora dominated salt marshes",Ranjani W. Kulawardhana and Rusty A. Feagin and Sorin C. Popescu and Thomas W. Boutton and Kevin M. Yeager and Thomas S. Bianchi,NA,10.1016/j.ecss.2014.12.032,https://doi.org/10.1016/j.ecss.2014.12.032,2015,mar,Elsevier {BV},154,NA,48--57,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA
Hill_and_Anisfeld_2015,Hill_and_Anisfeld_2015_article,synthesis source,Article,Coastal wetland response to sea level rise in Connecticut and New York,Troy D. Hill and Shimon C. Anisfeld,NA,10.1016/j.ecss.2015.06.004,https://doi.org/10.1016/j.ecss.2015.06.004,2015,sep,Elsevier {BV},163,NA,185--193,"Estuarine, Coastal and Shelf Science",NA,NA,NA,NA,NA,NA,NA,NA,NA
Breithaupt_et_al_2017,Breithaupt_et_al_2017_article,synthesis source,Article,Partitioning the relative contributions of organic matter and mineral sediment to accretion rates in carbonate platform mangrove soils,Joshua L. Breithaupt and Joseph M. Smoak and Victor H. Rivera-Monroy and Edward Castañeda-Moya and Ryan P. Moyer and Marc Simard and Christian J. Sanders,NA,10.1016/j.margeo.2017.07.002,https://doi.org/10.1016/j.margeo.2017.07.002,2017,aug,Elsevier {BV},390,NA,170--180,Marine Geology,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orson_1990,Orson_1990_article,synthesis source,Article,Rates of Sediment Accumulation in a Tidal Freshwater Marsh,Robert L. Sim {Richard A. Orson (2)},NA,10.1306/d4267631-2b26-11d7-8648000102c1865d,https://doi.org/10.1306/d4267631-2b26-11d7-8648000102c1865d,1990,NA,Society for Sedimentary Geology,NA,NA,NA,{SEPM} Journal of Sedimentary Research,NA,NA,NA,NA,NA,NA,NA,NA,NA
Windham_Meyers_et_al_2010,Windham_Meyers_et_al_2010_misc,synthesis source,Misc,"Biogeochemical processes in an urban, restored wetland of San Francisco Bay, California, 2007-2009$\mathsemicolon$ methods and data for plant, sediment and water parameters",Lisamarie Windham-Myers and Mark C. Marvin-DiPasquale and Jennifer L. Agee and Le H. Kieu and Evangelos Kakouros and Li H. Erikson and Kristen Ward,NA,10.3133/ofr20101299,https://doi.org/10.3133/ofr20101299,2010,NA,{US} Geological Survey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piazza_et_al_2011,Piazza_et_al_2011_misc,synthesis source,Misc,Geomorphic and ecological effects of Hurricanes Katrina and Rita on coastal Louisiana marsh communities,Sarai C. Piazza and Gregory D. Steyer and Kari F. Cretini and Charles E. Sasser and Jenneke M. Visser and Guerry O. Holm and Leigh A. Sharp and D. Elaine Evers and John R. Meriwether,NA,10.3133/ofr20111094,https://doi.org/10.3133/ofr20111094,2011,NA,{US} Geological Survey,NA,NA,i--126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
