study_id,core_id,country,core_latitude,core_longitude,latitude_precision,longitude_precision,core_elevation,salinity_code,vegetation_code,inundation_class,core_length_flag,depth_min,depth_max,Holocene_RSLR,carbon_stock (Mg ha-1),corrected_carbon_stock_using_estimated_conversion_factor (Mg ha-1),carbon_stock_final  (Mg ha-1)?,Included_in_previous_compilations?
Bouillon and Boschker (2006),"Gazi Bay, Kenya-4",Kenya,-4.3667,39.5,4,1,NA,NA,NA,fringe,0.1,0,0.1,III~V,116.9503605,,116.950361,Yes
Bouillon and Boschker (2006),"Gazi Bay, Kenya-5",Kenya,-4.3667,39.5,4,1,NA,NA,NA,fringe,0.1,0,0.1,III~V,174.0078302,,174.00783,Yes
Bouillon and Boschker (2006),"Gazi Bay, Kenya-6",Kenya,-4.3667,39.5,4,1,NA,NA,NA,fringe,0.1,0,0.1,III~V,443.650122,,443.650122,Yes
Bouillon and Boschker (2006),"Gazi Bay, Kenya-7",Kenya,-4.3667,39.5,4,1,NA,NA,NA,fringe,0.1,0,0.1,III~V,220.8677687,,220.867769,Yes
Bouillon and Boschker (2006),"Gazi Bay, Kenya-8",Kenya,-4.3667,39.5,4,1,NA,NA,NA,fringe,0.1,0,0.1,III~V,183.1303859,,183.130386,Yes
Bouillon and Boschker (2006),"Gazi Bay, Kenya-9",Kenya,-4.3667,39.5,4,1,NA,NA,NA,fringe,0.1,0,0.1,III~V,227.1105758,,227.110576,Yes
Bouillon and Boschker (2006),Tana Delta-1,Kenya,-2.5,40.5,1,1,NA,NA,NA,fringe,0.1,0,0.1,III~V,128.0988504,,128.09885,Yes
Bouillon and Boschker (2006),Tana Delta-2,Kenya,-2.5,40.5,1,1,NA,NA,NA,fringe,0.1,0,0.1,III~V,132.4022869,,132.402287,Yes
Bouillon and Boschker (2006),Tana Delta-3,Kenya,-2.5,40.5,1,1,NA,NA,NA,fringe,0.04,0,0.04,III~V,134.7649032,,134.764903,Yes
Bouillon and Boschker (2006),Tana estuary,Kenya,-2.5,40.5,1,1,NA,NA,NA,riverine,0.1,0,0.1,III~V,189.3308248,,189.330825,Yes
Hemminga et al. (1994),Hemminga-Cer,Kenya,-4.4167,39.5,4,1,NA,NA,NA,fringe,NA,0,NA,III~V,162.0355216,,162.035522,Yes
Hemminga et al. (1994),Hemminga-Rhizo,Kenya,-4.4167,39.5,4,1,NA,NA,NA,fringe,NA,0,NA,III~V,468.71,,468.71,Yes
Middelburg et al. (1996),B,Kenya,-4.4167,39.5,4,1,NA,NA,NA,riverine,0.4,0,0.4,III~V,261.0529258,,241.2432509,Yes
Middelburg et al. (1996),C,Kenya,-4.4167,39.5,4,1,NA,NA,NA,riverine,0.4,0,0.4,III~V,299.3604508,,282.7437094,Yes
Middelburg et al. (1996),I,Kenya,-4.4167,39.5,4,1,NA,NA,NA,fringe,0.4,0,0.4,III~V,81.01723007,,78.04841408,Yes
Middelburg et al. (1996),II,Kenya,-4.4167,39.5,4,1,NA,NA,NA,fringe,0.4,0,0.4,III~V,103.7685716,,105.9197987,Yes
Middelburg et al. (1996),III,Kenya,-4.4167,39.5,4,1,NA,NA,NA,fringe,0.4,0,0.4,III~V,78.67571898,,76.69453064,Yes
Middelburg et al. (1996),IV,Kenya,-4.4167,39.5,4,1,NA,NA,NA,fringe,0.4,0,0.4,III~V,152.27292,,105.6568532,Yes
Middelburg et al. (1996),J,Kenya,-4.4167,39.5,4,1,NA,NA,NA,interior,0.4,0,0.4,III~V,239.4175587,,237.594773,Yes
Middelburg et al. (1996),K,Kenya,-4.4167,39.5,4,1,NA,NA,NA,riverine,0.4,0,0.4,III~V,341.0176842,,342.1108687,Yes
Middelburg et al. (1996),L,Kenya,-4.4167,39.5,4,1,NA,NA,NA,interior,0.4,0,0.4,III~V,416.2648217,,375.5678443,Yes
Middelburg et al. (1996),middleburge-A,Kenya,-4.4167,39.5,4,1,NA,NA,NA,riverine,0.4,0,0.4,III~V,294.4705644,,297.9763316,Yes
Middelburg et al. (1996),M-Middleburg,Kenya,-4.4167,39.5,4,1,NA,NA,NA,riverine,0.4,0,0.4,III~V,306.8293088,,273.7506173,Yes
Middelburg et al. (1996),R,Kenya,-4.4167,39.5,4,1,NA,NA,forested,riverine,0.4,0,0.4,III~V,453.0595835,,454.0845115,Yes
Middelburg et al. (1996),S,Kenya,-4.4167,39.5,4,1,NA,NA,scrub shrub,basin,0.4,0,0.4,III~V,115.3261998,,103.6354046,Yes
Middelburg et al. (1996),V,Kenya,-4.4167,39.5,4,1,NA,NA,NA,riverine,0.4,0,0.4,III~V,168.1729407,,152.4412788,Yes
Middelburg et al. (1996),VI,Kenya,-4.4167,39.5,4,1,NA,NA,NA,riverine,0.4,0,0.4,III~V,208.4487897,,175.1304593,Yes
Middelburg et al. (1996),X,Kenya,-4.4167,39.5,4,1,NA,NA,NA,riverine,0.4,0,0.4,III~V,266.9,,272.399683,Yes
Gress et al. (2016),Gress-Rhizo-Gazi,Kenya,-4.43123,39.50346,5,5,NA,NA,NA,fringe,3,0,3,III~V,1526.045,,1526.045,Yes
Gress et al. (2016),Gress-Rhizo-Vanga,Kenya,-4.65948,39.21847,5,5,NA,NA,NA,fringe,3,0,3,III~V,1382.6118,,1382.6118,Yes
Gress et al. (2016),Gress-Rhizo/mix-Gazi,Kenya,-4.43123,39.50346,5,5,NA,NA,NA,fringe,3,0,3,III~V,1129.956,,1129.956,Yes
Gress et al. (2016),Gress-Rhizo/mix-Vanga,Kenya,-4.65948,39.21847,5,5,NA,NA,NA,fringe,3,0,3,III~V,1255.3712,,1255.3712,Yes
Gress et al. (2016),Gress-avi-Gazi,Kenya,-4.43123,39.50346,5,5,NA,NA,NA,fringe,3,0,3,III~V,1373.0435,,1373.0435,Yes
Gress et al. (2016),Gress-avi-Vanga,Kenya,-4.65948,39.21847,5,5,NA,NA,NA,fringe,3,0,3,III~V,1359.321,,1359.321,Yes
Gress et al. (2016),Gress-avi/mix-Gazi,Kenya,-4.43123,39.50346,5,5,NA,NA,NA,fringe,3,0,3,III~V,768.0319,,768.0319,Yes
Gress et al. (2016),Gress-avi/mix-Vanga,Kenya,-4.65948,39.21847,5,5,NA,NA,NA,fringe,3,0,3,III~V,1342.8873,,1342.8873,Yes
Gress et al. (2016),Gress-ceri-Gazi,Kenya,-4.43123,39.50346,5,5,NA,NA,NA,fringe,3,0,3,III~V,1023.8106,,1023.8106,Yes
Gress et al. (2016),Gress-ceri-Vanga,Kenya,-4.65948,39.21847,5,5,NA,NA,NA,fringe,3,0,3,III~V,949.9628,,949.9628,Yes
Jones et al. (2014),closed canopy,Madagascar,-13.4333,48.5,4,1,NA,NA,forested,fringe,1.5,0,1.5,III~V,304,,304,Yes
Jones et al. (2014),Open canopy I,Madagascar,-13.4333,48.5,4,1,NA,NA,forested to shrub,fringe,1.5,0,1.5,III~V,231.3,,231.3,Yes
Jones et al. (2014),Open canopy II,Madagascar,-13.4333,48.5,4,1,NA,NA,scrub shrub,dwarf,1.5,0,1.5,III~V,166.63,,166.63,Yes
Ralison et al. (2008),Betsiboka 1,Madagascar,-15.0833,46.3,4,1,NA,NA,NA,NA,0.1,0,0.1,III~V,116.2055616,,116.205562,Yes
Ralison et al. (2008),Betsiboka 2,Madagascar,-15.0833,46.3,4,1,NA,NA,NA,NA,0.1,0,0.1,III~V,118.789243,,118.789243,Yes
Ralison et al. (2008),Betsiboka 3,Madagascar,-15.0833,46.3,4,1,NA,NA,NA,NA,0.1,0,0.1,III~V,114.2268199,,114.22682,Yes
Ralison et al. (2008),Betsiboka 4,Madagascar,-15.0833,46.3,4,1,NA,NA,NA,NA,0.1,0,0.1,III~V,114.8904429,,114.890443,Yes
Alongi et al. (2004),M18,Malaysia,4.8507,100.6287,4,4,NA,NA,forested to shrub,fringe,1,0,1,III~V,336.07,,336.07,Yes
Alongi et al. (2004),MVR,Malaysia,4.8595,100.6155,4,4,NA,NA,forested,fringe,1,0,1,III~V,453.58,,453.58,Yes
Alongi et al. (2004),Stn5,Malaysia,4.8378,100.617,4,3,NA,NA,scrub shrub,fringe,1,0,1,III~V,229.44,,229.44,Yes
Arianto et al. (2015),Arianto-1,Malaysia,4.9333,115.2333,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,202.8200997,135.7173042,135.7173042,Yes
Arianto et al. (2015),Arianto-2,Malaysia,4.9333,115.2333,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,232.8934898,158.4481394,158.4481394,Yes
Arianto et al. (2015),Arianto-3,Malaysia,4.9333,115.2333,4,4,NA,NA,scrub shrub,dwarf,0.4,0,0.4,III~V,246.7665753,169.0563964,169.0563964,Yes
Arianto et al. (2015),Arianto-4,Malaysia,4.9333,115.2333,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,183.840396,121.5751387,121.5751387,Yes
Arianto et al. (2015),Arianto-5,Malaysia,4.9333,115.2333,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,187.0155709,123.9293046,123.9293046,Yes
Arianto et al. (2015),Arianto-6,Malaysia,4.9333,115.2333,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,303.0684997,212.8122427,212.8122427,Yes
Arianto et al. (2015),Arianto-7,Malaysia,4.9333,115.2333,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,261.5086003,180.4077569,180.4077569,Yes
Arianto et al. (2015),Arianto-8,Malaysia,4.9333,115.2333,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,162.9494553,106.2111659,106.2111659,Yes
Arianto et al. (2015),Arianto-9,Malaysia,4.9333,115.2333,4,4,NA,NA,NA,NA,0.4,0,0.4,III~V,178.1382773,117.359711,117.359711,Yes
Pazi et al. (2016),Mustapha-Plot1,Malaysia,4.867,155.2328,3,4,NA,NA,NA,NA,0.4,0,0.4,III~V,162.4,,162.4,Yes
Pazi et al. (2016),Mustapha-Plot2,Malaysia,4.867,155.2328,3,4,NA,NA,NA,NA,0.4,0,0.4,III~V,180.8,,180.8,Yes
Pazi et al. (2016),Mustapha-Plot3,Malaysia,4.867,155.2328,3,4,NA,NA,NA,NA,0.4,0,0.4,III~V,200.6,,200.6,Yes
Pazi et al. (2016),Mustapha-Plot4,Malaysia,4.867,155.2328,3,4,NA,NA,NA,NA,0.4,0,0.4,III~V,259.7,,259.7,Yes
Pazi et al. (2016),Mustapha-Plot5,Malaysia,4.867,155.2328,3,4,NA,NA,NA,NA,0.4,0,0.4,III~V,187.1,,187.1,Yes
Pazi et al. (2016),Mustapha-Plot6,Malaysia,4.867,155.2328,3,4,NA,NA,NA,NA,0.4,0,0.4,III~V,186,,186,Yes
Ashton & Macintosh (2002),Ash-1,Malaysia,1.8,109.7833,1,4,NA,NA,forested,riverine,0.05,0,0.05,III~V,210.1826447,,210.182645,Yes
Ashton & Macintosh (2002),Ash-2,Malaysia,1.8,109.7833,1,4,NA,NA,forested,riverine,0.05,0,0.05,III~V,238.4894156,,238.489416,Yes
Ashton & Macintosh (2002),Ash-3,Malaysia,1.8,109.7833,1,4,NA,NA,forested,riverine,0.05,0,0.05,III~V,243.8870033,,243.887003,Yes
Ashton & Macintosh (2002),Ash-4,Malaysia,1.8,109.7833,1,4,NA,NA,forested,riverine,0.05,0,0.05,III~V,277.7634833,,277.763483,Yes
Ashton & Macintosh (2002),Ash-5,Malaysia,1.8,109.7833,1,4,NA,NA,forested,riverine,0.05,0,0.05,III~V,277.3963319,,277.396332,Yes
Ashton & Macintosh (2002),Ash-6,Malaysia,1.8,109.7833,1,4,NA,NA,forested,riverine,0.05,0,0.05,III~V,271.4830727,,271.483073,Yes
Ashton & Macintosh (2002),Ash-7,Malaysia,1.8,109.7833,1,4,NA,NA,forested,riverine,0.05,0,0.05,III~V,230.7220989,,230.722099,Yes
Ashton & Macintosh (2002),Ash-8,Malaysia,1.8,109.7833,1,4,NA,NA,forested,riverine,0.05,0,0.05,III~V,262.953123,,262.953123,Yes
Ashton & Macintosh (2002),Ash-9,Malaysia,1.8,109.7833,1,4,NA,NA,forested,riverine,0.05,0,0.05,III~V,235.9775945,,235.977595,Yes
Hemati et al. (2015),KSNP-DRY,Malaysia,3.3333,101.2333,4,4,NA,NA,forested to shrub,interior,0.3,0,0.3,III~V,1526.91282,,1526.91282,Yes
Hemati et al. (2015),KSNP-INTER,Malaysia,3.3333,101.2333,4,4,NA,NA,forested to shrub,interior,0.3,0,0.3,III~V,1144.361358,,1144.36136,Yes
Hemati et al. (2015),KSNP-WET,Malaysia,3.3333,101.2333,4,4,NA,NA,forested to shrub,interior,0.3,0,0.3,III~V,801.9445822,,801.944582,Yes
Hemati et al. (2015),SHD-DRY,Malaysia,3.6666,100.9666,4,4,NA,NA,forested,fringe,0.3,0,0.3,III~V,1407.253671,,1407.25367,Yes
Hemati et al. (2015),SHD-INTER,Malaysia,3.6666,100.9666,4,4,NA,NA,forested,fringe,0.3,0,0.3,III~V,1402.458113,,1402.45811,Yes
Hemati et al. (2015),SHD-WET,Malaysia,3.6666,100.9666,4,4,NA,NA,forested,fringe,0.3,0,0.3,III~V,1204.170146,,1204.17015,Yes
Hossain (2014),Hossain 1,Malaysia,3.3396,101.2446,4,4,NA,NA,NA,fringe,1,0,1,III~V,488.04,,488.04,Yes
Rambok et al. (2010),AALL,Malaysia,4.9333,115.2333,4,4,NA,NA,NA,NA,0.3,0,0.3,III~V,338.1563674,197.58,197.58,Yes
Rambok et al. (2010),WSSM,Malaysia,3.9833,113.7333,4,4,NA,NA,NA,NA,0.3,0,0.3,III~V,383.0294071,227.62,227.62,Yes
Adame et al. (2013),Cayo Culebra,Mexico,19.6957,-87.47,4,2,NA,mixoeuhaline,forested to shrub,fringe/riverine,1,0,1,III~V,508,,508,Yes
Adame et al. (2013),El Playon,Mexico,19.8218,-87.5,4,0,NA,saline,scrub shrub,dwarf,1,0,1,III~V,426,,426,Yes
Adame et al. (2013),Hualaxtoc,Mexico,19.6477,-87.45,4,2,NA,NA,forested to shrub,fringe/riverine,1,0,1,III~V,577,,577,Yes
Adame et al. (2013),Isla Pitaya,Mexico,19.4867,-87.7,4,1,NA,polyhaline,forested to shrub,fringe/riverine,>1,0,>1,III~V,802,,802,Yes
Adame et al. (2013),La Raya,Mexico,19.8408,-87.48,4,2,NA,NA,scrub shrub,dwarf,>0.5,0,>0.5,III~V,286,,286,Yes
Adame et al. (2013),Laguna Negra,Mexico,19.78,-87.48,2,2,NA,saline,scrub shrub,dwarf,1,0,1,III~V,496,,496,Yes
Adame et al. (2013),Xamach,Mexico,19.8612,-87.46,4,2,NA,brine,scrub shrub,dwarf,>1,,>1,III~V,294,,294,Yes
Adame et al. (2015),Esterillo,Mexico,14.7167,-92.4333,4,4,NA,mixoeuhaline,NA,interior,>1,0,>1,III~V,655.19,,655.19,Yes
Adame et al. (2015),Las Palmas,Mexico,14.7167,-92.4333,4,4,NA,polyhaline,forested,fringe,>1,0,>1,III~V,182.8,,182.8,Yes
Adame et al. (2015),Paixtalon,Mexico,14.7167,-92.4333,4,4,NA,NA,forested,interior,>1,0,>1,III~V,470.9,,470.9,Yes
Adame et al. (2015),Panzacola,Mexico,14.7167,-92.4333,4,4,NA,NA,forested,interior,>1,0,>1,III~V,489.2,,489.2,Yes
Adame et al. (2015),Santa Chila,Mexico,14.7167,-92.4333,4,4,NA,mixoeuhaline,forested,interior,>1,0,>1,III~V,415.3,,415.3,Yes
Adame et al. (2015),Teculapa,Mexico,14.7167,-92.4333,4,4,NA,polyhaline,forested,interior,>1,0,>1,III~V,430.5,,430.5,Yes
Adame et al. (2015),Zacapulco,Mexico,14.7167,-92.4333,4,4,NA,mesohaline,NA,fringe,>1,0,>1,III~V,308.98,,308.98,Yes
Giani et al. (1996),1.2Rhizoph,Mexico,24.3333,-110.3333,4,4,NA,polyhaline,NA,fringe,0.3,0,0.3,III~V,304.7,,304.7,Yes
Giani et al. (1996),1.3Avicen,Mexico,24.3333,-110.3333,4,4,NA,mixoeuhaline,NA,interior,0.3,0,0.3,III~V,603,,603,Yes
Giani et al. (1996),2.1Rhizoph,Mexico,24.3333,-110.3333,4,4,NA,mixoeuhaline,NA,fringe,0.2,0,0.2,III~V,464.85,,464.85,Yes
Giani et al. (1996),3.1-Avicen,Mexico,24.3333,-110.3333,4,4,NA,saline,NA,interior,0.2,0,0.2,III~V,641.7,,641.7,Yes
Gonneea et al. (2004),Celestun St. 16,Mexico,20.75,-90.4,2,1,NA,NA,NA,fringe,0.3,0,0.3,III~V,327.63,,327.63,Yes
Gonneea et al. (2004),Celestun St. 6,Mexico,20.833,-90.37,3,2,NA,NA,NA,fringe,0.3,0,0.3,III~V,317.266,,317.266,Yes
Gonneea et al. (2004),Chelem St. 9,Mexico,21.25,-89.75,2,2,NA,NA,scrub shrub,dwarf,0.5,0,0.5,III~V,279.57,,279.57,Yes
Gonneea et al. (2004),Terminos st. 15,Mexico,18.666,-91.78,3,2,NA,NA,NA,fringe,0.3,0,0.3,III~V,216.48,,216.48,Yes
Gonneea et al. (2004),Terminos St. 7,Mexico,18.666,-91.78,3,2,NA,NA,NA,basin,0.3,0,0.3,III~V,432.01,,432.01,Yes
Kauffman et al. (2016),Boca Pedro Este,Mexico,18.6485,-92.4746,4,4,NA,oligohaline,forested,fringe,>1,0,>1,III~V,377.49,,377.49,Yes
Kauffman et al. (2016),Boca Pedro Oeste,Mexico,18.6519,-92.4579,4,4,NA,oligohaline,forested,fringe,>1,0,>1,III~V,491.22,,491.22,Yes
Kauffman et al. (2016),Grijalva,Mexico,18.6056,-92.6848,4,4,NA,mesohaline,forested,fringe,>1,0,>1,III~V,101.2,,101.2,Yes
Kauffman et al. (2016),Manglar Cometa,Mexico,18.4922,-92.4287,4,4,NA,oligohaline,forested,riverine,>1,0,>1,III~V,428.86,,428.86,Yes
Kauffman et al. (2016),Manglar Gallego,Mexico,18.5952,-92.4484,4,4,NA,polyhaline,forested,riverine,>1,0,>1,III~V,382.36,,382.36,Yes
Kauffman et al. (2016),Manglar Vital,Mexico,18.5671,-92.4989,4,4,NA,mesohaline,forested,riverine,>1,0,>1,III~V,355.56,,355.56,Yes
Kauffman et al. (2016),Sabalo,Mexico,18.594,-92.4675,3,4,NA,mesohaline,forested,riverine,>1,0,>1,III~V,423.03,,423.03,Yes
Ramirez-Elias et al. (2014),Dry-black,Mexico,18.6333,-91.7667,4,4,NA,NA,NA,fringe,0.2,0,0.2,III~V,241.4393001,,241.4393,Yes
Ramirez-Elias et al. (2014),Dry-button,Mexico,18.6333,-91.7667,4,4,NA,NA,NA,fringe,0.2,0,0.2,III~V,69.82220566,,69.8222057,Yes
Ramirez-Elias et al. (2014),Dry-Red,Mexico,18.6333,-91.7667,4,4,NA,NA,NA,fringe,0.2,0,0.2,III~V,57.38762106,,57.3876211,Yes
Ramirez-Elias et al. (2014),Dry-white,Mexico,18.6333,-91.7667,4,4,NA,NA,NA,fringe,0.2,0,0.2,III~V,306.802763,,306.802763,Yes
Ramirez-Elias et al. (2014),Rain-black,Mexico,18.6333,-91.7667,4,4,NA,NA,NA,fringe,0.2,0,0.2,III~V,139.7845735,,139.784574,Yes
Ramirez-Elias et al. (2014),Rain-button,Mexico,18.6333,-91.7667,4,4,NA,NA,NA,fringe,0.2,0,0.2,III~V,169.6368364,,169.636836,Yes
Ramirez-Elias et al. (2014),Rain-Red,Mexico,18.6333,-91.7667,4,4,NA,NA,NA,fringe,0.2,0,0.2,III~V,87.64484948,,87.6448495,Yes
Ramirez-Elias et al. (2014),Rain-white,Mexico,18.6333,-91.7667,4,4,NA,NA,NA,fringe,0.2,0,0.2,III~V,323.6963821,,323.696382,Yes
Sitoe et al. (2014),Sitoe-1,Mozambique,-20.1833,34.75,4,2,NA,NA,NA,fringe/riverine,1,0,1,III~V,160,,160,Yes
Stringer et al. (2014),height class 1,Mozambique,-18.8946,36.1252,4,4,NA,NA,forested to shrub,NA,2,0,2,III~V,143.91,,143.91,Yes
Stringer et al. (2014),height class 2,Mozambique,-18.8946,36.1252,4,4,NA,NA,forested,NA,2,0,2,III~V,153.17,,153.17,Yes
Stringer et al. (2014),height class 3,Mozambique,-18.8946,36.1252,4,4,NA,NA,forested,NA,2,0,2,III~V,163.545,,163.545,Yes
Stringer et al. (2014),height class 4,Mozambique,-18.8946,36.1252,4,4,NA,NA,forested,NA,2,0,2,III~V,148.231,,148.231,Yes
Stringer et al. (2014),height class 5,Mozambique,-18.8946,36.1252,4,4,NA,NA,forested,NA,2,0,2,III~V,149.5645,,149.5645,Yes
Leopold et al. (2015),Leopold-Avicennia,New Caledonia,-21.7114,165.8183,4,4,NA,brine,scrub shrub,fringe,NA,0,NA,III~V,474.88,,474.88,Yes
Leopold et al. (2015),Leopold-Rhizophora,New Caledonia,-21.7114,165.8183,4,4,NA,mixoeuhaline,scrub shrub,dwarf,NA,0,NA,III~V,440.96,,440.96,Yes
Marchland et al. (2011),Avi1,New Caledonia,-22.227,166.4945,3,4,NA,NA,NA,fringe,0.5,0,0.5,III~V,300.78,,300.78,Yes
Marchland et al. (2011),Avi-live,New Caledonia,-22.227,166.4945,3,4,NA,NA,NA,fringe,0.5,0,0.5,III~V,393.72,,393.72,Yes
Marchland et al. (2011),Rhizo 1,New Caledonia,-22.227,166.4945,3,4,NA,NA,NA,fringe,0.5,0,0.5,III~V,472.28,,472.28,Yes
Deborde et al. (2015),Marchland-Avicennia,New Caledonia,-21.9,166.0666,1,4,NA,NA,scrub shrub,fringe,0.5,0,0.5,III~V,294.02,,294.02,Yes
Deborde et al. (2015),Marchland-Rhizophora,New Caledonia,-21.9,166.0666,1,4,NA,NA,scrub shrub,fringe,0.5,0,0.5,III~V,427.89,,427.89,Yes
Bulmer et al (2015),Bulmer-combined sites,New Zealand,-36.8482,174.8511,4,4,NA,NA,NA,NA,0.02,0,0.02,III~V,218.7429229,,218.742923,Yes
Lovelock et al. (2010),lovelock-1,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,232.7362077,,232.736208,Yes
Lovelock et al. (2010),lovelock-2,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,167.7960353,,167.796035,Yes
Lovelock et al. (2010),lovelock-3,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,172.3690426,,172.369043,Yes
Lovelock et al. (2010),lovelock-4,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,273.5177628,,273.517763,Yes
Lovelock et al. (2010),lovelock-5,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,236.800458,,236.800458,Yes
Lovelock et al. (2010),lovelock-6,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,232.4013394,,232.401339,Yes
Lovelock et al. (2010),lovelock-7,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,286.099022,,286.099022,Yes
Lovelock et al. (2010),lovelock-8,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,257.2792937,,257.279294,Yes
Lovelock et al. (2010),lovelock-9,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,262.6523494,,262.652349,Yes
Lovelock et al. (2010),lovelock-10,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,271.7525043,,271.752504,Yes
Lovelock et al. (2010),lovelock-11,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,219.3712355,,219.371236,Yes
Lovelock et al. (2010),lovelock-12,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,260.5666704,,260.56667,Yes
Lovelock et al. (2010),lovelock-13,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,218.7921733,,218.792173,Yes
Lovelock et al. (2010),lovelock-14,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,237.3496626,,237.349663,Yes
Lovelock et al. (2010),lovelock-15,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,177.3611028,,177.361103,Yes
Lovelock et al. (2010),lovelock-16,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,232.353886,,232.353886,Yes
Lovelock et al. (2010),lovelock-17,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,223.5978438,,223.597844,Yes
Lovelock et al. (2010),lovelock-18,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,183.6758367,,183.675837,Yes
Lovelock et al. (2010),lovelock-19,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,215.3423807,,215.342381,Yes
Lovelock et al. (2010),lovelock-20,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,173.5782815,,173.578282,Yes
Lovelock et al. (2010),lovelock-21,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,180.4838668,,180.483867,Yes
Lovelock et al. (2010),lovelock-22,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,154.8009246,,154.800925,Yes
Lovelock et al. (2010),lovelock-23,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,159.7256402,,159.72564,Yes
Lovelock et al. (2010),lovelock-24,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,156.6703521,,156.670352,Yes
Lovelock et al. (2010),lovelock-25,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,170.6208607,,170.620861,Yes
Lovelock et al. (2010),lovelock-26,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,dwarf,0.05,0,0.05,III~V,139.8376074,,139.837607,Yes
Lovelock et al. (2010),lovelock-27,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,150.2615018,,150.261502,Yes
Lovelock et al. (2010),lovelock-28,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,152.8962626,,152.896263,Yes
Lovelock et al. (2010),lovelock-29,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,166.3153168,,166.315317,Yes
Lovelock et al. (2010),lovelock-30,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,145.076332,,145.076332,Yes
Lovelock et al. (2010),lovelock-31,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,131.475878,,131.475878,Yes
Lovelock et al. (2010),lovelock-32,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,124.5492614,,124.549261,Yes
Lovelock et al. (2010),lovelock-33,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,116.6011073,,116.601107,Yes
Lovelock et al. (2010),lovelock-34,New Zealand,-37,175.42,0,2,NA,saline to brine,scrub shrub,NA,0.05,0,0.05,III~V,126.7202587,,126.720259,Yes
Woodroffe (1985),"Tuff Crater, New Zealand1",New Zealand,-36.8,174.75,1,2,NA,NA,scrub shrub,dwarf,NA,0,NA,III~V,105.1922961,,105.192296,Yes
