study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Jones_et_al_2016,Jones_16_AAB25,M1002,2012,3,9,NA,-13.5676,48.4837,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB27,M1003,2012,3,9,NA,-13.5268,48.476,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB28,M1004,2012,3,9,NA,-13.5752,48.4478,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Jones_et_al_2016,Jones_16_AAB29,M1005,2012,3,9,NA,-13.5726,48.4589,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB30,M1006,2012,3,9,NA,-13.5779,48.445,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB31,M1007,2012,3,9,NA,-13.5377,48.4868,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB32,M1008,2012,3,9,NA,-13.5404,48.4871,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB33,M1009,2012,3,9,NA,-13.5396,48.4843,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
Jones_et_al_2016,Jones_16_AAB34,M1010,2012,3,9,NA,-13.5262,48.4456,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB35,M1011,2012,3,9,NA,-13.5454,48.451,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Jones_et_al_2016,Jones_16_AAB36,M1012,2012,3,9,NA,-13.5538,48.4589,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB37,M1013,2012,3,9,NA,-13.5429,48.4536,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
Jones_et_al_2016,Jones_16_AAB38,M1014,2012,3,9,NA,-13.5643,48.445,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB39,M1015,2012,3,9,NA,-13.5726,48.445,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB40,M1016,2012,3,9,NA,-13.5698,48.4478,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB41-42,M1017,2012,3,9,NA,-13.5535,48.4452,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB43,M1018,2012,3,9,NA,-13.5535,48.4508,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB44,M1019,2012,3,9,NA,-13.5536,48.4533,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB45,M1020,2012,3,9,NA,-13.5485,48.4786,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB46,M1021,2012,3,9,NA,-13.5486,48.484,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB47,M1022,2012,3,9,NA,-13.5703,48.4797,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB48,M1023,2012,3,9,NA,-13.5564,48.459,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Jones_et_al_2016,Jones_16_AAB49,M1024,2012,3,9,NA,-13.5592,48.4618,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ1,M1025,2012,3,9,NA,-15.4759,47.11321,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ2,M1026,2012,3,9,NA,-15.47385,47.11095,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ3,M1027,2012,3,9,NA,-15.47812,47.10877,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ4,M1028,2012,3,9,NA,-15.47816,47.10429,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ5,M1029,2012,3,9,NA,-15.48466,47.10435,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ6,M1030,2012,3,9,NA,-15.48044,47.09529,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ7,M1031,2012,3,9,NA,-15.46738,47.09747,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ8,M1032,2012,3,9,NA,-15.46512,47.10639,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ9,M1033,2012,3,9,NA,-15.46076,47.10859,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ10,M1034,2012,3,9,NA,-15.43797,47.22014,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ11,M1035,2012,3,9,NA,-15.44011,47.22237,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ12,M1036,2012,3,9,NA,-15.65416,46.99915,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ13,M1037,2012,3,9,NA,-15.6526,47.01889,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ14,M1038,2012,3,9,NA,-15.65985,46.9825,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ15,M1039,2012,3,9,NA,-15.64055,47.0153,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ16,M1040,2012,3,9,NA,-15.63733,47.01191,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
Blue_Ventures_Unpublished,BV_Unpubl_MHJ17,M1041,2012,3,9,NA,-15.6515,47.0031,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ18,M1042,2012,3,9,NA,-15.64813,47.00083,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ19,M1043,2012,3,9,NA,-15.46643,47.08777,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ20,M1044,2012,3,9,NA,-15.47091,47.09248,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ21,M1045,2012,3,9,NA,-15.46176,47.09236,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ22,M1046,2012,3,9,NA,-15.4573,47.09234,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ23,M1047,2012,3,9,NA,-15.4804,47.0367,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ24,M1048,2012,3,9,NA,-15.48493,47.03671,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ25,M1049,2012,3,9,NA,-15.48489,47.04137,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ26,M1050,2012,3,9,NA,-15.48486,47.04603,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ27,M1051,2012,3,9,NA,-15.58837,46.91308,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ28,M1052,2012,3,9,NA,-15.58394,46.9174,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ29,M1053,2012,3,9,NA,-15.58611,46.93982,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ30,M1054,2012,3,9,NA,-15.52796,47.02455,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ31,M1055,2012,3,9,NA,-15.51429,47.02285,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ32,M1056,2012,3,9,NA,-15.51984,47.02168,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ33,M1057,2012,3,9,NA,-15.52792,47.03859,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ34,M1058,2012,3,9,NA,-15.5468,47.04011,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ35,M1059,2012,3,9,NA,-15.53994,47.04843,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ36,M1060,2012,3,9,NA,-15.54286,47.02609,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,50
Blue_Ventures_Unpublished,BV_Unpubl_MHJ37,M1061,2012,3,9,NA,-15.52123,47.0161,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ38,M1062,2012,3,9,NA,-15.53327,47.0358,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ39,M1063,2012,3,9,NA,-15.54271,47.03867,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ40,M1064,2012,3,9,NA,-15.54203,46.99533,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ41,M1065,2012,3,9,NA,-15.54073,47.02215,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ42,M1066,2012,3,9,NA,-15.53659,46.99864,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ43,M1067,2012,3,9,NA,-15.47285,47.20491,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ44,M1068,2012,3,9,NA,-15.47078,47.19588,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ45,M1069,2012,3,9,NA,-15.46853,47.20257,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ46,M1070,2012,3,9,NA,-15.54468,46.9439,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
Blue_Ventures_Unpublished,BV_Unpubl_MHJ47,M1071,2012,3,9,NA,-15.5447,46.94166,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ48,M1072,2012,3,9,NA,-15.59689,46.92649,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,150
Blue_Ventures_Unpublished,BV_Unpubl_MHJ49,M1073,2012,3,9,NA,-15.60122,46.92653,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,NA,NA,NA,100
Blue_Ventures_Unpublished,BV_Unpubl_MHJ50,M1074,2012,3,9,NA,-15.60113,46.92216,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
C._Sanders_Unpublished,CJS Unpublished Evans Head,M1075,2013,3,9,NA,-29.120667,153.427611,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,42
C._Sanders_Unpublished,CJS Unpublished Ballina,M1076,2013,3,9,NA,-28.879906,153.559178,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
C._Sanders_Unpublished,CJS Unpublished Wallis Lake,M1077,2013,3,9,NA,-32.337861,152.488694,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
C._Sanders_Unpublished,CJS Unpublished Botany Bay B1,M1078,2013,3,9,NA,-34.012128,151.150011,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
C._Sanders_Unpublished,CJS Unpublished Botany Bay BB,M1079,2013,3,9,NA,-34.031167,151.157075,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
C._Sanders_Unpublished,CJS Unpublished Botany Bay S1,M1080,2013,3,9,NA,-34.031122,151.137131,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR D1,M1081,2015,3,9,NA,-12.519661,130.906031,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,49
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR D2,M1082,2015,3,9,NA,-12.519636,130.905805,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,51
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR D3,M1083,2015,3,9,NA,-12.519602,130.905585,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,48
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR D4,M1084,2015,3,9,NA,-12.51958,130.905362,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,48
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR D5,M1085,2015,3,9,NA,-12.519519,130.905125,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,52
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR D6,M1086,2015,3,9,NA,-12.519453,130.904907,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR H1,M1087,2015,3,9,NA,-18.255161,146.272092,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR H2,M1088,2015,3,9,NA,-18.254936,146.272122,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,45
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR H3,M1089,2015,3,9,NA,-18.254717,146.272162,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,52
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR H4,M1090,2015,3,9,NA,-18.2545,146.27219,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,45
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR H5,M1091,2015,3,9,NA,-18.254299,146.272237,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,49.7
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR H6,M1092,2015,3,9,NA,-18.254071,146.272273,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50.5
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR SB1,M1093,2015,3,9,NA,-24.1906,151.876581,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
Sanders_et_al_2016_JGR_Biogeoscience,CJS16 JGR SB2,M1094,2015,3,9,NA,-24.190545,151.876346,NA,NA,estimated from GE,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,NA,core depth limited by length of corer,mangrove,habitat explicitly defined in original hook script,C2,NA,NA,50
