bibliography_id,publication_type,bibtype,title,author,school,doi,url,year,month,publisher,volume,number,pages,journal,copyright,editor,booktitle,institution,language,day,issue,issn,eprint,article-number
SWAMP_Data_Soil_carbon_Kaimana_City_West_Papua_2017_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,Sasmito S.D. and Silanpää M. and Hayes M.A. and Bachri S. and Saragi-Sasmito M.F. and Sidik F. and Hanggara B. and Mofu W.Y. and Rumbiak V.I. and Hendri V.I. and Rumbiak M.I. and Taberima S. and Suhaemi S. and Nugroho J.D. and Pattiasina T.F. and Widagti N. and Barakalla N. and Rahajoe J.S. and Hartantri H. and Nikijuluw V. and Jowey R.N. and Heatunubun C. and Ermgassen P.z. and Worthington T.A. and Howard J. and Lovelock C.E. and Friess D.A. and Hutley L.B. and Murdiyarso D.,NA,10.17528/cifor/data.00192,http://dx.doi.org/10.17528/cifor/data.00192,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-West Papua-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Kubu Raya-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00143,http://dx.doi.org/10.17528/cifor/data.00143,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Kubu Raya-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Lac_Simba_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Lac_Simba_Deux_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Lac_Sounga_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Lac_Sounga_Deux_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_MRM8_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_MRT7_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_MRT9_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mangizal_Cauassu_2016_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Manguezal Cauassu-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00176,http://dx.doi.org/10.17528/cifor/data.00176,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Manguezal Cauassu-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mangue_Sul_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Mangue Sul-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00167,http://dx.doi.org/10.17528/cifor/data.00167,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Mangue Sul-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Manguinho_2016_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Manguinho-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00177,http://dx.doi.org/10.17528/cifor/data.00177,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Manguinho-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Marisma_High_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-marisma-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00244,http://dx.doi.org/10.17528/cifor/data.00244,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-marisma-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Marisma_Low_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-marisma-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00244,http://dx.doi.org/10.17528/cifor/data.00244,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-marisma-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Marisma_Medium_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-marisma-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00244,http://dx.doi.org/10.17528/cifor/data.00244,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-marisma-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mauripe_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Maruipe-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00168,http://dx.doi.org/10.17528/cifor/data.00168,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Maruipe-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mounde_2014_Senegal_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Mounde-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00150,http://dx.doi.org/10.17528/cifor/data.00150,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Mounde-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mwana_Mouele_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Mwana_Mouele_South_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCM1_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCM4_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCM5_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCT2_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCT3_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_NCT6_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00216,http://dx.doi.org/10.17528/cifor/data.00216,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Liberia-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Ndougou_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00215,http://dx.doi.org/10.17528/cifor/data.00215,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon North-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Paga_2014_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Gabon South-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00214,http://dx.doi.org/10.17528/cifor/data.00214,2020,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Gabon South-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Porto_Ceu_Mangrove_2016_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Porto Ceu-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00178,http://dx.doi.org/10.17528/cifor/data.00178,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Porto Ceu-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Porto_Ceu_Shrimp_2016_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Porto Ceu Tanque-2016,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00179,http://dx.doi.org/10.17528/cifor/data.00179,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Porto Ceu Tanque-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Salina_2017_Brazil_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Salina-2017,Kauffman J.B. and Bernardino A.F. and Ferreira T.O. and Giovannoni L.R. and de O. Gomes L.E. and Romero D.J. and Jimenez L.C.Z. and Ruiz F.,NA,10.17528/cifor/data.00170,http://dx.doi.org/10.17528/cifor/data.00170,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Salina-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Sang_2014_Senegal_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Sang-2014,Kauffman J.B. and Bhomia R.K.,NA,10.17528/cifor/data.00152,http://dx.doi.org/10.17528/cifor/data.00152,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Sang-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Sembilang_2011_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Sembilang-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00144,http://dx.doi.org/10.17528/cifor/data.00144,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Sembilang-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Tanjung_Puting_2009_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Tanjung Puting-2009,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00145,http://dx.doi.org/10.17528/cifor/data.00145,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Tanjung Puting-2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Teminabuan_2011_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Teminabuan-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00146,http://dx.doi.org/10.17528/cifor/data.00146,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Teminabuan-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019_data,primary dataset,Misc,SWAMP Dataset-Soil-Demak-2019,Ardhani T.S.P. and Murdiyarso D. and Kusmana C,NA,10.17528/cifor/data.00282,http://dx.doi.org/10.17528/cifor/data.00282,2021,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Soil-Demak-2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWAMP_Data_Soil_carbon_Timika_2011_Indonesia_data,primary dataset,Misc,SWAMP Dataset-Mangrove soil carbon-Timika-2011,Murdiyarso D. and Purbopuspito J. and Kauffman J.B. and Warren M.W. and Sasmito S.D. and Manuri S. and Krisnawati H. and Taberima S. and Kurnianto S.,NA,10.17528/cifor/data.00147,http://dx.doi.org/10.17528/cifor/data.00147,2019,NA,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),NA,NA,NA,SWAMP Dataset-Mangrove soil carbon-Timika-2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sammul_et_al_2012_article,associated source,Article,Biomass accumulation during reed encroachment reduces efficiency of restoration of <scp>B</scp>altic coastal grasslands,Marek Sammul and Karin Kauer and Tiina Köster,NA,10.1111/j.1654-109x.2011.01167.x,http://dx.doi.org/10.1111/j.1654-109X.2011.01167.x,2011,nov,Wiley,15,2,219–230,Applied Vegetation Science,NA,NA,NA,NA,NA,NA,NA,1654-109X,NA,NA
Sanderman_2018_data,synthesis dataset,Misc,Global mangrove soil carbon: dataset and spatial maps,Jonathan Sanderman,NA,10.7910/dvn/ocyuit,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OCYUIT,2017,NA,Harvard Dataverse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santos_et_al_2019_article,associated source,Article,Superficial sedimentary stocks and sources of carbon and nitrogen in coastal vegetated assemblages along a flow gradient,Rui Santos and Natalia Duque-Núñez and Carmen B. {de los Santos} and Márcio Martins and A. Rita Carrasco and Cristina Veiga-Pires,NA,10.1038/s41598-018-37031-6,http://dx.doi.org/10.1038/s41598-018-37031-6,2019,jan,Springer Science and Business Media LLC,9,1,NA,Scientific Reports,NA,NA,NA,NA,NA,NA,NA,2045-2322,NA,NA
Saunders_2013_data,primary dataset,Misc,"Radiometric Characteristics of Soil Sediments from Shark River Slough, Everglades National Park (FCE) from 2005 and 2006","Saunders, Colin",NA,10.6073/pasta/c0cb8ff0f150e429674ecf0db15bedc5,https://doi.org/10.6073/pasta/c0cb8ff0f150e429674ecf0db15bedc5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schieder_and_Kirwan_2019_article,associated source,article,Sea-level driven acceleration in coastal forest retreat,"Nathalie Schieder, Matthew Kirwan",NA,10.1130/G46607.1,https://doi.org/10.1130/G46607.1,2019,NA,NA,47,NA,1151–1155,Geology,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
Schile_et_al_2016_data,primary dataset,Misc,Abu Dhabi Blue Carbon project,Lisa Schile and J. Boone Kauffman and J. Patrick Megonigal and James Fourqurean and Stephen Crooks,NA,10.15146/R3K59Z,https://datadryad.org/stash/dataset/doi:10.15146/R3K59Z,2016,NA,Dryad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senger_et_al_2020,primary dataset,Misc,"Sediment characteristics of the mangrove forest of Bonaire, Dutch Caribbean","Senger, Florian; Gillis, Lucy Gwen; Engel, Sabine",NA,https://doi.org/10.1594/PANGAEA.910431,https://doi.pangaea.de/10.1594/PANGAEA.910431,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senger_et_al_2021_paper,associated source,Article,Impacts of wetland dieback on carbon dynamics: A comparison between intact and degraded mangroves,"D.F. Senger, D.A. Saavedra Hortua, S. Engel, M. Schnurawa, N. Moosdorf, L.G. Gillis",NA,https://doi.org/10.1016/j.scitotenv.2020.141817,https://www.sciencedirect.com/science/article/pii/S0048969720353468,2021,NA,NA,NA,NA,NA,Science of the Total Environment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serrano_et_al_2019_article,associated source,Article,Australian vegetated coastal ecosystems as global hotspots for climate change mitigation,Oscar Serrano and Catherine E. Lovelock and Trisha {B. Atwood} and Peter I. Macreadie and Robert Canto and Stuart Phinn and Ariane Arias-Ortiz and Le Bai and Jeff Baldock and Camila Bedulli and Paul Carnell and Rod M. Connolly and Paul Donaldson and Alba Esteban and Carolyn J. {Ewers Lewis} and Bradley D. Eyre and Matthew A. Hayes and Pierre Horwitz and Lindsay B. Hutley and Christopher R. J. Kavazos and Jeffrey J. Kelleway and Gary A. Kendrick and Kieryn Kilminster and Anna Lafratta and Shing Lee and Paul S. Lavery and Damien T. Maher and Núria Marbà and Pere Masque and Miguel A. Mateo and Richard Mount and Peter J. Ralph and Chris Roelfsema and Mohammad Rozaimi and Radhiyah Ruhon and Cristian Salinas and Jimena Samper-Villarreal and Jonathan Sanderman and Christian {J. Sanders} and Isaac Santos and Chris Sharples and Andrew D. L. Steven and Toni Cannard and Stacey M. Trevathan-Tackett and Carlos M. Duarte,NA,10.1038/s41467-019-12176-8,http://dx.doi.org/10.1038/s41467-019-12176-8,2019,oct,Springer Science and Business Media LLC,10,1,NA,Nature Communications,NA,NA,NA,NA,NA,NA,NA,2041-1723,NA,NA
Shamrikova_et_al_2019_article,associated source,Article,Spatial Patterns of Carbon and Nitrogen in Soils of the Barents Sea Coastal Area (Khaypudyrskaya Bay),E. V. Shamrikova and S. V. Deneva and O. S. Kubik,NA,10.1134/s1064229319030098,http://dx.doi.org/10.1134/S1064229319030098,2019,may,Pleiades Publishing Ltd,52,5,507–517,Eurasian Soil Science,NA,NA,NA,NA,NA,NA,NA,1556-195X,NA,NA
Sharma_et_al_2021_kohkoh_data_biomass,primary dataset,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Koh Kong–2014-15,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00261,http://dx.doi.org/10.17528/CIFOR/DATA.00261,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021_kohkoh_data_soil,primary dataset,Misc,SWAMP Dataset-Mangrove Soil Carbon-Koh Kong–2014-15,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00265,http://dx.doi.org/10.17528/CIFOR/DATA.00265,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021_preynob_data_biomass,primary dataset,Misc,SWAMP Dataset-Mangrove Biomass Vegetation-Prey Nob–2015,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00255,http://dx.doi.org/10.17528/CIFOR/DATA.00255,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharma_et_al_2021_preynob_data_soil,primary dataset,Misc,SWAMP Dataset-Mangrove Soil Carbon-Prey Nob–2015,Sharma Sahadev and MacKenzie Richard A and Tieng Thida and Soben Kim and Tulyasuwan Natcha and Resanond Amomwan and Blate Geoffrey and Litton Creighton M. and Apwong Maybeleen,NA,10.17528/cifor/data.00254,http://dx.doi.org/10.17528/CIFOR/DATA.00254,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shaw_et_al_2020_data,primary dataset,Misc,"Dataset: Relative sea-level change and driving processes during the past ~4000 years in the Chesapeake Bay, U.S. Atlantic Coast",Timothy Shaw and Niamh Cahill and G Barbieri and E Ashe and Nicole {S. Khan} and M Brain and Michael E. Mann and Jennifer Clear and D. Reide Corbett and Daria Nikitina and Jennifer Walker and J Pilarczyk and Andrew {C. Kemp} and Simon E. Engelhart and R Kopp and S Culver and Benjamin {P. Horton},NA,10.25573/SERC.24526066,https://smithsonian.figshare.com/articles/dataset/Dataset_Relative_sea-level_change_and_driving_processes_during_the_past_4000_years_in_the_Chesapeake_Bay_U_S_Atlantic_Coast/24526066,2023,NA,Smithsonian Environmental Research Center,NA,NA,NA,NA,Creative Commons Attribution 4.0 International,NA,NA,NA,NA,NA,NA,NA,NA,NA
