Source,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor,Data_use,Data_contact
"Russell et al, submitted",Tumby Bay,TB_IS_1,Intertidal saltmarsh,-34.418566,136.086907,direct from dataset,Australia,2020,40,50,LOI,1.33,1.112927565,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_2,Intertidal saltmarsh,-34.418424,136.086957,direct from dataset,Australia,2020,0,5,LOI,2.4,0.975855131,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_2,Intertidal saltmarsh,-34.418424,136.086957,direct from dataset,Australia,2020,5,10,LOI,1.32,1.338028169,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_2,Intertidal saltmarsh,-34.418424,136.086957,direct from dataset,Australia,2020,10,20,LOI,0.52,1.210387324,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_2,Intertidal saltmarsh,-34.418424,136.086957,direct from dataset,Australia,2020,20,30,LOI,0.5,1.280181087,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_2,Intertidal saltmarsh,-34.418424,136.086957,direct from dataset,Australia,2020,30,40,LOI,0.61,1.266348089,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_2,Intertidal saltmarsh,-34.418424,136.086957,direct from dataset,Australia,2020,40,50,LOI,0.78,1.164486922,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_3,Intertidal saltmarsh,-34.418295,136.086851,direct from dataset,Australia,2020,0,5,LOI,3.12,0.685362173,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_3,Intertidal saltmarsh,-34.418295,136.086851,direct from dataset,Australia,2020,5,10,LOI,1.85,0.972501677,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_3,Intertidal saltmarsh,-34.418295,136.086851,direct from dataset,Australia,2020,10,20,LOI,0.41,1.287726358,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_3,Intertidal saltmarsh,-34.418295,136.086851,direct from dataset,Australia,2020,20,30,LOI,<0.25,1.394617706,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_3,Intertidal saltmarsh,-34.418295,136.086851,direct from dataset,Australia,2020,30,40,LOI,0.3,1.383299799,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_IS_3,Intertidal saltmarsh,-34.418295,136.086851,direct from dataset,Australia,2020,40,50,LOI,0.57,1.090291751,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_1,Supratidal saltmarsh,-34.419217,136.084664,direct from dataset,Australia,2020,0,5,LOI,1.52,1.001006036,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_1,Supratidal saltmarsh,-34.419217,136.084664,direct from dataset,Australia,2020,5,10,LOI,0.68,1.320422535,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_1,Supratidal saltmarsh,-34.419217,136.084664,direct from dataset,Australia,2020,10,20,LOI,<0.25,1.569416499,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_1,Supratidal saltmarsh,-34.419217,136.084664,direct from dataset,Australia,2020,20,30,LOI,<0.25,1.512826962,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_1,Supratidal saltmarsh,-34.419217,136.084664,direct from dataset,Australia,2020,30,40,LOI,<0.25,1.404678068,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_1,Supratidal saltmarsh,-34.419217,136.084664,direct from dataset,Australia,2020,40,50,LOI,<0.25,1.203470825,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_2,Supratidal saltmarsh,-34.419276,136.084679,direct from dataset,Australia,2020,0,5,LOI,0.66,0.941761681,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_2,Supratidal saltmarsh,-34.419276,136.084679,direct from dataset,Australia,2020,5,10,LOI,0.67,1.045159848,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_2,Supratidal saltmarsh,-34.419276,136.084679,direct from dataset,Australia,2020,10,20,LOI,0.3,1.36443662,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_2,Supratidal saltmarsh,-34.419276,136.084679,direct from dataset,Australia,2020,20,30,LOI,<0.25,1.584507042,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_2,Supratidal saltmarsh,-34.419276,136.084679,direct from dataset,Australia,2020,30,40,LOI,<0.25,1.431086519,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_2,Supratidal saltmarsh,-34.419276,136.084679,direct from dataset,Australia,2020,40,50,LOI,<0.25,1.224849095,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_3,Supratidal saltmarsh,-34.419245,136.084715,direct from dataset,Australia,2020,0,5,LOI,1.37,0.797283702,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_3,Supratidal saltmarsh,-34.419245,136.084715,direct from dataset,Australia,2020,5,10,LOI,0.98,1.081488934,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_3,Supratidal saltmarsh,-34.419245,136.084715,direct from dataset,Australia,2020,10,20,LOI,<0.25,1.473843058,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_3,Supratidal saltmarsh,-34.419245,136.084715,direct from dataset,Australia,2020,20,30,LOI,0.35,1.579791247,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_3,Supratidal saltmarsh,-34.419245,136.084715,direct from dataset,Australia,2020,30,40,LOI,<0.25,1.620836128,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Tumby Bay,TB_SS_3,Supratidal saltmarsh,-34.419245,136.084715,direct from dataset,Australia,2020,40,50,LOI,<0.25,1.292756539,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_1_1,Supratidal saltmarsh,-32.44133,133.88515,direct from dataset,Australia,2021,0,5,LOI,1.88,1.154120403,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_1_2,Supratidal saltmarsh,-32.44133,133.88515,direct from dataset,Australia,2021,5,10,LOI,1.6,1.514719364,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_1_3,Supratidal saltmarsh,-32.44133,133.88515,direct from dataset,Australia,2021,10,20,LOI,1.15,1.350649351,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_1_4,Supratidal saltmarsh,-32.44133,133.88515,direct from dataset,Australia,2021,20,30,LOI,1.12,1.393939394,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_1_5,Supratidal saltmarsh,-32.44133,133.88515,direct from dataset,Australia,2021,30,40,LOI,0.7,1.584924879,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_1_6,Supratidal saltmarsh,-32.44133,133.88515,direct from dataset,Australia,2021,40,50,LOI,0.59,2.08810797,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_10_1,Intertidal saltmarsh,-32.42966,133.88769,direct from dataset,Australia,2021,0,5,LOI,12.7,0.296221775,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_10_4,Intertidal saltmarsh,-32.42966,133.88769,direct from dataset,Australia,2021,20,30,LOI,2.02,0.851358149,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_10_5,Intertidal saltmarsh,-32.42966,133.88769,direct from dataset,Australia,2021,30,40,LOI,6.68,0.476469931,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_10_6,Intertidal saltmarsh,-32.42966,133.88769,direct from dataset,Australia,2021,40,50,LOI,1.9,0.796026157,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_11_1,Intertidal saltmarsh,-32.42948,133.88754,direct from dataset,Australia,2021,0,5,LOI,2.45,0.537600604,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_11_2,Intertidal saltmarsh,-32.42948,133.88754,direct from dataset,Australia,2021,5,10,LOI,1.52,0.671529175,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_11_3,Intertidal saltmarsh,-32.42948,133.88754,direct from dataset,Australia,2021,10,20,LOI,0.93,0.866448692,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_11_4,Intertidal saltmarsh,-32.42948,133.88754,direct from dataset,Australia,2021,20,30,LOI,0.84,1.090291751,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_11_5,Intertidal saltmarsh,-32.42948,133.88754,direct from dataset,Australia,2021,30,40,LOI,0.51,1.2416603,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_11_6,Intertidal saltmarsh,-32.42948,133.88754,direct from dataset,Australia,2021,40,50,LOI,0.48,1.250318309,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_13_1,Supratidal saltmarsh,-32.43987,133.88556,direct from dataset,Australia,2021,0,5,LOI,0.72,3.033199195,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_13_2,Supratidal saltmarsh,-32.43987,133.88556,direct from dataset,Australia,2021,5,10,LOI,0.74,4.597585513,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_13_3,Supratidal saltmarsh,-32.43987,133.88556,direct from dataset,Australia,2021,10,20,LOI,0.53,5.194919517,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_13_4,Supratidal saltmarsh,-32.43987,133.88556,direct from dataset,Australia,2021,20,30,LOI,0.59,5.18360161,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_13_5,Supratidal saltmarsh,-32.43987,133.88556,direct from dataset,Australia,2021,30,40,LOI,0.79,2.656335261,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_2_1,Supratidal saltmarsh,-32.44151,133.88539,direct from dataset,Australia,2021,0,5,LOI,2.42,1.188754202,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_2_2,Supratidal saltmarsh,-32.44151,133.88539,direct from dataset,Australia,2021,5,10,LOI,1.43,1.70826118,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_2_3,Supratidal saltmarsh,-32.44151,133.88539,direct from dataset,Australia,2021,10,20,LOI,1.01,1.921568627,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_2_4,Supratidal saltmarsh,-32.44151,133.88539,direct from dataset,Australia,2021,20,30,LOI,0.77,1.79526356,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_2_5,Supratidal saltmarsh,-32.44151,133.88539,direct from dataset,Australia,2021,30,40,LOI,0.55,1.524828113,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_2_6,Supratidal saltmarsh,-32.44151,133.88539,direct from dataset,Australia,2021,40,50,LOI,0.56,1.311942959,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_3_1,Supratidal saltmarsh,-32.44156,133.88493,direct from dataset,Australia,2021,0,5,LOI,2.69,0.965671794,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_3_2,Supratidal saltmarsh,-32.44156,133.88493,direct from dataset,Australia,2021,5,10,LOI,2.08,1.079759601,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_3_3,Supratidal saltmarsh,-32.44156,133.88493,direct from dataset,Australia,2021,10,20,LOI,0.68,2.047873695,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_3_4,Supratidal saltmarsh,-32.44156,133.88493,direct from dataset,Australia,2021,20,30,LOI,<0.2,1.489686784,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_3_5,Supratidal saltmarsh,-32.44156,133.88493,direct from dataset,Australia,2021,30,40,LOI,1.34,0.782276547,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_3_6,Supratidal saltmarsh,-32.44156,133.88493,direct from dataset,Australia,2021,40,50,LOI,0.34,0.834224599,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_4_1,Supratidal saltmarsh,-32.44007,133.88524,direct from dataset,Australia,2021,0,5,LOI,1.85,1.098095141,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_4_2,Supratidal saltmarsh,-32.44007,133.88524,direct from dataset,Australia,2021,5,10,LOI,1.38,1.850870938,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_4_3,Supratidal saltmarsh,-32.44007,133.88524,direct from dataset,Australia,2021,10,20,LOI,0.87,1.049656226,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_4_4,Supratidal saltmarsh,-32.44007,133.88524,direct from dataset,Australia,2021,20,30,LOI,0.49,1.74688057,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_4_5,Supratidal saltmarsh,-32.44007,133.88524,direct from dataset,Australia,2021,30,40,LOI,0.54,0.948306595,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_4_6,Supratidal saltmarsh,-32.44007,133.88524,direct from dataset,Australia,2021,40,50,LOI,0.45,1.094983448,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_5_1,Supratidal saltmarsh,-32.4403,133.88534,direct from dataset,Australia,2021,0,5,LOI,0.87,1.000305592,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_5_2,Supratidal saltmarsh,-32.4403,133.88534,direct from dataset,Australia,2021,5,10,LOI,0.73,1.909952124,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_5_3,Supratidal saltmarsh,-32.4403,133.88534,direct from dataset,Australia,2021,10,20,LOI,0.55,1.229946524,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_5_4,Supratidal saltmarsh,-32.4403,133.88534,direct from dataset,Australia,2021,20,30,LOI,0.45,2.05500382,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_5_5,Supratidal saltmarsh,-32.4403,133.88534,direct from dataset,Australia,2021,30,40,LOI,0.36,1.327731092,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_5_6,Supratidal saltmarsh,-32.4403,133.88534,direct from dataset,Australia,2021,40,50,LOI,0.57,0.696460402,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_6_1,Intertidal saltmarsh,-32.43569,133.88633,direct from dataset,Australia,2021,0,5,LOI,0.51,0.25974026,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_6_2,Intertidal saltmarsh,-32.43569,133.88633,direct from dataset,Australia,2021,5,10,LOI,0.87,1.121011785,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_6_3,Intertidal saltmarsh,-32.43569,133.88633,direct from dataset,Australia,2021,10,20,LOI,0.62,1.232394366,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_6_4,Intertidal saltmarsh,-32.43569,133.88633,direct from dataset,Australia,2021,20,30,LOI,0.65,1.366532529,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_6_5,Intertidal saltmarsh,-32.43569,133.88633,direct from dataset,Australia,2021,30,40,LOI,0.76,1.29778672,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_6_6,Intertidal saltmarsh,-32.43569,133.88633,direct from dataset,Australia,2021,40,50,LOI,1.03,0.969567404,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_7_1,Intertidal saltmarsh,-32.43582,133.88651,direct from dataset,Australia,2021,0,5,LOI,0.61,0.807972837,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_7_2,Intertidal saltmarsh,-32.43582,133.88651,direct from dataset,Australia,2021,5,10,LOI,1.04,0.799239884,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_7_3,Intertidal saltmarsh,-32.43582,133.88651,direct from dataset,Australia,2021,10,20,LOI,0.72,1.095461659,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_7_4,Intertidal saltmarsh,-32.43582,133.88651,direct from dataset,Australia,2021,20,30,LOI,0.63,1.232394366,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_7_5,Intertidal saltmarsh,-32.43582,133.88651,direct from dataset,Australia,2021,30,40,LOI,0.7,1.1848871,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_7_6,Intertidal saltmarsh,-32.43582,133.88651,direct from dataset,Australia,2021,40,50,LOI,0.7,0.980885312,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_8_1,Intertidal saltmarsh,-32.43567,133.88657,direct from dataset,Australia,2021,0,5,LOI,0.81,1.390485772,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_8_2,Intertidal saltmarsh,-32.43567,133.88657,direct from dataset,Australia,2021,5,10,LOI,1.09,0.94944668,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_8_3,Intertidal saltmarsh,-32.43567,133.88657,direct from dataset,Australia,2021,10,20,LOI,0.92,1.288085657,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_8_4,Intertidal saltmarsh,-32.43567,133.88657,direct from dataset,Australia,2021,20,30,LOI,0.44,1.04847837,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_8_5,Intertidal saltmarsh,-32.43567,133.88657,direct from dataset,Australia,2021,30,40,LOI,0.57,1.113626202,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_8_6,Intertidal saltmarsh,-32.43567,133.88657,direct from dataset,Australia,2021,40,50,LOI,0.78,1.167002012,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_9_1,Intertidal saltmarsh,-32.42966,133.88769,direct from dataset,Australia,2021,0,5,LOI,13.1,0.228873239,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_9_5,Intertidal saltmarsh,-32.42966,133.88769,direct from dataset,Australia,2021,30,40,LOI,18.2,0.188631791,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
"Russell et al, submitted",Cape Missiessy,W_9_6,Intertidal saltmarsh,-32.42966,133.88769,direct from dataset,Australia,2021,40,50,LOI,25,0.110663984,,,Data paper and model,Alice Jones (alice.jones01@adelaide.edu.au)
