study_id,site_id,core_id,method_id,year,month,day,latitude,longitude,country,admin_division,habitat,depth_min,depth_max,sample_id,dry_bulk_density,compaction_fraction,compaction_notes,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,pb214_activity,pb214_activity_se,pb214_unit,bi214_activity,bi214_unit,delta_c13,be7_activity,be7_activity_se,age,age_se,depth_interval_notes,core_notes,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,coring_method,roots_flag,sediment_sieved_flag,sediment_sieve_size,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_sample_volume,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_mass,loss_on_ignition_flag,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,carbon_profile_notes,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model,ra226_assumption,c14_counting_method,dating_notes,age_depth_model_reference,age_depth_model_notes,fraction_carbon_flag,high_low_carbon,percent_organic_matter,percent_carbon
Burden_et_al_2018,Wallasea Island,Walla_6_4,single set of methods,2011,10,NA,51.62153646556234,0.8092041434925563,United Kingdom,NA,marsh,0,30,NA,0.579976134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1953,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,3.821931787,2.9283
Burden_et_al_2018,Northey Island,North_7_1,single set of methods,2011,10,NA,51.71880209702564,0.7191774283537885,United Kingdom,NA,marsh,0,30,NA,0.557765159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,9.209589366,4.9792
Burden_et_al_2018,Northey Island,North_7_2,single set of methods,2011,10,NA,51.71880209702564,0.7191774283537885,United Kingdom,NA,marsh,0,30,NA,0.386862668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,14.765693159999998,8.2238
Burden_et_al_2018,Northey Island,North_7_3,single set of methods,2011,10,NA,51.71880209702564,0.7191774283537885,United Kingdom,NA,marsh,0,30,NA,0.329469579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,12.71557104,7.106799999999999
Burden_et_al_2018,Northey Island,North_7_4,single set of methods,2011,10,NA,51.71880209702564,0.7191774283537885,United Kingdom,NA,marsh,0,30,NA,0.344377104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,16.0862567,8.8929
Burden_et_al_2018,North Fambridge,North_8_1,single set of methods,2011,10,NA,51.6384276145574,0.6670082434605549,United Kingdom,NA,marsh,0,30,NA,0.737752752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,5.577402088,2.7773
Burden_et_al_2018,North Fambridge,North_8_2,single set of methods,2011,10,NA,51.6384276145574,0.6670082434605549,United Kingdom,NA,marsh,0,30,NA,0.539838992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,6.17826486,3.0664
Burden_et_al_2018,North Fambridge,North_8_3,single set of methods,2011,10,NA,51.6384276145574,0.6670082434605549,United Kingdom,NA,marsh,0,30,NA,0.662753574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,5.715713007,2.9281
Burden_et_al_2018,North Fambridge,North_8_4,single set of methods,2011,10,NA,51.6384276145574,0.6670082434605549,United Kingdom,NA,marsh,0,30,NA,0.707217966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,5.636099101,2.8679
Burden_et_al_2018,Brandy Hole,Brand_9_1,single set of methods,2011,10,NA,51.62855561563866,0.6465715883748444,United Kingdom,NA,marsh,0,30,NA,0.552990506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,6.387138159,3.2996999999999996
Burden_et_al_2018,Brandy Hole,Brand_9_2,single set of methods,2011,10,NA,51.62855561563866,0.6465715883748444,United Kingdom,NA,marsh,0,30,NA,0.51169949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,8.169578256,4.4048
Burden_et_al_2018,Brandy Hole,Brand_9_3,single set of methods,2011,10,NA,51.62855561563866,0.6465715883748444,United Kingdom,NA,marsh,0,30,NA,0.565832553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,6.593723302,3.3527
Burden_et_al_2018,Brandy Hole,Brand_9_4,single set of methods,2011,10,NA,51.62855561563866,0.6465715883748444,United Kingdom,NA,marsh,0,30,NA,0.516957797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year of tidal breach: 1897,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,7.804465005,4.0692
Burden_et_al_2018,Tollesbury Natural,Tolle_10_1,single set of methods,2011,10,NA,51.76865751708997,0.8382398773546809,United Kingdom,NA,marsh,0,30,NA,0.289320058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,18.55690542,10.026
Burden_et_al_2018,Tollesbury Natural,Tolle_10_2,single set of methods,2011,10,NA,51.76865751708997,0.8382398773546809,United Kingdom,NA,marsh,0,30,NA,0.31245148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,17.5091779,10.51
Burden_et_al_2018,Tollesbury Natural,Tolle_10_3,single set of methods,2011,10,NA,51.76865751708997,0.8382398773546809,United Kingdom,NA,marsh,0,30,NA,0.280551497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,19.52183957,11.371
Burden_et_al_2018,Orplands Natural,Orpla_11_1,single set of methods,2011,10,NA,51.717943506117145,0.8616633775564163,United Kingdom,NA,marsh,0,30,NA,0.362812567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,12.3196877,6.6781
Burden_et_al_2018,Orplands Natural,Orpla_11_2,single set of methods,2011,10,NA,51.717943506117145,0.8616633775564163,United Kingdom,NA,marsh,0,30,NA,0.478448457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,10.25841896,5.4692
Burden_et_al_2018,Orplands Natural,Orpla_11_3,single set of methods,2011,10,NA,51.717943506117145,0.8616633775564163,United Kingdom,NA,marsh,0,30,NA,0.633927937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,7.260627628999999,4.0771
Burden_et_al_2018,Orplands Natural,Orpla_11_4,single set of methods,2011,10,NA,51.717943506117145,0.8616633775564163,United Kingdom,NA,marsh,0,30,NA,0.660311428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,6.78644987,3.2699
Burden_et_al_2018,Northey Natural,North_12_1,single set of methods,2011,10,NA,51.718997993267706,0.7110941817977191,United Kingdom,NA,marsh,0,30,NA,0.396175008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,11.16756699,6.1241
Burden_et_al_2018,Northey Natural,North_12_2,single set of methods,2011,10,NA,51.718997993267706,0.7110941817977191,United Kingdom,NA,marsh,0,30,NA,0.378984492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,10.38735379,5.2312
Burden_et_al_2018,Northey Natural,North_12_3,single set of methods,2011,10,NA,51.718997993267706,0.7110941817977191,United Kingdom,NA,marsh,0,30,NA,0.309731696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,17.0013557,9.516
Burden_et_al_2018,Northey Natural,North_12_4,single set of methods,2011,10,NA,51.718997993267706,0.7110941817977191,United Kingdom,NA,marsh,0,30,NA,0.262761496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,15.88443018,8.9677
Burden_et_al_2018,Barrow Hill Natural,Barro_13_1,single set of methods,2011,10,NA,51.79662258166483,0.9229599221055611,United Kingdom,NA,marsh,0,30,NA,0.466960113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,8.601206462,4.387
Burden_et_al_2018,Barrow Hill Natural,Barro_13_2,single set of methods,2011,10,NA,51.79662258166483,0.9229599221055611,United Kingdom,NA,marsh,0,30,NA,0.487180766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,8.604476399,4.5669
Burden_et_al_2018,Barrow Hill Natural,Barro_13_3,single set of methods,2011,10,NA,51.79662258166483,0.9229599221055611,United Kingdom,NA,marsh,0,30,NA,0.31116586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,12.921797539999998,7.371999999999999
Burden_et_al_2018,Barrow Hill Natural,Barro_13_4,single set of methods,2011,10,NA,51.79662258166483,0.9229599221055611,United Kingdom,NA,marsh,0,30,NA,0.480110744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,8.86035838,4.7395
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_1,single set of methods,2011,10,NA,51.85237640494881,0.9619559751754332,United Kingdom,NA,marsh,0,30,NA,0.446778365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,7.565666237,4.3929
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_3,single set of methods,2011,10,NA,51.85237640494881,0.9619559751754332,United Kingdom,NA,marsh,0,30,NA,0.401484599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,8.210547709,4.9349
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_4,single set of methods,2011,10,NA,51.85237640494881,0.9619559751754332,United Kingdom,NA,marsh,0,30,NA,0.462432151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,coordinates converted from spatial reference system OSGB 1936 / British National Grid,NA,NA,NA,NA,All salt marsh samples were taken from permanently vegetated marsh above 1.5 m ordnance datum (OD),NA,NA,NA,emergent,NA,NA,NA,NA,NA,core depth limited by length of corer,C2,NA,NA,30,NA,roots and rhizomes separated,sediment sieved,2,NA,80,72,NA,air dried to constant mass,375,16,NA,NA,unknown,FALSE,NA,EA,total carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,8.131814334,4.5911
