study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,method_id,compaction_notes,cs137_activity,cs137_unit,depth_interval_notes
CRMS_Database,CRMS6008,CRMS6008_3,20,24,0.24,0.5256000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6008,CRMS6008_3,20,24,0.23,0.2076,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_1,0,4,0.14,0.357,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_1,0,16,0.13,0.2276,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_1,4,8,0.17,0.4204000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_1,8,12,0.2,0.3021,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_1,12,16,0.39,0.2591,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_1,16,20,0.4300000000000001,0.26880000000000004,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_1,20,24,0.36,0.1866,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_2,0,4,0.17,0.2785,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_2,0,16,0.15000000000000002,0.2876,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_2,4,8,0.19,0.4652,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_2,8,12,0.16,0.29180000000000006,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_2,12,16,0.12,0.32730000000000004,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_2,16,20,0.29000000000000004,0.348,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_2,20,24,0.26,0.1841,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_3,0,4,0.18,0.2549,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_3,0,16,0.13,0.3135,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_3,4,8,0.3,0.3606,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_3,8,12,0.11,0.1701,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_3,12,16,0.11,0.33319999999999994,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_3,16,20,0.35,0.3865,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6038,CRMS6038_3,20,24,0.32999999999999996,0.2306,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,0,4,0.25,0.1651,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,0,4,0.18,0.1491,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,4,8,0.24,0.2657,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,4,8,0.3,0.2341,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,8,12,0.5,0.2352,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,8,12,0.35,0.1441,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,12,16,0.48,0.187,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,12,16,0.27,0.1376,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,16,20,0.44,0.1413,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,16,20,0.4300000000000001,0.1605,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,20,24,0.42,0.1667,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_1,20,24,0.44,0.1415,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,0,4,0.36,0.21220000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,0,4,0.21,0.14140000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,4,8,0.52,0.29510000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,4,8,0.26,0.15130000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,8,12,0.47,0.14850000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,8,12,0.27,0.1348,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,12,16,0.49,0.1937,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,12,16,0.32,0.15530000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,16,20,0.52,0.1632,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,16,20,0.37,0.1255,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,20,24,0.56,0.17390000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_2,20,24,0.42,0.12410000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,0,4,0.3,0.14220000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,0,4,0.24,0.1393,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,4,8,0.26,0.23440000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,4,8,0.41,0.1144,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,8,12,0.4300000000000001,0.2245,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,8,12,0.5,0.15340000000000004,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,12,16,0.52,0.14850000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,12,16,0.54,0.0932,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,16,20,0.4300000000000001,0.15880000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,16,20,0.5700000000000001,0.12470000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,20,24,0.51,0.1183,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS6042,CRMS6042_3,20,24,0.65,0.092,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_1,0,4,0.18,0.192,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_1,4,8,0.4300000000000001,0.15170000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_1,8,12,0.39,0.1611,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_1,12,16,0.28,0.2847,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_1,16,20,0.28,0.32380000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_1,20,24,0.18,0.3818,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_2,0,4,0.1,0.33659999999999995,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_2,4,8,0.14,0.3339,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_2,8,12,0.11,0.35369999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_2,12,16,0.09,0.4751,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_2,16,20,0.11,0.4126,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_2,20,24,0.15000000000000002,0.2791,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_3,0,4,0.36,0.1064,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_3,4,8,0.25,0.2852,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_3,8,12,0.24,0.2751,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_3,12,16,0.15000000000000002,0.362,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_3,16,20,0.12,0.3956,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0006,CRMS0006_3,20,24,0.14,0.3783,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,0,4,0.19,0.2871,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,0,4,0.2,0.1917,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,4,8,0.36,0.3494,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,4,8,0.31,0.34069999999999995,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,8,12,0.29000000000000004,0.1934,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,8,12,0.26,0.13390000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,12,16,0.4300000000000001,0.2483,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,12,16,0.24,0.27690000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,16,20,0.47,0.15910000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,16,20,0.28,0.1341,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,20,24,0.49,0.3162,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_1,20,24,0.35,0.2517,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,0,4,0.22,0.2867,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,0,4,0.27,0.1285,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,4,8,0.29000000000000004,0.2802,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,4,8,0.4300000000000001,0.192,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,8,12,0.47,0.15680000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,8,12,0.45,0.1128,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,12,16,0.45,0.2403,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,12,16,0.46,0.1978,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,16,20,0.49,0.1381,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,16,20,0.44,0.1051,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,20,24,0.49,0.2324,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_2,20,24,0.41,0.1758,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,0,4,0.2,0.35419999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,0,4,0.3,0.1844,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,4,8,0.22,0.2529,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,4,8,0.3,0.168,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,8,12,0.32,0.266,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,8,12,0.31,0.17370000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,12,16,0.32999999999999996,0.2665,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,12,16,0.44,0.13970000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,16,20,0.36,0.2322,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,16,20,0.53,0.1456,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,20,24,0.45,0.2652,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS0035,CRMS0035_3,20,24,0.42,0.24420000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_1,0,4,0.12,0.5529000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_1,4,8,0.12,0.48490000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_1,8,12,0.09,0.6733999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_1,12,16,0.08,0.7094999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_1,16,20,0.08,0.6504,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_1,20,24,0.1,0.5974999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_2,0,4,0.1,0.5547000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_2,4,8,0.09,0.6358,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_2,8,12,0.09,0.5515,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_2,12,16,0.12,0.4457,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_2,16,20,0.09,0.6415,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_2,20,24,0.08,0.7168,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_3,0,4,0.09,0.5993999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_3,4,8,0.18,0.3796,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_3,8,12,0.09,0.6829999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_3,12,16,0.08,0.7682,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_3,16,20,0.07,0.7466,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS2854,CRMS2854_3,20,24,0.05,0.7534,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_1,0,4,0.16,0.4598,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_1,4,8,0.16,0.3875,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_1,8,12,0.14,0.45,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_1,12,16,0.15000000000000002,0.41330000000000006,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_1,16,20,0.2,0.3229,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_1,20,24,0.21,0.2627,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_2,0,4,0.15000000000000002,0.3849,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_2,4,8,0.16,0.3786,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_2,8,12,0.16,0.35219999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_2,12,16,0.13,0.4774000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_2,16,20,0.16,0.4694,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_2,20,24,0.15000000000000002,0.4427,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_3,0,4,0.1,0.4347,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_3,4,8,0.18,0.317,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_3,8,12,0.12,0.4786,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_3,12,16,0.12,0.5407000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_3,16,20,0.14,0.4105,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS3667,CRMS3667_3,20,24,0.13,0.467,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_1,0,4,0.11,0.3308,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_1,4,8,0.14,0.3693,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_1,8,12,0.25,0.30169999999999997,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_1,12,16,0.3,0.2527,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_1,16,20,0.38,0.2365,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_1,20,24,0.49,0.1986,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_2,0,4,0.18,0.4061,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_2,4,8,0.18,0.41030000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_2,8,12,0.22,0.34559999999999996,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_2,12,16,0.22,0.3897,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_2,16,20,0.38,0.2326,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_2,20,24,0.53,0.1703,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_3,0,4,0.1,0.4927,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_3,4,8,0.15000000000000002,0.41130000000000005,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_3,8,12,0.1,0.4932,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_3,12,16,0.16,0.4694,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_3,16,20,0.19,0.2741,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4094,CRMS4094_3,20,24,0.27,0.29650000000000004,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_1,0,4,0.21,0.2002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_1,4,8,0.36,0.2098,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_1,8,12,0.24,0.2416,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_1,12,16,0.29000000000000004,0.4815,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_1,16,20,0.15000000000000002,0.3398,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_1,20,24,0.17,0.327,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_2,0,4,0.1,0.3215,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_2,4,8,0.12,0.33849999999999997,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_2,8,12,0.19,0.32030000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_2,12,16,0.2,0.2696,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_2,16,20,0.21,0.26080000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_2,20,24,0.27,0.1915,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_3,0,4,0.13,0.16540000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_3,4,8,0.41,0.17220000000000002,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_3,8,12,0.3,0.21420000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_3,12,16,0.15000000000000002,0.2058,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_3,16,20,0.15000000000000002,0.3464,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4110,CRMS4110_3,20,24,0.17,0.3257,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_1,0,4,0.11,0.24790000000000004,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_1,4,8,0.25,0.2277,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_1,8,12,0.18,0.24290000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_1,12,16,0.17,0.4121,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_1,16,20,0.1,0.7119,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_1,20,24,0.1,0.6740999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_2,0,4,0.2,0.3171,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_2,4,8,0.13,0.3686,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_2,8,12,0.17,0.25780000000000003,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_2,12,16,0.15000000000000002,0.26980000000000004,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_2,16,20,0.15000000000000002,0.2786,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_2,20,24,0.1,0.3558,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_3,0,4,0.15000000000000002,0.3499,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_3,4,8,0.19,0.2015,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_3,8,12,0.1,0.48840000000000006,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_3,12,16,0.09,0.5636000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_3,16,20,0.1,0.6058,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4406,CRMS4406_3,20,24,0.09,0.5745,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_1,0,4,0.09,0.4905,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_1,4,8,0.13,0.5949,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_1,8,12,0.17,0.4189000000000001,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_1,12,16,0.18,0.4135,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_1,16,20,0.14,0.6468,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_1,20,24,0.14,0.6194,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_2,0,4,0.07,0.6024999999999999,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_2,4,8,0.18,0.3986,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_2,8,12,0.18,0.3624,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_2,12,16,0.15000000000000002,0.4908,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_2,16,20,0.11,0.7436,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_2,20,24,0.12,0.6716,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_3,0,4,0.15000000000000002,0.43800000000000006,NA,single set of methods,< 10-20%,NA,NA,NA
CRMS_Database,CRMS4407,CRMS4407_3,4,8,0.15000000000000002,0.34219999999999995,NA,single set of methods,< 10-20%,NA,NA,NA
