study_id,site_id,core_id,method_id,depth_min,depth_max,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit
Stevens_et_al_2024,PG,PG_M,single set of methods,20,22,NA,3.71,1.53,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_M,single set of methods,24,26,NA,NA,NA,NA,22.91,5.18,31.08,3.66,disintegrationsPerMinutePerGram,0.49,3.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_M,single set of methods,30,32,NA,NA,NA,NA,19.72,4.85,27.89,3.18,disintegrationsPerMinutePerGram,0.49,3.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_M,single set of methods,36,38,NA,NA,NA,NA,19.16,5.21,27.33,3.71,disintegrationsPerMinutePerGram,0.49,3.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_M,single set of methods,42,44,NA,NA,NA,NA,18.09,4.8,26.26,3.1,disintegrationsPerMinutePerGram,0.49,3.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_M,single set of methods,48,50,0.18,NA,NA,NA,13.86,4.66,22.03,2.88,disintegrationsPerMinutePerGram,0.49,3.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_H,single set of methods,0,2,0.07,NA,NA,NA,15.46,4.28,23.63,2.68,disintegrationsPerMinutePerGram,0.49,3.33,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_H,single set of methods,4,6,NA,3.71,0.75,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_H,single set of methods,6,8,NA,7.57,1.07,disintegrationsPerMinutePerGram,24.68,4.66,32.85,3.25,disintegrationsPerMinutePerGram,0.49,3.33,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_H,single set of methods,8,10,0.07,7.1,1.01,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_H,single set of methods,10,12,NA,7.34,1.05,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_H,single set of methods,12,14,NA,3.16,0.51,disintegrationsPerMinutePerGram,38.13,5.25,46.29,4.05,disintegrationsPerMinutePerGram,0.49,3.33,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_H,single set of methods,14,16,NA,2.84,0.87,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_H,single set of methods,16,18,0.08,4.86,0.84,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,PG,PG_H,single set of methods,18,20,NA,2.33,0.91,disintegrationsPerMinutePerGram,36.22,4.96,44.39,3.67,disintegrationsPerMinutePerGram,0.49,3.33,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_H,single set of methods,24,26,0.07,NA,NA,NA,21.64,4.9,29.8,3.59,disintegrationsPerMinutePerGram,0.49,3.33,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_H,single set of methods,30,32,NA,NA,NA,NA,29.69,4.91,37.85,3.61,disintegrationsPerMinutePerGram,0.49,3.33,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_H,single set of methods,36,38,NA,NA,NA,NA,21.59,4.26,29.75,2.65,disintegrationsPerMinutePerGram,0.49,3.33,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_H,single set of methods,42,44,NA,NA,NA,NA,35.22,4.94,43.38,3.64,disintegrationsPerMinutePerGram,0.49,3.33,disintegrationsPerMinutePerGram
Stevens_et_al_2024,PG,PG_H,single set of methods,48,50,0.08,NA,NA,NA,59.25,5.96,67.42,4.94,disintegrationsPerMinutePerGram,0.49,3.33,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,0,2,0.07,3.05,0.91,disintegrationsPerMinutePerGram,105.25,8.41,125.25,8.24,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,2,4,NA,3.64,1.63,disintegrationsPerMinutePerGram,106.96,8.6,126.96,8.44,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,4,6,NA,3.56,1.51,disintegrationsPerMinutePerGram,96.36,8.02,116.36,7.84,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,6,8,0.03,1.9,1.64,disintegrationsPerMinutePerGram,99.84,8.26,119.84,8.09,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,8,10,NA,2.38,1.21,disintegrationsPerMinutePerGram,87.35,7.46,107.35,7.27,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,10,12,NA,4.02,1.65,disintegrationsPerMinutePerGram,93.46,7.9,113.46,7.72,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,12,14,NA,7.18,1.95,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_W,single set of methods,14,16,0.04,6.74,1.07,disintegrationsPerMinutePerGram,78.27,7.04,98.27,6.84,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,16,18,NA,4.79,0.97,disintegrationsPerMinutePerGram,73.68,6.62,93.68,6.4,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,18,20,NA,4.35,1.46,disintegrationsPerMinutePerGram,79.19,7.17,99.19,6.97,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,20,22,NA,4.92,1.7,disintegrationsPerMinutePerGram,73.28,6.63,93.28,6.42,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,22,24,0.04,8.64,1.67,disintegrationsPerMinutePerGram,66.89,6.43,86.89,6.21,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,24,26,NA,7.56,1.46,disintegrationsPerMinutePerGram,75.37,7.12,95.37,6.92,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,26,28,NA,7.01,0.86,disintegrationsPerMinutePerGram,66.35,6.46,86.35,6.24,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,28,30,NA,8.9,1.36,disintegrationsPerMinutePerGram,61.47,5.92,81.47,5.68,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,30,32,0.04,9.56,1.35,disintegrationsPerMinutePerGram,56.96,5.41,76.96,5.15,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,32,34,NA,9.53,1.45,disintegrationsPerMinutePerGram,57.15,6.54,77.15,6.32,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,34,36,NA,9.19,1.42,disintegrationsPerMinutePerGram,57.65,5.6,77.65,5.35,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,36,38,NA,9.5,0.85,disintegrationsPerMinutePerGram,64.43,5.98,84.43,5.75,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,38,40,NA,8.39,1.57,disintegrationsPerMinutePerGram,59.36,5.57,79.36,5.32,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,40,42,0.06,10.83,1.53,disintegrationsPerMinutePerGram,53.55,5.34,73.55,5.07,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,42,44,NA,13.94,1.58,disintegrationsPerMinutePerGram,43.13,4.58,63.13,4.27,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,44,46,NA,19.1,1.04,disintegrationsPerMinutePerGram,44.8,4.81,64.8,4.52,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,46,48,NA,17.1,1.3,disintegrationsPerMinutePerGram,42.42,5.45,62.42,5.19,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,48,50,NA,21.07,1.1,disintegrationsPerMinutePerGram,43.39,4.45,63.39,4.13,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,52,54,NA,NA,NA,NA,38.22,5.12,58.22,4.84,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,56,58,NA,NA,NA,NA,35.1,5.81,55.1,5.57,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,64,66,NA,NA,NA,NA,33.04,6.31,53.04,6.08,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,76,78,NA,NA,NA,NA,28.33,5.67,48.33,5.42,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_W,single set of methods,88,90,NA,NA,NA,NA,20.64,4.75,40.64,4.44,disintegrationsPerMinutePerGram,1.2,1.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_M,single set of methods,0,2,0.07,0.6,0.98,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,2,4,NA,4.9,0.98,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,4,6,NA,3.92,1.08,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,6,8,0.08,5.04,0.94,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,8,10,NA,2.14,0.82,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,10,12,NA,1.97,0.97,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,12,14,NA,1.67,1,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,14,16,0.05,0.09,1.01,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,16,18,NA,0.91,0.42,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,18,20,NA,0.52,0.99,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,20,22,NA,0,0,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,22,24,0.05,0.08,0.6,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,24,26,NA,0.79,1.01,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,26,28,NA,2.53,0.95,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,28,30,NA,0,0,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,30,32,0.05,0.98,0.98,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,32,34,NA,1.3,0.59,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,34,36,NA,1.15,0.89,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,36,38,NA,0.34,1.14,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,38,40,NA,1.57,0.68,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,40,42,NA,0.85,0.63,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,42,44,NA,1.13,0.95,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,44,46,NA,0,0,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,46,48,0.05,2.53,1.02,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_M,single set of methods,48,50,NA,0,0,disintegrationsPerMinutePerGram,NA,NA,NA,NA,NA,NA,NA,NA
Stevens_et_al_2024,FORT,FORT_H,single set of methods,0,2,0.19,0.5,0.85,disintegrationsPerMinutePerGram,11.92,2.86,22.92,2.19,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,2,4,NA,2.12,0.72,disintegrationsPerMinutePerGram,3.1,2.84,14.1,2.17,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,4,6,NA,3.06,0.89,disintegrationsPerMinutePerGram,2.44,3.11,13.44,2.52,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,6,8,NA,2.35,0.94,disintegrationsPerMinutePerGram,3.25,3.2,14.25,2.62,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,8,10,0.21,1.23,0.97,disintegrationsPerMinutePerGram,-0.53,3.06,10.47,2.45,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,10,12,NA,1.61,0.35,disintegrationsPerMinutePerGram,-1.53,2.85,9.47,2.18,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,12,14,NA,3.39,0.8,disintegrationsPerMinutePerGram,2.03,3.1,13.03,2.5,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,14,16,NA,0.91,0.97,disintegrationsPerMinutePerGram,-0.06,2.72,10.94,2.01,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,16,18,0.21,0.95,0.51,disintegrationsPerMinutePerGram,-3.21,2.37,7.79,1.51,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,18,20,NA,2.52,0.87,disintegrationsPerMinutePerGram,-3.93,2.45,7.07,1.62,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,20,22,NA,0.88,0.86,disintegrationsPerMinutePerGram,-0.19,2.7,10.81,1.99,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,22,24,NA,2.25,0.86,disintegrationsPerMinutePerGram,-0.5,2.73,10.5,2.02,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,24,26,0.21,0.26,0.8,disintegrationsPerMinutePerGram,-0.88,2.48,10.12,1.66,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,26,28,NA,0.91,0.5,disintegrationsPerMinutePerGram,0.1,2.68,11.1,1.95,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,28,30,NA,0.95,0.8,disintegrationsPerMinutePerGram,3.02,2.66,14.02,1.93,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,30,32,NA,0.42,0.87,disintegrationsPerMinutePerGram,0.47,2.49,11.47,1.68,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,32,34,NA,0.28,0.59,disintegrationsPerMinutePerGram,1.05,2.29,12.05,1.38,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,34,36,0.2,0.88,0.56,disintegrationsPerMinutePerGram,0.44,2.3,11.44,1.38,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,36,38,NA,0.16,0.96,disintegrationsPerMinutePerGram,-2.74,2.21,8.26,1.24,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,38,40,NA,0,0,disintegrationsPerMinutePerGram,0.03,2.33,11.03,1.44,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,40,42,0.19,1.23,0.93,disintegrationsPerMinutePerGram,-1.52,2.21,9.48,1.23,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,42,44,NA,0.95,0.92,disintegrationsPerMinutePerGram,-1.47,2.22,9.53,1.25,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,44,46,NA,0.57,0.6,disintegrationsPerMinutePerGram,-0.91,2.17,10.09,1.16,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,46,48,0.18,2.59,0.95,disintegrationsPerMinutePerGram,-0.67,2.18,10.33,1.18,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,FORT,FORT_H,single set of methods,48,50,NA,2.42,0.98,disintegrationsPerMinutePerGram,0.89,2.41,11.89,1.56,disintegrationsPerMinutePerGram,0.66,1.91,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,0,2,NA,7.56,1.09,disintegrationsPerMinutePerGram,103.26,8.55,118.26,8.53,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,2,4,0.16,7.72,1.34,disintegrationsPerMinutePerGram,89.41,7.36,104.41,7.33,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,4,6,NA,6.91,0.89,disintegrationsPerMinutePerGram,89,7.48,104,7.45,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,6,8,NA,7.78,0.81,disintegrationsPerMinutePerGram,86.9,7.28,101.9,7.25,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,8,10,0.16,8.64,1.39,disintegrationsPerMinutePerGram,80.52,6.95,95.52,6.92,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,10,12,NA,9.83,1.32,disintegrationsPerMinutePerGram,69.75,6.56,84.75,6.53,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,12,14,NA,15.97,1.51,disintegrationsPerMinutePerGram,53.12,5.76,68.12,5.73,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,14,16,NA,18.66,1.54,disintegrationsPerMinutePerGram,51.29,5.16,66.29,5.12,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,16,18,0.15,25.14,0.96,disintegrationsPerMinutePerGram,44.22,4.66,59.22,4.61,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,18,20,NA,19.5,1.41,disintegrationsPerMinutePerGram,29.03,5.56,44.03,5.52,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,20,22,NA,12.22,1.35,disintegrationsPerMinutePerGram,34.55,4.29,49.55,4.24,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,22,24,NA,5.77,1.34,disintegrationsPerMinutePerGram,28.33,3.77,43.33,3.71,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,24,26,0.15,8.13,0.73,disintegrationsPerMinutePerGram,26.17,3.54,41.17,3.48,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,26,28,NA,1.37,1.19,disintegrationsPerMinutePerGram,20.03,3.44,35.03,3.38,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,28,30,NA,1.9,1.17,disintegrationsPerMinutePerGram,18,3.09,33,3.02,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,30,32,NA,0.16,1.27,disintegrationsPerMinutePerGram,12.93,2.72,27.93,2.63,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,32,34,0.15,4.37,1.14,disintegrationsPerMinutePerGram,12.49,2.7,27.49,2.62,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,34,36,NA,2.51,1.21,disintegrationsPerMinutePerGram,15.15,2.83,30.15,2.75,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,36,38,NA,1.57,0.33,disintegrationsPerMinutePerGram,8.87,2.88,23.87,2.8,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,38,40,NA,0,0,disintegrationsPerMinutePerGram,10.19,2.59,25.19,2.5,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,40,42,0.15,0.23,1.18,disintegrationsPerMinutePerGram,9.88,2.6,24.88,2.51,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,42,44,NA,0.71,1.34,disintegrationsPerMinutePerGram,6.32,2.37,21.32,2.27,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,44,46,NA,1.08,0.39,disintegrationsPerMinutePerGram,15.51,10.83,30.51,10.8,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,46,48,NA,1.18,0.56,disintegrationsPerMinutePerGram,4.46,2.39,19.46,2.3,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_W,single set of methods,48,50,0.15,0.76,0.49,disintegrationsPerMinutePerGram,0.22,1.77,15.22,1.64,disintegrationsPerMinutePerGram,0.9,0.67,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,0,2,0.16,5.56,1.24,disintegrationsPerMinutePerGram,112.53,11.46,149.53,10.05,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,2,4,NA,7.49,1.46,disintegrationsPerMinutePerGram,90.58,10.88,127.58,9.38,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,4,6,NA,6.13,0.62,disintegrationsPerMinutePerGram,80.3,9.87,117.3,8.2,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,6,8,NA,4.16,1.42,disintegrationsPerMinutePerGram,31.6,7.59,68.6,5.23,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,8,10,0.13,0,0,disintegrationsPerMinutePerGram,18.9,7.07,55.9,4.44,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
Stevens_et_al_2024,BRAD,BRAD_M,single set of methods,10,12,NA,1.99,1.04,disintegrationsPerMinutePerGram,7.74,7.02,44.74,4.37,disintegrationsPerMinutePerGram,2.22,5.52,disintegrationsPerMinutePerGram
