study_id,site_id,core_id,core_latitude,core_longitude
Marba_unpublished,Bolinao,Marba_unpublished_2,16.37,119.96
Marba_unpublished,Bolinao,Marba_unpublished_3,16.35,119.94
Marba_unpublished,Nefyn,Marba_unpublished_4,52.93,-4.57
Marba_unpublished,Anglesey,Marba_unpublished_5,53.27,-4.58
Marba_unpublished,Anglesey,Marba_unpublished_6,53.27,-4.58
Marba_unpublished,Anglesey,Marba_unpublished_7,53.27,-4.58
Mateo_and_Serrano_unpublished,Portlligat_III,Mateo_and_Serrano_unpublished_1,42.293,3.293
Mateo_and_Serrano_unpublished,Cádiz_Bay,Mateo_and_Serrano_unpublished_10,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Cádiz_Bay,Mateo_and_Serrano_unpublished_11,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Cádiz_Bay,Mateo_and_Serrano_unpublished_12,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Cádiz_Bay,Mateo_and_Serrano_unpublished_13,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Cádiz_Bay,Mateo_and_Serrano_unpublished_14,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_15,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_16,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_17,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_18,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_19,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Talamanca,Mateo_and_Serrano_unpublished_2,38.9118,1.4583
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_20,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_21,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_22,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_23,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_24,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_25,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_26,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_27,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_28,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_29,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Talamanca,Mateo_and_Serrano_unpublished_3,38.9118,1.4583
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_30,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_31,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_32,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_33,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_34,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_35,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_36,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_37,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_38,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Talamanca,Mateo_and_Serrano_unpublished_4,38.9118,1.4583
Mateo_and_Serrano_unpublished,Es_Pujols,Mateo_and_Serrano_unpublished_5,38.728,1.4572
Mateo_and_Serrano_unpublished,Es_Pujols,Mateo_and_Serrano_unpublished_6,38.728,1.4572
Mateo_and_Serrano_unpublished,Es_Pujols,Mateo_and_Serrano_unpublished_7,38.728,1.4572
Mateo_and_Serrano_unpublished,Es_Pujols,Mateo_and_Serrano_unpublished_8,38.728,1.4592
Mateo_and_Serrano_unpublished,Es_Pujols,Mateo_and_Serrano_unpublished_9,38.728,1.4592
Mateo_et_al_1997,Tabarca_South,Mateo_et_al_1997_1,38.162,-0.473
Mateo_et_al_1997,Portlligat_I,Mateo_et_al_1997_10,42.294,3.289
Mateo_et_al_1997,Culip,Mateo_et_al_1997_11,42.322,3.309
Mateo_et_al_1997,Medes_Islands,Mateo_et_al_1997_12,42.046,3.217
Mateo_et_al_1997,Medes_Islands,Mateo_et_al_1997_13,42.046,3.217
Mateo_et_al_1997,Ischia,Mateo_et_al_1997_14,40.753,13.9
Mateo_et_al_1997,Tabarca_South,Mateo_et_al_1997_2,38.162,-0.473
Mateo_et_al_1997,Tabarca_South,Mateo_et_al_1997_3,38.162,-0.473
Mateo_et_al_1997,Tabarca_North,Mateo_et_al_1997_4,38.167,-0.476
Mateo_et_al_1997,El_Campello,Mateo_et_al_1997_5,38.423,-0.384
Mateo_et_al_1997,El_Campello,Mateo_et_al_1997_6,38.423,-0.384
Mateo_et_al_1997,El_Campello,Mateo_et_al_1997_7,38.423,-0.384
Mateo_et_al_1997,Portlligat_I,Mateo_et_al_1997_8,42.294,3.289
Mateo_et_al_1997,Portlligat_I,Mateo_et_al_1997_9,42.294,3.289
Mateo_unpublished,Villajoyosa,Mateo_unpublished_1,38.504,-0.226
Mateo_unpublished,Villajoyosa,Mateo_unpublished_2,38.504,-0.226
Mateo_unpublished,Villajoyosa,Mateo_unpublished_3,38.504,-0.226
Mateo_unpublished,Saline_Bay,Mateo_unpublished_4,35.96,14.43
Mateo_unpublished,Saline_Bay,Mateo_unpublished_5,35.96,14.43
Mateo_unpublished,Saline_Bay,Mateo_unpublished_6,35.96,14.43
Mateo_unpublished,Melieha_Bay,Mateo_unpublished_7,35.972,14.3624
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_1,37.239195,-75.861174
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_2,37.240004,-75.857644
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_3,37.271823,-75.822058
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_4,37.269897,-75.824192
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_5,37.26682227,-75.81253194
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_6,37.26574872,-75.81266697
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_7,37.2641834,-75.81352989
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_8,37.26252797,-75.81307224
Mellors_et_al_2002,Ellie_Pt,Mellors_et_al_2002_1,-16.8773,145.7853
Mellors_et_al_2002,Lugger_Bay,Mellors_et_al_2002_2,-17.9486,146.1056
Mellors_et_al_2002,Meunga_Creek,Mellors_et_al_2002_3,-18.2634,146.0358
Mellors_et_al_2002,Horseshoe_Bay,Mellors_et_al_2002_4,-19.1133,146.8514
Mellors_et_al_2002,Geoffrey_Bay,Mellors_et_al_2002_5,-19.16745,146.8602
Mellors_et_al_2002,Bolger_Bay,Mellors_et_al_2002_6,-19.1487,146.7909
Mellors_et_al_2002,Windy_Point,Mellors_et_al_2002_7,-19.784300000000002,147.7543
Mellors_et_al_2002,Port_Dennison,Mellors_et_al_2002_8,-20.026,148.255
Miyajima_et_al_1998,Green_Island_Great_Barrier_Reef,Miyajima_et_al_1998_1,-16.45,145.58
Miyajima_et_al_1998,Green_Island_Great_Barrier_Reef,Miyajima_et_al_1998_2,-16.45,145.58
Oakes_and_Connolly_2004,Redland_Bay,Oakes_and_Connolly_2004_1,-27.5333,153.31667
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_1,2.310125,104.093168
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_10,2.288207,104.10624
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_11,2.286188,104.103381
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_12,2.285454,104.109446
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_13,2.278968,104.107708
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_14,2.28385,104.111586
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_15,2.279723,104.115095
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_16,2.275221,104.117561
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_17,2.27034,104.114653
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_18,2.278738,104.128694
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_19,2.267644,104.125326
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_2,2.309649,104.092464
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_20,2.265741,104.123981
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_21,2.281969,104.132855
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_22,2.280819,104.134222
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_23,2.264597,104.14909
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_24,2.304024,104.09283
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_25,2.299466,104.093812
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_26,2.280786,104.104179
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_3,2.306298,104.093123
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_4,2.303648,104.093509
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_5,2.301143,104.093759
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_6,2.298872,104.095089
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_7,2.294371,104.097415
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_8,2.290997,104.099739
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_9,2.289241,104.107267
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_1,25.1481,-80.5752
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_2,25.0642,-80.6277
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_3,25.0642,-80.6277
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_4,25.024,-80.6543
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_5,25.024,-80.6543
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_6,25.0738,-80.7367
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_7,25.0536,-80.7541
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_8,25.1481,-80.5752
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_1,-26.0286,32.879
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_10,-26.0662,32.9192
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_11,-26.0662,32.9192
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_2,-26.0286,32.879
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_3,-26.0566,32.0566
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_4,-26.0662,32.9192
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_5,-26.0662,32.9192
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_6,-26.0286,32.879
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_7,-26.0286,32.879
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_8,-26.0566,32.0566
Paula_et_al_2001,Inhaca_Island,Paula_et_al_2001_9,-26.0566,32.0566
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_1,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_10,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_11,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_12,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_13,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_2,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_3,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_4,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_5,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_6,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_7,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_8,7.50765,99.3033
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_9,7.50765,99.3033
Pulich_1985,Redfish_Bay,Pulich_1985_1,27.75,-97.23
Pulich_1985,Laguna_Madre,Pulich_1985_2,27.52,-97.3
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_1,-34.32,150.5
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_2,-34.32,150.5
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_3,-34.32,150.5
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_4,-34.32,150.5
Qu_et_al_2006,Lake_Illawara,Qu_et_al_2006_5,-34.32,150.5
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_1,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_10,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_11,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_12,45.233,12.26
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_13,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_14,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_15,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_16,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_17,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_18,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_19,43.423,3.643
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_2,45.233,12.26
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_20,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_21,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_22,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_23,43.423,3.643
Rigollet_et_al_2004,Thau_lagoon,Rigollet_et_al_2004_24,43.423,3.643
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_3,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_4,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_5,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_6,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_7,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_8,45.233,12.26
Rigollet_et_al_2004,Venice_lagoon,Rigollet_et_al_2004_9,45.233,12.26
Rosenfeld_1979,Florida_Bay,Rosenfeld_1979_1,25.0293,-80.5403
Serrano_unpublished,Portlligat_II,Serrano_unpublished_1,42.293,3.293
Sfriso_and_Marcomini_1999,Petta_di_Po_-_Venice,Sfriso_and_Marcomini_1999_1,45.39,12.33
Spivak_et_al_2009,Goodwin_islands,Spivak_et_al_2009_1,37.2266,-76.3888
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_1,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_10,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_11,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_12,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_2,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_3,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_4,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_5,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_6,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_7,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_8,-40.4,144.5
Spruzen_et_al_2008,Robbins_Passage,Spruzen_et_al_2008_9,-40.4,144.5
Thimdee_et_al_2003,Khung_Krabaen_bay,Thimdee_et_al_2003_1,12.5667,101.9
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_1,34.7487,-76.4496
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_10,34.6768,-76.501
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_11,34.6722,-76.5958
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_12,34.6809,-76.6107
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_13,34.6554,-76.5228
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_14,34.7214,-76.5755
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_15,34.6684,-76.5828
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_16,34.7221,-76.5775
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_17,34.6925,-76.6188
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_18,34.6925,-76.6188
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_2,34.6909,-76.4983
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_3,34.677,-76.5062
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_4,34.6635,-76.5199
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_5,34.6769,-76.5274
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_6,34.7,-76.5946
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_7,34.6947,-76.5962
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_8,34.6725,-76.5263
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_9,34.733,-76.4482
Van_Engeland_2010,Bay_of_Cadiz,Van_Engeland_2010_1,36.47021944,-6.251963889
Van_Engeland_2010,Bay_of_Cadiz,Van_Engeland_2010_2,36.47021944,-6.251963889
Vichkovitten_et_al_2005,Denmark,Vichkovitten_et_al_2005_1,55.28,11.05
Vichkovitten_et_al_2005,Denmark,Vichkovitten_et_al_2005_2,55.28,11.05
Vichkovitten_et_al_2005,Denmark,Vichkovitten_et_al_2005_3,55.28,11.05
Vichkovitten_et_al_2005,Denmark,Vichkovitten_et_al_2005_4,55.28,11.05
Yamamuro_et_al_1993,Dravuni_Is._Fiji,Yamamuro_et_al_1993_1,-18.75,178.5
Yamamuro_et_al_1993,Dravuni_Is,Yamamuro_et_al_1993_2,-18.75,178.5
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_1,25.083166666666667,-80.48901666666667
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_2,25.05625,-80.71355
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_3,25.12175,-80.80155
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_4,24.98905,-80.84038333333334
Yarbro_and_Carlson_2008,Florida_Bay,Yarbro_and_Carlson_2008_5,25.0534,-80.9101
